call_sign,facility_id,service,licensee,status,details
WBLK,71215,FM,"Townsquare Media of Buffalo, Inc.",LICENSED,Click for Details
WBLM,22878,FM,"Townsquare License, LLC",LICENSED,Click for Details
WBLS,28203,FM,MEDIACO WBLS LICENSE LLC,LICENSED,Click for Details
WBLX-FM,2540,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WBMW,55404,FM,RED WOLF BROADCASTING CORPORATION,LICENSED,Click for Details
WBMX,28621,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WBNS-FM,54701,FM,"RADIOHIO, INCORPORATED",LICENSED,Click for Details
WBOI,53745,FM,"NORTHEAST INDIANA PUBLIC RADIO, INC",LICENSED,Click for Details
WBOS,23439,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WBPR,69163,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WBQT,25050,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WBSX,133,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WBT-FM,10764,FM,"RADIO ONE OF NORTH CAROLINA, LLC",LICENSED,Click for Details
WBTJ,74168,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WBTN-FM,9310,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WBTP,41382,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBTT,55756,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBUF,53699,FM,"TOWNSQUARE MEDIA OF BUFFALO, INC.",LICENSED,Click for Details
WBUL-FM,70192,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBUR-FM,68241,FM,THE TRUSTEES OF BOSTON UNIVERSITY,LICENSED,Click for Details
WBUZ,74243,FM,"WYCQ, INC",LICENSED,Click for Details
WBVM,5373,FM,BISHOP OF THE DIOCESE OF ST. PETERSBURG,LICENSED,Click for Details
WBWL,40824,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBWN,40906,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WBYN-FM,71310,FM,WDAC RADIO COMPANY,LICENSED,Click for Details
WBYT,51723,FM,PATHFINDER COMMUNICATIONS CORPORATION,LICENSED,Click for Details
WBZ-FM,1901,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WBZA,71204,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WBZW,61142,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBZY,10698,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBZZ,20351,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WCAI,8566,FM,WGBH EDUCATIONAL FOUNDATION,LICENSED,Click for Details
WCAN,70503,FM,WAMC,LICENSED,Click for Details
WCBE,4325,FM,"BD.OF EDUC., CITY SCH.DIST., COLUMBUS",LICENSED,Click for Details
WCBF,71509,FM,"SOUTHERN BELLE, LLC",LICENSED,Click for Details
WCBS-FM,9611,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WCBU,6610,FM,BRADLEY UNIVERSITY,LICENSED,Click for Details
WCCC,25072,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WCDW,165347,FM,EQUINOX BROADCASTING CORP,LICENSED,Click for Details
WCDX,60473,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WCEI-FM,11668,FM,"FM RADIO LICENSES, LLC",LICENSED,Click for Details
WCEL,44032,FM,WAMC,LICENSED,Click for Details
WCFB,10343,FM,"COX RADIO, LLC",LICENSED,Click for Details
WCFJ,17765,FM,"RADIO TRAINING NETWORK, INC",LICENSED,Click for Details
WCFS-FM,71283,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WCFT-FM,39605,FM,"SOUTHERN BELLE, LLC",LICENSED,Click for Details
WCHD,55500,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCHI-FM,53971,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCID,10688,FM,"Family Life Ministries, Inc.",LICENSED,Click for Details
WCIE,60262,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WCIS-FM,22134,FM,"FAMILY LIFE MINISTRIES, INC.",LICENSED,Click for Details
WCJZ,83101,FM,"HANCOCK COMMUNICATIONS, INC.",LICENSED,Click for Details
WCKL,73233,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WCKT,55755,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCKX,27645,FM,"BLUE CHIP BROADCASTING LICENSES, LTD",LICENSED,Click for Details
WCLG-FM,6553,FM,AJG CORPORATION,LICENSED,Click for Details
WCLK,11675,FM,CLARK ATLANTA UNIVERSITY,LICENSED,Click for Details
WCLT-FM,71285,FM,"WCLT RADIO, INC.",LICENSED,Click for Details
WCLV,12025,FM,IDEASTREAM,LICENSED,Click for Details
WCLZ,56569,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WCMC-FM,51760,FM,"WCMC-FM, LLC",LICENSED,Click for Details
WCML-FM,9907,FM,CENTRAL MICHIGAN UNIVERSITY,LICENSED,Click for Details
WCMU-FM,9918,FM,CENTRAL MICHIGAN UNIVERSITY BOARD OF TRUSTEES,LICENSED,Click for Details
WCMW-FM,9923,FM,CENTRAL MICHIGAN UNIVERSITY,LICENSED,Click for Details
WCNR,52394,FM,"TIDEWATER COMMUNICATIONS, LLC",LICENSED,Click for Details
WCNV,90292,FM,VPM MEDIA CORPORATION,LICENSED,Click for Details
WCNY-FM,66284,FM,PUBLIC BROADCASTING COUNCIL OF CENTRAL NEW YORK,LICENSED,Click for Details
WCOL-FM,25037,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCON-FM,25814,FM,HABERSHAM BROADCASTING CO.,LICENSED,Click for Details
WCOR-FM,21197,FM,"Family Life Ministries, Inc.",LICENSED,Click for Details
WCOS-FM,71290,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCPN,70109,FM,IDEASTREAM,LICENSED,Click for Details
WCQR-FM,53101,FM,"POSITIVE ALTERNATIVE RADIO, INC.",LICENSED,Click for Details
WCQS,71923,FM,WESTERN NORTH CAROLINA PUBLIC RADIO,LICENSED,Click for Details
WCRB,23441,FM,WGBH EDUCATIONAL FOUNDATION,LICENSED,Click for Details
WCRH,9723,FM,"CEDAR RIDGE CHILDREN'S HOME & SCHOOL, INC",LICENSED,Click for Details
WCRJ,48390,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WCRZ,20446,FM,"TOWNSQUARE MEDIA OF FLINT, INC.",LICENSED,Click for Details
WCSP-FM,68950,FM,NATIONAL CABLE SATELLITE CORPORATION,LICENSED,Click for Details
WCSU-FM,9958,FM,CENTRAL STATE UNIVERSITY,LICENSED,Click for Details
WCSX,25084,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WCTK,25869,FM,"HALL COMMUNICATIONS, INC.",LICENSED,Click for Details
WCTL,28774,FM,"INSPIRATION TIME, INC.",LICENSED,Click for Details
WCTO,36997,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WCTQ,3059,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCVE-FM,10016,FM,VPM MEDIA CORPORATION,LICENSED,Click for Details
WCVO,11138,FM,RIVER RADIO MINISTRIES,LICENSED,Click for Details
WCVQ,61253,FM,"SAGA COMMUNICATIONS OF TUCKESSEE, LLC",LICENSED,Click for Details
WCYQ,49923,FM,"SM-WCYQ, LLC",LICENSED,Click for Details
WDAC,71309,FM,WDAC RADIO COMPANY,LICENSED,Click for Details
WDAF-FM,8609,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WDAI,59490,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WDAQ,4822,FM,THE BERKSHIRE BROADCASTING CORP.,LICENSED,Click for Details
WDAS-FM,71316,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDAV,66503,FM,THE TRUSTEES OF DAVIDSON COLLEGE,LICENSED,Click for Details
WDBG,183372,FM,"RADIOJONES, LLC",LICENSED,Click for Details
WDBM,4241,FM,BD OF TRUSTEE OF MICHIGAN STATE UNIV,LICENSED,Click for Details
WDBR,9960,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WDBT,63945,FM,"GULF SOUTH COMMUNICATIONS, INC.",LICENSED,Click for Details
WDCB,12281,FM,"COLLEGE OF DU PAGE, DISTRICT 502",LICENSED,Click for Details
WDCG,53597,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDCX-FM,34820,FM,"KIMTRON, INC.",LICENSED,Click for Details
WDDW,53506,FM,"BUSTOS MEDIA OF WISCONSIN, LLC",LICENSED,Click for Details
WDEF-FM,57827,FM,"JACKSON TELECASTERS, INC.",LICENSED,Click for Details
WDET-FM,71189,FM,WAYNE STATE UNIVERSITY,LICENSED,Click for Details
WDEZ,70522,FM,"WRIG, INC.",LICENSED,Click for Details
WDHA-FM,49587,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WDIC-FM,16905,FM,DICKENSON COUNTY BROADCASTING CORP.,LICENSED,Click for Details
WDIY,36992,FM,LEHIGH VALLEY COMMUNITY BROADCASTERS ASSOCIATION,LICENSED,Click for Details
WDJC-FM,34819,FM,"KIMTRON, INC.",LICENSED,Click for Details
WDKL,54915,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WDKS,48710,FM,"TOWNSQUARE MEDIA OF EVANSVILLE/OWENSBORO, INC.",LICENSED,Click for Details
WDLT-FM,8680,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WDMK,4597,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WDNA,4030,FM,BASCOMB MEMORIAL BROADCASTING FOUNDATION,LICENSED,Click for Details
WDNX,57955,FM,"RURAL LIFE FOUNDATION, INC",LICENSED,Click for Details
WDOK,28525,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WDPG,15882,FM,"DAYTON PUBLIC RADIO, INC.",LICENSED,Click for Details
WDPR,61582,FM,"DAYTON PUBLIC RADIO, INC.",LICENSED,Click for Details
WDRC-FM,7718,FM,RED WOLF BROADCASTING CORPORATION,LICENSED,Click for Details
WDRM,44024,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDRQ,70040,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WDRV,49552,FM,"CHICAGO FCC LICENSE SUB, LLC",LICENSED,Click for Details
WDSD,4669,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDSY-FM,18525,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WDUN-FM,32978,FM,JACOBS MEDIA CORPORATION,LICENSED,Click for Details
WDUV,1178,FM,"COX RADIO, LLC",LICENSED,Click for Details
WDVD,8631,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WDVE,59588,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDVI,37546,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDWN,9426,FM,CAYUGA COUNTY COMMUNITY COLLEGE,LICENSED,Click for Details
WDXB,2114,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WDZH,25448,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WDZZ-FM,13665,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WEAA,43794,FM,MORGAN STATE UNIVERSITY,LICENSED,Click for Details
WEAT,1918,FM,"WPB FCC LICENSE SUB, LLC",LICENSED,Click for Details
WEBE,71389,FM,"CONNOISSEUR MEDIA LICENSES, LLC",LICENSED,Click for Details
WEBF,90101,FM,"HOUR OF HARVEST, INC.",LICENSED,Click for Details
WEBN,29734,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WEDG,56103,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WEDR,71418,FM,"COX RADIO, LLC",LICENSED,Click for Details
WEEC,73726,FM,WORLD EVANGELISTIC ENTERPRISE CORPORATION,LICENSED,Click for Details
WEEI-FM,1919,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WEGR,58397,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WEKC,92574,FM,EASTERN KENTUCKY UNIVERSITY,LICENSED,Click for Details
WEMU,18311,FM,EASTERN MICHIGAN UNIVERSITY,LICENSED,Click for Details
WEND,74074,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WENZ,2685,FM,"BLUE CHIP BROADCASTING LICENSES, LTD",LICENSED,Click for Details
WEOS,65559,FM,HOBART AND WILLIAM SMITH COLLEGES,LICENSED,Click for Details
WEPN-FM,63781,FM,EMMIS NEW YORK RADIO LICENSE LLC,LICENSED,Click for Details
WERC-FM,62278,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WERN,63030,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WERQ-FM,68827,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WERS,19482,FM,EMERSON COLLEGE,LICENSED,Click for Details
WERV-FM,73171,FM,Alpha Media Licensee LLC,LICENSED,Click for Details
WERZ,53385,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WESA,17747,FM,PITTSBURGH COMMUNITY BROADCASTING CORPORATION,LICENSED,Click for Details
WESC-FM,4679,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WETA,65669,FM,GREATER WASHINGTON EDUCATIONAL TELECOMMUNICATIONS ASSN.,LICENSED,Click for Details
WETS-FM,18253,FM,EAST TENNESSEE STATE UNIVERSITY,LICENSED,Click for Details
WEVC,24235,FM,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED",LICENSED,Click for Details
WEVH,48439,FM,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED",LICENSED,Click for Details
WEVN,48440,FM,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED",LICENSED,Click for Details
WEVO,48438,FM,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED",LICENSED,Click for Details
WEVS,84847,FM,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED",LICENSED,Click for Details
WEZB,20346,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WEZI,53602,FM,"COX RADIO, LLC",LICENSED,Click for Details
WEZL,2441,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WEZN-FM,48721,FM,"CONNOISSEUR MEDIA LICENSES, LLC",LICENSED,Click for Details
WEZX,66364,FM,"THE SCRANTON TIMES, L.P.",LICENSED,Click for Details
WFAN-FM,67846,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WFAS-FM,14380,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WFAV,42656,FM,"MILNER MEDIA PARTNERS, LLC",LICENSED,Click for Details
WFBC-FM,34390,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WFBQ,59590,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WFCJ,41457,FM,MIAMI VALLEY CHRISTIAN BROADCASTING ASSOCIATION,LICENSED,Click for Details
WFCR,69304,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WFDD,70708,FM,WAKE FOREST UNIVERSITY,LICENSED,Click for Details
WFDU,20458,FM,FAIRLEIGH DICKINSON UNIVERSITY,LICENSED,Click for Details
WFEZ,40408,FM,"COX RADIO, LLC",LICENSED,Click for Details
WFGR,25837,FM,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",LICENSED,Click for Details
WFHE,69437,FM,"UNIVERSITY RADIO FOUNDATION, INC.",LICENSED,Click for Details
WFID,10063,FM,"MADIFIDE, INC.",LICENSED,Click for Details
WFIT,65631,FM,THE FLORIDA INSTITUTE OF TECHNOLOGY,LICENSED,Click for Details
WFIU,68269,FM,TRUSTEES OF INDIANA UNIVERSITY,LICENSED,Click for Details
WFIZ,36406,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WFKL,37824,FM,"STEPHENS MEDIA GROUP - ROCHESTER, LLC",LICENSED,Click for Details
WFKS,11409,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WFLC,72984,FM,"COX RADIO, LLC",LICENSED,Click for Details
WFLM,42065,FM,MIDWAY BROADCASTING COMPANY,LICENSED,Click for Details
WFLS-FM,65641,FM,ALPHA MEDIA LICENSEE LLC,LICENSED,Click for Details
WFLV,58363,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WFLZ-FM,29732,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WFMF,4053,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WFMS,54622,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WFMT,10801,FM,WINDOW TO THE WORLD COMMUNICATIONS,LICENSED,Click for Details
WFNZ-FM,28898,FM,"RADIO ONE OF NORTH CAROLINA, LLC",LICENSED,Click for Details
WFOX,14379,FM,"CONNOISSEUR MEDIA LICENSES, LLC",LICENSED,Click for Details
WFPB-FM,69057,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WFPK,38621,FM,"KENTUCKY PUBLIC RADIO, INC.",LICENSED,Click for Details
WFPL,4258,FM,"KENTUCKY PUBLIC RADIO, INC.",LICENSED,Click for Details
WFQS,71880,FM,WESTERN NORTH CAROLINA PUBLIC RADIO,LICENSED,Click for Details
WFRE,31139,FM,"CONNOISSEUR MEDIA LICENSES, LLC",LICENSED,Click for Details
WFRG-FM,50362,FM,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.",LICENSED,Click for Details
WFSH-FM,56390,FM,SALEM COMMUNICATIONS HOLDING CORPORATION,LICENSED,Click for Details
WFSX-FM,50321,FM,"SUN BROADCASTING, INC.",LICENSED,Click for Details
WFTK,10143,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WFUM,66306,FM,THE REGENTS OF THE UNIV. OF MICHIGAN,LICENSED,Click for Details
WFUN-FM,27022,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WFUS,63984,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WFUV,22033,FM,FORDHAM UNIVERSITY,LICENSED,Click for Details
WFXC,36952,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WFXK,24931,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WFYI-FM,41394,FM,"METROPOLITAN INDIANAPOLIS PUBLIC MEDIA, INC.",LICENSED,Click for Details
WGAR-FM,47740,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WGBF-FM,659,FM,"TOWNSQUARE MEDIA OF EVANSVILLE/OWENSBORO, INC.",LICENSED,Click for Details
WGBH,70510,FM,WGBH EDUCATIONAL FOUNDATION,LICENSED,Click for Details
WGCI-FM,51165,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WGCU-FM,69042,FM,THE FLORIDA GULF COAST UNIVERSITY BOARD OF TRUSTEES,LICENSED,Click for Details
WGGY,36202,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WGH-FM,72102,FM,MHR LICENSE LLC,LICENSED,Click for Details
WGHL,51074,FM,ALPHA MEDIA LICENSEE LLC,LICENSED,Click for Details
WGLO,68622,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WGLT,28310,FM,BOARD OF TRUSTEES OF ILLINOIS STATE UNIVERSITY,LICENSED,Click for Details
WGMO,10529,FM,"ZOE COMMUNICATIONS, INC.",LICENSED,Click for Details
WGMS,25103,FM,GREATER WASHINGTON EDUCATIONAL TELECOMMUNICATIONS ASSN.,LICENSED,Click for Details
WGMY,61250,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WGNA-FM,72118,FM,"Townsquare Media of Albany, Inc.",LICENSED,Click for Details
WGNY-FM,78943,FM,"HAWKEYE COMMUNICATIONS, INC",LICENSED,Click for Details
WGOG,2462,FM,"APPALACHIAN BROADCASTING COMPANY, INC.",LICENSED,Click for Details
WGPB,6797,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WGPR,70512,FM,"W.G.P.R., INC.",LICENSED,Click for Details
WGRD-FM,55650,FM,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",LICENSED,Click for Details
WGRF,56102,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WGRH,172640,FM,MINNESOTA PUBLIC RADIO,LICENSED,Click for Details
WGSL,7057,FM,THE SALVATION POEM FOUNDATION,LICENSED,Click for Details
WGTD,23347,FM,GATEWAY TECHNICAL COLLEGE,LICENSED,Click for Details
WGTK-FM,73296,FM,SALEM COMMUNICATIONS HOLDING CORPORATION,LICENSED,Click for Details
WGTS,12460,FM,"ATLANTIC GATEWAY COMMUNICATIONS, INC.",LICENSED,Click for Details
WGUC,6126,FM,"CINCINNATI PUBLIC RADIO, INC.",LICENSED,Click for Details
WGVU-FM,4174,FM,GRAND VALLEY STATE UNIVERSITY,LICENSED,Click for Details
WGY-FM,55490,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WGZB-FM,53202,FM,Alpha Media Licensee LLC Debtor in Possession,LICENSED,Click for Details
WGZZ,15283,FM,"AUBURN NETWORK, INC.",LICENSED,Click for Details
WHAA,91555,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHAD,63091,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHAL-FM,58399,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHBM,63058,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHBQ-FM,50330,FM,FLINN BROADCASTING CORPORATION,LICENSED,Click for Details
WHBT-FM,70345,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHCJ,59247,FM,SAVANNAH STATE UNIVERSITY,LICENSED,Click for Details
WHCN,72144,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHDI,83611,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHEB,35219,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHEL,66223,FM,SUN BROADCASTING INC,LICENSED,Click for Details
WHFM,72176,FM,"CMG NY/TEXAS RADIO, LLC",LICENSED,Click for Details
WHHD,24148,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WHHG,50125,FM,"FOREVER SOUTH LICENSES, LLC",LICENSED,Click for Details
WHHH,6420,FM,"RADIO ONE OF INDIANA, LLC",LICENSED,Click for Details
WHHI,63056,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHHL,74578,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WHJT,43180,FM,"NEW SOUTH RADIO, INC.",LICENSED,Click for Details
WHJY,72298,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHKF,23464,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHKO,14245,FM,"CMG Radio Operating Company, LLC",LICENSED,Click for Details
WHLA,63055,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHLK,59594,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHOF,73135,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHOG-FM,24365,FM,"SOUTHERN STONE COMMUNICATIONS OF FLORIDA, LLC",LICENSED,Click for Details
WHOT-FM,13670,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WHPC,47429,FM,NASSAU COMMUNITY COLLEGE,LICENSED,Click for Details
WHPT,51986,FM,"COX RADIO, LLC",LICENSED,Click for Details
WHQC,74194,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHQG,36372,FM,"LAKEFRONT COMMUNICATIONS, LLC",LICENSED,Click for Details
WHQR,22656,FM,"FRIENDS OF PUBLIC RADIO, INC.",LICENSED,Click for Details
WHQT,72982,FM,"COX RADIO, LLC",LICENSED,Click for Details
WHRG,173962,FM,"HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOC., INC.",LICENSED,Click for Details
WHRJ,173971,FM,"HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOC., INC.",LICENSED,Click for Details
WHRK,54916,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHRM,63083,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHRO-FM,25940,FM,HAMPTON ROADS EDUCATIONAL TELECOMMUNICTNS ASSN INC,LICENSED,Click for Details
WHRV,25933,FM,HAMPTON ROADS EDUCATIONAL TELECOMMUNICTNS ASSN INC,LICENSED,Click for Details
WHSA,63089,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHTA,52548,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WHTD,63949,FM,"BLUE CHIP BROADCASTING LICENSES, LTD",LICENSED,Click for Details
WHTS,71090,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WHTZ,59953,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHUR-FM,65707,FM,THE HOWARD UNIVERSITY,LICENSED,Click for Details
WHUS,65451,FM,"THE BOARD OF TRUSTEES, THE UNIVERSITY OF CONNECTICUT",LICENSED,Click for Details
WHVK,170944,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WHWC,63078,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WHYI-FM,41381,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHYN-FM,55758,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHYY-FM,72336,FM,"WHYY, INC.",LICENSED,Click for Details
WHYZ,92508,FM,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.",LICENSED,Click for Details
WIAD,9619,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WIBA-FM,17385,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WIBC,19524,FM,"EMMIS RADIO LICENSE, LLC",LICENSED,Click for Details
WICN,72379,FM,"WICN PUBLIC RADIO, INC",LICENSED,Click for Details
WICR,69115,FM,UNIVERSITY OF INDIANAPOLIS,LICENSED,Click for Details
WIFC,74102,FM,"WRIG, INC.",LICENSED,Click for Details
WIHG,51113,FM,"3B PROPERTIES, INC.",LICENSED,Click for Details
WIHT,25080,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WIL-FM,72390,FM,"ST. LOUIS FCC LICENSE SUB, LLC",LICENSED,Click for Details
WILK-FM,22666,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WILL-FM,68940,FM,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,LICENSED,Click for Details
WILQ,52192,FM,BACKYARD BROADCASTING OF PENNSYLVANIA LLC,LICENSED,Click for Details
WINK-FM,22094,FM,FORT MYERS BROADCASTING COMPANY,LICENSED,Click for Details
WINQ-FM,57228,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WIOQ,20348,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WIOT,19628,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WIP-FM,28628,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WIPR-FM,53860,FM,PUERTO RICO PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
