subcategory,rank,year,name,restaurant,city
Outstanding Chef,Nominee,1996,Michel Richard,Citrus,"Los Angeles, California"
Outstanding Restaurant,Nominee,1996,Gotham Bar & Grill,"New York, New York",NA
Outstanding Pastry Chef,Winner,1996,Sarabeth Levine,Sarabeth's,"New York, New York"
Best Chefs,Nominee,1996,Anne Rosenzweig,Arcadia,"New York, New York"
Best Chefs,Nominee,1996,Michael Romano,Union Square Cafe,"New York, New York"
Rising Star Chef of the Year,Winner,1996,Douglas Rodriguez,Patria,"New York, New York"
Best Chefs,Nominee,1996,Eric Ripert,Le Bernardin,"New York, New York"
Outstanding Service,Nominee,1996,Charlie Trotter's,"Chicago, Illinois",NA
Outstanding Service,Nominee,1996,The Four Seasons,"New York, New York",NA
Outstanding Chef,Nominee,1996,Lydia Shire,Biba/Pignoli,"Boston, Massachusetts"
Best Chefs,Nominee,1996,Mark Peel,Campanile,"Los Angeles, California"
Best New Restaurant,Nominee,1996,Norman's,"Coral Gables, Florida",NA
Best Chefs,Winner,1996,Alan Wong,Alan Wong's,"Honolulu, Hawaii"
Outstanding Pastry Chef,Nominee,1996,William Yosses,Bouley,"New York, New York"
Outstanding Restaurant Graphics,Winner,1996,Mike Fink,The Double A,"Santa Fe, New Mexico"
Outstanding Restaurant,Nominee,1995,The Mansion on Turtle Creek,"Dallas, Texas",NA
Best New Restaurant,Nominee,1995,Gramercy Tavern,"New York, New York",NA
Best New Restaurant,Winner,1995,Nobu,"New York, New York",NA
Outstanding Service,Nominee,1995,The Four Seasons,"New York, New York",NA
Outstanding Restaurant,Nominee,1995,Gotham Bar & Grill,"New York, New York",NA
Outstanding Restaurant,Nominee,1995,Commanders Palace,"New Orleans, Louisiana",NA
Best Chefs,Nominee,1995,Mark Peel,Campanile,"Los Angeles, California"
Best New Restaurant,Nominee,1995,Rubicon,"San Francisco, California",NA
Best Chefs,Nominee,1995,Arun Sampanthavivat,Arun's Thai Restaurant,"Chicago, Illinois"
Best Chefs,Nominee,1995,Rick Tramonto,Trio,"Northfield, Illinois"
Best Chefs,Nominee,1995,Julian Serrano,Masa's,"Las Vegas, Nevada"
Best New Restaurant,Nominee,1995,Star Canyon,"Dallas, Texas",NA
Best New Restaurant,Nominee,1995,The French Laundry,"Yountville, California",NA
Outstanding Service,Nominee,1995,The Four Seasons,"New York, New York",NA
Outstanding Wine & Spirits Professional,Nominee,1995,Darrell Corti,Corti Brothers,"Sacramento, California"
Outstanding Service,Nominee,1995,The Four Seasons,"New York, New York",NA
Outstanding Service,Nominee,1995,Valentino,"Santa Monica, California",NA
Outstanding Service,Winner,1995,Montrachet,"New York, New York",NA
Best New Restaurant,Winner,1995,Nobu,"New York, New York",NA
Outstanding Wine & Spirits Professional,Nominee,1995,Jack Davies,Schramsberg Vineyards,"Calistoga, California"
Outstanding Service,Nominee,1995,The Inn at Little Washington,"Washington, Virginia",NA
Outstanding Wine & Spirits Professional,Nominee,1995,Kermit Lynch,Kermit Lynch Wine Merchants,"Berkeley, California"
Outstanding Restaurant Design,Winner,1995,"Chhada, Siembieda, & Partners, Ltd.",Fifty Seven Fifty Seven Restaurant,"New York, New York"
Humanitarian of the Year,Winner,1995,Ursula Hotchner,NA,NA
Best Chefs,Winner,1995,Jean Joho,Everest,"Chicago, Illinois"
Best Chefs,Nominee,1995,Ben Barker,Magnolia Grlll,"Durham, North Carolina"
Who's Who of Food & Beverage in America,Winner,1995,Jennifer Fite,"Chicago, Illinois",NA
Who's Who of Food & Beverage in America,Winner,1995,Milton Glaser,"New York, New York",NA
Outstanding Wine Service,Winner,1995,Montrachet,"New York, New York",NA
Best New Restaurant,Nominee,1995,Gramercy Tavern,"New York, New York",NA
Best Chefs,Winner,1995,Robert Kinkead,Kinkead's,"Washington, District of Columbia"
Outstanding Restaurant Design,Winner,1995,"Chhada, Siembieda, & Partners, Ltd.",Fifty Seven Fifty Seven Restaurant,"New York, New York"
Best Chefs in America|Best Chefs,Semifinalist,1995,Jose Enrique,Jose Enrique|Jose Enrique,San Juan|San Juan
Best Chefs,Winner,1995,Gary Danko,The Dining Room-The Ritz-Carlton,"San Francisco, California"
Outstanding Wine & Spirits Professional,Winner,1995,Marvin Shanken,Wine Spectator Magazine,"New York, New York"
Outstanding Pastry Chef,Nominee,1995,Steve Sullivan,Acme Baking Co.,"Berkeley, California"
Outstanding Pastry Chef,Winner,1995,Francois Payard,Daniel,"New York, New York"
Best Chefs,Nominee,1995,Jeffrey A. Buben,Vidalia,"Washington, District of Columbia"
Best Chefs,Nominee,1995,Yannick Cam,Provence and Coco Loco,"Washington, District of Columbia"
Outstanding Wine & Spirits Professional,Nominee,1995,Fritz Maytag,Anchor Brewing Co.,"San Francisco, California"
Who's Who of Food & Beverage in America,Winner,1995,Madhur Jaffrey,"New York, New York",NA
Best Chefs,Nominee,1995,Roberto Donna,Galileo,"Washington, District of Columbia"
Outstanding Wine Service,Nominee,1995,Chanterelle,"New York, New York",NA
Outstanding Restaurant,Nominee,1995,Gotham Bar & Grill,"New York, New York",NA
Outstanding Wine & Spirits Professional,Nominee,1995,Larry Stone,Rubicon,"San Francisco, California"
Best Chefs,Nominee,1995,Jimmy Sneed,The Frog and the Redneck,"Richmond, Virginia"
Outstanding Wine Service,Nominee,1995,The Inn at Little Washington,"Washington, Virginia",NA
Outstanding Wine Service,Nominee,1995,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Outstanding Wine Service,Nominee,1995,Montrachet,"New York, New York",NA
Outstanding Wine Service,Nominee,1995,Ray's Boathouse,"Seattle, Washington",NA
Best New Restaurant,Winner,1995,Nobu,"New York, New York",NA
Outstanding Service,Winner,1995,Montrachet,"New York, New York",NA
Best Chefs,Nominee,1995,David Burke,Park Avenue Cafe,"New York, New York"
Best Chefs,Nominee,1995,Sanford D'Amato,Sanford Restaurant,"Milwaukee, Wisconsin"
Outstanding Wine Service,Nominee,1995,Chanterelle,"New York, New York",NA
Best Chefs,Winner,1995,Christopher Gross,Christopher's and Chirstopher's Bistro,"Phoenix, Arizona"
Outstanding Wine Service,Nominee,1995,The Inn at Little Washington,"Washington, Virginia",NA
Best Chefs,Nominee,1995,Roland Liccioni,Le Francais,"Wheeling, Illinois"
Best Chefs,Nominee,1995,Jody Adams,Michela's and Rialto,"Cambridge, Massachusetts"
Outstanding Pastry Chef,Nominee,1995,Noel Comess,Tom Cat Bakery,"Long Island City, New York"
Outstanding Service,Nominee,1995,The Inn at Little Washington,"Washington, Virginia",NA
Outstanding Service,Nominee,1995,Le Bernardin,"New York, New York",NA
Best New Restaurant,Nominee,1995,The French Laundry,"Yountville, California",NA
Outstanding Pastry Chef,Nominee,1995,Sarabeth Levine,Sarabeth's,"New York, New York"
Best New Restaurant,Nominee,1995,Star Canyon,"Dallas, Texas",NA
Best New Restaurant,Nominee,1995,Star Canyon,"Dallas, Texas",NA
Best Chefs,Nominee,1995,Christian Bertrand,Bertrand,"Greenwich, Connecticut"
Best Chefs,Nominee,1995,Sam Choy,Sam Choy's,"Kailua Kona, Hawaii"
Rising Star Chef of the Year,Nominee,1995,Douglas Rodriguez,Patria,"New York, New York"
Best New Restaurant,Nominee,1995,Rubicon,"San Francisco, California",NA
Outstanding Chef,Winner,1995,Jennifer Fite,Frontera Grill/Topolombampo,"Chicago, Illinois"
Outstanding Wine Service,Nominee,1995,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Outstanding Wine Service,Nominee,1995,Ray's Boathouse,"Seattle, Washington",NA
Best New Restaurant,Nominee,1995,Rubicon,"San Francisco, California",NA
Who's Who of Food & Beverage in America,Winner,1995,Martha Stewart,NA,NA
Outstanding Pastry Chef,Nominee,1995,Emily Luchetti,Starbake and Stars,"San Francisco, California"
Best Chefs,Winner,1995,Elizabeth Terry,Elizabeth's on 37th,"Savannah, Georgia"
Who's Who of Food & Beverage in America,Winner,1995,Daniel Boulud,"New York, New York",NA
Outstanding Pastry Chef,Nominee,1995,Louis Lynch,Emeril's,"New Orleans, Louisiana"
Best New Restaurant,Nominee,1995,Rubicon,"New York, New York",NA
Best Chefs,Nominee,1995,Jean Marie Josselin,A Pacific Cafe,"Kapaa, Kauai, Hawaii"
Best New Restaurant,Winner,1995,Nobu,"New York, New York",NA
Outstanding Restaurant,Nominee,1995,The Mansion on Turtle Creek,"Dallas, Texas",NA
Outstanding Restaurant,Nominee,1995,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Best Chefs,Winner,1995,Gray Kunz,Lespinasse,"New York, New York"
Outstanding Chef,Nominee,1995,Charlie Trotter,Charlie Trotter's,"Chicago, Illinois"
Outstanding Restaurant Graphics,Nominee,1995,Huntley/Muir,Border Grill,"Santa Monica, California"
Outstanding Restaurant Graphics,Nominee,1995,Huntley/Muir,Border Grill,"Santa Monica, California"
Outstanding Restaurant Graphics,Nominee,1995,Evans & Wong,Verbena,"New York, New York"
Humanitarian of the Year,Winner,1995,A. E. Hotchner,NA,NA
Outstanding Restaurant Graphics,Winner,1995,Bow & Arrow Press,Gramercy Tavern,"New York, New York"
Rising Star Chef of the Year,Nominee,1995,Matthew Kenney,Matthew's,"New York, New York"
Best Chefs,Winner,1995,Tamara Murphy,Campagne,"Seattle, Washington"
Outstanding Restaurant,Nominee,1995,Commander's Palace,"New Orleans, Louisiana",NA
Outstanding Restaurant Design,Nominee,1995,"Cass Calder Smith Architecture, Inc.",Restaurant Lulu,"San Francisco, California"
Outstanding Restaurant Design,Nominee,1995,Tony Chi & Assoc.,Zen Palate Union Square,"New York, New York"
Outstanding Chef,Nominee,1995,Jeremiah Tower,Stars,"San Francisco, California"
Best Chefs,Nominee,1995,Robert McGrath,"Windows on the Green at The Phoenician, Scottsdale, AZ","Scottsdale, Arizona"
Outstanding Restaurant Design,Nominee,1995,Tony Chi & Assoc.,Zen Palate Union Square,"New York, New York"
Best Chefs,Nominee,1995,Christopher Schlesinger,East Coast Grill and Blue Room,"Cambridge, Massachusetts"
Best Chefs,Nominee,1995,Michael Romano,Union Square Cafe,"New York, New York"
Outstanding Restaurant,Nominee,1995,Commanders Palace,"New Orleans, Louisiana",NA
Best Chefs,Nominee,1995,Kaspar Donier,Kaspar's,"Seattle, Washington"
Best Chefs,Nominee,1995,Jean-Louis Gerin,Restaurant Jean-Louis,NA
Best Chefs,Nominee,1995,Anne Rosenzweig,Arcadia,"New York, New York"
Outstanding Chef,Nominee,1995,Emeril Lagasse,Emeril's,"New Orleans, Louisiana"
Outstanding Chef,Nominee,1995,David Bouley,Bouley,"New York, New York"
Outstanding Restaurant,Nominee,1995,Gotham Bar and Grill,"New York, New York",NA
Outstanding Restaurant,Nominee,1995,Gotham Bar and Grill,"New York, New York",NA
Best New Restaurant,Nominee,1995,Gramercy Tavern,"New York, New York",NA
Best Chefs,Nominee,1995,Amy Ferguson-Ota,The Ritz-Carlton,"Big Island, Hawaii"
Best Chefs,Winner,1995,Gordon Hamersley,Hamersley's Bistro,"Boston, Massachusetts"
Best Chefs in America|Best Chefs,Semifinalist,1995,Greg S Baker,The Refinery,"Tampa, Florida"
Best Chefs,Nominee,1995,Thierry Rautureau,Rover's,"Seattle, Washington"
Best Chefs,Nominee,1995,Thomas A. Keller,The French Laundry,"Yountville, California"
Best Chefs,Nominee,1995,Frank Brigtsen,Brigtsen's,"New Orleans, Louisiana"
Lifetime Achievement,Winner,1995,Chuck Williams,"San Francisco, California",NA
Best New Restaurant,Nominee,1995,Star Canyon,"Dallas, Texas",NA
Best Chefs,Nominee,1995,Charles Palmer,Aureole,"New York, New York"
Outstanding Service,Nominee,1995,Le Bernardin,"New York, New York",NA
Outstanding Restaurant,Nominee,1995,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Humanitarian of the Year,Winner,1995,Paul Newman,NA,NA
Best Chefs,Nominee,1995,Nancy Oakes,Boulevard,"San Francisco, California"
Rising Star Chef of the Year,Nominee,1995,Eric Ripert,Le Bernardin,"New York, New York"
Best Chefs,Nominee,1995,Gunter Seeger,"Dining Room at The Ritz-Carlton, Buckhead","Atlanta, Georgia"
Best Chefs,Nominee,1995,Jamie Shannon,Commander's Palace,"New Orleans, Louisiana"
Who's Who of Food & Beverage in America,Winner,1995,Joachim Splichal,"Los Angeles, California",NA
Best Chefs,Nominee,1995,James Cohen,"The Wildflower, The Lodge at Vail","Vail, Colorado"
Outstanding Restaurant,Winner,1995,Le Cirque,"New York, New York",NA
Best Chefs,Nominee,1995,Roxsand Scocos,RoxSand,"Phoenix, Arizona"
Outstanding Restaurant,Winner,1995,Le Cirque,"New York, New York",NA
Rising Star Chef of the Year,Winner,1995,Traci Des Jardins,Rubicon,"San Francisco, California"
Who's Who of Food & Beverage in America,Winner,1995,Harold McGee,"San Francisco, California",NA
Best Chefs,Nominee,1995,Janos Wilder,Janos,"Tucson, Arizona"
Outstanding Service,Nominee,1995,Valentino,"Santa Monica, California",NA
Outstanding Wine & Spirits Professional,Nominee,1994,Zelma Long,Simi Winery,"Healdsburg, California"
Who's Who of Food & Beverage in America,Winner,1994,Zach Hanle,NA,NA
Who's Who of Food & Beverage in America,Winner,1994,Cecily Brownstone,NA,NA
Outstanding Service,Nominee,1994,Mr. B's Bistro,"New Orleans, Louisiana",NA
Outstanding Service,Nominee,1994,Mr. B's Bistro,"New Orleans, Louisiana",NA
Humanitarian of the Year,Winner,1994,Barbara Lazaroff,NA,NA
Outstanding Wine & Spirits Professional,Nominee,1994,Jack Davies,Schramsburg Vineyard,"Calistoga, California"
Outstanding Wine Service,Nominee,1994,Ray's Boathouse,"Seattle, Washington",NA
Outstanding Wine Service,Nominee,1994,Montrachet,"New York, New York",NA
Outstanding Wine Service,Nominee,1994,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Best Chefs,Nominee,1994,Janos Wilder,Janos,"Tucson, Arizona"
Best Chefs,Nominee,1994,George Mahaffey,The Restaurant at Little Nell,"Aspen, Colorado"
Best Chefs,Nominee,1994,Christopher Gross,Christopher's,"Phoenix, Arizona"
Best Chefs,Nominee,1994,Jamie Shannon,Commander's Palace,"New Orleans, Louisiana"
Best Chefs,Nominee,1994,Gunter Seeger,The Ritz-Carlton Buckhead,"Atlanta, Georgia"
Best Chefs,Nominee,1994,Alan Wong,CanoeHouse,"Waimea, Hawaii"
Best Chefs,Nominee,1994,Kaspar Donier,Kaspar's,"Seattle, Washington"
Outstanding Wine & Spirits Professional,Nominee,1994,Darrell Corti,Corti Brothers,"Sacramento, California"
Best Chefs,Nominee,1994,Christopher Schlesinger,East Coast Grill,"Cambridge, Massachusetts"
Best Chefs,Nominee,1994,Gordon Hamersley,Hamersley's Bistro,"Boston, Massachusetts"
Best Chefs,Nominee,1994,Jody Adams,Michela's,"Cambridge, Massachusetts"
Best Chefs,Nominee,1994,Debra Ponzek,Montrachet,"New York, New York"
Best Chefs,Nominee,1994,Roland Liccioni,Le Francais,"Wheeling, Illinois"
Best Chefs,Nominee,1994,Sanford D'Amato,Sanford Restaurant,"Milwaukee, Wisconsin"
Best Chefs,Nominee,1994,Georges Perrier,Le Bec-Fin,"Philadelphia, Pennsylvania"
Best Chefs,Nominee,1994,Robert Kinkead,Kinkead's,"Washington, District of Columbia"
Best Chefs,Nominee,1994,Roberto Donna,Galileo,"Washington, District of Columbia"
Best Chefs,Nominee,1994,Jeffrey A. Buben,Vidalia,"Washington, District of Columbia"
Rising Star Chef of the Year,Nominee,1994,Octavio Becerra,Pinot Bistro,"Studio City, California"
Rising Star Chef of the Year,Nominee,1994,David Walzog,Arizona 206,"New York, New York"
Rising Star Chef of the Year,Nominee,1994,Edward Brown,Judson Grill,"New York, New York"
Rising Star Chef of the Year,Nominee,1994,Matthew Kenney,Matthew's,"New York, New York"
Outstanding Pastry Chef,Nominee,1994,Sarabeth Levine,Sarabeth's,"New York, New York"
Outstanding Pastry Chef,Nominee,1994,Jim Dodge,New England Culinary Institute,"Montpelier, Vermont"
Outstanding Restaurant,Nominee,1994,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Outstanding Wine & Spirits Professional,Nominee,1994,Kermit Lynch,Kermit Lynch Wine Merchants,"Berkeley, California"
Outstanding Wine & Spirits Professional,Nominee,1994,Fritz Maytag,Anchor Brewing Company,"San Francisco, California"
Outstanding Wine Service,Nominee,1994,The Four Seasons,"New York, New York",NA
Who's Who of Food & Beverage in America,Winner,1994,Tim Zagat,"New York, New York",NA
Outstanding Restaurant,Winner,1994,Spago,"West Hollywood, California",NA
Outstanding Restaurant,Nominee,1994,Gotham Bar & Grill,"New York, New York",NA
Outstanding Chef,Nominee,1994,Jasper White,Jasper's,"Boston, Massachusetts"
Outstanding Service,Winner,1994,Rainbow Room,"New York, New York",NA
Who's Who of Food & Beverage in America,Winner,1994,Joel B. Dean,NA,NA
Outstanding Chef,Nominee,1994,Michel Richard,Citrus,"Los Angeles, California"
Rising Star Chef of the Year,Nominee,1994,Kevin Rathbun,Baby Routh,"Dallas, Texas"
Best Chefs,Winner,1994,Allen Susser,Chef Allen's,"North Miami Beach, Florida"
Outstanding Restaurant,Nominee,1994,Le Cirque,"New York, New York",NA
Best Chefs,Winner,1994,David Bouley,Bouley,"New York, New York"
Who's Who of Food & Beverage in America,Winner,1994,George Faison,"New York, New York",NA
Best Chefs,Nominee,1994,Elizabeth Terry,Elizabeth on 37th,"Savannah, Georgia"
Outstanding Pastry Chef,Winner,1994,Jacques Torres,Le Cirque,"New York, New York"
Best Chefs,Nominee,1994,Robert McGrath,Windows on the Green,"Scottsdale, Arizona"
Outstanding Pastry Chef,Nominee,1994,Emily Luchetti,Stars,"San Francisco, California"
Best Chefs,Nominee,1994,Gary Danko,The Ritz-Carlton,"San Francisco, California"
Best Chefs,Winner,1994,Christina Ford,Dahlia Lounge,"Seattle, Washington"
Best Chefs,Nominee,1994,Hubert Keller,Fleur de Lys,"San Francisco, California"
Best Chefs,Nominee,1994,Julian Serrano,Masa's,"San Francisco, California"
Outstanding Restaurant,Winner,1994,Spago,"West Hollywood, California",NA
Humanitarian of the Year,Winner,1994,Wolfgang Puck,NA,NA
Outstanding Restaurant,Nominee,1994,Commanders Palace,"New Orleans, Louisiana",NA
Who's Who of Food & Beverage in America,Winner,1994,Nancy Harmon Jenkins,"Camden, Maine",NA
Who's Who of Food & Beverage in America,Winner,1994,Ariane Daguin,"Newark, New Jersey",NA
Best Chefs,Nominee,1994,Jean Joho,Everest,"Chicago, Illinois"
Who's Who of Food & Beverage in America,Winner,1994,Narcisse Chamberlain,NA,NA
Best Chefs,Nominee,1994,Elka Gilmore,Elka,"San Francisco, California"
Outstanding Pastry Chef,Nominee,1994,Nicholas Malgieri,Peter Kump's New York Cooking School,"New York, New York"
Best Chefs,Winner,1994,Patrick Clark,The Hay-Adams Hotel,"Washington, District of Columbia"
Rising Star Chef of the Year,Winner,1994,Sarah Stegner,The Ritz-Carlton,"Chicago, Illinois"
Outstanding Wine Service,Winner,1994,Valentino,"Santa Monica, California",NA
Best Chefs,Winner,1994,Monique Barbeau,Fullers,"Seattle, Washington"
Outstanding Wine & Spirits Professional,Winner,1994,Randall Grahm,Bonny Doon Vineyard,"Santa Cruz, California"
Best Chefs,Nominee,1994,Lidia Bastianich,Felidia,"New York, New York"
Who's Who of Food & Beverage in America,Winner,1994,Jean Anderson,"Chapel Hill, North Carolina",NA
Outstanding Chef,Winner,1994,Daniel Boulud,Daniel,"New York, New York"
Best Chefs,Winner,1994,Paul Bartolotta,Spiaggia,"Chicago, Illinois"
Best Chefs,Nominee,1994,Jean-Georges Vongerichten,JoJo,"New York, New York"
Best Chefs,Nominee,1994,Charles Palmer,Aureole,"New York, New York"
Outstanding Chef,Nominee,1994,Joachim Splichal,Patina,"Los Angeles, California"
Outstanding Service,Nominee,1994,Mr. B's Bistro,"New Orleans, Louisiana",NA
Outstanding Service,Nominee,1994,Valentino,"Santa Monica, California",NA
Outstanding Service,Nominee,1994,Montrachet,"New York, New York",NA
Outstanding Service,Nominee,1994,San Domenico,"New York, New York",NA
Outstanding Chef,Nominee,1994,Emeril Lagasse,Emeril's,"New Orleans, Louisiana"
Best Chefs,Winner,1994,Joyce Goldstein,Square One,"San Francisco, California"
Outstanding Service,Winner,1994,Rainbow Room,"New York, New York",NA
Outstanding Wine Service,Nominee,1994,Ray's Boathouse,"Seattle, Washington",NA
Outstanding Wine Service,Nominee,1994,Montrachet,"New York, New York",NA
Outstanding Wine Service,Nominee,1994,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Outstanding Wine Service,Nominee,1994,The Four Seasons,"New York, New York",NA
Outstanding Service,Nominee,1994,Montrachet,"New York, New York",NA
Outstanding Wine Service,Winner,1994,Valentino,"Santa Monica, California",NA
Outstanding Restaurant,Nominee,1994,Jean-Louis at the Watergate,"Washington, District of Columbia",NA
Outstanding Restaurant,Nominee,1994,Le Cirque,"New York, New York",NA
Outstanding Restaurant,Winner,1994,Spago,"West Hollywood, California",NA
Outstanding Restaurant,Nominee,1994,Gotham Bar & Grill,"New York, New York",NA
Outstanding Restaurant,Nominee,1994,Commander's Palace,"New Orleans, Louisiana",NA
Best Chefs,Nominee,1994,Arun Sampanthavivat,Arun's Thai Restaurant,"Chicago, Illinois"
Best Chefs,Nominee,1994,Jean Marie Josselin,A Pacific Cafe,"Kapaa Kauai, Hawaii"
Who's Who of Food & Beverage in America,Winner,1994,Elizabeth Schneider,"New York, New York",NA
Best Chefs,Nominee,1994,Jean-Louis Gerin,Restaurant Jean-Louis,"Greenwich, Connecticut"
Best Chefs,Winner,1994,Todd English,Olives,"Charlestown, Massachusetts"
Lifetime Achievement,Winner,1994,Robert Mondavi,"Napa, California",NA
Outstanding Service,Nominee,1994,San Domenico,"New York, New York",NA
Best Chefs,Nominee,1994,Frank Brigtsen,Brigtsens,"New Orleans, Louisiana"
Outstanding Service,Nominee,1994,Valentino,"Santa Monica, California",NA
Outstanding Restaurant,Nominee,1994,Gotham Bar & Grill,"New York, New York",NA
Outstanding Restaurant,Nominee,1994,Commanders Palace,"New Orleans, Louisiana",NA
Who's Who of Food & Beverage in America,Winner,1994,Jeff Smith,NA,NA
Who's Who of Food & Beverage in America,Winner,1994,Giorgio DeLuca,"New York, New York",NA
Best Chefs,Winner,1994,Dean Fearing,Mansion on Turtle Creek,"Dallas, Texas"
Outstanding Pastry Chef,Nominee,1993,Nicholas Malgieri,Peter Kumps NY Cooking School,"New York, New York"
Outstanding Restaurant,Nominee,1993,Four Seasons,"New York, New York",NA
Outstanding Service,Nominee,1993,Gordon's,"Chicago, Illinois",NA
Outstanding Restaurant,Winner,1993,The Inn at Little Washington,"Washington, Virginia",NA
Outstanding Wine & Spirits Professional,Nominee,1993,Darrell Corti,Corti Brothers,"Sacramento, California"
Outstanding Wine & Spirits Professional,Nominee,1993,Fritz Maytag,Anchor Brewing,"San Francisco, California"
Best Chefs,Nominee,1993,Hubert Keller,Fleur de Lys,"San Francisco, California"
Best Chefs,Winner,1993,Roy Yamaguchi,Roy's,"Honolulu, Hawaii"
Best Chefs,Winner,1993,Jeremiah Tower,Stars,"San Francisco, California"
Best Chefs,Winner,1993,Susan Spicer,Bayona,"New Orleans, Louisiana"
Best Chefs,Nominee,1993,Norman Van Aken,A Mano,"Miami Beach, Florida"
Humanitarian of the Year,Winner,1993,Ben Cohen,NA,NA
Who's Who of Food & Beverage in America,Winner,1993,Ariane Batterberry,"New York, New York",NA
Humanitarian of the Year,Winner,1993,Jerry Greenfield,NA,NA
Outstanding Chef,Winner,1993,Larry Forgione,An American Place,"New York, New York"
Rising Star Chef of the Year,Nominee,1993,Douglas Rodriguez,Yuca,"Coral Gables, Florida"
Outstanding Service,Nominee,1993,Valentino,"Santa Monica, California",NA
Outstanding Wine & Spirits Professional,Winner,1993,Kevin Zraly,Windows on the World,"New York, New York"
Outstanding Restaurant,Nominee,1993,Le Cirque,"New York, New York",NA
Best Chefs,Nominee,1993,Gary Danko,The Ritz-Carlton,"San Francisco, California"
Outstanding Wine & Spirits Professional,Nominee,1993,Jack Davies,Schramsburg Vineyard,"Calistoga, California"
Outstanding Wine Service,Winner,1993,Charlie Trotter's,"Chicago, Illinois",NA
Best Chefs,Winner,1993,George Germon,Al Forno,"Providence, Rhode Island"
Best Chefs,Nominee,1993,Elizabeth Terry,Elizabeth on 37th,"Savannah, Georgia"
Outstanding Wine Service,Nominee,1993,The Boulders,"Carefree, Arizona",NA
Outstanding Wine Service,Winner,1993,Charlie Trotter's,"Chicago, Illinois",NA
Outstanding Wine Service,Nominee,1993,Ray's Boathouse,"Seattle, Washington",NA
Who's Who of Food & Beverage in America,Winner,1993,Chuck Williams,"San Francisco, California",NA
Lifetime Achievement,Winner,1993,André Soltner,"New York, New York",NA
Outstanding Service,Winner,1993,Commander's Palace,"New Orleans, Louisiana",NA
Who's Who of Food & Beverage in America,Winner,1993,Gael Greene,"New York, New York",NA
Outstanding Restaurant,Nominee,1993,Cafe Annie,"Houston, Texas",NA
Best Chefs,Nominee,1993,Thierry Rautureau,Rover's,"Seattle, Washington"
Outstanding Wine Service,Nominee,1993,Ray's Boathouse,"Seattle, Washington",NA
Rising Star Chef of the Year,Winner,1993,Bobby Flay,Mesa Grill,"New York, New York"
Outstanding Restaurant,Nominee,1993,Le Cirque,"New York, New York",NA
Outstanding Wine Service,Winner,1993,Charlie Trotter's,"Chicago, Illinois",NA
Outstanding Wine Service,Nominee,1993,Masa's,"San Francisco, California",NA
Outstanding Restaurant,Nominee,1993,Mansion on Turtle Creek,"Dallas, Texas",NA
Outstanding Restaurant,Nominee,1993,Four Seasons,"New York, New York",NA
Outstanding Wine Service,Nominee,1993,Grill Room,"New Orleans, Louisiana",NA
Best Chefs,Nominee,1993,Tamara Murphy,Campagne,"Seattle, Washington"
Best Chefs,Nominee,1993,Kaspar Donier,Kaspar's,"Seattle, Washington"
Outstanding Service,Winner,1993,Commander's Palace,"New Orleans, Louisiana",NA
Who's Who of Food & Beverage in America,Winner,1993,Gregory Usher,NA,NA
Best Chefs,Nominee,1993,Janos Wilder,"Tucson, Arizona",NA
Best Chefs,Nominee,1993,Donna Nordin,Cafe Terra Cotta,"Tucson, Arizona"
Outstanding Chef,Nominee,1993,Jean-Georges Vongerichten,JoJo & Vong,"New York, New York"
Best Chefs,Winner,1993,Bryan Ogden,Lark Creek Inn,"Larkspur, California"
Outstanding Service,Winner,1993,Commander's Palace,"New Orleans, Louisiana",NA
Best Chefs,Nominee,1993,Christopher Gross,Christopher's,"Phoenix, Arizona"
Best Chefs,Nominee,1993,Victor Gielisse,Actuelle,"Dallas, Texas"
Best Chefs,Nominee,1993,Gabino Sotelino,Ambria,"Chicago, Illinois"
Outstanding Service,Nominee,1993,Gordon's,"Chicago, Illinois",NA
Outstanding Service,Nominee,1993,Valentino,"Santa Monica, California",NA
Outstanding Service,Nominee,1993,Montrachet,"New York, New York",NA
Best Chefs,Nominee,1993,Sanford D'Amato,Sanford Restaurant,"Milwaukee, Wisconsin"
Best Chefs,Nominee,1993,Paul Bartolotta,Spiaggia,"Chicago, Illinois"
Best Chefs,Nominee,1993,Allen Susser,Chef Allen's,"Aventura, Florida"
Best Chefs,Nominee,1993,Frank Brigtsen,Brigsten's,"New Orleans, Louisiana"
Outstanding Service,Nominee,1993,Montrachet,"New York, New York",NA
Best Chefs,Winner,1993,Jimmy Schmidt,The Rattlesnake Club,"Detroit, Michigan"
Best Chefs,Winner,1993,Alfred Portale,Gotham Bar & Grill,"New York, New York"
Best Chefs,Nominee,1993,Georges Perrier,Le Bec Fin,"Philadelphia, Pennsylvania"
Outstanding Restaurant,Winner,1993,The Inn at Little Washington,"Washington, Virginia",NA
Outstanding Restaurant,Nominee,1993,Four Seasons,"New York, New York",NA
Outstanding Chef,Nominee,1993,Joyce Goldstein,Square One,"San Francisco, California"
