individual,year,year_recode,season,locality,sex,body_mass_grams,body_condition_index,straight_carapace_length_mm
1121,2016,9,Spring,Plateau,f,1349,6.989637306,193
1121,2017,10,Spring,Plateau,f,1238,6.620320856,187
1122,2009,2,Spring,Plateau,f,1088,6.001103144,181.3
1122,2010,3,Spring,Plateau,f,1240,6.774475524,183.04
1122,2011,4,Summer,Plateau,f,1137,6.186071817,183.8
1122,2016,9,Summer,Plateau,f,1354,7.240641711,187
1122,2017,10,Spring,Plateau,f,1335,7.216216216,185
1123,2015,8,Summer,Plateau,m,908,5.11837655,177.4
1123,2016,9,Summer,Plateau,m,1048,5.822222222,180
1123,2017,10,Spring,Plateau,m,1053,6.267857143,168
1124,2009,2,Spring,Plateau,m,969,5.593073593,173.25
1124,2010,3,Spring,Plateau,m,1050,6.006864989,174.8
1124,2011,4,Summer,Plateau,m,948,5.398633257,175.6
1124,2017,10,Spring,Plateau,m,1103,6.375722543,173
1124,2019,12,Summer,Plateau,m,1028,5.807909605,177
1124,2023,16,Summer,Plateau,m,1130,6.312849162,179
1125,2009,2,Spring,Plateau,m,725,4.82111983,150.38
1125,2015,8,Summer,Plateau,m,818,5.311688312,154
1125,2018,11,Spring,Plateau,m,806,5.233766234,154
1125,2019,12,Summer,Plateau,m,763,5.019736842,152
1125,2021,14,Spring,Plateau,m,767,5.013071895,153
1126,2009,2,Spring,Plateau,m,1049,5.914524132,177.36
1126,2010,3,Spring,Plateau,m,1083,6.045550966,179.14
1126,2011,4,Spring,Plateau,m,1043,5.765616363,180.9
1126,2011,4,Summer,Plateau,m,1123,6.1366120220000004,183
1127,2009,2,Summer,Plateau,m,829,5.196189044,159.54
1127,2009,2,Spring,Plateau,m,816,5.22607916,156.14
1127,2010,3,Summer,Plateau,m,854,5.3375,160
1127,2011,4,Spring,Plateau,m,842,5.229813665,161
1128,2009,2,Spring,Plateau,m,1046,5.901602347,177.24
1128,2011,4,Summer,Plateau,m,1049,5.860335196,179
1128,2011,4,Summer,Plateau,m,1121,6.262569832,179
1128,2011,4,Summer,Plateau,m,1183,6.590529248,179.5
1128,2016,9,Spring,Plateau,m,1236,6.791208791,182
1128,2017,10,Spring,Plateau,m,1247,6.851648352,182
1129,2009,2,Summer,Plateau,m,1317,7.248211337,181.7
113,2008,1,Spring,Plateau,m,982,5.640436531,174.1
113,2008,1,Summer,Plateau,m,946,5.503199535,171.9
113,2010,3,Summer,Plateau,m,990,5.759162304,171.9
113,2011,4,Summer,Plateau,m,1031,5.925287356,174
113,2011,4,Spring,Plateau,m,1010,5.872093023,172
1132B,2015,8,Summer,Plateau,m,789,5.00952381,157.5
1132B,2016,9,Spring,Plateau,m,807,5.075471698,159
1132B,2023,16,Summer,Plateau,m,1120,6.25698324,179
1133,2009,2,Summer,Plateau,m,1064,5.766937669,184.5
1133,2011,4,Summer,Plateau,m,1062,5.740540541,185
1133,2017,10,Spring,Plateau,m,1108,5.956989247,186
1133,2018,11,Spring,Plateau,m,1161,6.175531915,188
1133,2018,11,Summer,Plateau,m,1218,6.444444444,189
1133,2019,12,Spring,Plateau,m,1094,5.788359788,189
1133,2020,13,Summer,Plateau,m,1196,6.361702128,188
1133,2023,16,Summer,Plateau,m,1187,6.247368421,190
1134,2009,2,Summer,Plateau,m,775,4.966675211,156.04
1134,2010,3,Spring,Plateau,m,759,4.911349812,154.54
1134,2011,4,Summer,Plateau,m,730,4.682488775,155.9
1134,2011,4,Spring,Plateau,m,809,5.263500325,153.7
1135,2009,2,Summer,Plateau,m,1029,6.117717004,168.2
1135,2011,4,Summer,Plateau,m,1060,6.424242424,165
1135,2016,9,Spring,Plateau,m,1084,6.491017964,167
1135,2017,10,Summer,Plateau,m,1031,6.248484848,165
1135,2018,11,Spring,Plateau,m,1066,6.345238095,168
1135,2019,12,Spring,Plateau,m,1003,5.970238095,168
1135,2021,14,Spring,Plateau,m,1040,6.19047619,168
1135,2023,16,Summer,Plateau,m,1085,6.420118343,169
1136,2009,2,Summer,Plateau,m,897,5.543196144,161.82
1136,2010,3,Spring,Plateau,m,833,5.137535463,162.14
1136,2010,3,Spring,Plateau,m,920,5.700123916,161.4
1136,2013,6,Spring,Plateau,m,908,5.570552147,163
1136,2015,8,Summer,Plateau,m,923,5.55354994,166.2
1136,2017,10,Spring,Plateau,m,920,5.714285714,161
1136,2019,12,Spring,Plateau,m,911,5.45508982,167
1137,2009,2,Summer,Plateau,m,957,5.541401274,172.7
1137,2011,4,Spring,Plateau,m,938,5.485380117,171
1137,2011,4,Summer,Plateau,m,939,5.539823009,169.5
1137,2012,5,Spring,Plateau,m,990,5.945945946,166.5
1137,2014,7,Summer,Plateau,m,996,5.724137931,174
1138,2009,2,Summer,Plateau,m,806,4.856006748,165.98
1138,2010,3,Spring,Plateau,m,830,4.959369025,167.36
1138,2010,3,Spring,Plateau,m,841,5.035928144,167
1138,2011,4,Summer,Plateau,m,758,4.538922156,167
1138,2011,4,Summer,Plateau,m,854,5.038348083,169.5
1138,2011,4,Spring,Plateau,m,831,5.024183797,165.4
1138,2012,5,Spring,Plateau,m,816,4.930513595,165.5
1138,2013,6,Spring,Plateau,m,855,5.089285714,168
1138,2014,7,Summer,Plateau,m,821,4.951749095,165.8
1138,2016,9,Summer,Plateau,m,860,5.149700599,167
1138,2017,10,Spring,Plateau,m,833,5.018072289,166
1138,2019,12,Spring,Plateau,m,834,4.994011976,167
1138,2021,14,Spring,Plateau,m,824,4.904761905,168
1138,2022,15,Summer,Plateau,m,857,5.131736527,167
1139,2009,2,Summer,Plateau,m,1114,6.372997712,174.8
1139,2010,3,Spring,Plateau,m,1059,6.043830613,175.22
1139,2011,4,Summer,Plateau,m,1132,6.363125351,177.9
1139,2013,6,Spring,Plateau,m,1128,6.409090909,176
1139,2014,7,Summer,Plateau,m,1204,6.726256983,179
1139,2016,9,Spring,Plateau,m,1172,6.584269663,178
1139,2017,10,Spring,Plateau,m,1138,6.502857143,175
1139,2018,11,Summer,Plateau,m,1169,6.56741573,178
1139,2020,13,Summer,Plateau,m,1218,6.96,175
1139,2021,14,Summer,Plateau,m,1170,6.464088398,181
1139,2021,14,Summer,Plateau,m,1156,6.568181818,176
1139,2022,15,Summer,Plateau,m,1170,6.647727273,176
114,2008,1,Spring,Plateau,m,1131,6.201337866,182.38
114,2009,2,Summer,Plateau,m,1140,6.261671976,182.06
114,2010,3,Spring,Plateau,m,1114,6.126938731,181.82
114,2011,4,Summer,Plateau,m,1189,6.427027027,185
114,2011,4,Summer,Plateau,m,1154,6.411111111,180
114,2013,6,Spring,Plateau,m,1191.1,6.508743169,183
114,2015,8,Summer,Plateau,m,1295,6.969860065,185.8
114,2016,9,Spring,Plateau,m,1204,6.508108108,185
114,2017,10,Spring,Plateau,m,1125,6.215469613,181
114,2017,10,Summer,Plateau,m,1146,6.331491713,181
114,2018,11,Summer,Plateau,m,1208,6.52972973,185
114,2019,12,Spring,Plateau,m,1180,6.448087432,183
114,2021,14,Spring,Plateau,m,1188,6.421621622,185
114,2023,16,Summer,Plateau,m,1226,6.663043478,184
1141,2009,2,Summer,Plateau,m,1249,6.359470468,196.4
1141,2011,4,Spring,Plateau,m,1236,6.325486182,195.4
1141,2012,5,Spring,Plateau,m,1280,6.537282942,195.8
1141,2014,7,Summer,Plateau,m,1298,6.605597964,196.5
1141,2015,8,Summer,Plateau,m,1288,6.622107969,194.5
1141,2016,9,Spring,Plateau,m,1300,6.666666667,195
1141,2017,10,Spring,Plateau,m,1311,6.757731959,194
1141,2018,11,Summer,Plateau,m,1295,6.641025641,195
1141,2019,12,Spring,Plateau,m,1236,6.338461538,195
1141,2022,15,Summer,Plateau,m,1295,6.641025641,195
1141,2022,15,Spring,Plateau,m,1302,6.676923077,195
1144,2009,2,Summer,Plateau,m,868,5.159909642,168.22
1145,2017,10,Summer,Plateau,m,772,4.980645161,155
1145,2018,11,Summer,Plateau,m,840,5.283018868,159
1145,2019,12,Spring,Plateau,m,821,5.229299363,157
1146,2009,2,Summer,Plateau,m,1058,6.042261565,175.1
1146,2010,3,Spring,Plateau,m,1026,5.846153846,175.5
1146,2011,4,Spring,Plateau,m,976,5.545454545,176
1146,2011,4,Summer,Plateau,m,1036,5.903133903,175.5
1146,2015,8,Summer,Plateau,m,1087,6.141242938,177
1146,2016,9,Spring,Plateau,m,1129,6.342696629,178
1146,2017,10,Spring,Plateau,m,1121,6.297752809,178
1146,2018,11,Spring,Plateau,m,1105,6.207865169,178
1146,2019,12,Spring,Plateau,m,1039,5.772222222,180
1146,2021,14,Summer,Plateau,m,1100,6.145251397,179
1146,2022,15,Spring,Plateau,m,1120,6.25698324,179
1147,2009,2,Summer,Plateau,m,779,4.980818414,156.4
1147,2010,3,Spring,Plateau,m,797,5.185426155,153.7
1147,2011,4,Spring,Plateau,m,802,5.174193548,155
1147,2012,5,Spring,Plateau,m,836,5.352112676,156.2
1147,2016,9,Spring,Plateau,m,878,5.522012579,159
1148,2009,2,Summer,Plateau,m,871,5.570478383,156.36
1148,2014,7,Summer,Plateau,m,995,6.141975309,162
1148,2016,9,Summer,Plateau,m,960,5.889570552,163
1148,2017,10,Summer,Plateau,m,942,5.814814815,162
1148,2022,15,Spring,Plateau,m,990,6.073619632,163
1148,2023,16,Summer,Plateau,m,1033,6.260606061,165
115,2008,1,Spring,Plateau,m,1318,7.092122256,185.84
115,2011,4,Spring,Plateau,m,1312,7.111111111,184.5
115,2013,6,Spring,Plateau,m,1373,7.38172043,186
115,2016,9,Spring,Plateau,m,1368,7.394594595,185
115,2016,9,Spring,Plateau,m,1378,7.448648649,185
115,2017,10,Spring,Plateau,m,1379,7.454054054,185
115,2018,11,Spring,Plateau,m,1380,7.459459459,185
115,2019,12,Spring,Plateau,m,1246,6.77173913,184
115,2021,14,Summer,Plateau,m,1361,7.278074866,187
115,2021,14,Spring,Plateau,m,1342,7.254054054,185
115,2022,15,Summer,Plateau,m,1335,7.216216216,185
1150,2015,8,Summer,Plateau,m,837,5.078883495,164.8
1150,2016,9,Summer,Plateau,m,882,5.281437126,167
1150,2017,10,Spring,Plateau,m,882,5.313253012,166
1150,2018,11,Spring,Plateau,m,918,5.431952663,169
1150,2019,12,Spring,Plateau,m,906,5.392857143,168
1151,2009,2,Summer,Plateau,m,770,4.964539007,155.1
1151,2010,3,Spring,Plateau,m,761,4.964122635,153.3
1151,2011,4,Spring,Plateau,m,736,4.804177546,153.2
1151,2012,5,Spring,Plateau,m,781,5.058290155,154.4
1151,2014,7,Summer,Plateau,m,803,5.082278481,158
1151,2016,9,Summer,Plateau,m,812,5.238709677,155
1151,2017,10,Spring,Plateau,m,777,5.078431373,153
1152,2018,11,Summer,Plateau,f,864,5.538461538,156
1152,2019,12,Spring,Plateau,f,820,5.290322581,155
1153,2009,2,Summer,Plateau,m,865,5.255164034,164.6
1153,2010,3,Spring,Plateau,m,916,5.578902491,164.19
1153,2011,4,Summer,Plateau,m,766,4.713846154,162.5
1153,2012,5,Spring,Plateau,m,879,5.402581438,162.7
1153,2016,9,Spring,Plateau,m,1050,6.25,168
1153,2017,10,Spring,Plateau,m,1021,6.113772455,167
1153,2019,12,Spring,Plateau,m,1020,6.0355029589999996,169
1153,2020,13,Summer,Plateau,m,1050,6.213017751,169
1153,2021,14,Spring,Plateau,m,1024,6.023529412,170
1154,2009,2,Summer,Plateau,m,1216,6.57510544,184.94
1154,2011,4,Summer,Plateau,m,1072,5.794594595,185
1154,2011,4,Summer,Plateau,m,1103,6.010899183,183.5
1154,2011,4,Spring,Plateau,m,1202,6.518438178,184.4
1154,2012,5,Spring,Plateau,m,1182,6.371967655,185.5
1154,2013,6,Spring,Plateau,m,1221,6.635869565,184
1154,2016,9,Summer,Plateau,m,1257,6.794594595,185
1154,2017,10,Summer,Plateau,m,1183,6.394594595,185
1154,2018,11,Summer,Plateau,m,1227,6.561497326,187
1154,2019,12,Spring,Plateau,m,1049,5.67027027,185
1158,2010,3,Spring,Plateau,m,1073,6.2866182329999996,170.68
1158,2011,4,Summer,Plateau,m,1096,6.291618829,174.2
1158,2012,5,Spring,Plateau,m,1085,6.34502924,171
1158,2015,8,Summer,Plateau,m,1138,6.418499718,177.3
1158,2016,9,Spring,Plateau,m,1190,6.723163842,177
1158,2018,11,Spring,Plateau,m,1183,6.721590909,176
1158,2021,14,Spring,Plateau,m,1181,6.748571429,175
1158,2022,15,Spring,Plateau,m,1230,6.91011236,178
1160,2009,2,Summer,Plateau,m,1313,6.668359573,196.9
1160,2010,3,Spring,Plateau,m,1355,6.880268102,196.94
1160,2011,4,Spring,Plateau,m,1344,6.839694656,196.5
1160,2013,6,Spring,Plateau,m,1405,7.131979695,197
1160,2015,8,Summer,Plateau,m,1418,7.072319202,200.5
1160,2015,8,Summer,Plateau,m,1432,7.167167167,199.8
1160,2016,9,Spring,Plateau,m,1428,7.285714286,196
1160,2017,10,Spring,Plateau,m,1425,7.270408163,196
1160,2018,11,Spring,Plateau,m,1417,7.156565657,198
1160,2019,12,Spring,Plateau,m,1383,7.020304569,197
1160,2021,14,Spring,Plateau,m,1405,7.131979695,197
1162,2011,4,Summer,Plateau,m,781,4.911949686,159
1162,2011,4,Summer,Plateau,m,843,5.203703704,162
1162,2016,9,Spring,Plateau,m,925,5.709876543,162
1162,2017,10,Summer,Plateau,m,876,5.407407407,162
1162,2017,10,Spring,Plateau,m,924,5.775,160
1162,2018,11,Spring,Plateau,m,914,5.641975309,162
1164,2009,2,Summer,Plateau,m,883,5.506360688,160.36
1164,2015,8,Summer,Plateau,m,950,5.688622754,167
1164,2016,9,Summer,Plateau,m,910,5.548780488,164
1164,2017,10,Summer,Plateau,m,902,5.602484472,161
1164,2018,11,Spring,Plateau,m,959,5.847560976,164
1166,2009,2,Summer,Plateau,m,857,5.302561564,161.62
1168,2010,3,Spring,Plateau,f,1026,5.528612997,185.58
117,2008,1,Spring,Plateau,m,1160,6.412382532,180.9
117,2010,3,Spring,Plateau,m,1189,6.619530119,179.62
117,2010,3,Spring,Plateau,m,1244,6.880530973,180.8
117,2011,4,Summer,Plateau,m,1125,6.215469613,181
117,2011,4,Summer,Plateau,m,1155,6.452513966,179
117,2014,7,Summer,Plateau,m,1200,6.618863762,181.3
117,2016,9,Spring,Plateau,m,1239,6.883333333,180
117,2018,11,Spring,Plateau,m,1217,6.761111111,180
117,2019,12,Spring,Plateau,m,1212,6.770949721,179
117,2022,15,Summer,Plateau,m,1257,6.983333333,180
1170,2022,15,Summer,Plateau,f,1113,6.36,175
1170,2023,16,Summer,Plateau,f,1037,5.959770115,174
1173,2021,14,Spring,Beach,f,792,4.888888889,162
1173,2023,16,Summer,Beach,f,1114,6.188888889,180
1175,2009,2,Summer,Plateau,m,1146,6.398659966,179.1
1175,2010,3,Spring,Plateau,m,1109,6.090060406,182.1
1175,2011,4,Summer,Plateau,m,1106,6.161559889,179.5
1175,2012,5,Spring,Plateau,m,1129,6.30726257,179
1175,2017,10,Spring,Plateau,m,1137,6.423728814,177
1175,2018,11,Spring,Plateau,m,1190,6.574585635,181
1175,2019,12,Spring,Plateau,m,1126,6.255555556,180
1176,2009,2,Summer,Plateau,m,902,5.418068236,166.48
1176,2010,3,Spring,Plateau,m,892,5.373493976,166
