STATE,AWARD,RECIPIENT,NAME,SESSION,YEAR
MN,111525,55,American Indian Oic School of Business,2004-05,2004
MN,1175665.74,554,Anoka Technical College,2004-05,2004
MN,2766223,1524,Anoka-Ramsey Community College,2004-05,2004
MN,1284831.51,633,Art Institutes International Minnesota (the),2004-05,2004
MN,1532149,699,Augsburg College,2004-05,2004
MN,236098,136,Aveda Institute,2004-05,2004
MN,3216604,1341,Bemidji State University,2004-05,2004
MN,540213,221,Bethany Lutheran College,2004-05,2004
MN,1398664,611,Bethel University,2004-05,2004
MN,3651416,1576,Brown College-,2004-05,2004
MN,1107727.63,813,Capella University,2004-05,2004
MN,568529,204,Carleton College,2004-05,2004
MN,2821022,1227,Central Lakes College,2004-05,2004
MN,4945710,2443,Century Community and Technical College,2004-05,2004
MN,2785549,1238,College of Saint Catherine (the),2004-05,2004
MN,1914474,790,College of Saint Scholastica,2004-05,2004
MN,789436,352,College of St Benedict,2004-05,2004
MN,118288,55,College of Visual Arts,2004-05,2004
MN,1438533,619,Concordia College - Moorhead,2004-05,2004
MN,1075000,527,Concordia University - Saint Paul,2004-05,2004
MN,112783,47,Cosmetology Careers Unltd - Duluth,2004-05,2004
MN,88718,32,Cosmetology Careers Unltd - Hibbing,2004-05,2004
MN,180901.06,77,Crossroads College,2004-05,2004
MN,954937,424,Crown College,2004-05,2004
MN,1457139.06,730,Dakota County Technical College,2004-05,2004
MN,743918.18,400,Duluth Business University,2004-05,2004
MN,1214665.62,615,Dunwoody College of Technology,2004-05,2004
MN,136070,91,East Metro Opportunities Industrialization Center,2004-05,2004
MN,1428707,593,Fond Du Lac Tribal and Community College,2004-05,2004
MN,1450747.99,751,Globe College,2004-05,2004
MN,1010557,420,Gustavus Adolphus College,2004-05,2004
MN,1402243.18,547,Hamline University,2004-05,2004
MN,2835502,1496,Hennepin Technical College -,2004-05,2004
MN,710384,306,Herzing College,2004-05,2004
MN,1940068,779,Hibbing Community College,2004-05,2004
MN,32139,14,Ingenue Beauty School,2004-05,2004
MN,1975963.1,1011,Inver Hills Community College,2004-05,2004
MN,1196452.13,498,Itasca Community College,2004-05,2004
MN,3291881.51,1512,Lake Superior College,2004-05,2004
MN,336397,172,Leech Lake Tribal College,2004-05,2004
MN,556781,237,Macalester College,2004-05,2004
MN,609344,295,Martin Luther College,2004-05,2004
MN,33142,13,Mayo Clinic College of Medicine,2004-05,2004
MN,379611,188,Mcnally Smith College of Music,2004-05,2004
MN,1514030.54,604,Mesabi Range Community and Technical College,2004-05,2004
MN,3286340.78,1617,Metropolitan State University,2004-05,2004
MN,516838.07,216,Minneapolis Business College,2004-05,2004
MN,505725,196,Minneapolis College of Art & Design,2004-05,2004
MN,7126489.4,3708,Minneapolis Community and Technical College,2004-05,2004
MN,45818.12,27,Minneapolis School of Massage and Bodywork,2004-05,2004
MN,3218325.18,1849,Minnesota School of Business,2004-05,2004
MN,26834,29,Minnesota School of Cosmetology,2004-05,2004
MN,1605587.34,756,Minnesota State College - Southeast Technical,2004-05,2004
MN,5303853,2255,Minnesota State Community and Technical College,2004-05,2004
MN,5095338,2181,Minnesota State University Moorhead,2004-05,2004
MN,7332092.31,3000,"Minnesota State University, Mankato",2004-05,2004
MN,2539517.52,1062,Minnesota West Community and Technical College,2004-05,2004
MN,163840,78,Model College of Hair Design,2004-05,2004
MN,4104641,2057,Normandale Community College,2004-05,2004
MN,1080213,454,North Central University,2004-05,2004
MN,3559375.89,1968,North Hennepin Community College,2004-05,2004
MN,3631588.67,1492,Northland Community and Technical College,2004-05,2004
MN,1090000,493,Northwest Technical College - Bemidji,2004-05,2004
MN,63003.94,32,Northwest Technical Institute,2004-05,2004
MN,1716447,809,Northwestern College,2004-05,2004
MN,91718,40,Northwestern Health Sciences University,2004-05,2004
MN,259234.54,99,Oak Hills Christian College,2004-05,2004
MN,213362.2,93,Pillsbury Baptist Bible College,2004-05,2004
MN,518594,237,Pine Technical College,2004-05,2004
MN,468866,184,Rainy River Community College,2004-05,2004
MN,614511,342,Rasmussen College - Eagan,2004-05,2004
MN,637656,337,Rasmussen College - Mankato,2004-05,2004
MN,641349.2,357,Rasmussen College - Minnetonka,2004-05,2004
MN,829468,444,Rasmussen College - Saint Cloud,2004-05,2004
MN,497657,226,Regency Beauty Institute,2004-05,2004
MN,129038,66,Regency Beauty Institute - Burnsville,2004-05,2004
MN,3534597.04,1569,Ridgewater College,2004-05,2004
MN,2128843.36,1054,Riverland Community College,2004-05,2004
MN,3394551,1611,Rochester Community and Technical College,2004-05,2004
MN,800508,339,Saint Mary's University of Minnesota,2004-05,2004
MN,4094691,1882,Saint Paul College - a Community & Technical College,2004-05,2004
MN,397145.25,178,Scot Lewis Beauty School,2004-05,2004
MN,188942,92,Scot Lewis School of Cosmetology,2004-05,2004
MN,1909640,882,South Central College,2004-05,2004
MN,2150379.37,939,Southwest Minnesota State University,2004-05,2004
MN,7366842,3197,St Cloud State University,2004-05,2004
MN,2390235.93,1104,St Cloud Technical College,2004-05,2004
MN,678108,287,St Johns University,2004-05,2004
MN,1032538,429,St Olaf College,2004-05,2004
MN,158346,104,Summit Academy Opportunities Industrialization Center,2004-05,2004
MN,1116340,458,University of Minnesota,2004-05,2004
MN,947182,375,University of Minnesota - Crookston,2004-05,2004
MN,4526996,1888,University of Minnesota  Duluth,2004-05,2004
MN,14983790,5910,University of Minnesota - Twin Cities,2004-05,2004
MN,1976439,816,University of St Thomas,2004-05,2004
MN,532199.21,211,Vermilion Community College,2004-05,2004
MN,270082,167,Walden University,2004-05,2004
MN,3552875.29,1546,Winona State University,2004-05,2004
MO,179065,66,Abbott Academy of Cosmetology,2004-05,2004
MO,3196558.67,1326,Allied College,2004-05,2004
MO,107246,45,American College of Hair Design,2004-05,2004
MO,86184,35,Andrews Academy of Cosmetology,2004-05,2004
MO,516372,210,Aviation Institute of Maintenance,2004-05,2004
MO,734878,320,Avila University,2004-05,2004
MO,1015036.8,391,Baptist Bible College,2004-05,2004
MO,49723,18,Boonslick Technical Education Center,2004-05,2004
MO,486998.47,191,Bryan College,2004-05,2004
MO,268189.38,115,Calvary Bible College,2004-05,2004
MO,165837.73,80,Cape Girardeau Career and Technology Center,2004-05,2004
MO,56819,19,Cass Career Center,2004-05,2004
MO,1036371,392,Central Bible College,2004-05,2004
MO,645965.2,250,Central Christian College of the Bible,2004-05,2004
MO,227711,107,Central College of Cosmetology,2004-05,2004
MO,1375038,577,Central Methodist University,2004-05,2004
MO,6861134.24,2776,Central Missouri State University,2004-05,2004
MO,30137,16,Chillicothe Beauty Academy,2004-05,2004
MO,89557,44,Cleveland Chiropractic College,2004-05,2004
MO,1600,1,Clinton Technical School,2004-05,2004
MO,1677284,713,College of the Ozarks,2004-05,2004
MO,241400,98,Columbia Area Career Center,2004-05,2004
MO,66175,21,Columbia Beauty Academy,2004-05,2004
MO,9339396.58,4512,Columbia College,2004-05,2004
MO,81550,33,Conception Seminary College,2004-05,2004
MO,1747132,817,Concorde Career College,2004-05,2004
MO,65341,24,Cosmetology Concepts Institute,2004-05,2004
MO,203583,70,Cottey College,2004-05,2004
MO,2970749.05,1353,Crowder College,2004-05,2004
MO,888693,350,Culver-Stockton College,2004-05,2004
MO,3600,1,Dallas County Career Center,2004-05,2004
MO,50355,20,Davis H. Hart Mexico Area Vocational Technical School,2004-05,2004
MO,167115.06,202,Deaconess College of Nursing,2004-05,2004
MO,4763198,2098,Drury University,2004-05,2004
MO,2271262.32,1074,East Central College,2004-05,2004
MO,390134.33,188,Elaine Steven Beauty College,2004-05,2004
MO,96412,41,Eldon Career Center,2004-05,2004
MO,1651994,658,Evangel University,2004-05,2004
MO,3950,2,Excelsior Springs Area Career Center,2004-05,2004
MO,1668408,757,Fontbonne University,2004-05,2004
MO,45057,15,Four Rivers Career Center,2004-05,2004
MO,350843,121,Franklin Technology Center,2004-05,2004
MO,92391,31,Gibson Technical Center,2004-05,2004
MO,173306,79,Grabber School of Hair Design,2004-05,2004
MO,85210,31,Grand River Technical School,2004-05,2004
MO,103292,57,Hannibal Career and Technical Center,2004-05,2004
MO,804752.03,321,Hannibal-Lagrange College,2004-05,2004
MO,2587183,1047,Harris-Stowe State College,2004-05,2004
MO,1450,1,Herndon Career Center,2004-05,2004
MO,537619.87,231,Hickey College,2004-05,2004
MO,174817,64,Hillyard Technical Center,2004-05,2004
MO,229145,100,House of Heavilin Beauty College,2004-05,2004
MO,125649.12,62,House of Heavilin Beauty College of Blue Springs,2004-05,2004
MO,223712.05,96,House of Heavilin of Blue Springs Inc,2004-05,2004
MO,75238,45,Ihm Health Studies Center,2004-05,2004
MO,234131,115,Independence College of Cosmetology,2004-05,2004
MO,2513221,1195,Jefferson College,2004-05,2004
MO,388100,228,Jewish Hospital College of Nursing & Allied Health,2004-05,2004
MO,588882,222,Kansas City Art Institute,2004-05,2004
MO,57200,17,Kennett Career & Technology Center,2004-05,2004
MO,78294,33,Kirksville Area Technical Center,2004-05,2004
MO,18850,8,Lake Career & Technical Center,2004-05,2004
MO,96477.5,38,Lebanon Technology and Career Center,2004-05,2004
MO,820706.93,372,Lester E. Cox Medical Center,2004-05,2004
MO,78425,23,Lex La Ray Technical Center,2004-05,2004
MO,3494304.04,1362,Lincoln University,2004-05,2004
MO,3417245,1511,Lindenwood University - Main Campus,2004-05,2004
MO,827121.76,359,Linn State Technical College,2004-05,2004
MO,64855,32,Logan College of Chiropractic,2004-05,2004
MO,94686.76,111,Lutheran School of Nursing,2004-05,2004
MO,1386270,618,Maryville University of Saint Louis,2004-05,2004
MO,145345.15,59,Merrell University of Beauty Arts & Sciences,2004-05,2004
MO,214823.08,86,Messenger College,2004-05,2004
MO,1374436,601,Metro Business College,2004-05,2004
MO,11818252.94,5985,Metropolitan Community Colleges,2004-05,2004
MO,625489,257,Midwest Institute - Kirkwood,2004-05,2004
MO,3624474,1505,Mineral Area College,2004-05,2004
MO,1056912.89,453,Missouri Baptist University,2004-05,2004
MO,141833,50,"Missouri Beauty Academy, Llc",2004-05,2004
MO,1663089,720,Missouri College,2004-05,2004
MO,262319,105,Missouri College of Cosmetology North,2004-05,2004
MO,99647,36,Missouri School of Barbering & Hairstyling-St. Louis,2004-05,2004
MO,5845386.11,2306,Missouri Southern State University - Joplin,2004-05,2004
MO,10613339.75,4258,Missouri State University,2004-05,2004
MO,2063478.92,909,Missouri State University - West Plains,2004-05,2004
MO,203483,88,Missouri Tech,2004-05,2004
MO,1767271.47,669,Missouri Valley College,2004-05,2004
MO,4787370.49,2003,Missouri Western State University,2004-05,2004
MO,3294750.88,1483,Moberly Area Community College,2004-05,2004
MO,297110,141,National Academy of Beauty Arts,2004-05,2004
MO,136331,63,Neosho Beauty College,2004-05,2004
MO,107328,45,Nevada Regional Technical Center,2004-05,2004
MO,88922,51,New Dimension School of Hair Design,2004-05,2004
MO,86630,32,Nichols Career Center,2004-05,2004
MO,6025,2,North Central Career Center,2004-05,2004
MO,1589650.43,644,North Central Missouri College,2004-05,2004
MO,296945,124,North Technical School,2004-05,2004
MO,82953,33,Northland Career Center,2004-05,2004
MO,3472571,1419,Northwest Missouri State University,2004-05,2004
MO,85355,30,Northwest Technical School,2004-05,2004
MO,853658,344,Ozark Christian College,2004-05,2004
MO,10800,5,Ozark Mountain Technical Center,2004-05,2004
MO,7783658.01,3947,Ozarks Technical Community College,2004-05,2004
MO,201596,106,Paris Ii Educational Center,2004-05,2004
MO,6130863,3078,Park University,2004-05,2004
MO,413157,162,Patricia Stevens College,2004-05,2004
MO,413760.88,166,Patsy & Rob's Academy of Beauty,2004-05,2004
MO,78004,29,Pike Lincoln Technical Center,2004-05,2004
MO,435393.46,249,Pinnacle Career Institute,2004-05,2004
MO,87905,27,Poplar Bluff Technical Career Center,2004-05,2004
MO,47060,33,Professional Massage Training Center,2004-05,2004
MO,875225,395,Ranken Technical College,2004-05,2004
MO,745209.5,319,Rockhurst University,2004-05,2004
MO,411479.98,147,Rolla Technical Institute,2004-05,2004
MO,2414064.76,1273,Saint Charles County Community College,2004-05,2004
MO,208625.87,94,Saint Louis Christian College,2004-05,2004
MO,242643,127,Saint Louis College of Pharmacy,2004-05,2004
MO,18218134.46,9234,Saint Louis Community College,2004-05,2004
MO,106770,47,Saint Louis Hair Academy,2004-05,2004
MO,77072,28,Saint Lukes College,2004-05,2004
MO,111640,58,Salem College of Hairstyling,2004-05,2004
MO,38592,20,Saline County Career Center,2004-05,2004
MO,9388498.52,3884,Sanford-Brown College,2004-05,2004
MO,15778,6,Semo Hairstyling Academy,2004-05,2004
MO,182881,60,Sikeston Career and Technology Center,2004-05,2004
MO,286935,135,South Central Career Center,2004-05,2004
MO,121012,51,Southeast Missouri Hospital College of Nursing and Health Sciences,2004-05,2004
MO,5485310.75,2300,Southeast Missouri State University,2004-05,2004
MO,2644695,1122,Southwest Baptist University,2004-05,2004
MO,4039096,2023,Springfield College,2004-05,2004
MO,16546,6,St Johns Regional Health Center School of Radiologic Technology,2004-05,2004
MO,2911842.94,1219,St Louis University,2004-05,2004
MO,25321,17,St. Charles School of Massage Therapy,2004-05,2004
MO,1302248,612,St. Louis College of Health Careers,2004-05,2004
MO,2910550.9,1340,State Fair Community College,2004-05,2004
MO,425000,175,Stephens College,2004-05,2004
MO,194364.94,81,Texas County Technical Institute,2004-05,2004
MO,4169258.86,1819,Three Rivers Community College,2004-05,2004
MO,1807291,750,Truman State University,2004-05,2004
MO,8359034,3460,University of Missouri - Columbia,2004-05,2004
MO,5841950,2352,University of Missouri - Kansas City,2004-05,2004
MO,2637969,1011,University of Missouri - Rolla,2004-05,2004
MO,7010644,2972,University of Missouri - Saint Louis,2004-05,2004
MO,13790909,5268,Vatterott College,2004-05,2004
MO,89947,29,Warrensburg Area Vocational Technical School,2004-05,2004
MO,1250282.58,515,Washington University in St. Louis,2004-05,2004
MO,115075,40,Waynesville Technical Academy,2004-05,2004
MO,2409094.78,1038,Webster University,2004-05,2004
MO,403934.68,185,Wentworth Military Academy & Junior College,2004-05,2004
