song_id,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity
It's All Up To YouThe Dells,The Dells,It's All Up To You,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",1iCQzjbQ1kLgp5uuMHf431,NA,242880,FALSE,Freedom Means,0.491,0.513,7,-12.65,1,0.0421,0.105,0,0.113,0.724,134.637,4,25
It's Almost TomorrowJimmy Velvet,Jimmy Velvet,It's Almost Tomorrow,[],0nmSuqq9khDg6piXYgyzOd,https://p.scdn.co/mp3-preview/ad3a35bf0627a7a1dd4ffa911baa223437e82206?cid=b8d3901151d34489a160e3cf0ab1fa94,168880,FALSE,Reflections Of Jimmy Velvet's Greatest Hits and more (22 hits),0.322,0.322,9,-11.224,1,0.0282,0.91,1.71e-5,0.177,0.293,80.958,3,3
"It's Alright (From ""South Central"")Classic Example",Classic Example,"It's Alright (From ""South Central"")",[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"It's Alright, It's OKAshley Tisdale",Ashley Tisdale,"It's Alright, It's OK","['dance pop', 'pop', 'post-teen pop', 'viral pop']",1bYtKF2sY2wLU6xdVaqIqD,https://p.scdn.co/mp3-preview/e3172dab16feb0530f885410b3c4c558d328344b?cid=b8d3901151d34489a160e3cf0ab1fa94,179200,FALSE,Guilty Pleasure,0.528,0.923,1,-1.884,0,0.058,0.00536,1.46e-5,0.134,0.267,130.067,4,57
"It's Alright, It's OkLeah Andreone",Leah Andreone,"It's Alright, It's Ok",['lilith'],3VmMPFCqLlbELgN5hne7nu,https://p.scdn.co/mp3-preview/ccd9bbc4e41595266261529676d931dabc8941bf?cid=b8d3901151d34489a160e3cf0ab1fa94,265133,FALSE,Veiled,0.734,0.67,0,-5.838,0,0.0321,0.0113,1.25e-6,0.224,0.656,110.022,4,24
It's AlrightAdam Faith With The Roulettes,Adam Faith With The Roulettes,It's Alright,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's AlrightGraham Central Station,Graham Central Station,It's Alright,['funk'],0GvmH0lqTuNVDm3oYfiXDq,https://p.scdn.co/mp3-preview/e55c335cd0dbb3262df4c652a30b39cd2883f075?cid=b8d3901151d34489a160e3cf0ab1fa94,229266,FALSE,Ain't No 'Bout-A-Doubt It,0.647,0.787,11,-9.525,0,0.098,0.116,0.00524,0.291,0.724,119.233,4,17
It's AlrightMemphis Bleek (& Jay-Z),Memphis Bleek (& Jay-Z),It's Alright,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop']",1SKhE8yTMuGrTLte0os673,NA,241733,TRUE,Vol.2 ... Hard Knock Life,0.738,0.835,5,-9.155,0,0.222,0.022,0,0.247,0.799,95.379,4,47
It's AlrightQueen Latifah,Queen Latifah,It's Alright,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'hip pop', 'hollywood', 'new jersey rap']",5unZhOSU2vLY6pkAergspu,NA,225933,TRUE,Order In The Court,0.693,0.501,10,-6.602,0,0.0316,0.0183,0.0997,0.0812,0.773,102.171,4,16
It's Always Somethin'Joe Diffie,Joe Diffie,It's Always Somethin',"['country', 'country road', 'country rock', 'oklahoma country', 'redneck']",7rGFyfE73J6lkEvFnCHucC,https://p.scdn.co/mp3-preview/c81b0b0f768a778600daed10924ed80ae37f39f8?cid=b8d3901151d34489a160e3cf0ab1fa94,178533,FALSE,A Night To Remember,0.61,0.83,9,-4.772,1,0.0343,0.0452,2.11e-4,0.163,0.566,90.024,4,35
It's AmericaRodney Atkins,Rodney Atkins,It's America,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",1qWUPVyrBkyELdWCHPP4wm,https://p.scdn.co/mp3-preview/2469d739037387216f728a1559879f0a92e24017?cid=b8d3901151d34489a160e3cf0ab1fa94,216613,FALSE,It's America,0.604,0.908,5,-2.139,1,0.0324,0.0777,0,0.148,0.689,125.008,4,29
It's An Uphill Climb To The BottomWalter Jackson,Walter Jackson,It's An Uphill Climb To The Bottom,"['chicago soul', 'classic soul', 'southern soul']",2bTx3OevanlUx7beo8YJsN,https://p.scdn.co/mp3-preview/693654dfa6b1f5e717202424d7918aab3f86b33e?cid=b8d3901151d34489a160e3cf0ab1fa94,168960,FALSE,Welcome Home / The Okeh Years,0.44,0.445,1,-10.313,1,0.0285,0.705,1.27e-6,0.393,0.681,93.32,4,17
It's Been A Long Long TimeThe Elgins,The Elgins,It's Been A Long Long Time,"['classic soul', 'motown', 'soul']",4EHD0TJ9HPMLSfiHI17tjK,NA,177053,FALSE,The Complete Motown Singles Vol. 7: 1967,0.339,0.582,0,-4.395,1,0.0267,0.617,0,0.162,0.606,170.289,3,18
It's Been A Long TimeBetty Everett,Betty Everett,It's Been A Long Time,"['brill building pop', 'chicago soul', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Been A Long TimeThe New Birth,The New Birth,It's Been A Long Time,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",1O21Yvf4Yj0N3OkLJGIr9j,https://p.scdn.co/mp3-preview/447cf2cfc4e292692626f6325d45e6db35bf07b1?cid=b8d3901151d34489a160e3cf0ab1fa94,354546,FALSE,It's Been a Long Time,0.596,0.598,2,-10.453,0,0.0867,0.605,0,0.293,0.527,126.07,4,42
It's Been AwhileStaind,Staind,It's Been Awhile,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",25CMmGsl22APKhfuj4Tp7j,https://p.scdn.co/mp3-preview/7c98137672d37068f9081aff2c5031d91dff772d?cid=b8d3901151d34489a160e3cf0ab1fa94,264706,TRUE,Break the Cycle,0.509,0.774,6,-4.054,1,0.0338,0.00189,5.49e-4,0.143,0.0824,116.529,4,66
It's Beginning To Look A Lot Like ChristmasMichael Buble,Michael Buble,It's Beginning To Look A Lot Like Christmas,"['adult standards', 'canadian pop', 'lounge']",5a1iz510sv2W9Dt1MvFd5R,https://p.scdn.co/mp3-preview/798a8bc5a7a95ccad75648a63bc50aa755dc2289?cid=b8d3901151d34489a160e3cf0ab1fa94,206639,FALSE,Christmas (Deluxe Special Edition),0.35,0.232,4,-11.042,1,0.0331,0.907,9.21e-6,0.292,0.381,93.269,3,90
It's Beginning To Look A Lot Like ChristmasPerry Como & The Fontane Sisters,Perry Como & The Fontane Sisters,It's Beginning To Look A Lot Like Christmas,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",2pXpURmn6zC5ZYDMms6fwa,https://p.scdn.co/mp3-preview/d50d2c9b3b4f9522b5a1f6aba3eef17a3b1ad8bf?cid=b8d3901151d34489a160e3cf0ab1fa94,155933,FALSE,Greatest Christmas Songs,0.725,0.276,7,-12.25,1,0.0599,0.76,0,0.116,0.717,112.89,4,87
It's Beginning To Look A Lot Like ChristmasPerry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,NA,2pXpURmn6zC5ZYDMms6fwa,https://p.scdn.co/mp3-preview/d50d2c9b3b4f9522b5a1f6aba3eef17a3b1ad8bf?cid=b8d3901151d34489a160e3cf0ab1fa94,155933,FALSE,Greatest Christmas Songs,0.725,0.276,7,-12.25,1,0.0599,0.76,0,0.116,0.717,112.89,4,85
It's Beginning To Look A Lot Like ChristmasPerry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,NA,2pXpURmn6zC5ZYDMms6fwa,https://p.scdn.co/mp3-preview/d50d2c9b3b4f9522b5a1f6aba3eef17a3b1ad8bf?cid=b8d3901151d34489a160e3cf0ab1fa94,155933,FALSE,Greatest Christmas Songs,0.725,0.276,7,-12.25,1,0.0599,0.76,0,0.116,0.717,112.89,4,87
It's Better To Have (and Don't Need)Don Covay,Don Covay,It's Better To Have (and Don't Need),"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",5pfrAvtQr4VbfPXHIF8grV,NA,190693,FALSE,Checkin' In With Don Covay,0.739,0.68,2,-12.269,1,0.116,0.163,1.2e-5,0.231,0.821,130.927,4,25
It's Better To Have ItBarbara Lynn,Barbara Lynn,It's Better To Have It,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",2ub5Un3ktZ4L4ii1gx74th,https://p.scdn.co/mp3-preview/dbffa055a0736cf91988d2328fc87add957c0b0a?cid=b8d3901151d34489a160e3cf0ab1fa94,172200,FALSE,The Jamie Singles Collection 1962-1965,0.43,0.526,2,-6.195,1,0.0318,0.618,0.0648,0.438,0.837,178.697,3,11
It's Cold OutsideThe Choir,The Choir,It's Cold Outside,[],1ZUgRUFkCfim2RYhUFr6Jy,https://p.scdn.co/mp3-preview/fc14eb9290c119d9801138c0e1f400b340f11e23?cid=b8d3901151d34489a160e3cf0ab1fa94,166813,FALSE,Canadian American Greatest Hits 50th Anniversary Collection,0.311,0.801,9,-7.992,1,0.0437,6.62e-4,1.26e-4,0.152,0.774,81.452,4,15
It's CoolThe Tymes,The Tymes,It's Cool,"['beach music', 'brill building pop', 'classic soul', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']",5a57mdQCGjcjLsJIxyl61v,https://p.scdn.co/mp3-preview/d949a79dca2c6cb819147f530a3327c44b34cb9a?cid=b8d3901151d34489a160e3cf0ab1fa94,219933,FALSE,Tymes Up (Expanded Edition),0.688,0.575,8,-12.591,0,0.0655,0.681,2.18e-6,0.281,0.745,96.555,4,6
It's CrazyEddie Harris,Eddie Harris,It's Crazy,"['bebop', 'contemporary post-bop', 'hard bop', 'instrumental soul', 'jazz', 'jazz funk', 'soul jazz']",7t9DT55DjVOoXEkV2fXdWx,https://p.scdn.co/mp3-preview/8417740b126fbce731157f44a281ccaf5bb045b3?cid=b8d3901151d34489a160e3cf0ab1fa94,189226,FALSE,Plug Me In,0.464,0.568,1,-10.704,1,0.0592,0.611,0.51,0.349,0.8,124.439,5,4
It's Ecstasy When You Lay Down Next To MeBarry White,Barry White,It's Ecstasy When You Lay Down Next To Me,"['adult standards', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",3QXNBUYJX2aekx6mHQ14GZ,NA,417600,FALSE,Barry White Sings For Someone You Love,0.882,0.399,7,-10.147,1,0.0386,0.0155,0.238,0.0427,0.794,103.154,4,48
It's Everyday BroJake Paul Featuring Team 10,Jake Paul Featuring Team 10,It's Everyday Bro,['social media pop'],4l62h4tiuUwn7eD6hxMlVQ,https://p.scdn.co/mp3-preview/036ef2d5bdeddcdc028b75ad0afcd0c3b4d425ce?cid=b8d3901151d34489a160e3cf0ab1fa94,217678,TRUE,It's Everyday Bro,0.79,0.714,1,-7.86,0,0.202,0.00142,0,0.111,0.559,150.033,5,60
It's Five O'Clock SomewhereAlan Jackson & Jimmy Buffett,Alan Jackson & Jimmy Buffett,It's Five O'Clock Somewhere,"['contemporary country', 'country', 'country road']",5oHHMDcVOmPSFrCgdbHPdb,https://p.scdn.co/mp3-preview/235e8af3a26f3d8eec0fd8d2345d1030703a0188?cid=b8d3901151d34489a160e3cf0ab1fa94,230133,FALSE,34 Number Ones,0.713,0.772,2,-6.69,1,0.0372,0.208,0,0.211,0.88,125.202,4,66
"It's For You (From ""The Meteor Man"")Shanice",Shanice,"It's For You (From ""The Meteor Man"")","['hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's For YouCilla Black,Cilla Black,It's For You,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",15w9bLXVzEqArvXiNNvAjl,https://p.scdn.co/mp3-preview/5437281f61a05a6ef9d225d4165e222caa620242?cid=b8d3901151d34489a160e3cf0ab1fa94,149600,FALSE,Beginnings,0.382,0.461,0,-8.961,0,0.0592,0.78,0,0.346,0.667,159.984,3,27
It's For YouPlayer,Player,It's For You,"['country rock', 'soft rock', 'yacht rock']",4Zq51zIRgJ68aYNR7HN6WV,NA,277373,FALSE,The Best Of Player: Baby Come Back,0.547,0.495,11,-8.28,1,0.0317,0.134,2.31e-6,0.563,0.496,138.715,4,16
It's For YouSpringwell,Springwell,It's For You,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's ForeverThe Ebonys,The Ebonys,It's Forever,"['classic soul', 'philly soul']",1PRyPD26m9oOWr9bzgICCS,https://p.scdn.co/mp3-preview/a1d57bfebe2809ed69619af270503ff0d2c0c202?cid=b8d3901151d34489a160e3cf0ab1fa94,437706,FALSE,The Ebonys,0.518,0.493,2,-9.534,1,0.0293,0.778,0.00287,0.216,0.461,101.819,4,31
It's Four In The MorningFaron Young,Faron Young,It's Four In The Morning,"['classic country pop', 'honky tonk', 'rockabilly', 'traditional country']",2tZtzQUgPsHIYbNesKUHb6,https://p.scdn.co/mp3-preview/2b29c16396e2ae2572fa83bec2a5140cf6ed13fd?cid=b8d3901151d34489a160e3cf0ab1fa94,164234,FALSE,All Time Greatest Hits,0.462,0.277,9,-11.399,1,0.0315,0.749,7.56e-6,0.409,0.388,131.001,3,37
It's Getting Better All The TimeBrooks & Dunn,Brooks & Dunn,It's Getting Better All The Time,"['contemporary country', 'country', 'country road', 'country rock']",4Nq1QHikz6FqwXD8k2WDFK,https://p.scdn.co/mp3-preview/a810f1d3b59fd9e1f57c4f3a49adc7872bcacb3b?cid=b8d3901151d34489a160e3cf0ab1fa94,254706,FALSE,#1s ... and then some,0.459,0.398,4,-7.993,1,0.0266,0.812,1.49e-4,0.0851,0.153,134.716,4,40
It's Getting BetterMama Cass,Mama Cass,It's Getting Better,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Getting LateThe Beach Boys,The Beach Boys,It's Getting Late,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Goin' DownDescendants 2 Cast,Descendants 2 Cast,It's Goin' Down,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Goin' DownX-Ecutioners,X-Ecutioners,It's Goin' Down,['turntablism'],6Xb5klX1nnSUxoh2AyZd54,https://p.scdn.co/mp3-preview/472168675f2b068df2050198e4827c67c062e5df?cid=b8d3901151d34489a160e3cf0ab1fa94,248573,FALSE,Built From Scratch,0.674,0.89,8,-3.953,0,0.274,0.00165,0.0136,0.0465,0.9,104.862,4,41
It's Goin' DownYung Joc,Yung Joc,It's Goin' Down,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",05Sgj1Hx03ZXc57gsV1kfX,https://p.scdn.co/mp3-preview/29b704def664479fbf634d2a74c210ff39d57dde?cid=b8d3901151d34489a160e3cf0ab1fa94,241840,TRUE,New Joc City (Explicit Content U.S. Version),0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,4,67
It's Going To Take Some TimeCarpenters,Carpenters,It's Going To Take Some Time,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",17MRUI1nql2E1GJEltjoyx,NA,176053,FALSE,A Song For You,0.591,0.148,0,-16.694,1,0.0337,0.947,0.141,0.111,0.314,117.483,3,41
It's Gonna Be A Lovely DayThe S.O.U.L. S.Y.S.T.E.M.,The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Gonna Be AlrightGerry And The Pacemakers,Gerry And The Pacemakers,It's Gonna Be Alright,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",3J46tDUbPxjGlfudGIaRrX,https://p.scdn.co/mp3-preview/cc25ac7901683c1491d5b8d860a92a486772f619?cid=b8d3901151d34489a160e3cf0ab1fa94,145640,FALSE,You'll Never Walk Alone (The EMI Years 1963-1966),0.427,0.822,9,-6.199,1,0.0416,0.0933,0,0.104,0.881,99.082,4,19
It's Gonna Be AlrightMaxine Brown,Maxine Brown,It's Gonna Be Alright,"['brill building pop', 'classic soul', 'motown', 'rhythm and blues', 'southern soul']",7mUSp0Mn3AZ1jkmBY3Tp0E,https://p.scdn.co/mp3-preview/ba3d1b3d258a634f0dae76f3fbb0ffbc7ca09805?cid=b8d3901151d34489a160e3cf0ab1fa94,157360,FALSE,Maxine Brown - Extended Play - Gusto's Top Hits,0.32,0.386,8,-10.353,1,0.0414,0.521,8.28e-6,0.146,0.653,188.294,4,16
It's Gonna Be FineGlenn Yarbrough,Glenn Yarbrough,It's Gonna Be Fine,"['american folk revival', 'traditional folk']",3e0CoSLzOHHtjyYYmNUKaz,https://p.scdn.co/mp3-preview/6e3086a24bc579feeaa231e624022f45becc2167?cid=b8d3901151d34489a160e3cf0ab1fa94,131760,FALSE,It's Gonna Be Fine,0.442,0.563,9,-10.888,1,0.0332,0.481,0,0.114,0.666,140.334,4,7
It's Gonna Be Me'N Sync,'N Sync,It's Gonna Be Me,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Gonna Be SpecialPatti Austin,Patti Austin,It's Gonna Be Special,"['adult standards', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']",4lnCRePjuHHEo2YNyPcA7g,https://p.scdn.co/mp3-preview/d6e7c8bae84acd05e56db08c4719a532691410ee?cid=b8d3901151d34489a160e3cf0ab1fa94,259013,FALSE,Patti Austin,0.713,0.834,6,-5.835,0,0.0672,0.433,0,0.841,0.733,121.809,4,19
It's Gonna Take A MiracleDeniece Williams,Deniece Williams,It's Gonna Take A Miracle,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",6AeOM7N0rK3tYOINY2k5qy,https://p.scdn.co/mp3-preview/83fe149e54b90f88fa65d983b0296fb7b3090f56?cid=b8d3901151d34489a160e3cf0ab1fa94,249640,FALSE,The Best Of Deniece Williams: Gonna Take A Miracle,0.567,0.458,7,-12.049,1,0.0257,0.85,6.27e-4,0.351,0.665,98.317,3,45
It's Gonna Take A MiracleThe Royalettes,The Royalettes,It's Gonna Take A Miracle,"['brill building pop', 'classic girl group']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's Gonna Work Out FineIke & Tina Turner,Ike & Tina Turner,It's Gonna Work Out Fine,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']",61VRBRAVXRl3J5zRDvtJXZ,NA,182293,FALSE,Best Of / Proud Mary,0.701,0.496,0,-12.57,1,0.128,0.857,0.00298,0.0439,0.938,108.679,4,17
It's Good News WeekHedgehoppers Anonymous,Hedgehoppers Anonymous,It's Good News Week,"['british invasion', 'merseybeat']",4hCS2oXEcCRyY0zUIryCJd,https://p.scdn.co/mp3-preview/1c58608755dfa6183b0e82f0477439d196ca2dc9?cid=b8d3901151d34489a160e3cf0ab1fa94,126827,FALSE,Monster Hits From The 20th Century,0.51,0.588,4,-10.54,1,0.0392,0.124,0,0.0584,0.965,111.519,4,24
It's Good To Be KingTom Petty,Tom Petty,It's Good To Be King,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",1c0flvMImhKMuiZIc0VzEb,https://p.scdn.co/mp3-preview/aedebd4f6c45b3070214f64c15f0d5daf5b76f7b?cid=b8d3901151d34489a160e3cf0ab1fa94,310933,FALSE,Wildflowers,0.523,0.622,2,-6.632,1,0.0245,0.0143,0.0065,0.297,0.446,147.878,4,52
It's Good To Be UsBucky Covington,Bucky Covington,It's Good To Be Us,"['contemporary country', 'country', 'country road', 'modern country rock']",4V4WaieuSTGrSjRjXaOSZ3,NA,184586,FALSE,Bucky Covington,0.497,0.89,4,-3.201,1,0.0333,0.002,0,0.182,0.604,135.089,4,28
It's GoodLil Wayne Featuring Drake & Jadakiss,Lil Wayne Featuring Drake & Jadakiss,It's Good,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",5o5KX1f1JBQ2SxGzE8RQQA,NA,241466,TRUE,Tha Carter IV (Deluxe),0.666,0.715,8,-7.292,1,0.156,0.0244,0,0.119,0.1,85.356,5,50
It's Got The Whole World Shakin'Sam Cooke,Sam Cooke,It's Got The Whole World Shakin',"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",51CLtAxPX5Rtp6DSqi15IE,NA,165520,FALSE,Keep Movin' On,0.449,0.658,2,-7.325,1,0.0296,0.267,0,0.155,0.475,144.78,4,13
It's Got To Be MellowLeon Haywood,Leon Haywood,It's Got To Be Mellow,"['classic soul', 'funk', 'post-disco']",1XTzERcWA8JFv7q1jHdFI8,NA,143640,FALSE,The Best Of Leon Haywood,0.611,0.529,5,-8.749,0,0.0316,0.349,0,0.0697,0.888,119.022,4,14
It's Gotta Last ForeverBilly J. Kramer With The Dakotas,Billy J. Kramer With The Dakotas,It's Gotta Last Forever,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's GrowingThe Temptations,The Temptations,It's Growing,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",6Bd0PY42QkzbxPvW7zPgWN,NA,179573,FALSE,The Temptations Sing Smokey,0.233,0.525,5,-11.233,1,0.0469,0.656,7.75e-6,0.182,0.79,210.874,4,36
It's Hard To Be HumbleMac Davis,Mac Davis,It's Hard To Be Humble,"['bubblegum pop', 'country rock']",6RnKm1xSMDnPtzWx8K9T8a,https://p.scdn.co/mp3-preview/95531162925ea6f8a430cf441ded9c6e6b6b151e?cid=b8d3901151d34489a160e3cf0ab1fa94,256720,FALSE,Stop And Smell The Roses,0.375,0.473,2,-14.177,1,0.0587,0.252,0,0.281,0.584,163.181,3,43
It's Hard To Get AlongJoe Simon,Joe Simon,It's Hard To Get Along,"['classic soul', 'motown', 'philly soul', 'soul', 'southern soul']",69odFwjE1JL3kHZdEC1wpL,https://p.scdn.co/mp3-preview/fd9166100119dd95e5cf555d519f16125e0ab477?cid=b8d3901151d34489a160e3cf0ab1fa94,177093,FALSE,The Best Of Joe Simon,0.567,0.556,1,-11.985,1,0.0466,0.124,0,0.397,0.761,145.111,4,7
It's Hard To Stop (Doing Something When It's Good To You)Betty Wright,Betty Wright,It's Hard To Stop (Doing Something When It's Good To You),"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",5pkOmQQ34kZM9tCS3RosOG,https://p.scdn.co/mp3-preview/fabdca0d15b878c5927b73c83c190cb9a492db33?cid=b8d3901151d34489a160e3cf0ab1fa94,190306,FALSE,Betty Wright - R&B Hits & More,0.695,0.625,10,-10.258,1,0.0319,0.731,0.177,0.101,0.932,108.143,4,14
It's Her Turn To LiveSmokey Robinson,Smokey Robinson,It's Her Turn To Live,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",2LGoZeAXCGO9cgg9pZeHEU,NA,197413,FALSE,Pure Smokey,0.815,0.816,0,-6.047,1,0.0375,0.213,0,0.393,0.969,104.967,4,4
It's ImpossiblePerry Como,Perry Como,It's Impossible,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",43qhyYc23jLct4VYPF8RrJ,https://p.scdn.co/mp3-preview/1e4786b8615cad0f7dddafee999ddd3920ac0451?cid=b8d3901151d34489a160e3cf0ab1fa94,193800,FALSE,It's Impossible,0.276,0.254,5,-17.086,0,0.0329,0.345,0.164,0.45,0.361,140.674,4,52
It's ImpossibleThe New Birth,The New Birth,It's Impossible,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",1ygNVvwF3pQ8nUsnPo7I4x,https://p.scdn.co/mp3-preview/30740cacf5afef4fa77cb76615391a5d393fdefe?cid=b8d3901151d34489a160e3cf0ab1fa94,203693,FALSE,The Very Best Of The New Birth,0.628,0.375,3,-13.586,1,0.0291,0.556,0,0.22,0.823,97.209,3,31
It's In His Kiss (The Shoop Shoop Song)Kate Taylor,Kate Taylor,It's In His Kiss (The Shoop Shoop Song),[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's In Your EyesPhil Collins,Phil Collins,It's In Your Eyes,"['mellow gold', 'soft rock']",2w1HaUm4dkG1rhZGFzMPza,https://p.scdn.co/mp3-preview/5a1c730f4f808aa7acb3ae0e0b3494a34977f7af?cid=b8d3901151d34489a160e3cf0ab1fa94,184600,FALSE,The Singles (Expanded),0.7,0.785,5,-5.367,1,0.0262,0.0452,5.13e-5,0.197,0.651,121.727,4,32
It's InevitableCharlie,Charlie,It's Inevitable,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",4Tp9AtlLtV0aNagtUqTz4s,https://p.scdn.co/mp3-preview/aaa8a35e21f213f841de96cfe526314c9c1be089?cid=b8d3901151d34489a160e3cf0ab1fa94,234110,FALSE,Charlie,0.663,0.7,2,-10.566,1,0.0419,0.00954,0,0.0888,0.708,124.38,4,11
It's Just A House Without YouBrook Benton,Brook Benton,It's Just A House Without You,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",4a8gc5dQMakv3T24PMVg8l,https://p.scdn.co/mp3-preview/20bef9a46c8cab6808ded53afcde1d24a57615b8?cid=b8d3901151d34489a160e3cf0ab1fa94,141613,FALSE,Brook Benton,0.432,0.218,7,-18.305,1,0.0677,0.989,0.766,0.267,0.608,111.041,4,4
It's Just A Little Bit Too LateWayne Fontana & The Mindbenders,Wayne Fontana & The Mindbenders,It's Just A Little Bit Too Late,"['british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",0xUt2TLACg0gLlDGWsceGd,NA,140826,FALSE,The Best Of Wayne Fontana & The Mindbenders 20th Century Masters The Millennium Collection,0.732,0.884,9,-5.7,1,0.0464,0.0671,0,0.0545,0.83,101.51,4,6
It's Just A Matter Of TimeBrook Benton,Brook Benton,It's Just A Matter Of Time,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",3UjVdOZBluypI9Qdc4IPsB,https://p.scdn.co/mp3-preview/6a6cfa5f01a0eaab250e78fd0ac16902f07cc916?cid=b8d3901151d34489a160e3cf0ab1fa94,145066,FALSE,Brook Benton,0.57,0.273,3,-13.659,1,0.0332,0.858,0.151,0.17,0.471,100.965,3,39
It's Just A Matter Of TimeSonny James,Sonny James,It's Just A Matter Of Time,['nashville sound'],0SY37QOK0zoT0M94mWDZt9,NA,155773,FALSE,Capitol Collectors Series,0.602,0.278,2,-15.812,1,0.0273,0.737,1.61e-5,0.242,0.451,113.105,3,16
