edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
100,2013,stage-12,139,0S,Bookwalter Brent,29,BMC Racing Team,NA,49S,32
100,2013,stage-12,140,0S,Muravyev Dmitriy,33,Astana Pro Team,NA,49S,69
100,2013,stage-12,141,0S,Albasini Michael,32,Orica GreenEDGE,NA,49S,182
100,2013,stage-12,142,0S,Leezer Tom,27,Belkin-Pro Cycling Team,NA,49S,163
100,2013,stage-12,143,0S,Boeckmans Kris,26,Vacansoleil - DCM,NA,49S,202
100,2013,stage-12,144,28S,De Gendt Thomas,26,Vacansoleil - DCM,NA,17S,203
100,2013,stage-12,145,0S,Vanmarcke Sep,24,Belkin-Pro Cycling Team,NA,49S,168
100,2013,stage-12,146,44S,Pineau Jérôme,33,Omega Pharma - Quick-Step,NA,33S,155
100,2013,stage-12,147,44S,Kadri Blel,26,AG2R La Mondiale,NA,33S,87
100,2013,stage-12,148,44S,Cousin Jérôme,24,Team Europcar,NA,33S,53
100,2013,stage-12,149,44S,Voeckler Thomas,34,Team Europcar,NA,33S,59
100,2013,stage-12,150,0S,Reza Kévin,25,Team Europcar,NA,49S,57
100,2013,stage-12,151,44S,Hivert Jonathan,28,Sojasun,NA,33S,214
100,2013,stage-12,152,44S,Riblon Christophe,32,AG2R La Mondiale,NA,33S,89
100,2013,stage-12,153,44S,Willems Frederik,33,Lotto Belisol Team,NA,33S,29
100,2013,stage-12,154,44S,Danielson Tom,35,Garmin Sharp,NA,33S,173
100,2013,stage-12,155,44S,Hesjedal Ryder,32,Garmin Sharp,NA,33S,171
100,2013,stage-12,156,44S,Lancaster Brett,33,Orica GreenEDGE,NA,33S,186
100,2013,stage-12,157,0S,Boasson Hagen Edvald,26,Sky Procycling,NA,49S,2
100,2013,stage-12,158,1S,Nordhaug Lars Petter,29,Belkin-Pro Cycling Team,NA,50S,165
100,2013,stage-12,159,1S,Kennaugh Peter,24,Sky Procycling,NA,50S,3
100,2013,stage-12,160,0S,Thomas Geraint,27,Sky Procycling,NA,49S,9
100,2013,stage-12,161,1S,López David,32,Sky Procycling,NA,50S,5
100,2013,stage-12,162,1S,Mori Manuele,32,Lampre - Merida,NA,50S,147
100,2013,stage-12,163,1S,Gavazzi Francesco,28,Astana Pro Team,NA,50S,65
100,2013,stage-12,164,1S,Hernández Jesús,31,Team Saxo - Tinkoff,NA,50S,93
100,2013,stage-12,165,1S,Paulinho Sérgio Miguel,33,Team Saxo - Tinkoff,NA,50S,96
100,2013,stage-12,166,1S,Flecha Juan Antonio,35,Vacansoleil - DCM,NA,50S,204
100,2013,stage-12,167,0S,van Poppel Boy,25,Vacansoleil - DCM,NA,49S,207
100,2013,stage-12,168,0S,van Poppel Danny,19,Vacansoleil - DCM,NA,49S,208
100,2013,stage-12,169,0S,Cimolai Davide,23,Lampre - Merida,NA,49S,143
100,2013,stage-12,170,1S,Sicard Romain,25,Euskaltel - Euskadi,NA,50S,119
100,2013,stage-12,171,1S,Moser Moreno,22,Cannondale Pro Cycling Team,NA,50S,17
100,2013,stage-12,172,1S,De Marchi Alessandro,27,Cannondale Pro Cycling Team,NA,50S,13
100,2013,stage-12,173,1S,Tuft Svein,36,Orica GreenEDGE,NA,50S,189
100,2013,stage-12,174,7S,Boom Lars,27,Belkin-Pro Cycling Team,NA,56S,161
100,2013,stage-12,175,0S,Roelandts Jürgen,28,Lotto Belisol Team,NA,49S,27
100,2013,stage-12,176,0S,Lemoine Cyril,30,Sojasun,NA,49S,215
100,2013,stage-12,177,0S,Bonnet William,31,FDJ.fr,NA,49S,72
100,2013,stage-12,178,0S,Henderson Gregory,36,Lotto Belisol Team,NA,49S,26
100,2013,stage-12,179,0S,Bauer Jack,28,Garmin Sharp,NA,49S,172
100,2013,stage-12,180,0S,Sieberg Marcel,31,Lotto Belisol Team,NA,49S,28
100,2013,stage-12,181,0S,Arashiro Yukiya,28,Team Europcar,NA,49S,52
100,2013,stage-12,182,9S,Feillu Brice,27,Sojasun,NA,58S,211
100,2013,stage-13,1,8S,Cavendish Mark,28,Omega Pharma - Quick-Step,100,8S,151
100,2013,stage-13,2,0S,Sagan Peter,23,Cannondale Pro Cycling Team,70,8S,11
100,2013,stage-13,3,0S,Mollema Bauke,26,Belkin-Pro Cycling Team,50,8S,164
100,2013,stage-13,4,0S,Fuglsang Jakob,28,Astana Pro Team,40,8S,63
100,2013,stage-13,5,0S,Terpstra Niki,29,Omega Pharma - Quick-Step,32,8S,157
100,2013,stage-13,6,0S,Kreuziger Roman,27,Team Saxo - Tinkoff,26,8S,94
100,2013,stage-13,7,0S,Contador Alberto,30,Team Saxo - Tinkoff,22,8S,91
100,2013,stage-13,8,0S,ten Dam Laurens,32,Belkin-Pro Cycling Team,18,8S,167
100,2013,stage-13,9,6S,Chavanel Sylvain,34,Omega Pharma - Quick-Step,14,14S,152
100,2013,stage-13,10,9S,Rogers Michael,33,Team Saxo - Tinkoff,10,17S,98
100,2013,stage-13,11,11S,Roche Nicolas,29,Team Saxo - Tinkoff,8,19S,97
100,2013,stage-13,12,17S,Bennati Daniele,32,Team Saxo - Tinkoff,6,25S,92
100,2013,stage-13,13,19S,Bodnar Maciej,28,Cannondale Pro Cycling Team,4,27S,12
100,2013,stage-13,14,53S,Tosatto Matteo,39,Team Saxo - Tinkoff,2,1S,99
100,2013,stage-13,15,9S,Greipel André,30,Lotto Belisol Team,1,17S,24
100,2013,stage-13,16,9S,Kwiatkowski Michał,23,Omega Pharma - Quick-Step,NA,17S,153
100,2013,stage-13,17,9S,Bonnet William,31,FDJ.fr,NA,17S,72
100,2013,stage-13,18,9S,Delaplace Anthony,23,Sojasun,NA,17S,212
100,2013,stage-13,19,9S,Martin Dan,26,Garmin Sharp,NA,17S,175
100,2013,stage-13,20,9S,Degenkolb John,24,Team Argos - Shimano,NA,17S,191
100,2013,stage-13,21,9S,Evans Cadel,36,BMC Racing Team,NA,17S,31
100,2013,stage-13,22,9S,Peraud Jean-Christophe,36,AG2R La Mondiale,NA,17S,81
100,2013,stage-13,23,9S,Schleck Andy,28,RadioShack - Leopard,NA,17S,41
100,2013,stage-13,24,9S,de Kort Koen,30,Team Argos - Shimano,NA,17S,193
100,2013,stage-13,25,9S,Quintana Nairo,23,Movistar Team,NA,17S,128
100,2013,stage-13,26,9S,Froome Chris,28,Sky Procycling,NA,17S,1
100,2013,stage-13,27,9S,Trentin Matteo,23,Omega Pharma - Quick-Step,NA,17S,158
100,2013,stage-13,28,9S,Gerrans Simon,33,Orica GreenEDGE,NA,17S,181
100,2013,stage-13,29,9S,Monfort Maxime,30,RadioShack - Leopard,NA,17S,47
100,2013,stage-13,30,9S,Talansky Andrew,24,Garmin Sharp,NA,17S,178
100,2013,stage-13,31,9S,Navarro Daniel,29,"Cofidis, Solutions Crédits",NA,17S,139
100,2013,stage-13,32,9S,Kristoff Alexander,26,Team Katusha,NA,17S,103
100,2013,stage-13,33,9S,Moinard Amaël,31,BMC Racing Team,NA,17S,35
100,2013,stage-13,34,9S,Rodríguez Joaquim,34,Team Katusha,NA,17S,101
100,2013,stage-13,35,9S,Marangoni Alan,28,Cannondale Pro Cycling Team,NA,17S,16
100,2013,stage-13,36,9S,Burghardt Marcus,30,BMC Racing Team,NA,17S,33
100,2013,stage-13,37,9S,Bauer Jack,28,Garmin Sharp,NA,17S,172
100,2013,stage-13,38,9S,Velits Peter,28,Omega Pharma - Quick-Step,NA,17S,159
100,2013,stage-13,39,9S,Riblon Christophe,32,AG2R La Mondiale,NA,17S,89
100,2013,stage-13,40,9S,Pineau Jérôme,33,Omega Pharma - Quick-Step,NA,17S,155
100,2013,stage-13,41,9S,Quinziato Manuel,33,BMC Racing Team,NA,17S,37
100,2013,stage-13,42,9S,Losada Alberto,31,Team Katusha,NA,17S,105
100,2013,stage-13,43,9S,Jeannesson Arnold,27,FDJ.fr,NA,17S,77
100,2013,stage-13,44,9S,Sieberg Marcel,31,Lotto Belisol Team,NA,17S,28
100,2013,stage-13,45,9S,Gavazzi Francesco,28,Astana Pro Team,NA,17S,65
100,2013,stage-13,46,9S,Vichot Arthur,24,FDJ.fr,NA,17S,79
100,2013,stage-13,47,9S,Hernández Jesús,31,Team Saxo - Tinkoff,NA,17S,93
100,2013,stage-13,48,9S,van Garderen Tejay,24,BMC Racing Team,NA,17S,39
100,2013,stage-13,49,9S,Morabito Steve,30,BMC Racing Team,NA,17S,36
100,2013,stage-13,50,9S,Dupont Hubert,32,AG2R La Mondiale,NA,17S,85
100,2013,stage-13,51,9S,Bak Lars Ytting,33,Lotto Belisol Team,NA,17S,22
100,2013,stage-13,52,9S,Minard Sébastien,31,AG2R La Mondiale,NA,17S,88
100,2013,stage-13,53,9S,Wynants Maarten,31,Belkin-Pro Cycling Team,NA,17S,169
100,2013,stage-13,54,9S,Boom Lars,27,Belkin-Pro Cycling Team,NA,17S,161
100,2013,stage-13,55,9S,Klöden Andreas,38,RadioShack - Leopard,NA,17S,46
100,2013,stage-13,56,9S,Tankink Bram,34,Belkin-Pro Cycling Team,NA,17S,166
100,2013,stage-13,57,9S,Navardauskas Ramūnas,25,Garmin Sharp,NA,17S,177
100,2013,stage-13,58,37S,Martin Tony,28,Omega Pharma - Quick-Step,NA,45S,154
100,2013,stage-13,59,54S,Stannard Ian,26,Sky Procycling,NA,2S,8
100,2013,stage-13,60,14S,Kuschynski Aleksandr,33,Team Katusha,NA,22S,104
100,2013,stage-13,61,15S,Brutt Pavel,31,Team Katusha,NA,23S,102
100,2013,stage-13,62,34S,Leezer Tom,27,Belkin-Pro Cycling Team,NA,42S,163
100,2013,stage-13,63,39S,Thomas Geraint,27,Sky Procycling,NA,47S,9
100,2013,stage-13,64,43S,Vanmarcke Sep,24,Belkin-Pro Cycling Team,NA,51S,168
100,2013,stage-13,65,32S,Willems Frederik,33,Lotto Belisol Team,NA,40S,29
100,2013,stage-13,66,30S,Siutsou Kanstantsin,30,Sky Procycling,NA,38S,7
100,2013,stage-13,67,29S,Veelers Tom,28,Team Argos - Shimano,NA,37S,199
100,2013,stage-13,68,29S,De Clercq Bart,26,Lotto Belisol Team,NA,37S,23
100,2013,stage-13,69,54S,Rojas José Joaquín,28,Movistar Team,NA,2S,129
100,2013,stage-13,70,54S,Valverde Alejandro,33,Movistar Team,NA,2S,121
100,2013,stage-13,71,54S,Didier Laurent,28,RadioShack - Leopard,NA,2S,43
100,2013,stage-13,72,54S,Méderel Maxime,32,Sojasun,NA,2S,217
100,2013,stage-13,73,54S,Zubeldia Haimar,36,RadioShack - Leopard,NA,2S,49
100,2013,stage-13,74,54S,Veilleux David,25,Team Europcar,NA,2S,58
100,2013,stage-13,75,54S,Fédrigo Pierrick,34,FDJ.fr,NA,2S,74
100,2013,stage-13,76,54S,Niemiec Przemysław,33,Lampre - Merida,NA,2S,148
100,2013,stage-13,77,54S,Smukulis Gatis,26,Team Katusha,NA,2S,107
100,2013,stage-13,78,54S,Goss Matthew,26,Orica GreenEDGE,NA,2S,184
100,2013,stage-13,79,54S,Impey Daryl,28,Orica GreenEDGE,NA,2S,185
100,2013,stage-13,80,54S,Boeckmans Kris,26,Vacansoleil - DCM,NA,2S,202
100,2013,stage-13,81,54S,Oroz Juan José,33,Euskaltel - Euskadi,NA,2S,117
100,2013,stage-13,82,54S,Irizar Markel,33,RadioShack - Leopard,NA,2S,45
100,2013,stage-13,83,54S,Costa Rui,26,Movistar Team,NA,2S,124
100,2013,stage-13,84,54S,van Poppel Boy,25,Vacansoleil - DCM,NA,2S,207
100,2013,stage-13,85,54S,Roelandts Jürgen,28,Lotto Belisol Team,NA,2S,27
100,2013,stage-13,86,54S,Koren Kristijan,26,Cannondale Pro Cycling Team,NA,2S,15
100,2013,stage-13,87,54S,Izagirre Gorka,25,Euskaltel - Euskadi,NA,2S,113
100,2013,stage-13,88,54S,Fröhlinger Johannes,28,Team Argos - Shimano,NA,2S,195
100,2013,stage-13,89,54S,Voigt Jens,41,RadioShack - Leopard,NA,2S,48
100,2013,stage-13,90,54S,Gesink Robert,27,Belkin-Pro Cycling Team,NA,2S,162
100,2013,stage-13,91,54S,Simon Julien,27,Sojasun,NA,2S,218
100,2013,stage-13,92,54S,Vuillermoz Alexis,25,Sojasun,NA,2S,219
100,2013,stage-13,93,54S,Dumoulin Tom,22,Team Argos - Shimano,NA,2S,194
100,2013,stage-13,94,54S,Lemoine Cyril,30,Sojasun,NA,2S,215
100,2013,stage-13,95,54S,Hansen Adam,32,Lotto Belisol Team,NA,2S,25
100,2013,stage-13,96,54S,Curvers Roy,33,Team Argos - Shimano,NA,2S,192
100,2013,stage-13,97,54S,Malacarne Davide,26,Team Europcar,NA,2S,56
100,2013,stage-13,98,54S,Tuft Svein,36,Orica GreenEDGE,NA,2S,189
100,2013,stage-13,99,54S,Porte Richie,28,Sky Procycling,NA,2S,6
100,2013,stage-13,100,54S,Bookwalter Brent,29,BMC Racing Team,NA,2S,32
100,2013,stage-13,101,54S,Gilbert Philippe,31,BMC Racing Team,NA,2S,34
100,2013,stage-13,102,54S,Nordhaug Lars Petter,29,Belkin-Pro Cycling Team,NA,2S,165
100,2013,stage-13,103,54S,Sabatini Fabio,28,Cannondale Pro Cycling Team,NA,2S,18
100,2013,stage-13,104,54S,Poels Wout,25,Vacansoleil - DCM,NA,2S,201
100,2013,stage-13,105,54S,El Fares Julien,28,Sojasun,NA,2S,213
100,2013,stage-13,106,54S,Arashiro Yukiya,28,Team Europcar,NA,2S,52
100,2013,stage-13,107,54S,Antón Igor,30,Euskaltel - Euskadi,NA,2S,111
100,2013,stage-13,108,54S,Danielson Tom,35,Garmin Sharp,NA,2S,173
100,2013,stage-13,109,54S,López David,32,Sky Procycling,NA,2S,5
100,2013,stage-13,110,54S,Nieve Mikel,29,Euskaltel - Euskadi,NA,2S,116
100,2013,stage-13,111,54S,Le Mével Christophe,32,"Cofidis, Solutions Crédits",NA,2S,135
100,2013,stage-13,112,54S,O'Grady Stuart,39,Orica GreenEDGE,NA,2S,188
100,2013,stage-13,113,54S,Taaramäe Rein,26,"Cofidis, Solutions Crédits",NA,2S,131
100,2013,stage-13,114,54S,Serpa José Rodolfo,34,Lampre - Merida,NA,2S,149
100,2013,stage-13,115,54S,Molard Rudy,23,"Cofidis, Solutions Crédits",NA,2S,138
100,2013,stage-13,116,54S,Rolland Pierre,26,Team Europcar,NA,2S,51
100,2013,stage-13,117,54S,Gautier Cyril,25,Team Europcar,NA,2S,54
100,2013,stage-13,118,54S,Gasparotto Enrico,31,Astana Pro Team,NA,2S,64
100,2013,stage-13,119,54S,Maté Luis Ángel,29,"Cofidis, Solutions Crédits",NA,2S,137
100,2013,stage-13,120,5S,Bazayev Assan,32,Astana Pro Team,NA,13S,62
100,2013,stage-13,121,7S,Bardet Romain,22,AG2R La Mondiale,NA,15S,82
100,2013,stage-13,122,7S,Steegmans Gert,32,Omega Pharma - Quick-Step,NA,15S,156
100,2013,stage-13,123,7S,Westra Lieuwe,30,Vacansoleil - DCM,NA,15S,209
100,2013,stage-13,124,7S,Kittel Marcel,25,Team Argos - Shimano,NA,15S,197
100,2013,stage-13,125,7S,Ferrari Roberto,30,Lampre - Merida,NA,15S,145
100,2013,stage-13,126,7S,Lancaster Brett,33,Orica GreenEDGE,NA,15S,186
100,2013,stage-13,127,11S,van Poppel Danny,19,Vacansoleil - DCM,NA,19S,208
100,2013,stage-13,128,11S,Lutsenko Alexey,20,Astana Pro Team,NA,19S,68
100,2013,stage-13,129,11S,Moreno Daniel,31,Team Katusha,NA,19S,106
100,2013,stage-13,130,11S,Pinot Thibaut,23,FDJ.fr,NA,19S,71
100,2013,stage-13,131,11S,Millar David,36,Garmin Sharp,NA,19S,176
100,2013,stage-13,132,11S,Trofimov Yuri,29,Team Katusha,NA,19S,108
100,2013,stage-13,133,11S,Mori Manuele,32,Lampre - Merida,NA,19S,147
100,2013,stage-13,134,11S,Muravyev Dmitriy,33,Astana Pro Team,NA,19S,69
100,2013,stage-13,135,11S,Gadret John,34,AG2R La Mondiale,NA,19S,86
100,2013,stage-13,136,11S,Izagirre Ion,24,Euskaltel - Euskadi,NA,19S,114
100,2013,stage-13,137,11S,Cimolai Davide,23,Lampre - Merida,NA,19S,143
100,2013,stage-13,138,11S,Lobato Juan José,24,Euskaltel - Euskadi,NA,19S,115
100,2013,stage-13,139,11S,Geschke Simon,27,Team Argos - Shimano,NA,19S,196
100,2013,stage-13,140,11S,Flecha Juan Antonio,35,Vacansoleil - DCM,NA,19S,204
100,2013,stage-13,141,11S,Moser Moreno,22,Cannondale Pro Cycling Team,NA,19S,17
100,2013,stage-13,142,11S,Geniez Alexandre,25,FDJ.fr,NA,19S,76
100,2013,stage-13,143,11S,Marino Jean-Marc,29,Sojasun,NA,19S,216
100,2013,stage-13,144,11S,Lagutin Sergey,32,Vacansoleil - DCM,NA,19S,206
100,2013,stage-13,145,11S,Vorganov Eduard,30,Team Katusha,NA,19S,109
100,2013,stage-13,146,11S,De Marchi Alessandro,27,Cannondale Pro Cycling Team,NA,19S,13
100,2013,stage-13,147,11S,Dumoulin Samuel,32,AG2R La Mondiale,NA,19S,84
100,2013,stage-13,148,19S,Fischer Murilo Antonio,34,FDJ.fr,NA,27S,75
100,2013,stage-13,149,19S,Albasini Michael,32,Orica GreenEDGE,NA,27S,182
100,2013,stage-13,150,19S,Gène Yohann,32,Team Europcar,NA,27S,55
100,2013,stage-13,151,19S,Hivert Jonathan,28,Sojasun,NA,27S,214
100,2013,stage-13,152,19S,Cousin Jérôme,24,Team Europcar,NA,27S,53
100,2013,stage-13,153,23S,Reza Kévin,25,Team Europcar,NA,31S,57
100,2013,stage-13,154,23S,Kennaugh Peter,24,Sky Procycling,NA,31S,3
100,2013,stage-13,155,47S,Pérez Rubén,31,Euskaltel - Euskadi,NA,55S,118
100,2013,stage-13,156,36S,Meyer Cameron,25,Orica GreenEDGE,NA,44S,187
100,2013,stage-13,157,36S,Cunego Damiano,31,Lampre - Merida,NA,44S,141
100,2013,stage-13,158,36S,Plaza Rubén,33,Movistar Team,NA,44S,127
100,2013,stage-13,159,36S,Hoogerland Johnny,30,Vacansoleil - DCM,NA,44S,205
100,2013,stage-13,160,36S,Paulinho Sérgio Miguel,33,Team Saxo - Tinkoff,NA,44S,96
100,2013,stage-13,161,36S,De Gendt Thomas,26,Vacansoleil - DCM,NA,44S,203
100,2013,stage-13,162,36S,Kadri Blel,26,AG2R La Mondiale,NA,44S,87
100,2013,stage-13,163,36S,Sicard Romain,25,Euskaltel - Euskadi,NA,44S,119
100,2013,stage-13,164,36S,Astarloza Mikel,33,Euskaltel - Euskadi,NA,44S,112
100,2013,stage-13,165,36S,Clarke Simon,26,Orica GreenEDGE,NA,44S,183
100,2013,stage-13,166,36S,Henderson Gregory,36,Lotto Belisol Team,NA,44S,26
100,2013,stage-13,167,36S,Roy Jérémy,30,FDJ.fr,NA,44S,78
100,2013,stage-13,168,36S,Voeckler Thomas,34,Team Europcar,NA,44S,59
100,2013,stage-13,169,36S,Coppel Jérôme,26,"Cofidis, Solutions Crédits",NA,44S,133
100,2013,stage-13,170,36S,Erviti Imanol,29,Movistar Team,NA,44S,125
100,2013,stage-13,171,36S,García Egoitz,27,"Cofidis, Solutions Crédits",NA,44S,134
100,2013,stage-13,172,36S,Hesjedal Ryder,32,Garmin Sharp,NA,44S,171
100,2013,stage-13,173,36S,Levarlet Guillaume,27,"Cofidis, Solutions Crédits",NA,44S,136
100,2013,stage-13,174,36S,Gallopin Tony,25,RadioShack - Leopard,NA,44S,44
100,2013,stage-13,175,36S,Timmer Albert,28,Team Argos - Shimano,NA,44S,198
100,2013,stage-13,176,36S,Vandborg Brian Bach,31,Cannondale Pro Cycling Team,NA,44S,19
100,2013,stage-13,177,36S,Feillu Brice,27,Sojasun,NA,44S,211
100,2013,stage-13,178,36S,Bakelants Jan,27,RadioShack - Leopard,NA,44S,42
100,2013,stage-13,179,36S,Amador Andrey,26,Movistar Team,NA,44S,122
100,2013,stage-13,180,36S,Favilli Elia,24,Lampre - Merida,NA,44S,144
100,2013,stage-13,181,36S,Castroviejo Jonathan,26,Movistar Team,NA,44S,123
100,2013,stage-13,DNS,NA,Boasson Hagen Edvald,26,Sky Procycling,NA,NA,2
100,2013,stage-14,1,11S,Trentin Matteo,23,Omega Pharma - Quick-Step,100,11S,158
100,2013,stage-14,2,0S,Albasini Michael,32,Orica GreenEDGE,70,11S,182
100,2013,stage-14,3,0S,Talansky Andrew,24,Garmin Sharp,50,11S,178
100,2013,stage-14,4,0S,Rojas José Joaquín,28,Movistar Team,40,11S,129
100,2013,stage-14,5,0S,García Egoitz,27,"Cofidis, Solutions Crédits",32,11S,134
100,2013,stage-14,6,0S,Bak Lars Ytting,33,Lotto Belisol Team,26,11S,22
100,2013,stage-14,7,0S,Geschke Simon,27,Team Argos - Shimano,22,11S,196
100,2013,stage-14,8,0S,Vichot Arthur,24,FDJ.fr,18,11S,79
100,2013,stage-14,9,0S,Brutt Pavel,31,Team Katusha,14,11S,102
100,2013,stage-14,10,0S,Gautier Cyril,25,Team Europcar,10,11S,54
100,2013,stage-14,11,0S,Simon Julien,27,Sojasun,8,11S,218
100,2013,stage-14,12,0S,Bakelants Jan,27,RadioShack - Leopard,6,11S,42
100,2013,stage-14,13,10S,Kadri Blel,26,AG2R La Mondiale,4,21S,87
100,2013,stage-14,14,10S,Burghardt Marcus,30,BMC Racing Team,2,21S,33
100,2013,stage-14,15,46S,Erviti Imanol,29,Movistar Team,1,57S,125
100,2013,stage-14,16,35S,van Garderen Tejay,24,BMC Racing Team,NA,46S,39
100,2013,stage-14,17,31S,Voigt Jens,41,RadioShack - Leopard,NA,42S,48
100,2013,stage-14,18,31S,Millar David,36,Garmin Sharp,NA,42S,176
100,2013,stage-14,19,17S,Stannard Ian,26,Sky Procycling,NA,28S,8
100,2013,stage-14,20,17S,Siutsou Kanstantsin,30,Sky Procycling,NA,28S,7
100,2013,stage-14,21,17S,Kennaugh Peter,24,Sky Procycling,NA,28S,3
100,2013,stage-14,22,17S,Froome Chris,28,Sky Procycling,NA,28S,1
100,2013,stage-14,23,17S,Tosatto Matteo,39,Team Saxo - Tinkoff,NA,28S,99
100,2013,stage-14,24,17S,Contador Alberto,30,Team Saxo - Tinkoff,NA,28S,91
100,2013,stage-14,25,17S,Porte Richie,28,Sky Procycling,NA,28S,6
100,2013,stage-14,26,17S,Bennati Daniele,32,Team Saxo - Tinkoff,NA,28S,92
100,2013,stage-14,27,17S,Gesink Robert,27,Belkin-Pro Cycling Team,NA,28S,162
100,2013,stage-14,28,17S,Kreuziger Roman,27,Team Saxo - Tinkoff,NA,28S,94
100,2013,stage-14,29,17S,Mollema Bauke,26,Belkin-Pro Cycling Team,NA,28S,164
100,2013,stage-14,30,17S,Castroviejo Jonathan,26,Movistar Team,NA,28S,123
100,2013,stage-14,31,17S,Valverde Alejandro,33,Movistar Team,NA,28S,121
100,2013,stage-14,32,17S,Minard Sébastien,31,AG2R La Mondiale,NA,28S,88
100,2013,stage-14,33,17S,Rogers Michael,33,Team Saxo - Tinkoff,NA,28S,98
100,2013,stage-14,34,17S,Quintana Nairo,23,Movistar Team,NA,28S,128
100,2013,stage-14,35,17S,Boom Lars,27,Belkin-Pro Cycling Team,NA,28S,161
100,2013,stage-14,36,17S,Roche Nicolas,29,Team Saxo - Tinkoff,NA,28S,97
100,2013,stage-14,37,17S,Gavazzi Francesco,28,Astana Pro Team,NA,28S,65
100,2013,stage-14,38,17S,Amador Andrey,26,Movistar Team,NA,28S,122
100,2013,stage-14,39,17S,Dumoulin Samuel,32,AG2R La Mondiale,NA,28S,84
100,2013,stage-14,40,17S,Riblon Christophe,32,AG2R La Mondiale,NA,28S,89
100,2013,stage-14,41,17S,Dupont Hubert,32,AG2R La Mondiale,NA,28S,85
100,2013,stage-14,42,17S,Fuglsang Jakob,28,Astana Pro Team,NA,28S,63
100,2013,stage-14,43,17S,Evans Cadel,36,BMC Racing Team,NA,28S,31
100,2013,stage-14,44,17S,Gilbert Philippe,31,BMC Racing Team,NA,28S,34
100,2013,stage-14,45,17S,Greipel André,30,Lotto Belisol Team,NA,28S,24
100,2013,stage-14,46,17S,Sieberg Marcel,31,Lotto Belisol Team,NA,28S,28
100,2013,stage-14,47,17S,O'Grady Stuart,39,Orica GreenEDGE,NA,28S,188
100,2013,stage-14,48,17S,Rodríguez Joaquim,34,Team Katusha,NA,28S,101
100,2013,stage-14,49,17S,Pérez Rubén,31,Euskaltel - Euskadi,NA,28S,118
100,2013,stage-14,50,17S,Martin Dan,26,Garmin Sharp,NA,28S,175
100,2013,stage-14,51,17S,Monfort Maxime,30,RadioShack - Leopard,NA,28S,47
100,2013,stage-14,52,17S,Curvers Roy,33,Team Argos - Shimano,NA,28S,192
100,2013,stage-14,53,17S,Bauer Jack,28,Garmin Sharp,NA,28S,172
100,2013,stage-14,54,17S,Fröhlinger Johannes,28,Team Argos - Shimano,NA,28S,195
100,2013,stage-14,55,17S,Danielson Tom,35,Garmin Sharp,NA,28S,173
100,2013,stage-14,56,17S,Peraud Jean-Christophe,36,AG2R La Mondiale,NA,28S,81
100,2013,stage-14,57,17S,Malacarne Davide,26,Team Europcar,NA,28S,56
100,2013,stage-14,58,17S,Poels Wout,25,Vacansoleil - DCM,NA,28S,201
100,2013,stage-14,59,17S,Dumoulin Tom,22,Team Argos - Shimano,NA,28S,194
100,2013,stage-14,60,17S,Ferrari Roberto,30,Lampre - Merida,NA,28S,145
100,2013,stage-14,61,17S,Navarro Daniel,29,"Cofidis, Solutions Crédits",NA,28S,139
100,2013,stage-14,62,17S,Trofimov Yuri,29,Team Katusha,NA,28S,108
100,2013,stage-14,63,17S,Le Mével Christophe,32,"Cofidis, Solutions Crédits",NA,28S,135
100,2013,stage-14,64,17S,Didier Laurent,28,RadioShack - Leopard,NA,28S,43
100,2013,stage-14,65,17S,Roelandts Jürgen,28,Lotto Belisol Team,NA,28S,27
100,2013,stage-14,66,17S,Morabito Steve,30,BMC Racing Team,NA,28S,36
100,2013,stage-14,67,17S,Molard Rudy,23,"Cofidis, Solutions Crédits",NA,28S,138
100,2013,stage-14,68,17S,Kuschynski Aleksandr,33,Team Katusha,NA,28S,104
100,2013,stage-14,69,17S,Oroz Juan José,33,Euskaltel - Euskadi,NA,28S,117
100,2013,stage-14,70,17S,Taaramäe Rein,26,"Cofidis, Solutions Crédits",NA,28S,131
100,2013,stage-14,71,17S,Lobato Juan José,24,Euskaltel - Euskadi,NA,28S,115
100,2013,stage-14,72,17S,Bardet Romain,22,AG2R La Mondiale,NA,28S,82
100,2013,stage-14,73,17S,Nieve Mikel,29,Euskaltel - Euskadi,NA,28S,116
100,2013,stage-14,74,17S,Astarloza Mikel,33,Euskaltel - Euskadi,NA,28S,112
100,2013,stage-14,75,17S,Koren Kristijan,26,Cannondale Pro Cycling Team,NA,28S,15
100,2013,stage-14,76,17S,Quinziato Manuel,33,BMC Racing Team,NA,28S,37
100,2013,stage-14,77,17S,Kwiatkowski Michał,23,Omega Pharma - Quick-Step,NA,28S,153
100,2013,stage-14,78,17S,Velits Peter,28,Omega Pharma - Quick-Step,NA,28S,159
100,2013,stage-14,79,17S,De Clercq Bart,26,Lotto Belisol Team,NA,28S,23
100,2013,stage-14,80,17S,Pineau Jérôme,33,Omega Pharma - Quick-Step,NA,28S,155
100,2013,stage-14,81,17S,Cavendish Mark,28,Omega Pharma - Quick-Step,NA,28S,151
100,2013,stage-14,82,17S,Steegmans Gert,32,Omega Pharma - Quick-Step,NA,28S,156
100,2013,stage-14,83,17S,Chavanel Sylvain,34,Omega Pharma - Quick-Step,NA,28S,152
100,2013,stage-14,84,17S,Zubeldia Haimar,36,RadioShack - Leopard,NA,28S,49
