edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
100,2013,stage-11,11,5S,Mollema Bauke,26,Belkin-Pro Cycling Team,8,34S,164
100,2013,stage-11,12,8S,Talansky Andrew,24,Garmin Sharp,6,37S,178
100,2013,stage-11,13,12S,Valverde Alejandro,33,Movistar Team,4,41S,121
100,2013,stage-11,14,15S,Bak Lars Ytting,33,Lotto Belisol Team,2,44S,22
100,2013,stage-11,15,15S,Contador Alberto,30,Team Saxo - Tinkoff,1,44S,91
100,2013,stage-11,16,18S,Kreuziger Roman,27,Team Saxo - Tinkoff,NA,47S,94
100,2013,stage-11,17,18S,Sagan Peter,23,Cannondale Pro Cycling Team,NA,47S,11
100,2013,stage-11,18,21S,Bodnar Maciej,28,Cannondale Pro Cycling Team,NA,50S,12
100,2013,stage-11,19,22S,Peraud Jean-Christophe,36,AG2R La Mondiale,NA,51S,81
100,2013,stage-11,20,26S,Rogers Michael,33,Team Saxo - Tinkoff,NA,55S,98
100,2013,stage-11,21,30S,Evans Cadel,36,BMC Racing Team,NA,59S,31
100,2013,stage-11,22,32S,ten Dam Laurens,32,Belkin-Pro Cycling Team,NA,1S,167
100,2013,stage-11,23,32S,Plaza Rubén,33,Movistar Team,NA,1S,127
100,2013,stage-11,24,32S,Velits Peter,28,Omega Pharma - Quick-Step,NA,1S,159
100,2013,stage-11,25,33S,Monfort Maxime,30,RadioShack - Leopard,NA,2S,47
100,2013,stage-11,26,34S,Millar David,36,Garmin Sharp,NA,3S,176
100,2013,stage-11,27,34S,Serpa José Rodolfo,34,Lampre - Merida,NA,3S,149
100,2013,stage-11,28,35S,Roche Nicolas,29,Team Saxo - Tinkoff,NA,4S,97
100,2013,stage-11,29,37S,Gallopin Tony,25,RadioShack - Leopard,NA,6S,44
100,2013,stage-11,30,37S,Westra Lieuwe,30,Vacansoleil - DCM,NA,6S,209
100,2013,stage-11,31,37S,Izagirre Ion,24,Euskaltel - Euskadi,NA,6S,114
100,2013,stage-11,32,39S,Siutsou Kanstantsin,30,Sky Procycling,NA,8S,7
100,2013,stage-11,33,40S,Smukulis Gatis,26,Team Katusha,NA,9S,107
100,2013,stage-11,34,43S,Boom Lars,27,Belkin-Pro Cycling Team,NA,12S,161
100,2013,stage-11,35,47S,Geniez Alexandre,25,FDJ.fr,NA,16S,76
100,2013,stage-11,36,50S,Taaramäe Rein,26,"Cofidis, Solutions Crédits",NA,19S,131
100,2013,stage-11,37,53S,Fuglsang Jakob,28,Astana Pro Team,NA,22S,63
100,2013,stage-11,38,55S,Gilbert Philippe,31,BMC Racing Team,NA,24S,34
100,2013,stage-11,39,57S,Lutsenko Alexey,20,Astana Pro Team,NA,26S,68
100,2013,stage-11,40,57S,Morabito Steve,30,BMC Racing Team,NA,26S,36
100,2013,stage-11,41,4S,Coppel Jérôme,26,"Cofidis, Solutions Crédits",NA,33S,133
100,2013,stage-11,42,4S,Costa Rui,26,Movistar Team,NA,33S,124
100,2013,stage-11,43,7S,Delaplace Anthony,23,Sojasun,NA,36S,212
100,2013,stage-11,44,9S,Gesink Robert,27,Belkin-Pro Cycling Team,NA,38S,162
100,2013,stage-11,45,10S,Burghardt Marcus,30,BMC Racing Team,NA,39S,33
100,2013,stage-11,46,11S,Flecha Juan Antonio,35,Vacansoleil - DCM,NA,40S,204
100,2013,stage-11,47,15S,Brutt Pavel,31,Team Katusha,NA,44S,102
100,2013,stage-11,48,17S,Bauer Jack,28,Garmin Sharp,NA,46S,172
100,2013,stage-11,49,19S,van Garderen Tejay,24,BMC Racing Team,NA,48S,39
100,2013,stage-11,50,20S,Riblon Christophe,32,AG2R La Mondiale,NA,49S,89
100,2013,stage-11,51,22S,Bakelants Jan,27,RadioShack - Leopard,NA,51S,42
100,2013,stage-11,52,25S,Fédrigo Pierrick,34,FDJ.fr,NA,54S,74
100,2013,stage-11,53,27S,Boasson Hagen Edvald,26,Sky Procycling,NA,56S,2
100,2013,stage-11,54,28S,Quintana Nairo,23,Movistar Team,NA,57S,128
100,2013,stage-11,55,28S,Pinot Thibaut,23,FDJ.fr,NA,57S,71
100,2013,stage-11,56,29S,Rodríguez Joaquim,34,Team Katusha,NA,58S,101
100,2013,stage-11,57,29S,Quinziato Manuel,33,BMC Racing Team,NA,58S,37
100,2013,stage-11,58,30S,Moreno Daniel,31,Team Katusha,NA,59S,106
100,2013,stage-11,59,30S,Gerrans Simon,33,Orica GreenEDGE,NA,59S,181
100,2013,stage-11,60,32S,Lemoine Cyril,30,Sojasun,NA,1S,215
100,2013,stage-11,61,33S,Gautier Cyril,25,Team Europcar,NA,2S,54
100,2013,stage-11,62,36S,Martin Dan,26,Garmin Sharp,NA,5S,175
100,2013,stage-11,63,36S,Poels Wout,25,Vacansoleil - DCM,NA,5S,201
100,2013,stage-11,64,37S,Timmer Albert,28,Team Argos - Shimano,NA,6S,198
100,2013,stage-11,65,38S,Stannard Ian,26,Sky Procycling,NA,7S,8
100,2013,stage-11,66,40S,Thomas Geraint,27,Sky Procycling,NA,9S,9
100,2013,stage-11,67,40S,Veilleux David,25,Team Europcar,NA,9S,58
100,2013,stage-11,68,40S,Irizar Markel,33,RadioShack - Leopard,NA,9S,45
100,2013,stage-11,69,42S,Klöden Andreas,38,RadioShack - Leopard,NA,11S,46
100,2013,stage-11,70,42S,Malacarne Davide,25,Team Europcar,NA,11S,56
100,2013,stage-11,71,47S,Tosatto Matteo,39,Team Saxo - Tinkoff,NA,16S,99
100,2013,stage-11,72,48S,De Marchi Alessandro,27,Cannondale Pro Cycling Team,NA,17S,13
100,2013,stage-11,73,48S,Navardauskas Ramūnas,25,Garmin Sharp,NA,17S,177
100,2013,stage-11,74,51S,Cunego Damiano,31,Lampre - Merida,NA,20S,141
100,2013,stage-11,75,52S,Hansen Adam,32,Lotto Belisol Team,NA,21S,25
100,2013,stage-11,76,53S,Lancaster Brett,33,Orica GreenEDGE,NA,22S,186
100,2013,stage-11,77,56S,Meyer Cameron,25,Orica GreenEDGE,NA,25S,187
100,2013,stage-11,78,56S,Paulinho Sérgio Miguel,33,Team Saxo - Tinkoff,NA,25S,96
100,2013,stage-11,79,57S,Marangoni Alan,28,Cannondale Pro Cycling Team,NA,26S,16
100,2013,stage-11,80,58S,Gavazzi Francesco,28,Astana Pro Team,NA,27S,65
100,2013,stage-11,81,59S,Terpstra Niki,29,Omega Pharma - Quick-Step,NA,28S,157
100,2013,stage-11,82,0S,Trofimov Yuri,29,Team Katusha,NA,29S,108
100,2013,stage-11,83,0S,Vorganov Eduard,30,Team Katusha,NA,29S,109
100,2013,stage-11,84,1S,Moinard Amaël,31,BMC Racing Team,NA,30S,35
100,2013,stage-11,85,1S,Reza Kévin,25,Team Europcar,NA,30S,57
100,2013,stage-11,86,6S,De Clercq Bart,26,Lotto Belisol Team,NA,35S,23
100,2013,stage-11,87,7S,Vandborg Brian Bach,31,Cannondale Pro Cycling Team,NA,36S,19
100,2013,stage-11,88,7S,Goss Matthew,26,Orica GreenEDGE,NA,36S,184
100,2013,stage-11,89,8S,van Poppel Danny,19,Vacansoleil - DCM,NA,37S,208
100,2013,stage-11,90,10S,Méderel Maxime,32,Sojasun,NA,39S,217
100,2013,stage-11,91,16S,Rolland Pierre,26,Team Europcar,NA,45S,51
100,2013,stage-11,92,16S,Wynants Maarten,31,Belkin-Pro Cycling Team,NA,45S,169
100,2013,stage-11,93,16S,Zubeldia Haimar,36,RadioShack - Leopard,NA,45S,49
100,2013,stage-11,94,19S,Amador Andrey,26,Movistar Team,NA,48S,122
100,2013,stage-11,95,19S,Mori Manuele,32,Lampre - Merida,NA,48S,147
100,2013,stage-11,96,20S,Antón Igor,30,Euskaltel - Euskadi,NA,49S,111
100,2013,stage-11,97,22S,Astarloza Mikel,33,Euskaltel - Euskadi,NA,51S,112
100,2013,stage-11,98,22S,Erviti Imanol,29,Movistar Team,NA,51S,125
100,2013,stage-11,99,23S,Rojas José Joaquín,28,Movistar Team,NA,52S,129
100,2013,stage-11,100,24S,Impey Daryl,28,Orica GreenEDGE,NA,53S,185
100,2013,stage-11,101,27S,Sicard Romain,25,Euskaltel - Euskadi,NA,56S,119
100,2013,stage-11,102,28S,Cousin Jérôme,24,Team Europcar,NA,57S,53
100,2013,stage-11,103,29S,Arashiro Yukiya,28,Team Europcar,NA,58S,52
100,2013,stage-11,104,29S,Gasparotto Enrico,31,Astana Pro Team,NA,58S,64
100,2013,stage-11,105,30S,Albasini Michael,32,Orica GreenEDGE,NA,59S,182
100,2013,stage-11,106,32S,Navarro Daniel,29,"Cofidis, Solutions Crédits",NA,1S,139
100,2013,stage-11,107,32S,Koren Kristijan,26,Cannondale Pro Cycling Team,NA,1S,15
100,2013,stage-11,108,33S,Niemiec Przemysław,33,Lampre - Merida,NA,2S,148
100,2013,stage-11,109,35S,Cimolai Davide,23,Lampre - Merida,NA,4S,143
100,2013,stage-11,110,35S,Danielson Tom,35,Garmin Sharp,NA,4S,173
100,2013,stage-11,111,36S,Tankink Bram,34,Belkin-Pro Cycling Team,NA,5S,166
100,2013,stage-11,112,38S,Simon Julien,27,Sojasun,NA,7S,218
100,2013,stage-11,113,38S,Fischer Murilo Antonio,34,FDJ.fr,NA,7S,75
100,2013,stage-11,114,39S,Voeckler Thomas,34,Team Europcar,NA,8S,59
100,2013,stage-11,115,39S,Lagutin Sergey,32,Vacansoleil - DCM,NA,8S,206
100,2013,stage-11,116,40S,Vuillermoz Alexis,25,Sojasun,NA,9S,219
100,2013,stage-11,117,40S,Kuschynski Aleksandr,33,Team Katusha,NA,9S,104
100,2013,stage-11,118,40S,Bardet Romain,22,AG2R La Mondiale,NA,9S,82
100,2013,stage-11,119,41S,Hoogerland Johnny,30,Vacansoleil - DCM,NA,10S,205
100,2013,stage-11,120,42S,Molard Rudy,23,"Cofidis, Solutions Crédits",NA,11S,138
100,2013,stage-11,121,43S,Jeannesson Arnold,27,FDJ.fr,NA,12S,77
100,2013,stage-11,122,44S,Maté Luis Ángel,29,"Cofidis, Solutions Crédits",NA,13S,137
100,2013,stage-11,123,44S,Schleck Andy,28,RadioShack - Leopard,NA,13S,41
100,2013,stage-11,124,45S,Geschke Simon,27,Team Argos - Shimano,NA,14S,196
100,2013,stage-11,125,46S,García Egoitz,27,"Cofidis, Solutions Crédits",NA,15S,134
100,2013,stage-11,126,46S,Dupont Hubert,32,AG2R La Mondiale,NA,15S,85
100,2013,stage-11,127,46S,Feillu Brice,27,Sojasun,NA,15S,211
100,2013,stage-11,128,48S,Vichot Arthur,24,FDJ.fr,NA,17S,79
100,2013,stage-11,129,48S,O'Grady Stuart,39,Orica GreenEDGE,NA,17S,188
100,2013,stage-11,130,52S,Trentin Matteo,23,Omega Pharma - Quick-Step,NA,21S,158
100,2013,stage-11,131,55S,Degenkolb John,24,Team Argos - Shimano,NA,24S,191
100,2013,stage-11,132,57S,Clarke Simon,26,Orica GreenEDGE,NA,26S,183
100,2013,stage-11,133,59S,Gène Yohann,32,Team Europcar,NA,28S,55
100,2013,stage-11,134,0S,Henderson Gregory,36,Lotto Belisol Team,NA,29S,26
100,2013,stage-11,135,0S,Kennaugh Peter,24,Sky Procycling,NA,29S,3
100,2013,stage-11,136,2S,Hesjedal Ryder,32,Garmin Sharp,NA,31S,171
100,2013,stage-11,137,3S,Le Mével Christophe,32,"Cofidis, Solutions Crédits",NA,32S,135
100,2013,stage-11,138,4S,Steegmans Gert,32,Omega Pharma - Quick-Step,NA,33S,156
100,2013,stage-11,139,5S,Greipel André,30,Lotto Belisol Team,NA,34S,24
100,2013,stage-11,140,6S,Minard Sébastien,31,AG2R La Mondiale,NA,35S,88
100,2013,stage-11,141,6S,Bookwalter Brent,29,BMC Racing Team,NA,35S,32
100,2013,stage-11,142,8S,Kadri Blel,26,AG2R La Mondiale,NA,37S,87
100,2013,stage-11,143,10S,Favilli Elia,24,Lampre - Merida,NA,39S,144
100,2013,stage-11,144,12S,Losada Alberto,31,Team Katusha,NA,41S,105
100,2013,stage-11,145,13S,Vanmarcke Sep,24,Belkin-Pro Cycling Team,NA,42S,168
100,2013,stage-11,146,14S,Levarlet Guillaume,27,"Cofidis, Solutions Crédits",NA,43S,136
100,2013,stage-11,147,15S,Kristoff Alexander,26,Team Katusha,NA,44S,103
100,2013,stage-11,148,15S,de Kort Koen,30,Team Argos - Shimano,NA,44S,193
100,2013,stage-11,149,16S,Roelandts Jürgen,28,Lotto Belisol Team,NA,45S,27
100,2013,stage-11,150,16S,Didier Laurent,28,RadioShack - Leopard,NA,45S,43
100,2013,stage-11,151,16S,Nordhaug Lars Petter,29,Belkin-Pro Cycling Team,NA,45S,165
100,2013,stage-11,152,17S,Oroz Juan José,32,Euskaltel - Euskadi,NA,46S,117
100,2013,stage-11,153,17S,Bennati Daniele,32,Team Saxo - Tinkoff,NA,46S,92
100,2013,stage-11,154,17S,Gadret John,34,AG2R La Mondiale,NA,46S,86
100,2013,stage-11,155,18S,Dumoulin Samuel,32,AG2R La Mondiale,NA,47S,84
100,2013,stage-11,156,20S,Sieberg Marcel,31,Lotto Belisol Team,NA,49S,28
100,2013,stage-11,157,21S,Nieve Mikel,29,Euskaltel - Euskadi,NA,50S,116
100,2013,stage-11,158,23S,Izagirre Gorka,25,Euskaltel - Euskadi,NA,52S,113
100,2013,stage-11,159,23S,Muravyev Dmitriy,33,Astana Pro Team,NA,52S,69
100,2013,stage-11,160,24S,Bonnet William,31,FDJ.fr,NA,53S,72
100,2013,stage-11,161,24S,Marino Jean-Marc,29,Sojasun,NA,53S,216
100,2013,stage-11,162,28S,Fröhlinger Johannes,28,Team Argos - Shimano,NA,57S,195
100,2013,stage-11,163,31S,Cavendish Mark,28,Omega Pharma - Quick-Step,NA,0S,151
100,2013,stage-11,164,32S,Pineau Jérôme,33,Omega Pharma - Quick-Step,NA,1S,155
100,2013,stage-11,165,34S,Ferrari Roberto,30,Lampre - Merida,NA,3S,145
100,2013,stage-11,166,36S,Voigt Jens,41,RadioShack - Leopard,NA,5S,48
100,2013,stage-11,167,37S,Boeckmans Kris,26,Vacansoleil - DCM,NA,6S,202
100,2013,stage-11,168,41S,Pérez Rubén,31,Euskaltel - Euskadi,NA,10S,118
100,2013,stage-11,169,42S,Sabatini Fabio,28,Cannondale Pro Cycling Team,NA,11S,18
100,2013,stage-11,170,44S,Hernández Jesús,31,Team Saxo - Tinkoff,NA,13S,93
100,2013,stage-11,171,54S,El Fares Julien,28,Sojasun,NA,23S,213
100,2013,stage-11,172,0S,Kittel Marcel,25,Team Argos - Shimano,NA,29S,197
100,2013,stage-11,173,0S,Moser Moreno,22,Cannondale Pro Cycling Team,NA,29S,17
100,2013,stage-11,174,2S,Willems Frederik,33,Lotto Belisol Team,NA,31S,29
100,2013,stage-11,175,4S,Veelers Tom,28,Team Argos - Shimano,NA,33S,199
100,2013,stage-11,176,8S,Curvers Roy,33,Team Argos - Shimano,NA,37S,192
100,2013,stage-11,177,10S,van Poppel Boy,25,Vacansoleil - DCM,NA,39S,207
100,2013,stage-11,178,13S,Hivert Jonathan,28,Sojasun,NA,42S,214
100,2013,stage-11,179,13S,Lobato Juan José,24,Euskaltel - Euskadi,NA,42S,115
100,2013,stage-11,180,44S,Leezer Tom,27,Belkin-Pro Cycling Team,NA,13S,163
100,2013,stage-11,181,49S,López David,32,Sky Procycling,NA,18S,5
100,2013,stage-11,182,21S,Bazayev Assan,32,Astana Pro Team,NA,50S,62
100,2013,stage-12,1,49S,Kittel Marcel,25,Team Argos - Shimano,100,49S,197
100,2013,stage-12,2,0S,Cavendish Mark,28,Omega Pharma - Quick-Step,70,49S,151
100,2013,stage-12,3,0S,Sagan Peter,23,Cannondale Pro Cycling Team,50,49S,11
100,2013,stage-12,4,0S,Kristoff Alexander,26,Team Katusha,40,49S,103
100,2013,stage-12,5,0S,Ferrari Roberto,30,Lampre - Merida,32,49S,145
100,2013,stage-12,6,0S,Impey Daryl,28,Orica GreenEDGE,26,49S,185
100,2013,stage-12,7,0S,Rojas José Joaquín,28,Movistar Team,22,49S,129
100,2013,stage-12,8,0S,Gène Yohann,32,Team Europcar,18,49S,55
100,2013,stage-12,9,0S,Lobato Juan José,24,Euskaltel - Euskadi,14,49S,115
100,2013,stage-12,10,0S,Dumoulin Samuel,32,AG2R La Mondiale,10,49S,84
100,2013,stage-12,11,0S,Lagutin Sergey,32,Vacansoleil - DCM,8,49S,206
100,2013,stage-12,12,0S,Steegmans Gert,32,Omega Pharma - Quick-Step,6,49S,156
100,2013,stage-12,13,0S,Simon Julien,27,Sojasun,4,49S,218
100,2013,stage-12,14,0S,Froome Chris,28,Sky Procycling,2,49S,1
100,2013,stage-12,15,0S,García Egoitz,27,"Cofidis, Solutions Crédits",1,49S,134
100,2013,stage-12,16,0S,Kwiatkowski Michał,23,Omega Pharma - Quick-Step,NA,49S,153
100,2013,stage-12,17,0S,Quintana Nairo,23,Movistar Team,NA,49S,128
100,2013,stage-12,18,0S,Valverde Alejandro,33,Movistar Team,NA,49S,121
100,2013,stage-12,19,0S,Kreuziger Roman,27,Team Saxo - Tinkoff,NA,49S,94
100,2013,stage-12,20,0S,Evans Cadel,36,BMC Racing Team,NA,49S,31
100,2013,stage-12,21,0S,Trentin Matteo,23,Omega Pharma - Quick-Step,NA,49S,158
100,2013,stage-12,22,0S,Roche Nicolas,29,Team Saxo - Tinkoff,NA,49S,97
100,2013,stage-12,23,0S,Talansky Andrew,24,Garmin Sharp,NA,49S,178
100,2013,stage-12,24,0S,Contador Alberto,30,Team Saxo - Tinkoff,NA,49S,91
100,2013,stage-12,25,0S,de Kort Koen,30,Team Argos - Shimano,NA,49S,193
100,2013,stage-12,26,0S,Dumoulin Tom,22,Team Argos - Shimano,NA,49S,194
100,2013,stage-12,27,0S,Favilli Elia,24,Lampre - Merida,NA,49S,144
100,2013,stage-12,28,0S,Stannard Ian,26,Sky Procycling,NA,49S,8
100,2013,stage-12,29,0S,Sabatini Fabio,28,Cannondale Pro Cycling Team,NA,49S,18
100,2013,stage-12,30,0S,Curvers Roy,33,Team Argos - Shimano,NA,49S,192
100,2013,stage-12,31,0S,Degenkolb John,24,Team Argos - Shimano,NA,49S,191
100,2013,stage-12,32,0S,Martin Tony,28,Omega Pharma - Quick-Step,NA,49S,154
100,2013,stage-12,33,0S,Greipel André,30,Lotto Belisol Team,NA,49S,24
100,2013,stage-12,34,0S,Geniez Alexandre,25,FDJ.fr,NA,49S,76
100,2013,stage-12,35,0S,Vichot Arthur,24,FDJ.fr,NA,49S,79
100,2013,stage-12,36,0S,Pinot Thibaut,23,FDJ.fr,NA,49S,71
100,2013,stage-12,37,0S,Hansen Adam,32,Lotto Belisol Team,NA,49S,25
100,2013,stage-12,38,0S,Jeannesson Arnold,27,FDJ.fr,NA,49S,77
100,2013,stage-12,39,0S,Pérez Rubén,31,Euskaltel - Euskadi,NA,49S,118
100,2013,stage-12,40,0S,Bodnar Maciej,28,Cannondale Pro Cycling Team,NA,49S,12
100,2013,stage-12,41,0S,Terpstra Niki,29,Omega Pharma - Quick-Step,NA,49S,157
100,2013,stage-12,42,0S,Bennati Daniele,32,Team Saxo - Tinkoff,NA,49S,92
100,2013,stage-12,43,0S,Chavanel Sylvain,34,Omega Pharma - Quick-Step,NA,49S,152
100,2013,stage-12,44,0S,Kuschynski Aleksandr,33,Team Katusha,NA,49S,104
100,2013,stage-12,45,0S,Fuglsang Jakob,28,Astana Pro Team,NA,49S,63
100,2013,stage-12,46,0S,Tosatto Matteo,39,Team Saxo - Tinkoff,NA,49S,99
100,2013,stage-12,47,0S,Rogers Michael,33,Team Saxo - Tinkoff,NA,49S,98
100,2013,stage-12,48,0S,Gasparotto Enrico,31,Astana Pro Team,NA,49S,64
100,2013,stage-12,49,0S,Malacarne Davide,26,Team Europcar,NA,49S,56
100,2013,stage-12,50,0S,Hoogerland Johnny,30,Vacansoleil - DCM,NA,49S,205
100,2013,stage-12,51,0S,Marino Jean-Marc,29,Sojasun,NA,49S,216
100,2013,stage-12,52,0S,Rodríguez Joaquim,34,Team Katusha,NA,49S,101
100,2013,stage-12,53,0S,Morabito Steve,30,BMC Racing Team,NA,49S,36
100,2013,stage-12,54,0S,Brutt Pavel,31,Team Katusha,NA,49S,102
100,2013,stage-12,55,0S,Losada Alberto,31,Team Katusha,NA,49S,105
100,2013,stage-12,56,0S,Velits Peter,28,Omega Pharma - Quick-Step,NA,49S,159
100,2013,stage-12,57,0S,Wynants Maarten,31,Belkin-Pro Cycling Team,NA,49S,169
100,2013,stage-12,58,0S,Tankink Bram,34,Belkin-Pro Cycling Team,NA,49S,166
100,2013,stage-12,59,0S,Bardet Romain,22,AG2R La Mondiale,NA,49S,82
100,2013,stage-12,60,0S,Amador Andrey,26,Movistar Team,NA,49S,122
100,2013,stage-12,61,0S,Costa Rui,26,Movistar Team,NA,49S,124
100,2013,stage-12,62,0S,Koren Kristijan,26,Cannondale Pro Cycling Team,NA,49S,15
100,2013,stage-12,63,0S,Poels Wout,25,Vacansoleil - DCM,NA,49S,201
100,2013,stage-12,64,0S,Vandborg Brian Bach,31,Cannondale Pro Cycling Team,NA,49S,19
100,2013,stage-12,65,0S,ten Dam Laurens,32,Belkin-Pro Cycling Team,NA,49S,167
100,2013,stage-12,66,0S,Niemiec Przemysław,33,Lampre - Merida,NA,49S,148
100,2013,stage-12,67,0S,Mollema Bauke,26,Belkin-Pro Cycling Team,NA,49S,164
100,2013,stage-12,68,0S,Gilbert Philippe,31,BMC Racing Team,NA,49S,34
100,2013,stage-12,69,0S,Minard Sébastien,31,AG2R La Mondiale,NA,49S,88
100,2013,stage-12,70,0S,Moreno Daniel,31,Team Katusha,NA,49S,106
100,2013,stage-12,71,0S,Peraud Jean-Christophe,36,AG2R La Mondiale,NA,49S,81
100,2013,stage-12,72,0S,Levarlet Guillaume,27,"Cofidis, Solutions Crédits",NA,49S,136
100,2013,stage-12,73,0S,Monfort Maxime,30,RadioShack - Leopard,NA,49S,47
100,2013,stage-12,74,0S,Martin Dan,26,Garmin Sharp,NA,49S,175
100,2013,stage-12,75,0S,Nieve Mikel,29,Euskaltel - Euskadi,NA,49S,116
100,2013,stage-12,76,0S,Maté Luis Ángel,29,"Cofidis, Solutions Crédits",NA,49S,137
100,2013,stage-12,77,0S,Astarloza Mikel,33,Euskaltel - Euskadi,NA,49S,112
100,2013,stage-12,78,0S,Antón Igor,30,Euskaltel - Euskadi,NA,49S,111
100,2013,stage-12,79,0S,Goss Matthew,26,Orica GreenEDGE,NA,49S,184
100,2013,stage-12,80,0S,Marangoni Alan,28,Cannondale Pro Cycling Team,NA,49S,16
100,2013,stage-12,81,0S,Erviti Imanol,29,Movistar Team,NA,49S,125
100,2013,stage-12,82,0S,Gerrans Simon,33,Orica GreenEDGE,NA,49S,181
100,2013,stage-12,83,0S,Cunego Damiano,31,Lampre - Merida,NA,49S,141
100,2013,stage-12,84,0S,Serpa José Rodolfo,34,Lampre - Merida,NA,49S,149
100,2013,stage-12,85,0S,Molard Rudy,23,"Cofidis, Solutions Crédits",NA,49S,138
100,2013,stage-12,86,0S,Navarro Daniel,29,"Cofidis, Solutions Crédits",NA,49S,139
100,2013,stage-12,87,0S,Zubeldia Haimar,36,RadioShack - Leopard,NA,49S,49
100,2013,stage-12,88,0S,Quinziato Manuel,33,BMC Racing Team,NA,49S,37
100,2013,stage-12,89,0S,Gadret John,34,AG2R La Mondiale,NA,49S,86
100,2013,stage-12,90,0S,Burghardt Marcus,30,BMC Racing Team,NA,49S,33
100,2013,stage-12,91,0S,Gautier Cyril,25,Team Europcar,NA,49S,54
100,2013,stage-12,92,0S,van Garderen Tejay,24,BMC Racing Team,NA,49S,39
100,2013,stage-12,93,0S,Rolland Pierre,26,Team Europcar,NA,49S,51
100,2013,stage-12,94,0S,Westra Lieuwe,30,Vacansoleil - DCM,NA,49S,209
100,2013,stage-12,95,0S,Veelers Tom,28,Team Argos - Shimano,NA,49S,199
100,2013,stage-12,96,0S,Timmer Albert,28,Team Argos - Shimano,NA,49S,198
100,2013,stage-12,97,0S,Vuillermoz Alexis,25,Sojasun,NA,49S,219
100,2013,stage-12,98,0S,Moinard Amaël,31,BMC Racing Team,NA,49S,35
100,2013,stage-12,99,0S,Delaplace Anthony,23,Sojasun,NA,49S,212
100,2013,stage-12,100,0S,Siutsou Kanstantsin,30,Sky Procycling,NA,49S,7
100,2013,stage-12,101,0S,Méderel Maxime,32,Sojasun,NA,49S,217
100,2013,stage-12,102,0S,Taaramäe Rein,26,"Cofidis, Solutions Crédits",NA,49S,131
100,2013,stage-12,103,0S,Dupont Hubert,32,AG2R La Mondiale,NA,49S,85
100,2013,stage-12,104,0S,Le Mével Christophe,32,"Cofidis, Solutions Crédits",NA,49S,135
100,2013,stage-12,105,0S,Plaza Rubén,33,Movistar Team,NA,49S,127
100,2013,stage-12,106,0S,Oroz Juan José,33,Euskaltel - Euskadi,NA,49S,117
100,2013,stage-12,107,0S,Fédrigo Pierrick,34,FDJ.fr,NA,49S,74
100,2013,stage-12,108,0S,Didier Laurent,28,RadioShack - Leopard,NA,49S,43
100,2013,stage-12,109,0S,Schleck Andy,28,RadioShack - Leopard,NA,49S,41
100,2013,stage-12,110,0S,Irizar Markel,33,RadioShack - Leopard,NA,49S,45
100,2013,stage-12,111,0S,Bakelants Jan,27,RadioShack - Leopard,NA,49S,42
100,2013,stage-12,112,0S,Gallopin Tony,25,RadioShack - Leopard,NA,49S,44
100,2013,stage-12,113,0S,Voigt Jens,41,RadioShack - Leopard,NA,49S,48
100,2013,stage-12,114,0S,Porte Richie,28,Sky Procycling,NA,49S,6
100,2013,stage-12,115,0S,Bazayev Assan,32,Astana Pro Team,NA,49S,62
100,2013,stage-12,116,0S,Trofimov Yuri,29,Team Katusha,NA,49S,108
100,2013,stage-12,117,0S,Vorganov Eduard,30,Team Katusha,NA,49S,109
100,2013,stage-12,118,0S,Lutsenko Alexey,20,Astana Pro Team,NA,49S,68
100,2013,stage-12,119,0S,Klöden Andreas,38,RadioShack - Leopard,NA,49S,46
100,2013,stage-12,120,0S,Gesink Robert,27,Belkin-Pro Cycling Team,NA,49S,162
100,2013,stage-12,121,31S,O'Grady Stuart,39,Orica GreenEDGE,NA,20S,188
100,2013,stage-12,122,0S,Millar David,36,Garmin Sharp,NA,49S,176
100,2013,stage-12,123,0S,De Clercq Bart,26,Lotto Belisol Team,NA,49S,23
100,2013,stage-12,124,0S,El Fares Julien,28,Sojasun,NA,49S,213
100,2013,stage-12,125,0S,Fischer Murilo Antonio,34,FDJ.fr,NA,49S,75
100,2013,stage-12,126,0S,Izagirre Ion,24,Euskaltel - Euskadi,NA,49S,114
100,2013,stage-12,127,0S,Izagirre Gorka,25,Euskaltel - Euskadi,NA,49S,113
100,2013,stage-12,128,0S,Coppel Jérôme,26,"Cofidis, Solutions Crédits",NA,49S,133
100,2013,stage-12,129,31S,Meyer Cameron,25,Orica GreenEDGE,NA,20S,187
100,2013,stage-12,130,0S,Castroviejo Jonathan,26,Movistar Team,NA,49S,123
100,2013,stage-12,131,0S,Veilleux David,25,Team Europcar,NA,49S,58
100,2013,stage-12,132,0S,Roy Jérémy,30,FDJ.fr,NA,49S,78
100,2013,stage-12,133,0S,Clarke Simon,26,Orica GreenEDGE,NA,49S,183
100,2013,stage-12,134,0S,Bak Lars Ytting,33,Lotto Belisol Team,NA,49S,22
100,2013,stage-12,135,0S,Geschke Simon,27,Team Argos - Shimano,NA,49S,196
100,2013,stage-12,136,0S,Smukulis Gatis,26,Team Katusha,NA,49S,107
100,2013,stage-12,137,0S,Fröhlinger Johannes,28,Team Argos - Shimano,NA,49S,195
100,2013,stage-12,138,0S,Navardauskas Ramūnas,25,Garmin Sharp,NA,49S,177
