gutenberg_author_id,author,alias,birthdate,deathdate,wikipedia,aliases
1017,"Burnham, Clara Louise","Burnham, Clara Louise Root",1854,1927,https://en.wikipedia.org/wiki/Clara_Louise_Burnham,"Burnham, Clara Louise Root"
1018,"May, Karl",NA,1842,1912,https://en.wikipedia.org/wiki/Karl_May|https://de.wikipedia.org/wiki/Karl_May,"May, Karl Friedrich/May, Carl/Linden, E. von/Hohenthal, Karl"
1022,"Penrose, Margaret",NA,NA,NA,https://en.wikipedia.org/wiki/Margaret_Penrose,NA
1023,"Botev, Khristo",NA,1848,1876,https://en.wikipedia.org/wiki/Hristo_Botev|https://bg.wikipedia.org/wiki/%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE_%D0%91%D0%BE%D1%82%D0%B5%D0%B2,"Ботев, Христо/Botev, Christo/Botev, Hristo"
1024,"Addison, Joseph","Bickerstaff, Isaac",1672,1719,https://en.wikipedia.org/wiki/Joseph_Addison,"Bickerstaff, Isaac"
1025,"Pellico, Silvio",NA,1789,1854,https://en.wikipedia.org/wiki/Silvio_Pellico|https://it.wikipedia.org/wiki/Silvio_Pellico,NA
1027,"Ollivant, Alfred",NA,1874,1927,https://en.wikipedia.org/wiki/Alfred_Ollivant_(writer),NA
1029,"Harrington, James",NA,1611,1677,https://en.wikipedia.org/wiki/James_Harrington_%28author%29,"Harington, James/Harrington, J. (James)"
1030,"Jackson, Helen Hunt",NA,1830,1885,https://en.wikipedia.org/wiki/Helen_Hunt_Jackson,"Hunt, Helen Maria Fiske/Holm, Saxe/Jackson, H. H. (Helen Hunt)/Jackson, Helen Maria Fiske Hunt"
1031,"Cahan, Abraham",NA,1860,1951,https://en.wikipedia.org/wiki/Abraham_Cahan,NA
1032,"Henty, G. A. (George Alfred)",NA,1832,1902,https://en.wikipedia.org/wiki/G._A._Henty,"Henty, George Alfred/Henty, G.A."
1033,"Shuckburgh, Evelyn S. (Evelyn Shirley)",NA,1843,1906,https://en.wikipedia.org/wiki/Evelyn_Shirley_Shuckburgh,"Shuckburgh, Evelyn Shirley/Shuckburgh, E. S. (Evelyn Shirley)"
1034,"Garland, Hamlin",NA,1860,1940,https://en.wikipedia.org/wiki/Hamlin_Garland,NA
1035,"Plunkitt, George Washington",NA,1842,1924,https://en.wikipedia.org/wiki/George_W._Plunkitt,NA
1036,"Pliny, the Younger",NA,61,NA,https://en.wikipedia.org/wiki/Pliny_the_Younger,"Plinius, Caius, Secundus/Plinius Caecilius Secundus, Caius"
1039,"Joyce, James",NA,1882,1941,https://en.wikipedia.org/wiki/James_Joyce,NA
1040,"Campanella, Tommaso",NA,1568,1639,https://it.wikipedia.org/wiki/Tommaso_Campanella|https://en.wikipedia.org/wiki/Tommaso_Campanella,NA
1041,"Saunders, Marshall","Saunders, Margaret Marshall",1861,1947,https://en.wikipedia.org/wiki/Margaret_Marshall_Saunders,"Saunders, Margaret Marshall"
1042,"Uzanne, Octave","Uzanne, Louis Octave",1851,1931,https://en.wikipedia.org/wiki/Octave_Uzanne|https://fr.wikipedia.org/wiki/Octave_Uzanne,"Uzanne, Louis Octave"
1043,"Robida, Albert","Robida, A. (Albert)",1848,1926,https://fr.wikipedia.org/wiki/Albert_Robida|https://en.wikipedia.org/wiki/Albert_Robida,"Robida, A. (Albert)"
1044,"Gonzales, Manoel, Don","Gonzales, Don Manoel",NA,NA,NA,"Gonzales, Don Manoel"
1045,"La Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de",NA,1777,1843,https://en.wikipedia.org/wiki/Friedrich_de_la_Motte_Fouqué,"Fouqué, Lamotte/Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de La/Motte-Fouque, Friedrich Heinrich Karl, Freiherr de La"
1047,"Skelton, Oscar D. (Oscar Douglas)",NA,1878,1941,https://en.wikipedia.org/wiki/Oscar_D._Skelton,"Skelton, O. D. (Oscar Douglas)/Skelton, Oscar Douglas"
1048,"Lopes Neto, J. Simões (João Simões)",NA,1865,1916,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Sim%C3%B5es_Lopes_Neto,"Neto, Joao Simoes Lopes/Neto, João Simões Lopes/Simões Lopes Neto, J. (João)"
1049,"Heine, Heinrich","Heine, H. (Heinrich)",1797,1856,https://en.wikipedia.org/wiki/Heinrich_Heine|https://de.wikipedia.org/wiki/Heinrich_Heine,"Heine, H. (Heinrich)"
1050,"Josephus, Flavius","Josephus, Titus Flavius",37,NA,https://en.wikipedia.org/wiki/Josephus,"Josephus, Titus Flavius"
1051,"Whiston, William",NA,1667,1752,https://en.wikipedia.org/wiki/William_Whiston,NA
1052,"Sienkiewicz, Henryk",NA,1846,1916,https://en.wikipedia.org/wiki/Henryk_Sienkiewicz,NA
1053,"Curtin, Jeremiah",NA,1835,1906,https://en.wikipedia.org/wiki/Jeremiah_Curtin,NA
1055,"Post, Melville Davisson",NA,1869,1930,https://en.wikipedia.org/wiki/Melville_Davisson_Post,NA
1056,"Ainsworth, William Harrison",NA,1805,1882,https://en.wikipedia.org/wiki/William_Harrison_Ainsworth,"Ainsworth, W. Harrison (William Harrison)/Ainsworth, W. H. (William Harrison)/Ainsworth, Harrison/Ainworth, W. Harrison (William Harrison)/Ticheburn, Cheviot"
1057,"Hume, Fergus",NA,1859,1932,https://en.wikipedia.org/wiki/Fergus_Hume,"Hume, Ferguson Wright/Hume, Fergus W. (Ferguson Wright)"
1058,"Allen, Emory Adams","Allen, E. A. (Emory Adams)",1854,1933,NA,"Allen, E. A. (Emory Adams)"
1059,"Lydgate, John","Lidgate, John",NA,NA,https://en.wikipedia.org/wiki/John_Lydgate,"Lidgate, John"
1060,"Wells, Carolyn","Houghton, Carolyn Wells",1862,1942,https://en.wikipedia.org/wiki/Carolyn_Wells|ebooks/author/50279,"Houghton, Carolyn Wells"
1061,"Hebbel, Friedrich",NA,1813,1863,https://en.wikipedia.org/wiki/Christian_Friedrich_Hebbel|https://de.wikipedia.org/wiki/Friedrich_Hebbel,"Hebbel, Christian Friedrich/Hebbel, C. F. (Christian Friedrich)/Hebbel, F. (Friedrich)/Hebbel, Frederic"
1062,"Moorman, F. W. (Frederic William)",NA,1872,1919,https://en.wikipedia.org/wiki/F._W._Moorman,"Moorman, Frederic William/Moorman, F. William/Moorman, Frederick William"
1063,"Ball, Hugo",NA,1886,1927,https://de.wikipedia.org/wiki/Hugo_Ball|https://en.wikipedia.org/wiki/Hugo_Ball,NA
1064,"Vazov, Ivan Minchov",NA,1850,1921,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%92%D0%B0%D0%B7%D0%BE%D0%B2|https://en.wikipedia.org/wiki/Ivan_Vazov,"Вазов, Иван Минчов/Vazoff, Ivan/Vasov, Ivan"
1065,"Hichborn, Franklin",NA,1869,1963,NA,NA
1066,"Fleming, Walter L. (Walter Lynwood)","Fleming, Walter Lynwood",1874,1932,https://en.wikipedia.org/wiki/Walter_Lynwood_Fleming,"Fleming, Walter Lynwood"
1067,"Buck, Solon J. (Solon Justus)","Buck, Solon Justus",1884,1962,https://en.wikipedia.org/wiki/Solon_J._Buck,"Buck, Solon Justus"
1068,"Thompson, Holland",NA,1873,1940,https://en.wikipedia.org/wiki/Holland_Thompson,NA
1069,"Bojer, Johan",NA,1872,1959,https://en.wikipedia.org/wiki/Johan_Bojer,NA
1071,"Emerson, Ralph Waldo",NA,1803,1882,https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson,"Emerson, R. W. (Ralph Waldo)/Emerson, R. Waldo (Ralph Waldo)/Emerson, Waldo"
1072,"Zäunemann, Sidonia Hedwig",NA,1714,1740,https://de.wikipedia.org/wiki/Sidonia_Hedwig_Z%C3%A4unemann,"Zaunemann, Sidonia Hedwig/Zäunemann, Sidonie Hedwig/Zäunemannin, Sidonia Hedwig"
1073,"Thanet, Octave","French, Alice",1850,1934,https://en.wikipedia.org/wiki/Alice_French,"French, Alice"
1074,"Fleming, May Agnes",NA,1840,1880,https://en.wikipedia.org/wiki/May_Agnes_Fleming,"Carleton, May/Earlie, M. A. (May Agnes)/Fleming, May A. (May Agnes)"
1075,"Casanova, Giacomo",NA,1725,1798,https://en.wikipedia.org/wiki/Giacomo_Casanova,"Seingalt, Jacques Casanova de/Seingalt, Giacomo Girolamo Casanova de"
1076,"Paine, Albert Bigelow",NA,1861,1937,https://en.wikipedia.org/wiki/Albert_Bigelow_Paine,NA
1077,"Ferguson, W. B. M. (William Blair Morton)","Ferguson, William Blair Morton",1882,1967,NA,"Ferguson, William Blair Morton"
1078,"Pretty, Francis",NA,NA,NA,https://en.wikipedia.org/wiki/Francis_Pretty,NA
1080,"Jones, Henry Festing",NA,1851,1928,https://en.wikipedia.org/wiki/Henry_Festing_Jones,NA
1083,"Ian, Janis","Fink, Janis Eddy",1951,NA,https://en.wikipedia.org/wiki/Janis_Ian,"Fink, Janis Eddy"
1084,"Johnson, Allen",NA,1870,1931,https://en.wikipedia.org/wiki/Allen_Johnson_(historian),NA
1085,"Emerson, Willis George","Emerson, Willis G. (Willis George)",1856,1918,https://en.wikipedia.org/wiki/Willis_George_Emerson,"Emerson, Willis G. (Willis George)"
1086,"Narayanan, A. R.",NA,NA,NA,NA,NA
1087,"Slaveikov, Pencho P.",NA,1866,1912,https://bg.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BD%D1%87%D0%BE_%D0%A1%D0%BB%D0%B0%D0%B2%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2,"Славейков, Пенчо/Slaveykov, Pencho Petkov"
1088,"Ogg, Frederic Austin",NA,1878,1951,https://en.wikipedia.org/wiki/Frederic_Austin_Ogg,NA
1090,"Richardson, Dorothy M. (Dorothy Miller)",NA,1873,1957,https://en.wikipedia.org/wiki/Dorothy_Richardson,"Richardson, Dorothy Miller/Odle, Dorothy Miller Richardson/Richardson, D. M. (Dorothy Miller)"
1091,"Frost, Robert","Frost, Robert Lee",1874,1963,https://en.wikipedia.org/wiki/Robert_Frost,"Frost, Robert Lee"
1092,"Hale, Lucretia P. (Lucretia Peabody)","Hale, Lucretia Peabody",1820,1900,https://en.wikipedia.org/wiki/Lucretia_Peabody_Hale,"Hale, Lucretia Peabody"
1093,"Farrand, Max",NA,1869,1945,https://en.wikipedia.org/wiki/Max_Farrand,NA
1094,"Hough, Emerson",NA,1857,1923,https://en.wikipedia.org/wiki/Emerson_Hough,NA
1095,"Macy, Jesse",NA,1842,1919,https://en.wikipedia.org/wiki/Jesse_Macy,NA
1096,"Moody, John",NA,1868,1958,https://en.wikipedia.org/wiki/John_Moody,NA
1097,"Hendrick, Burton Jesse",NA,1870,1949,https://en.wikipedia.org/wiki/Burton_J._Hendrick,NA
1098,"Orth, Samuel Peter",NA,1873,1922,https://case.edu/ech/articles/o/orth-samuel-peter,NA
1099,"Flecker, James Elroy",NA,1884,1915,https://en.wikipedia.org/wiki/James_Elroy_Flecker,NA
1100,"Ford, Henry",NA,1863,1947,https://en.wikipedia.org/wiki/Henry_Ford,NA
1101,"Shepherd, William R. (William Robert)","Shepherd, William Robert",1871,1934,https://en.wikipedia.org/wiki/William_Robert_Shepherd,"Shepherd, William Robert"
1102,"Fisher, Sydney George",NA,1856,1927,https://en.wikipedia.org/wiki/Sydney_George_Fisher,NA
1105,"Mommsen, Theodor",NA,1817,1903,https://en.wikipedia.org/wiki/Theodor_Mommsen|https://de.wikipedia.org/wiki/Theodor_Mommsen,"Mommsen, Christian Matthias Theodor/Mommsen, Theodorus/Mommzen, Teodor/Mommsen, T. (Theodor)/Mommsen, Teodoro"
1106,"Huntington, Ellsworth","Huntington, E. (Ellsworth)",1876,1947,https://en.wikipedia.org/wiki/Ellsworth_Huntington,"Huntington, E. (Ellsworth)"
1107,"Skinner, Constance Lindsay","Skinner, Constance L. (Constance Lindsay)",1882,1939,https://en.wikipedia.org/wiki/Constance_Lindsay_Skinner,"Skinner, Constance L. (Constance Lindsay)"
1108,"De la Mare, Walter",NA,1873,1956,https://en.wikipedia.org/wiki/Walter_de_la_Mare,"Mare, Walter de la/Ramal, Walter/De la Mare, Walter John"
1109,"Reed, John",NA,1887,1920,https://en.wikipedia.org/wiki/John_Reed_(journalist),"Reid, John/Reed, John Silas"
1111,"Becker, Carl L. (Carl Lotus)",NA,1873,1945,https://en.wikipedia.org/wiki/Carl_L._Becker,NA
1112,"Hulbert, Archer Butler",NA,1873,1933,https://en.wikipedia.org/wiki/Archer_Butler_Hulbert,NA
1113,"Paine, Ralph Delahaye","Paine, Ralph D. (Ralph Delahaye)",1871,1925,https://en.wikipedia.org/wiki/Ralph_Delahaye_Paine,"Paine, Ralph D. (Ralph Delahaye)"
1114,"Legge, James","Li, Ya-ko",1815,1897,https://en.wikipedia.org/wiki/James_Legge,"Li, Ya-ko"
1115,"Thébaud, Augustus J.","Thebaud, Augustus J.",1807,1885,https://en.wikipedia.org/wiki/Augustus_Th%C3%A9baud,"Thebaud, Augustus J."
1116,"Butler, Joseph",NA,1692,1752,https://en.wikipedia.org/wiki/Joseph_Butler,NA
1117,"Barry, John D. (John Daniel)","Barry, John Daniel",1866,1942,NA,"Barry, John Daniel"
1119,"Neilson, William Allan","Neilson, W. A. (William Allan)",1869,1946,https://en.wikipedia.org/wiki/William_Allan_Neilson,"Neilson, W. A. (William Allan)"
1120,"Raspe, Rudolf Erich",NA,1737,1794,https://en.wikipedia.org/wiki/Rudolf_Erich_Raspe|https://de.wikipedia.org/wiki/Rudolf_Erich_Raspe,"Raspe, R. E. (Rudolf Erich)/Raspe, Rudolph Eric/Raspe, Rudolph Erich"
1121,"Heyse, Paul",NA,1830,1914,https://en.wikipedia.org/wiki/Paul_Heyse|https://de.wikipedia.org/wiki/Paul_Heyse,"Heise, Paul/Heyse, Paul Johann Ludwig von"
1123,"Fish, Carl Russell",NA,1876,1932,https://en.wikipedia.org/wiki/Carl_Russell_Fish,NA
1124,"Taylor, Tom","Taylor, Thomas Proclus",1817,1880,https://en.wikipedia.org/wiki/Tom_Taylor,"Taylor, Thomas Proclus"
1125,"Pedler, Margaret",NA,NA,1948,https://en.wikipedia.org/wiki/Margaret_Pedler,NA
1127,"Burroughs, John",NA,1837,1921,https://en.wikipedia.org/wiki/John_Burroughs,NA
1128,"Floyd, Juanita Helm",NA,1880,1979,NA,NA
1129,"Liber, Maurice",NA,1884,1956,https://fr.wikipedia.org/wiki/Maurice_Liber,NA
1130,"Rhodin, Lars",NA,NA,NA,NA,NA
1132,"Ward, Grady",NA,1951,NA,https://en.wikipedia.org/wiki/Grady_Ward,NA
1133,"Hobbes, Thomas",NA,1588,1679,https://en.wikipedia.org/wiki/Thomas_Hobbes,"Hobbs, Thomas/Hobs, Thomas"
1134,"Honig, Winfried",NA,NA,NA,NA,NA
1135,"Dürer, Albrecht",NA,1471,1528,https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer|https://de.wikipedia.org/wiki/Albrecht_D%C3%BCrer,"Durer, Albrecht/Duerer, Albrecht/Durer, Albert"
1136,"Tombo, Rudolf","Tombo, Rudolph",1875,1914,https://en.wikipedia.org/wiki/Rudolf_Tombo_Jr.,"Tombo, Rudolph"
1137,Militia of Mercy (U.S.). Gift Book Committee,Gift Book Committee of The Militia of Mercy,NA,NA,NA,Gift Book Committee of The Militia of Mercy
1138,"Wilcox, Ella Wheeler","Wheeler, Ella",1850,1919,https://en.wikipedia.org/wiki/Ella_Wheeler_Wilcox,"Wheeler, Ella"
1139,"Pyle, Katharine","Pyle, Katherine",1863,1938,https://en.wikipedia.org/wiki/Katharine_Pyle,"Pyle, Katherine"
1141,"Firth, John B. (John Benjamin)",NA,1868,1943,NA,"Firth, John Benjamin/Firth, J. B. (John Benjamin)"
1142,"Connor, Ralph","Gordon, Charles William",1860,1937,https://en.wikipedia.org/wiki/Ralph_Connor,"Gordon, Charles William"
1144,"Edwards, Owen Morgan, Sir","Edwards, O. M., Sir",1858,1920,https://en.wikipedia.org/wiki/Owen_Morgan_Edwards,"Edwards, O. M., Sir"
1145,"Stead, Robert J. C.","Stead, Robert James Campbell",1880,1959,https://en.wikipedia.org/wiki/Robert_J.C._Stead,"Stead, Robert James Campbell"
1146,"Wright, Harold Bell",NA,1872,1944,https://en.wikipedia.org/wiki/Harold_Bell_Wright,NA
1147,"Radcliffe, Ann Ward",NA,1764,1823,https://en.wikipedia.org/wiki/Ann_Radcliffe,"Radcliffe, Mrs./Ratcliffe, Mrs./Rattcliffe, Anne/Radcliffe, Anne"
1149,"Ward, Artemus","Browne, Charles Farrar",1834,1867,https://en.wikipedia.org/wiki/Charles_Farrar_Browne,"Browne, Charles Farrar"
1151,"Speke, John Hanning","Speke, J. H. (John Hanning)",1827,1864,https://en.wikipedia.org/wiki/John_Hanning_Speke,"Speke, J. H. (John Hanning)"
1154,"Corwin, Edward Samuel","Corwin, Edward S. (Edward Samuel)",1878,1963,https://en.wikipedia.org/wiki/Edward_Samuel_Corwin,"Corwin, Edward S. (Edward Samuel)"
1155,"Lazarus, Emma",NA,1849,1887,https://en.wikipedia.org/wiki/Emma_Lazarus,NA
1156,"Augustine, Saint, Bishop of Hippo","Augustine, Saint",354,430,https://en.wikipedia.org/wiki/Augustine_of_Hippo,"Augustine, Saint"
1158,"Smith, Adam",NA,1723,1790,https://en.wikipedia.org/wiki/Adam_Smith,NA
1159,"Earls, Michael",NA,1873,1937,https://en.wikipedia.org/wiki/Michael_Earls,NA
1160,"Hargrave, John",NA,1894,1982,https://en.wikipedia.org/wiki/John_Hargrave,NA
1161,"Hose, Charles",NA,1863,1929,https://en.wikipedia.org/wiki/Charles_Hose,NA
1162,"McDougall, William",NA,1871,1938,https://en.wikipedia.org/wiki/William_McDougall_(psychologist),NA
1163,"Jenks, Albert Ernest",NA,1869,1953,https://en.wikipedia.org/wiki/Albert_Jenks,NA
1164,"Nadaillac, Jean-François-Albert du Pouget, marquis de",NA,1818,1904,https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois-Albert_du_Pouget,"Nadaillac, Jean-Francois-Albert du Pouget, marquis de/De Nadaillac, Jean-François-Albert du Pouget, marquis/Du Pouget, Jean-François-Albert, marquis de Nadaillac/Pouget, Jean-François-Albert du, marquis de Nadaillac"
1165,"D'Anvers, N.",NA,1844,1933,https://en.wikipedia.org/wiki/Nancy_Bell_(author),"Bell, Nancy/Bell, Nancy R. E. Meugens/Bell, Mrs. Arthur/Bell, Mrs. Arthur G./D'Anvers, N. (Nancy)"
1166,"Sewell, Robert","Sewell, R. (Robert)",1845,1925,https://en.wikipedia.org/wiki/Robert_Sewell_(historian),"Sewell, R. (Robert)"
1167,"Nunes, Fernão, active 16th century",NA,NA,NA,https://en.wikipedia.org/wiki/Fern%C3%A3o_Nunes,"Nunes, Fernao/Nuniz, Fernão"
1168,"Paes, Domingos, active 16th century","Paes, Domingo",NA,NA,https://en.wikipedia.org/wiki/Domingo_Paes,"Paes, Domingo"
1169,"Gillmore, Inez Haynes",NA,1873,1970,https://en.wikipedia.org/wiki/Inez_Haynes_Irwin,"Irwin, Inez Haynes/Haynes, Inez"
1170,"Stoddard, Charles Warren","Stoddard, C. W. (Charles Warren)",1843,1909,https://en.wikipedia.org/wiki/Charles_Warren_Stoddard,"Stoddard, C. W. (Charles Warren)"
1172,"Hemphill, Vivia",NA,1889,1934,NA,NA
1173,"Moore, J. Hampton (Joseph Hampton)","Moore, Joseph Hampton",1864,1950,https://en.wikipedia.org/wiki/J._Hampton_Moore,"Moore, Joseph Hampton"
1174,"Gibbs, Philip",NA,1877,1962,https://en.wikipedia.org/wiki/Philip_Gibbs,"Gibbs, Philip Hamilton, Sir/Gibbs, Phillip"
1176,"Scott, Leroy",NA,1875,1929,https://en.wikipedia.org/wiki/Leroy_Scott,NA
1177,"Wood, Henry, Mrs.",NA,1814,1887,https://en.wikipedia.org/wiki/Ellen_Wood_%28author%29,"Wood, Ellen Price/Ludlow, Johnny/Price, Ellen/Wood, Mrs. Henry/Wood, Mrs. Henry (Ellen)"
1178,"Liljencrantz, Ottilie A. (Ottilia Adelina)","Liljencrantz, Ottilie Adelina",1876,1910,https://en.wikipedia.org/wiki/Ottilie_A._Liljencrantz,"Liljencrantz, Ottilie Adelina"
1179,"Bulfinch, Thomas",NA,1796,1867,https://en.wikipedia.org/wiki/Thomas_Bulfinch,NA
1180,Confucius,孔子,-551,-479,https://en.wikipedia.org/wiki/Confucius,孔子
1181,"Pepys, Samuel",NA,1633,1703,https://en.wikipedia.org/wiki/Samuel_Pepys,NA
1183,"Camões, Luís de",NA,NA,1580,https://pt.wikipedia.org/wiki/Lu%C3%ADs_de_Cam%C3%B5es|https://en.wikipedia.org/wiki/Lu%C3%ADs_de_Cam%C3%B5es,"Camoes, Luis de/Camões,  Luís Vas de/Camões, Luís Vaz de/Camoens, Luis de"
1184,"Bigges, Walter","Biggs, Walter",NA,1586,NA,"Biggs, Walter"
1185,"Hayes, Edward, active 1602","Haies, Edward",NA,NA,NA,"Haies, Edward"
1186,"Sue, Eugène",NA,1804,1857,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Sue|https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Sue,"Sue, Eugene/Sue, Marie Joseph/Sue, Marie Joseph Eugène"
1187,"Chesterfield, Philip Dormer Stanhope, Earl of","Stanhope, Philip Dormer, Earl of Chesterfield",1694,1773,https://en.wikipedia.org/wiki/Philip_Stanhope%2C_4th_Earl_of_Chesterfield,"Stanhope, Philip Dormer, Earl of Chesterfield"
1188,"Perry, Bliss",NA,1860,1954,https://en.wikipedia.org/wiki/Bliss_Perry,NA
1189,"Amundsen, Roald",NA,1872,1928,https://en.wikipedia.org/wiki/Roald_Amundsen,"Amundsen, Rual/Amundsen, Roald Engelbregt Gravning"
1191,"Bryce, James Bryce, Viscount","Bryce, Viscount",1838,1922,"https://en.wikipedia.org/wiki/James_Bryce,_1st_Viscount_Bryce","Bryce, Viscount"
1192,"Donnell, Annie Hamilton",NA,1862,1943,NA,NA
1193,"Clarke, Marcus Andrew Hislop",NA,1846,1881,https://en.wikipedia.org/wiki/Marcus_Clarke,NA
1194,"Holley, Marietta",NA,1836,1926,https://en.wikipedia.org/wiki/Marietta_Holley,"Josiah Allen's wife/Holley, Mariettta"
1195,"Gladstone, W. E. (William Ewart)",NA,1809,1898,https://en.wikipedia.org/wiki/William_Ewart_Gladstone,"Gladstone, William Ewart/Gladstone, William E. (William Ewart)"
1196,"Voynich, E. L. (Ethel Lillian)",NA,1864,1960,https://en.wikipedia.org/wiki/Ethel_Voynich,"Vaynich, E. L./Voynich, Ethel Lillian (Boole)/Wornicsz, Ethel/Wojniczowa, Lilla"
1200,Francis H. Leggett & Co.,Francis Leggett and Company,NA,NA,NA,Francis Leggett and Company
1201,"Tyrrell, Chas. A. (Charles Alfred)","Tyrrell, Charles A. (Charles Alfred)",1846,1918,https://en.wikipedia.org/wiki/Charles_Alfred_Tyrrell,"Tyrrell, Charles A. (Charles Alfred)"
1202,"Cohen, Josef",NA,1886,1965,https://nl.wikipedia.org/wiki/Josef_Cohen,NA
1203,"Eddy, Mary Baker","Glover, Mary Baker",1821,1910,https://en.wikipedia.org/wiki/Mary_Baker_Eddy,"Glover, Mary Baker"
1204,Ouida,NA,1839,1908,https://en.wikipedia.org/wiki/Ouida,"De La Rame, Louisa/De la Ramée, Louise/De la Ramée, Louisa/Uida/Ramé, Marie Louise/Ramée, Maria Louise/De la Ramee, Louise/Ramé, Louisa de la"
1205,"Furphy, Joseph","Collins, Tom",1843,1912,https://en.wikipedia.org/wiki/Joseph_Furphy,"Collins, Tom"
1206,"Wilson, Harry Leon",NA,1867,1939,https://en.wikipedia.org/wiki/Harry_Leon_Wilson,NA
1207,"Walpole, Hugh","Walpole, Sir Hugh",1884,1941,https://en.wikipedia.org/wiki/Hugh_Walpole,"Walpole, Sir Hugh"
1208,"Inchfawn, Fay","Ward, Elizabeth Rebecca",1880,1978,https://en.wikipedia.org/wiki/Elizabeth_Rebecca_Ward,"Ward, Elizabeth Rebecca"
1209,"Johnson, E. Pauline",NA,1861,1913,https://en.wikipedia.org/wiki/E._Pauline_Johnson,"Tekahionwake/Johnson, Pauline/Johnson, Emily Pauline"
1210,"Knowles, James Sheridan",NA,1784,1862,https://en.wikipedia.org/wiki/James_Sheridan_Knowles,"Knowles, J. Sheridan (James Sheridan)/Knowles, J. S. (James Sheridan)/Knowles, Sheridan"
1211,"Jenkins, Herbert George",NA,1876,1923,https://en.wikipedia.org/wiki/Herbert_George_Jenkins,NA
1212,"Hakluyt, Richard","Hackluyt, Richard",NA,1616,https://en.wikipedia.org/wiki/Richard_Hakluyt,"Hackluyt, Richard"
1213,"Legros, Georges Victor",NA,1862,1940,https://fr.wikipedia.org/wiki/Victor_Legros,NA
1215,"Gatlin, Dana",NA,1884,1940,NA,NA
1216,"Perkins, Lucy Fitch","Fitch, Lucy",1865,1937,https://en.wikipedia.org/wiki/Lucy_Fitch_Perkins,"Fitch, Lucy"
1217,"Hughes, John Ceiriog",NA,1832,1887,https://en.wikipedia.org/wiki/John_Ceiriog_Hughes,"Ceiriog/Hughes, Ceiriog/Hughes, J. C. (John Ceiriog)"
1218,"Housman, Laurence",NA,1865,1959,https://en.wikipedia.org/wiki/Laurence_Housman,"Housman, Lawrence/Bunny, Benjamin"
1221,"Leacock, Stephen","Leacock, Stephen Butler",1869,1944,https://en.wikipedia.org/wiki/Stephen_Leacock,"Leacock, Stephen Butler"
1222,"Tench, Watkin",NA,NA,1833,https://en.wikipedia.org/wiki/Watkin_Tench,NA
1223,"Bok, Edward William",NA,1863,1930,https://en.wikipedia.org/wiki/Edward_Bok,NA
