gutenberg_author_id,author,alias,birthdate,deathdate,wikipedia,aliases
38936,"Wied, Gustav","Wied, Gustav Johannes",1858,1914,https://en.wikipedia.org/wiki/Gustav_Wied,"Wied, Gustav Johannes"
38937,"Frenzel, Louis Daniel","Frenzel, L. D.",NA,NA,NA,"Frenzel, L. D."
38938,"Ream, Robert R.",NA,NA,NA,NA,NA
38939,"Winship, John W.",NA,NA,NA,NA,NA
38940,"Karns, P. D.",NA,NA,NA,NA,NA
38941,"Warder, J. A. (John Aston)","Warder, John Aston",1812,1883,NA,"Warder, John Aston"
38946,"Welter, W. L.",NA,NA,NA,NA,NA
38947,"Shaw, Catharine",NA,NA,NA,NA,NA
38948,"Burns, Elmer Ellsworth","Burns, Elmer E. (Elmer Ellsworth)",1868,1956,NA,"Burns, Elmer E. (Elmer Ellsworth)"
38949,"Franklin, William S. (William Suddards)",NA,1863,1930,NA,"Franklin, William Suddards/Franklin, W. S. (William Suddards)"
38950,"Williams, H. Noel (Hugh Noel)","Williams, Hugh Noel",1870,1925,NA,"Williams, Hugh Noel"
38951,"Belgrave, Dalrymple J.",NA,1851,1922,NA,NA
38952,"Granö, Johannes","Grano, Johannes",1850,1913,NA,"Grano, Johannes"
38953,"Kraszewski, Józef Ignacy",NA,1812,1887,https://en.wikipedia.org/wiki/J%C3%B3zef_Ignacy_Kraszewski,"Kraszewksi, Joseph Ignatius/Kraszewski, J. I. (Józef Ignacy)"
38959,"Jeffery, Jeffery E. (Jeffery Eardley)",NA,1887,NA,NA,"Jeffery, Jeffery Eardley/Marston, Jeffery Eardley"
38960,"Gwynn, John",NA,1713,1786,https://en.wikipedia.org/wiki/John_Gwynn_(architect),"Gwyn, John/Gwynne, John"
38961,"Alexander, Archibald",NA,1874,1942,NA,NA
38964,"Lowie, Robert Harry",NA,1883,1957,https://en.wikipedia.org/wiki/Robert_H._Lowie,"Lowie, Robert H. (Robert Harry)/Lowie, Robert Heinrich"
38965,"Smith, George Barnett","Smith, G. Barnett (George Barnett)",1841,1909,https://en.wikipedia.org/wiki/George_Barnett_Smith,"Smith, G. Barnett (George Barnett)"
38967,"Smith, William Robert Lee",NA,NA,NA,NA,NA
38968,"Fuller, George D. (George Damon)","Fuller, George Damon",1869,NA,NA,"Fuller, George Damon"
38969,"Nuuttila, E. E.",NA,NA,NA,NA,NA
38970,"Mattoon, Wilbur R. (Wilbur Reed)",NA,1875,1941,NA,"Mattoon, Wilbur Reed/Mattoon, W. R. (Wilbur Reed)"
38971,"Miller, Robert B. (Robert Barclay)","Miller, R. B. (Robert Barclay)",NA,NA,NA,"Miller, R. B. (Robert Barclay)"
38972,"Cautley, George Spencer","Cautley, G. S.",NA,1880,NA,"Cautley, G. S."
38974,"Marmontel, A. (Antoine)",NA,1816,1898,http://en.wikipedia.org/wiki/Antoine_Fran%C3%A7ois_Marmontel|http://fr.wikipedia.org/wiki/Antoine-Fran%C3%A7ois_Marmontel,"Marmontel, Antoine-François/Marmontel, Antoine-Francois/Marmontel, Antoine"
38975,"Tubbs, Frank Herbert",NA,1853,1938,NA,NA
38979,"Callender, James Thomson",NA,1758,1803,https://en.wikipedia.org/wiki/James_T._Callender,NA
38981,Ireland. Ministry of Economic Affairs,NA,NA,NA,NA,NA
38984,"Groves, J. Percy (John Percy)",NA,NA,NA,NA,"Groves, John Percy/Percy-Groves, J."
38985,"M'Clintock, Francis Leopold, Sir",NA,1819,1907,https://en.wikipedia.org/wiki/Leopold_McClintock,"McClintock, Francis Leopold, Sir/M'Clintock, F. L. (Francis Leopold), Sir/M'Clintock, F. Leopold (Francis Leopold), Sir"
38986,"Cornish, Vaughan",NA,1862,1948,NA,NA
38987,"Brenton, E. B.",NA,NA,NA,NA,NA
38988,"Warfield, Louis M. (Louis Marshall)","Warfield, Louis Marshall",1876,NA,NA,"Warfield, Louis Marshall"
38989,"Rey, R. (Raymond)","Rey, Raymond",NA,NA,NA,"Rey, Raymond"
38991,"Springer, John S.",NA,NA,NA,NA,NA
38992,"Levy, T. Aaron",NA,1874,NA,NA,NA
38994,"Alberger, John",NA,1809,1889,NA,NA
38995,"Allen, Ethan",NA,1738,1789,https://en.wikipedia.org/wiki/Ethan_Allen,NA
38996,"Hogan, William",NA,NA,1848,https://en.wikipedia.org/wiki/William_Hogan_(priest),NA
38997,"Cooper, Robert, secularist","Cooper, Robert",NA,NA,NA,"Cooper, Robert"
38998,"Ronge, Johannes",NA,1813,1887,https://en.wikipedia.org/wiki/Johannes_Ronge,"Ronge, Johann/Ronge, John"
38999,"Doyle, A. P., Rev.",NA,NA,NA,NA,NA
39000,"Baldwin, Faith",NA,1893,1978,http://en.wikipedia.org/wiki/Faith_Baldwin,"Cuthrell, Mrs. Hugh Hamlin/Cuthrell, Faith Baldwin"
39001,"Grimm, Florence M. (Florence Marie)","Grimm, Florence Marie",NA,NA,NA,"Grimm, Florence Marie"
39005,"Pitrè, Giuseppe",NA,1841,1916,https://en.wikipedia.org/wiki/Giuseppe_Pitr%C3%A8,"Pitrè, G. (Giuseppe)/Pitre, Giuseppe"
39006,"Sukhovo-Kobylin, A. (Aleksandr)",NA,1817,1903,https://en.wikipedia.org/wiki/Aleksandr_Sukhovo-Kobylin,"Сухово-Кобылин, Александр Васильевич/Suchovo-Kobylin, Alexander V./Sukhovo-Kobylin, Aleksandr Vasil'evich/Suchowo-Kobylin, Aleksander Wasylewicz"
39008,Sivachandra Vasu,NA,NA,NA,https://en.wikipedia.org/wiki/Sris_Chandra_Basu,"Bose, Shib Chunder/Vasu, Sivachandra"
39012,Hudson Motor Car Company,NA,NA,NA,NA,NA
39013,"Davidson, Hannah Frances",NA,1860,1935,NA,"Davidson, Frances/Davidson, H. Frances"
39014,"Galilei, Galileo",NA,1564,1642,https://en.wikipedia.org/wiki/Galileo_Galilei,"Galileo/Galilei, G. (Galileo)"
39016,"Coleman, Thomas",NA,NA,NA,NA,NA
39017,"Walker, W. W. (William Wesley)",NA,1858,1945,NA,NA
39020,"Bernstein, Aaron","Bernstein, A. (Aaron)",1841,1912,NA,"Bernstein, A. (Aaron)"
39021,"Ballard, Harlan Hoge",NA,1853,1934,https://en.wikipedia.org/wiki/Harlan_Hoge_Ballard,NA
39022,"Platt, George Washington",NA,1875,NA,NA,NA
39024,"Moss, C. R. (Claude Russell)","Moss, Claude Russell",1876,NA,NA,"Moss, Claude Russell"
39025,"Muybridge, Eadweard",NA,1830,1904,https://en.wikipedia.org/wiki/Eadweard_Muybridge,"Muggeridge, Edward James/Muybridge, Eduardo Santiago/Muybridge, Edward/Muygridge, Edward"
39026,"Price, William H.","Price, William Hamilton",1931,NA,NA,"Price, William Hamilton"
39027,"Roosevelt, Theodore",NA,1887,1944,"https://en.wikipedia.org/wiki/Theodore_Roosevelt,_Jr",NA
39028,"Conte, Rafael","Mayolino, Rafael Conte",1877,1930,NA,"Mayolino, Rafael Conte"
39029,"Capmany, José M.","Capmany, Jose M.",NA,NA,NA,"Capmany, Jose M."
39030,"Davis, Franklyn Pierre","Davis, Frank P. (Pierre)",1868,1932,NA,"Davis, Frank P. (Pierre)"
39032,"Sherman, Harley Bakwel","Sherman, H. B.",1894,NA,NA,"Sherman, H. B."
39033,"Hinkley, Julian Wisner",NA,1838,1916,NA,NA
39034,"Marsland, Cora",NA,1859,NA,NA,NA
39035,"Oman, Charles",NA,1860,1946,https://en.wikipedia.org/wiki/Charles_Oman,"Oman, Charles William Chadwick/Oman, C. W. C. (Charles William Chadwick)"
39036,"Lobo, Francisco Rodrigues",NA,1580,1622,https://en.wikipedia.org/wiki/Francisco_Rodrigues_Lobo|https://pt.wikipedia.org/wiki/Francisco_Rodrigues_Lobo,"Lobo, Rodrigues/Rodrigues Lobo, Francisco"
39040,"Humphrey, Zephine",NA,1874,1956,https://en.wikipedia.org/wiki/Zephine_Humphrey,NA
39042,"Gleichen, Charles Henri, baron de","Gleichen, Charles-Henri de",1733,1807,NA,"Gleichen, Charles-Henri de"
39043,"Schmitz, Oscar A. H.",NA,1873,1931,https://de.wikipedia.org/wiki/Oscar_A._H._Schmitz,NA
39044,"Kubin, Alfred",NA,1877,1959,https://en.wikipedia.org/wiki/Alfred_Kubin,NA
39045,"Cooper, James, of Philadelphia",NA,NA,NA,NA,NA
39046,"Reese, John B.",NA,NA,NA,NA,NA
39047,"Reese, H. B.",NA,NA,NA,NA,NA
39050,"Hagman, Tyko",NA,1849,1914,https://fi.wikipedia.org/wiki/Tyko_Hagman,NA
39051,"Lloyd, John Uri",NA,1849,1936,https://en.wikipedia.org/wiki/John_Uri_Lloyd,NA
39053,Docteur Jaf,NA,NA,NA,NA,"Jaf, docteur/Jaff, doctor"
39055,"Jocelin, de Brakelond, active 1173-1215",NA,NA,NA,https://en.wikipedia.org/wiki/Jocelyn_de_Brakelond,"Brakelond, Jocelin de/Jocelin, of Brakelond/Jocelinus, de Brakelonda"
39056,"Clarke, Ernest","Clarke, Sir Ernest",1856,1923,https://en.wikipedia.org/wiki/Ernest_Clarke,"Clarke, Sir Ernest"
39058,"Ladies' Library Association (Schoolcraft, Mich.)","Schoolcraft, Michigan. Ladies' Library Association",NA,NA,NA,"Schoolcraft, Michigan. Ladies' Library Association"
39059,"Whitmore, William Henry","Whitmore, W. H. (William Henry)",1836,1900,NA,"Whitmore, W. H. (William Henry)"
39060,"Baki, Pinhas Refa'el",NA,1828,1914,NA,"Bachi, Felice‏/באקי, פינחס רפאל"
39061,"Mitchell, Broadus",NA,1892,1988,https://en.wikipedia.org/wiki/Broadus_Mitchell,NA
39062,"King, James, Vicar of St. Mary's, Berwick-upon-Tweed",NA,NA,NA,NA,NA
39063,"Buck, Dudley",NA,1839,1909,https://en.wikipedia.org/wiki/Dudley_Buck,NA
39064,"Davidis, Henriette",NA,NA,1876,https://en.wikipedia.org/wiki/Henriette_Davidis,"Davidis-Holle, Henriette/Davithis, H. (Henriette)/Davidis, H."
39066,"Desjardins, L. G. (Louis Georges)",NA,1849,1928,https://en.wikipedia.org/wiki/Louis-Georges_Desjardins,"Desjardins, Louis Georges/Desjardins, Louis-Georges"
39067,"Gardner, Edmund G.",NA,1869,1935,https://en.wikipedia.org/wiki/Edmund_Garratt_Gardner,"Gardner, Edmund Garratt/Gardner, John Edmund Garratt"
39069,"Cross, Joseph","Cross, J. (Joseph)",1813,1893,NA,"Cross, J. (Joseph)"
39070,"Parsons, Frank",NA,1854,1908,https://en.wikipedia.org/wiki/Frank_Parsons_(social_reformer),NA
39073,"Rebell, Hugues","Grassal, Georges-Joseph",1867,1905,ebooks/author/51221|https://en.wikipedia.org/wiki/Hugues_Rebell,"Grassal, Georges-Joseph"
39074,"Tabb, John B. (John Banister)",NA,1845,1909,https://en.wikipedia.org/wiki/John_B._Tabb,"Tabb, John Banister/Tabb, John Bannister"
39075,"De Loach, R. J. H. (Robert John Henderson)",NA,1873,NA,NA,"Loach, Robert John de/De Loach, Robert John Henderson"
39076,"Hamlin, Augustus C. (Augustus Choate)","Hamlin, Augustus Choate",1829,1905,NA,"Hamlin, Augustus Choate"
39078,"Smith, John Thomas","Smith, J. T. (John Thomas)",1766,1833,https://en.wikipedia.org/wiki/John_Thomas_Smith_(engraver),"Smith, J. T. (John Thomas)"
39080,"Albertazzi, Adolfo",Albertazzi,1865,1924,http://it.wikipedia.org/wiki/Adolfo_Albertazzi,Albertazzi
39081,"Harding, Ellison",NA,1851,1909,ebooks/author/37359,NA
39082,"Swan, Miranda Eliot",NA,NA,NA,NA,NA
39085,"Enochs, J. B. (James Byron)","Enochs, James Bryon",1913,1993,NA,"Enochs, James Bryon"
39088,"Colles, Julia Keese","Colles, Mrs. George W.",NA,NA,https://en.wikipedia.org/wiki/Julia_Keese_Colles,"Colles, Mrs. George W."
39089,"Lucia, Rose",NA,NA,NA,NA,NA
39090,"Burke, Oliver J. (Oliver Joseph)","Burke, Oliver Joseph",1825,1889,https://en.wikipedia.org/wiki/Oliver_J._Burke,"Burke, Oliver Joseph"
39091,"Gilbey, Walter, Sir",NA,1831,1914,https://en.wikipedia.org/wiki/Walter_Gilbey,"Gilbey, Walter, Sir, 1st Bart./Gilbey, Sir Walter"
39092,"Leyland, Francis A.",NA,NA,NA,NA,NA
39093,"Chandler, Henry W. (Henry William)",NA,1828,1889,https://en.wikipedia.org/wiki/Henry_William_Chandler,NA
39094,"Visher, Stephen Sargent",NA,1887,1967,NA,NA
39095,"Pickering, James E.",NA,NA,NA,NA,NA
39096,"Jones, Jesse Henry",NA,1836,1904,NA,NA
39097,"McLaughlin, Edward T. (Edward Tompkins)","McLaughlin, Edward Tompkins",1860,1893,NA,"McLaughlin, Edward Tompkins"
39099,"Morris, William O'Connor",NA,1824,1904,https://en.wikipedia.org/wiki/William_O'Connor_Morris,NA
39100,"Collins, An, active 17th century","Collins, Anne",NA,NA,https://en.wikipedia.org/wiki/An_Collins,"Collins, Anne"
39102,"Vlachos, Angelos",NA,1838,1920,http://el.wikipedia.org/wiki/%CE%86%CE%B3%CE%B3%CE%B5%CE%BB%CE%BF%CF%82_%CE%92%CE%BB%CE%AC%CF%87%CE%BF%CF%82_%281838-1920%29,"Vlahos, Angelos/Βλάχος, Αγγελος/Βλάχος, Άγγελος"
39106,"Kock, Johan",NA,1861,1915,http://fi.wikipedia.org/wiki/Johan_Kock,NA
39111,"Rafy, Mrs.","Rafy, K. U., Mrs.",NA,NA,NA,"Rafy, K. U., Mrs."
39112,"Alexander, Gross",NA,1852,1915,NA,NA
39115,"Reid, T. Wemyss (Thomas Wemyss)",NA,1842,1905,https://en.wikipedia.org/wiki/Thomas_Wemyss_Reid,"Reid, Wemyss, Sir/Reid, Thomas Wemyss"
39116,"Stephens, John L.","Stephens, John Lloyd",1805,1852,https://en.wikipedia.org/wiki/John_Lloyd_Stephens,"Stephens, John Lloyd"
39117,"Reed, John C. (John Calvin)",NA,1836,1910,NA,NA
39118,"Scott, Daniel",NA,NA,NA,NA,NA
39120,"Bushnell, David I. (David Ives)","Bushnell, David Ives",1875,1941,NA,"Bushnell, David Ives"
39122,"Dare, Carl",NA,NA,NA,NA,NA
39124,"Strang, Herbert, Mrs.","Strang, Mrs. Herbert",NA,NA,ebooks/author/5234,"Strang, Mrs. Herbert"
39126,"Bastide, Charles","Bastide, Ch. (Charles)",1875,NA,NA,"Bastide, Ch. (Charles)"
39127,"Williams, Wayland Wells",NA,1888,1945,NA,NA
39128,"Talvio, Maila","Mikkola, Maila Winter",1871,1951,https://fi.wikipedia.org/wiki/Maila_Talvio,"Mikkola, Maila Winter"
39129,"Mackintosh, Charles Henry",NA,1820,1896,https://en.wikipedia.org/wiki/Charles_Henry_Mackintosh,NA
39131,"Johnson, Gaylord",NA,NA,NA,NA,NA
39132,"Dawson, Thomas Cleland","Dawson, Thomas C.",1835,1912,NA,"Dawson, Thomas C."
39133,"Harper, Charles G. (Charles George)","Harper, C. G.",1863,1943,https://en.wikipedia.org/wiki/Charles_George_Harper,"Harper, C. G."
39134,"Collins, Dennis",NA,NA,NA,NA,NA
39135,"Crockett, Davy","Crockett, David",1786,1836,https://en.wikipedia.org/wiki/Davy_Crockett,"Crockett, David"
39136,"Copus, J. E. (John Edwin)","Copus, John Edwin",1854,1915,NA,"Copus, John Edwin"
39137,"Merriman, Owen",NA,NA,NA,NA,NA
39139,"Calvert, Albert Frederick",NA,1872,1946,https://en.wikipedia.org/wiki/Albert_Frederick_Calvert,"Calvert, A. F. (Albert Frederick)/Calvert, Albert F."
39140,"Ireland, Mary E. (Mary Eliza)","Ireland, Mary Eliza Haines, Mrs.",1834,1927,NA,"Ireland, Mary Eliza Haines, Mrs."
39141,"Merington, Marguerite","Merrington, Marguerite",1857,1951,https://en.wikipedia.org/wiki/Marguerite_Merington,"Merrington, Marguerite"
39142,"Marshall, Julian, Mrs.",NA,1843,1922,https://en.wikipedia.org/wiki/Florence_Ashton_Marshall,"Marshall, Mrs. Julian/Marshall, Florence A. Thomas"
39143,"Koch, Rosalie",NA,1811,1880,https://de.wikipedia.org/wiki/Rosalie_Koch,NA
39144,"Smuts, Jan Christiaan",NA,1870,1950,http://en.wikipedia.org/wiki/Jan_Smuts,"Smuts, Jan Christian/Smuts, J. C. (Jan Christiaan)"
39145,"Jabez, Brother",NA,NA,NA,NA,NA
39146,"Field, Walter",NA,1824,1876,NA,NA
39148,"Kite, Elizabeth Sarah",NA,1864,1954,https://en.wikipedia.org/wiki/Elizabeth_Kite_(historian),NA
39150,"Sellar, Gordon",NA,NA,NA,NA,NA
39152,"Darling, Charles R. (Charles Robert)",NA,1870,NA,NA,"Darling, Charles Robert/Darling, Chas. R."
39153,"Kenealy, Arabella",NA,1859,1938,https://en.wikipedia.org/wiki/Arabella_Kenealy,NA
39154,"Arnold, Isaac N.",NA,1815,1884,https://en.wikipedia.org/wiki/Isaac_N._Arnold,"Arnold, Isaac Newton/Arnold, I. N. (Isaac Newton)"
39155,"Walker, Stuart",NA,1888,1941,https://en.wikipedia.org/wiki/Stuart_Walker_%28filmmaker%29,NA
39157,"Harms, Louis",NA,1808,1865,https://de.wikipedia.org/wiki/Ludwig_Harms,"Harms, Ludwig/Harms, Georg Ludwig Detlev Theodor/Harms, L. (Louis)"
39158,"Fuller, Andrew S. (Andrew Samuel)","Fuller, Andrew Samuel",1828,1896,NA,"Fuller, Andrew Samuel"
39171,"Pinski, David","Pinsky, David",1872,1959,https://en.wikipedia.org/wiki/David_Pinski,"Pinsky, David"
39173,"Verga, Giovanni",NA,1840,1922,http://en.wikipedia.org/wiki/Giovanni_Verga,NA
39174,"Curie, Marie",NA,1867,1934,https://fr.wikipedia.org/wiki/Marie_Curie|https://en.wikipedia.org/wiki/Marie_Curie,"Curie, Marie Skłodowska/Skłodowska, Marya/Curie, Sklodowska"
39176,"Nicholson, Reynold Alleyne",NA,1868,1945,https://en.wikipedia.org/wiki/Reynold_A._Nicholson,"Nicholson, R. (Reynold Alleyne)/Nicholson, R. N. (Reynold N.)/Nicholson, Reynold A."
39177,"Negri, Gaetano",NA,1838,1902,NA,NA
39179,"Heymann, Robert",NA,1879,1946,http://de.wikipedia.org/wiki/Robert_Heymann,NA
39180,"Voss, Julius von",NA,1768,1832,https://en.wikipedia.org/wiki/Julius_von_Voss|https://de.wikipedia.org/wiki/Julius_von_Vo%C3%9F,"Von Voss, Julius/Voß, Julius von"
39183,"Graeme, Elliott",NA,NA,NA,NA,NA
39184,"Dadd, George H.","Dadd, G. H. (George H.)",1813,1868,NA,"Dadd, G. H. (George H.)"
39186,"Elwell, J. B. (Joseph Bowne)",NA,1874,1920,https://en.wikipedia.org/wiki/Joseph_Bowne_Elwell,"Elwell, Joseph Bowne/Elwell, J.B."
39187,"Macy, Arthur",NA,1842,1904,NA,NA
39188,"Selander, Robert K.",NA,NA,NA,https://en.wikipedia.org/wiki/Robert_K._Selander,NA
39189,"Wilks, B. J.",NA,NA,NA,NA,NA
39190,"Raun, Gerald G.",NA,NA,NA,NA,NA
39193,"Jewitt, John Rodgers",NA,1783,1821,https://en.wikipedia.org/wiki/John_R._Jewitt,NA
39195,"Lucas, Frederic A. (Frederic Augustus)",NA,1852,1929,https://en.wikipedia.org/wiki/Frederic_Augustus_Lucas,"Lucas, Frederic Augustus/Lucas, F. A. (Frederic Augustus)"
39196,"Garner, James Wilford",NA,1871,1938,https://en.wikipedia.org/wiki/James_Wilford_Garner,NA
39197,"Agricola, Georg",NA,1494,1555,https://en.wikipedia.org/wiki/Georgius_Agricola,"Agricola, Georgius/Agricola/Bauer, Georg"
39199,Kṛṣṇadāsa Kavirāja Gosvāmi,NA,1518,NA,https://en.wikipedia.org/wiki/Krishnadasa_Kaviraja,"Kaviraja, Krishna das/Krishnadasa Kaviraja Gosvami/Gosvamin, Krishnadasa Kaviraja/Goswami, Krishnadas Kaviraj"
39202,"Rice, Alfred Ernest",NA,NA,NA,NA,NA
39203,"Kellogg, Clara Louise","Strakosch, Mme. (Clara Louise)",1842,1916,http://en.wikipedia.org/wiki/Clara_Louise_Kellogg,"Strakosch, Mme. (Clara Louise)"
39204,"Rice, Harvey",NA,1800,1891,https://en.wikipedia.org/wiki/Harvey_Rice,NA
39205,"Waugh, F. A. (Frank Albert)","Waugh, Frank Albert",1869,1943,https://en.wikipedia.org/wiki/Frank_Albert_Waugh,"Waugh, Frank Albert"
39206,"Bull, Jacob B. (Jacob Breda)","Bull, Jakob B.",1853,1930,https://en.wikipedia.org/wiki/Jacob_Breda_Bull,"Bull, Jakob B."
39208,"Wiener, Leo","Weiner, Leo",1862,1939,https://en.wikipedia.org/wiki/Leo_Wiener,"Weiner, Leo"
39209,"Tolstaia, S. A. (Sofia Andreevna)",NA,1844,1919,https://en.wikipedia.org/wiki/Sophia_Tolstaya,"Tolstaia, Sofia Andreevna Bers, grafinia/Tolstoy, Sophie Andreevna/Tolstoi, Sophie/Bers, Sofya Andreyevna/Tolstoj, Sonja/Tolstoy, Sonya/Tolstaya, Sofia/Толстая, С. А. (Софья Андреевна)/Bers, Sofia Andreyevna"
39212,"Dreyfus, Alfred",NA,1859,1935,https://en.wikipedia.org/wiki/Alfred_Dreyfus|https://fr.wikipedia.org/wiki/Alfred_Dreyfus,NA
39213,"Payne, Harry Thom",NA,1844,NA,NA,NA
39214,"Wilson, Eric B.",NA,NA,NA,NA,NA
39215,"Nassau, Robert Hamill","Nassau, R. H. (Robert Hamill)",1835,1921,https://en.wikipedia.org/wiki/Robert_Hamill_Nassau,"Nassau, R. H. (Robert Hamill)"
39216,"Siringo, Charles A.","Siringo, Chas. A.",1855,1928,https://en.wikipedia.org/wiki/Charlie_Siringo,"Siringo, Chas. A."
39217,"Whymper, Edward",NA,1840,1911,https://en.wikipedia.org/wiki/Edward_Whymper,"Whimper, Edward/Whimper, E."
39218,"Buhlig, Rose",NA,1883,1958,NA,NA
39221,"Gash, Thomas C.",NA,NA,NA,NA,"Gash, T. (Thomas C.)/Gash, T. C."
39222,"Work, Paul",NA,1886,1959,NA,NA
39223,"Moore-Park, Carton",NA,1877,1956,NA,"Moorepark, Carton/Park, Carton Moore"
39224,"Powers, George Whitefield","Powers, George W.",1834,1903,NA,"Powers, George W."
39228,"Lloyd, J. Wm. (John William)",NA,1857,1940,https://en.wikipedia.org/wiki/J._William_Lloyd,"Lloyd, John William/Lloyd, J. William (John William)"
39230,"Hawksworth, Hallam",NA,1863,NA,NA,NA
39232,"McAdie, Alexander","McAdie, Alexander George",1863,1943,https://en.wikipedia.org/wiki/Alexander_George_McAdie,"McAdie, Alexander George"
39233,"Chinard, Gilbert",NA,1881,1972,https://en.wikipedia.org/wiki/Gilbert_Chinard,"Chinard, Charles Gilbert/Chinard, G. (Gilbert)"
39234,"Dupuy, Ernest",NA,1849,1918,https://fr.wikipedia.org/wiki/Ernest_Dupuy,NA
39235,"Johns, C. A. (Charles Alexander)","Johns, Charles Alexander",1811,1874,https://en.wikipedia.org/wiki/Charles_Alexander_Johns,"Johns, Charles Alexander"
39236,"Hardy, G. H. (Godfrey Harold)","Hardy, Godfrey Harold",1877,1947,https://en.wikipedia.org/wiki/G._H._Hardy,"Hardy, Godfrey Harold"
39237,"Sawyer, Frederic H.","Sawyer, Frederic Henry Read",NA,NA,NA,"Sawyer, Frederic Henry Read"
39238,"Leonard, Arthur Glyn",NA,NA,NA,NA,NA
39239,"Quesada, Ernesto",NA,1858,1934,https://pt.wikipedia.org/wiki/Ernesto_Quesada,NA
39241,"Peire Raimon, of Toulouse",NA,NA,NA,https://en.wikipedia.org/wiki/Peire_Raimon_de_Tolosa|https://oc.wikipedia.org/wiki/P%C3%A8ire_Raimon_de_Tolosa,Peire Raimon de Toulouse/Peire Raimon de Tolosa
39242,"Inman, Thomas",NA,1820,1876,NA,NA
39243,"Annet, Peter",NA,1693,1769,https://en.wikipedia.org/wiki/Peter_Annet,NA
39244,"Farnham, Thomas Jefferson","Farnham, T. J. (Thomas Jefferson)",1804,1848,NA,"Farnham, T. J. (Thomas Jefferson)"
39245,"Krueger, William G.","Krueger, Wm. G.",NA,NA,NA,"Krueger, Wm. G."
39248,"Döllinger, Johann Joseph Ignaz von",NA,1799,1890,https://en.wikipedia.org/wiki/Ignaz_von_D%C3%B6llinger,"Dollinger, Johann Joseph Ignaz von/Quirinus/Von Döllinger, Johann Joseph Ignaz"
39253,"Ulfeldt, Leonora Christina, grevinde",NA,1621,1698,https://en.wikipedia.org/wiki/Leonora_Christina_Ulfeldt,"Ulfeld, Eleonora Christina, Countess/Leonora Christina, grevinde til Slesvig og Holsten"
39254,"Boettiger, Louis A. (Louis Angelo)","Boettiger, Louis Angelo",1891,1962,NA,"Boettiger, Louis Angelo"
39255,"Williams, Harrison",NA,1873,1946,NA,NA
39256,"Taft, William Nelson",NA,NA,NA,NA,NA
39257,"Bacon, George B. (George Blagden)",NA,1836,1876,https://en.wikipedia.org/wiki/George_B._Bacon,NA
39259,"Hubbard, Henry Seward",NA,1854,NA,NA,NA
39260,"Cousins, James Henry",NA,1873,1956,https://en.wikipedia.org/wiki/James_Cousins,"Cousins, J. H. (James Henry)/Cousins, James H."
39261,"Wilson, A. J. (Alexander Johnstone)","Wilson, Alexander Johnstone",1841,1921,NA,"Wilson, Alexander Johnstone"
39262,"Panzini, Alfredo",NA,1863,1939,https://it.wikipedia.org/wiki/Alfredo_Panzini,NA
39263,"Howard, Delton Thomas","Howard, D. T. (Delton Thomas)",1883,NA,NA,"Howard, D. T. (Delton Thomas)"
39266,"Salisbury, Rollin D.","Salisbury, Rollin Daniel",1858,1922,https://en.wikipedia.org/wiki/Rollin_D._Salisbury,"Salisbury, Rollin Daniel"
39267,"Atwood, Wallace Walter",NA,1872,1949,https://en.wikipedia.org/wiki/Wallace_Walter_Atwood,"Atwood, W. W. (Wallace Walter)/Atwood, Wallace W."
39268,"Wagnalls, Mabel",NA,1871,1946,https://en.wikipedia.org/wiki/Mabel_Wagnalls,NA
39269,"Jungman, Beatrix",NA,NA,NA,NA,NA
39270,"Sieveking, Hermann",NA,1875,1914,NA,NA
39271,"Liebermann, Max",NA,1847,1935,https://en.wikipedia.org/wiki/Max_Liebermann,NA
39272,"Broomhall, Edith J. (Edith Jane)","Broomhall, Edith Jane",1871,1921,NA,"Broomhall, Edith Jane"
39274,"Sketchley, R. E. D. (Rose Esther Dorothea)","Sketchley, Rose Esther Dorothea",1875,NA,NA,"Sketchley, Rose Esther Dorothea"
39275,"Gourgaud, Gaspard, Baron","Gourgaud, General (Gaspard)",1783,1852,http://en.wikipedia.org/wiki/Gaspard_Gourgaud|http://fr.wikipedia.org/wiki/Gaspard_Gourgaud,"Gourgaud, General (Gaspard)"
39279,"Macon, T. J. (Thomas Joseph)","Macon, Thomas Joseph",1839,1917,NA,"Macon, Thomas Joseph"
39281,"Stone, Amy Wentworth",NA,1876,1938,NA,NA
39282,"Ashe, Elizabeth",NA,1885,1974,NA,"Pentlarge, Georgiana/Ash, Elizabeth"
39283,"Dwight, H. G. (Harrison Griswold)","Dwight, Harrison Griswold",1875,1959,NA,"Dwight, Harrison Griswold"
39284,"Lerner, Mary",NA,1882,1938,https://en.wikipedia.org/wiki/Mary_Lerner,NA
39285,"Hathaway, Katharine Butler","Butler, Katharine",1890,1942,NA,"Butler, Katharine"
39286,"Doty, Madeleine Z. (Madeleine Zabriskie)",NA,1877,1963,https://en.wikipedia.org/wiki/Madeleine_Zabriskie_Doty,"Doty, Madeleine Zabriskie/Baldwin, Roger N., Mrs./Baldwin, Mrs. Roger N."
39287,"Louriet, F. J.",NA,NA,NA,NA,NA
39288,"Starr, Ernest",NA,NA,NA,NA,NA
39289,"Mercer, C. A.",NA,NA,NA,NA,NA
39290,"Lynn, Margaret",NA,1870,1958,NA,NA
