gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
10929,The Dog Crusoe and His Master: A Story of Adventure in the Western Prairies,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction/Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Nature/Gardening/Animals/Browsing: Fiction,Public domain in the USA.,TRUE
10930,"The Buccaneer Farmer
Published in England under the Title ""Askew's Victory""","Bindloss, Harold",1256,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10931,"The Lullaby, with Original Engravings","Bolles, John R. (John Rogers)",3683,en,Browsing: Poetry,Public domain in the USA.,TRUE
10932,Over the Pass,"Palmer, Frederick",3757,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10933,"Punchinello, Volume 2, No. 38, December 17, 1870.",Various,116,en,Punchinello/Browsing: Humour/Browsing: Literature,Public domain in the USA.,TRUE
10934,"Punchinello, Volume 2, No. 39, December 24, 1870.",Various,116,en,Punchinello/Browsing: Humour/Browsing: Journalism/Media/Writing,Public domain in the USA.,TRUE
10935,The Wonderful Adventures of Nils,"Lagerlöf, Selma",1717,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10936,The Girl Aviators' Motor Butterfly,"Burnham, Margaret",2051,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10937,The Life of St. Mochuda of Lismore,NA,NA,en,Browsing: History - Religious/Browsing: Literature,Public domain in the USA.,TRUE
10938,"The Headsman; Or, The Abbaye des Vignerons","Cooper, James Fenimore",483,en,Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
10939,After Waterloo: Reminiscences of European Travel 1815-1819,"Frye, William Edward",3760,en,Browsing: History - European/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10940,"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period","Jacob, P. L.",4290,en,Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: History - General/Browsing: History - Medieval/The Middle Ages,Public domain in the USA.,TRUE
10941,Jumalainen näytelmä: Helvetti,Dante Alighieri,507,fi,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10942,The Claim Jumpers: A Romance,"White, Stewart Edward",247,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10943,Elusive Isabel,"Futrelle, Jacques",3763,en,Browsing: Crime/Mystery/Browsing: Fiction,Public domain in the USA.,TRUE
10944,From a Bench in Our Square,"Adams, Samuel Hopkins",1635,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10945,Lays of the Scottish Cavaliers and Other Poems,"Aytoun, William Edmondstoune",3764,en,Browsing: History - General/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10946,"Three Frenchmen in Bengal
The Commercial Ruin of the French Settlements in 1757","Hill, Samuel Charles",3765,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10947,The Best American Humorous Short Stories,NA,NA,en,Short Stories/Browsing: Humour/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10948,The Stories of the Three Burglars,"Stockton, Frank R.",221,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10949,The Romance of Zion Chapel [3d ed.],"Le Gallienne, Richard",246,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10950,"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 355, February 7, 1829",Various,116,en,"The Mirror of Literature, Amusement, and Instruction/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature",Public domain in the USA.,TRUE
10951,"A Compilation of the Messages and Papers of the Presidents. Volume 5, part 1: Presidents Taylor and Fillmore",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10952,"Punch, or the London Charivari, Volume 156, Jan. 15, 1919",Various,116,en,Punch/Browsing: Culture/Civilization/Society/Browsing: Humour,Public domain in the USA.,TRUE
10953,"Histoire de la Révolution française, Tome 05","Thiers, Adolphe",3191,fr,FR Histoire/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10954,The Girl Aviators' Sky Cruise,"Burnham, Margaret",2051,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10955,"The Gospels in the Second Century
An Examination of the Critical Part of a Work Entitled 'Supernatural Religion'","Sanday, W. (William)",3766,en,Browsing: History - Religious/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10956,Indian speeches (1907-1909),"Morley, John",3767,en,India/Browsing: History - British/Browsing: History - General/Browsing: Politics,Public domain in the USA.,TRUE
10957,"The Love Affairs of Great Musicians, Volume 1","Hughes, Rupert",2334,en,Browsing: Biographies/Browsing: Music,Public domain in the USA.,TRUE
10958,"An Unwilling Maid
Being the History of Certain Episodes during the American Revolution in the Early Life of Mistress Betty Yorke, born Wolcott","Lincoln, Jeanie Gould",3768,en,Browsing: History - American/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10959,The Visits of Elizabeth,"Glyn, Elinor",1762,en,"Bestsellers, American, 1895-1923/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction",Public domain in the USA.,TRUE
10960,Vergil: A Biography,"Frank, Tenney",3769,en,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
10961,Lawn Tennis for Ladies,"Lambert Chambers, Mrs.",3770,en,Browsing: Sports/Hobbies/Motoring/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10962,Concerning Animals and Other Matters,"Aitken, Edward Hamilton",2589,en,Biology/Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Nature/Gardening/Animals/Browsing: Science - Genetics/Biology/Evolution,Public domain in the USA.,TRUE
10963,The Grip of Desire: The Story of a Parish-Priest,"France, Hector",3772,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10964,"Punch, or the London Charivari, Volume 156, Jan. 1, 1919",Various,116,en,Contemporary Reviews/Punch/Browsing: Humour,Public domain in the USA.,TRUE
10965,"The World Turned Upside Down
Or, No News, and Strange News",Anonymous,216,en,Children's Picture Books/Browsing: Children & Young Adult Reading/Browsing: Poetry,Public domain in the USA.,TRUE
10966,The Ghost Pirates,"Hodgson, William Hope",3260,en,"Science Fiction/Pirates, Buccaneers, Corsairs, etc./Browsing: Science-Fiction & Fantasy/Browsing: Fiction",Public domain in the USA.,TRUE
10967,Four Weeks in the Trenches: The War Story of a Violinist,"Kreisler, Fritz",3773,en,World War I/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10968,A Century of Negro Migration,"Woodson, Carter Godwin",3835,en,Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
10969,Ski-running,"Furse, Katharine",3775,en,Browsing: Sports/Hobbies/Motoring/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10970,Pragmatism,"Murray, D. L. (David Leslie)",3776,en,Browsing: Philosophy & Ethics,Public domain in the USA.,TRUE
10971,De Zoon van Dik Trom,"Kieviet, Cornelis Johannes",2188,nl,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10972,"With the ""Die-Hards"" in Siberia","Ward, John",3778,en,World War I/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10973,The Late Mrs. Null,"Stockton, Frank R.",221,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10974,A Ride to India across Persia and Baluchistán,"De Windt, Harry",3779,en,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10975,Vitaulium: Hofwyck en Spaansche Wijsheit,"Huygens, Constantijn",3780,nl,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10976,The Apricot Tree,Unknown,49,en,Browsing: Children & Young Adult Reading/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10977,The grizzly king : $b a romance of the wild,"Curwood, James Oliver",1487,en,Browsing: Literature/Browsing: Nature/Gardening/Animals/Browsing: Fiction,Public domain in the USA.,TRUE
10978,Hidden Creek,"Burt, Katharine Newlin",2500,en,Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Fiction,Public domain in the USA.,TRUE
10979,"Footsteps on the Road to Learning; Or, The Alphabet in Rhyme",Anonymous,216,en,Children's Picture Books/Browsing: Children & Young Adult Reading/Browsing: Poetry,Public domain in the USA.,TRUE
10980,Lady John Russell: A Memoir with Selections from Her Diaries and Correspondence,NA,NA,en,Browsing: Biographies/Browsing: History - British/Browsing: Politics,Public domain in the USA.,TRUE
10981,"Child's New Story Book;
Or, Tales and Dialogues for Little Folks",Anonymous,216,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10982,La tentation de Saint Antoine,"Flaubert, Gustave",574,fr,FR Littérature/Banned Books from Anne Haight's list/Browsing: Literature/Browsing: Religion/Spirituality/Paranormal/Browsing: Fiction,Public domain in the USA.,TRUE
10983,"The Young Captives
A Narrative of the Shipwreck and Suffering of John and William Doyley",Anonymous,216,en,Children's Picture Books/Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10984,Growth of the Soil,"Hamsun, Knut",2376,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10985,"The Infant System
For Developing the Intellectual and Moral Powers of all Children, from One to Seven years of Age","Wilderspin, Samuel",3781,en,Education/Browsing: Teaching & Education,Public domain in the USA.,TRUE
10986,"Frederick Douglass
A Biography","Chesnutt, Charles W. (Charles Waddell)",252,en,African American Writers/Biographies/Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
10987,"The Extraordinary Adventures of Poor Little Bewildered Henry, Who was shut up in an Old Abbey for Three Weeks
A Story Founded on Fact",Anonymous,216,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10988,The Devil's Admiral,"Moore, Frederick Ferdinand",3782,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10989,Our Saviour,Anonymous,216,en,Browsing: Biographies/Browsing: Children & Young Adult Reading/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10990,Selected Speeches on British Foreign Policy 1738-1914,NA,NA,en,Browsing: History - British/Browsing: History - General/Browsing: Politics,Public domain in the USA.,TRUE
10991,Dogs and All about Them,"Leighton, Robert",3054,en,Browsing: Nature/Gardening/Animals/Browsing: Science - Earth/Agricultural/Farming,Public domain in the USA.,TRUE
10992,Cleopatra,"Abbott, Jacob",2136,en,Browsing: Biographies/Browsing: History - Ancient,Public domain in the USA.,TRUE
10993,The World's Greatest Books — Volume 05 — Fiction,NA,NA,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10994,The Good Resolution,NA,NA,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10995,"Two Years Ago, Volume II.","Kingsley, Charles",344,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10996,"Whig Against Tory
Or, The Military Adventures of a Shoemaker, a Tale of the Revolution",Unknown,49,en,Browsing: Children & Young Adult Reading/Browsing: History - American/Browsing: Fiction,Public domain in the USA.,TRUE
10997,"The World of Waters, Or, A Peaceful Progress O'er the Unpathed Sea","Osborne, David, Mrs. (Fanny)",4332,en,Browsing: Children & Young Adult Reading/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10998,A Catechism of the Steam Engine,"Bourne, John, C. E.",3784,en,Technology/Browsing: Computers & Technology/Browsing: Engineering & Construction,Public domain in the USA.,TRUE
10999,Tales of Bengal,"Banerjea, S. B.",3785,en,Browsing: Culture/Civilization/Society/Browsing: Travel & Geography,Public domain in the USA.,TRUE
11000,An Old Babylonian Version of the Gilgamesh Epic,"Jastrow, Morris",8227,en,Best Books Ever Listings/Browsing: History - Ancient/Browsing: Literature,Public domain in the USA.,TRUE
11000,An Old Babylonian Version of the Gilgamesh Epic,"Clay, Albert Tobias",40396,en,Best Books Ever Listings/Browsing: History - Ancient/Browsing: Literature,Public domain in the USA.,TRUE
11001,String Quartet No. 05 in A major Opus 18,"Beethoven, Ludwig van",75,en,Browsing: Music,Public domain in the USA.,TRUE
11002,"String Quartet No. 11 in F minor Opus 95 ""Serioso""","Beethoven, Ludwig van",75,en,Browsing: Music,Public domain in the USA.,TRUE
11003,Michelangelo's Shoulder,"Wetterau, John Moncure",3787,en,Browsing: Literature/Browsing: Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
11004,Joe Burke's Last Stand,"Wetterau, John Moncure",3787,en,Browsing: Literature/Browsing: Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
11005,O+F,"Wetterau, John Moncure",3787,en,Browsing: Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
11006,The Book with the Yellow Cover,"Wetterau, John Moncure",3787,en,Browsing: Literature/Browsing: Poetry,Copyrighted. Read the copyright notice inside this book for details.,TRUE
11007,"Jemmy Stubbins, or the Nailer Boy
Illustrations of the Law of Kindness",NA,NA,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society,Public domain in the USA.,TRUE
11008,Antwerp to Gallipoli: A Year of the War on Many Fronts—and Behind Them,"Ruhl, Arthur",3789,en,World War I/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
11009,"Labor's Martyrs: Haymarket 1887, Sacco and Vanzetti 1927","Marcantonio, Vito",3790,en,Browsing: History - American/Browsing: Politics/Browsing: Sociology,Public domain in the USA.,TRUE
11010,"The Spectator, Volume 2.","Steele, Richard, Sir",984,en,Browsing: Literature,Public domain in the USA.,TRUE
11010,"The Spectator, Volume 2.","Addison, Joseph",1024,en,Browsing: Literature,Public domain in the USA.,TRUE
11011,"A Hilltop on the Marne
Being Letters Written June 3-September 8, 1914","Aldrich, Mildred",3792,en,World War I/Browsing: History - European/Browsing: History - Warfare,Public domain in the USA.,TRUE
11012,The Autobiography of an Ex-Colored Man,"Johnson, James Weldon",3793,en,Browsing: Culture/Civilization/Society/Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
