gutenberg_id,subject_type,subject
145,lcsh,Didactic fiction
145,lcsh,City and town life -- Fiction
145,lcsh,England -- Fiction
145,lcsh,Young women -- Fiction
145,lcsh,Love stories
145,lcsh,Domestic fiction
145,lcsh,Married people -- Fiction
145,lcsh,Bildungsromans
145,lcc,PR
146,lcsh,Orphans -- Juvenile fiction
146,lcsh,Schools -- Juvenile fiction
146,lcsh,Boarding schools -- Juvenile fiction
146,lcsh,Girls -- Juvenile fiction
146,lcsh,London (England) -- Juvenile fiction
146,lcc,PZ
147,lcsh,United States -- Politics and government -- 1775-1783
147,lcsh,Political science -- Early works to 1800
147,lcsh,Monarchy -- Early works to 1800
147,lcc,E201
148,lcsh,"Franklin, Benjamin, 1706-1790"
148,lcsh,Statesmen -- United States -- Biography
148,lcc,E300
149,lcsh,Science fiction
149,lcsh,Fantasy fiction
149,lcsh,England -- Fiction
149,lcc,PS
150,lcsh,Political science -- Early works to 1800
150,lcsh,Utopias -- Early works to 1800
150,lcsh,Justice -- Early works to 1800
150,lcc,JC
151,lcsh,Poetry
151,lcc,PR
152,lcsh,Sex discrimination -- Fiction
152,lcsh,Universities and colleges -- Fiction
152,lcc,PS
153,lcsh,Adultery -- Fiction
153,lcsh,Didactic fiction
153,lcsh,Love stories
153,lcsh,Illegitimate children -- Fiction
153,lcsh,Wessex (England) -- Fiction
153,lcsh,Stonemasons -- Fiction
153,lcsh,Children -- Death -- Fiction
153,lcsh,Unmarried couples -- Fiction
153,lcc,PR
154,lcsh,Psychological fiction
154,lcsh,Domestic fiction
154,lcsh,Boston (Mass.) -- Fiction
154,lcsh,Rich people -- Fiction
154,lcsh,Socialites -- Fiction
154,lcsh,Businessmen -- Fiction
154,lcc,PS
155,lcsh,England -- Fiction
155,lcsh,Country homes -- Fiction
155,lcsh,Police -- England -- Fiction
155,lcsh,Jewelry theft -- Fiction
155,lcsh,East Indians -- England -- Fiction
155,lcsh,Mystery fiction
155,lcc,PR
156,lcsh,Music
156,lcc,M
157,lcsh,Orphans -- Fiction
157,lcsh,Boarding schools -- Fiction
157,lcsh,Schools -- Fiction
157,lcsh,Young women -- Fiction
157,lcsh,Love stories
157,lcsh,Bildungsromans
157,lcsh,Epistolary fiction
157,lcsh,Women authors -- Fiction
157,lcsh,Philanthropists -- Fiction
157,lcsh,Women college students -- Fiction
157,lcsh,Universities and colleges -- Fiction
157,lcsh,Letters -- Fiction
157,lcc,PS
158,lcsh,Humorous stories
158,lcsh,England -- Fiction
158,lcsh,Young women -- Fiction
158,lcsh,Love stories
158,lcsh,Fathers and daughters -- Fiction
158,lcsh,Bildungsromans
158,lcsh,Mate selection -- Fiction
158,lcsh,Female friendship -- Fiction
158,lcc,PR
159,lcsh,Science fiction
159,lcsh,Shipwreck survival -- Fiction
159,lcsh,Animal experimentation -- Fiction
159,lcsh,Islands -- Fiction
159,lcsh,Science -- Ethics -- Fiction
159,lcc,PR
160,lcsh,Adultery -- Fiction
160,lcsh,Women -- Louisiana -- New Orleans -- Social conditions -- Fiction
160,lcsh,Self-actualization (Psychology) -- Fiction
160,lcsh,New Orleans (La.) -- Fiction
160,lcsh,Louisiana -- Social life and customs -- Fiction
160,lcc,PS
161,lcsh,England -- Social life and customs -- 19th century -- Fiction
161,lcsh,Inheritance and succession -- Fiction
161,lcsh,England -- Fiction
161,lcsh,Young women -- Fiction
161,lcsh,Love stories
161,lcsh,Sisters -- Fiction
161,lcsh,Domestic fiction
161,lcsh,Mate selection -- Fiction
161,lcsh,Social classes -- Fiction
161,lcsh,Gentry -- England -- Fiction
161,lcsh,Regency fiction
161,lcc,PR
162,lcsh,"Lenz, Frederick, 1950-"
162,lcsh,Cults -- United States
162,lcc,BL
163,lcsh,Short stories
163,lcsh,"Children's stories, American"
163,lcsh,Fairy tales -- United States
163,lcsh,Flowers -- Juvenile fiction
163,lcsh,Flowers -- Juvenile poetry
163,lcsh,Fairies -- Juvenile poetry
163,lcc,PZ
164,lcsh,Science fiction
164,lcsh,Submarines (Ships) -- Fiction
164,lcsh,Sea stories
164,lcsh,Adventure stories
164,lcsh,Underwater exploration -- Fiction
164,lcc,PQ
165,lcsh,Didactic fiction
165,lcsh,Psychological fiction
165,lcsh,Married people -- Fiction
165,lcsh,Murderers -- Fiction
165,lcsh,San Francisco (Calif.) -- Fiction
165,lcsh,Avarice -- Fiction
165,lcsh,Dentists -- Fiction
165,lcc,PS
166,lcsh,Young women -- Fiction
166,lcsh,Love stories
166,lcsh,Guardian and ward -- Fiction
166,lcsh,Man-woman relationships -- Fiction
166,lcsh,Berkshire Hills (Mass.) -- Fiction
166,lcc,PS
167,lcsh,Photography
167,lcsh,Daguerreotype
167,lcc,TR
168,lcsh,Photography
168,lcsh,Daguerreotype
168,lcc,TR
169,lcsh,Fantasy fiction
169,lcsh,Quests (Expeditions) -- Fiction
169,lcc,PR
170,lcsh,Venice (Italy) -- Fiction
170,lcsh,Detective and mystery stories
170,lcsh,Hotels -- Fiction
170,lcc,PR
171,lcsh,British -- New York (State) -- New York -- Fiction
171,lcsh,Runaway teenagers -- Fiction
171,lcsh,New York (N.Y.) -- Fiction
171,lcsh,Didactic fiction
171,lcsh,Psychological fiction
171,lcsh,Illegitimate children -- Fiction
171,lcsh,Soldiers -- Fiction
171,lcsh,Elopement -- Fiction
171,lcsh,Teenage girls -- Fiction
171,lcsh,Betrayal -- Fiction
171,lcsh,Seduction -- Fiction
171,lcsh,Teenage pregnancy -- Fiction
171,lcc,PS
172,lcsh,Booksellers and bookselling -- Fiction
172,lcsh,"Brooklyn (New York, N.Y.) -- Fiction"
172,lcsh,Mystery and detective stories
172,lcc,PS
173,lcsh,Detective and mystery stories
173,lcsh,"Fu Manchu, Doctor (Fictitious character) -- Fiction"
173,lcsh,Criminals -- Fiction
173,lcc,PR
174,lcsh,Didactic fiction
174,lcsh,Supernatural -- Fiction
174,lcsh,Conduct of life -- Fiction
174,lcsh,Portraits -- Fiction
174,lcsh,"Great Britain -- History -- Victoria, 1837-1901 -- Fiction"
174,lcsh,London (England) -- History -- 1800-1950 -- Fiction
174,lcsh,Appearance (Philosophy) -- Fiction
174,lcsh,Paranormal fiction
174,lcc,PR
175,lcsh,Horror tales
175,lcsh,Musical fiction
175,lcsh,Opera -- Fiction
175,lcsh,Paris (France) -- Fiction
175,lcsh,Composers -- Fiction
175,lcsh,Phantom of the Opera (Fictitious character) -- Fiction
175,lcsh,French fiction -- Translations into English
175,lcc,PQ
176,lcsh,Man-woman relationships -- Fiction
176,lcsh,Rome (Italy) -- Fiction
176,lcsh,Americans -- Italy -- Fiction
176,lcsh,Sculptors -- Fiction
176,lcc,PS
177,lcsh,Psychological fiction
177,lcsh,Love stories
177,lcsh,Widows -- Fiction
177,lcsh,Courtship -- Fiction
177,lcsh,Paris (France) -- Fiction
177,lcsh,Aristocracy (Social class) -- Fiction
177,lcsh,Culture conflict -- Fiction
177,lcsh,Separation (Psychology) -- Fiction
177,lcsh,Americans -- France -- Fiction
177,lcc,PS
178,lcsh,Male friendship -- Fiction
178,lcsh,Man-woman relationships -- Fiction
178,lcsh,British -- Europe -- Fiction
178,lcsh,Americans -- Europe -- Fiction
178,lcc,PS
179,lcsh,Humorous stories
179,lcsh,Domestic fiction
179,lcsh,Siblings -- Fiction
179,lcsh,Boston (Mass.) -- Fiction
179,lcsh,Upper class -- Fiction
179,lcsh,Europeans -- United States -- Fiction
179,lcc,PS
180,lcsh,"World politics -- Handbooks, manuals, etc."
180,lcsh,"Geography -- Handbooks, manuals, etc."
180,lcsh,"Political science -- Handbooks, manuals, etc."
180,lcsh,"Political statistics -- Handbooks, manuals, etc."
180,lcc,G
181,lcsh,Electronic books
181,lcsh,"Electronic publishing -- Handbooks, manuals, etc."
181,lcc,Z
200,lcsh,Encyclopedias and dictionaries
200,lcc,AE
201,lcsh,Fourth dimension
201,lcc,QA
202,lcsh,"Douglass, Frederick, 1818-1895"
202,lcsh,Enslaved persons -- Maryland -- Social conditions -- 19th century
202,lcsh,African American abolitionists -- Biography
202,lcsh,Abolitionists -- United States -- Biography
202,lcsh,Antislavery movements -- United States -- History -- 19th century
202,lcsh,Fugitive slaves -- Maryland -- Biography
202,lcsh,Plantation life -- Maryland -- History -- 19th century
202,lcc,E300
203,lcsh,Slavery -- Fiction
203,lcsh,Didactic fiction
203,lcsh,Political fiction
203,lcsh,Master and servant -- Fiction
203,lcsh,African Americans -- Fiction
203,lcsh,Southern States -- Fiction
203,lcsh,Fugitive slaves -- Fiction
203,lcsh,Plantation life -- Fiction
203,lcsh,Uncle Tom (Fictitious character) -- Fiction
203,lcsh,Enslaved persons -- Fiction
203,lcc,PS
204,lcsh,England -- Fiction
204,lcsh,Clergy -- Fiction
204,lcsh,"Detective and mystery stories, English"
204,lcsh,Catholics -- Fiction
204,lcsh,"Brown, Father (Fictitious character) -- Fiction"
204,lcsh,"Detective and mystery stories, English -- Translations into Finnish"
204,lcc,PR
205,lcsh,Civil disobedience
205,lcsh,"Authors, American -- 19th century -- Biography"
205,lcsh,"Thoreau, Henry David, 1817-1862 -- Homes and haunts -- Massachusetts -- Walden Woods"
205,lcsh,Wilderness areas -- Massachusetts -- Walden Woods
205,lcsh,Natural history -- Massachusetts -- Walden Woods
205,lcsh,Solitude
205,lcsh,"Government, Resistance to"
205,lcsh,Walden Woods (Mass.) -- Social life and customs
205,lcc,PS
206,lcsh,"Martin Luther King, Jr., Day"
206,lcsh,Civil rights movements
206,lcsh,United States -- History
206,lcsh,African Americans -- Social conditions -- To 1964
206,lcc,E151
207,lcsh,Yukon River Valley (Yukon and Alaska) -- Poetry
207,lcc,PS
208,lcsh,Psychological fiction
208,lcsh,Young women -- Fiction
208,lcsh,Europe -- Fiction
208,lcsh,Americans -- Europe -- Fiction
208,lcc,PS
209,lcsh,England -- Fiction
209,lcsh,Psychological fiction
209,lcsh,Governesses -- Fiction
209,lcsh,Ghost stories
209,lcsh,Children -- Fiction
209,lcc,PS
210,lcsh,Americans -- England -- Fiction
210,lcsh,Manners and customs -- Fiction
210,lcsh,British -- United States -- Fiction
210,lcsh,New York (State) -- Social life and customs -- Fiction
210,lcsh,London (England) -- Social life and customs -- Fiction
210,lcc,PS
211,lcsh,Venice (Italy) -- Fiction
211,lcsh,Psychological fiction
211,lcsh,Man-woman relationships -- Fiction
211,lcsh,Poets -- Fiction
211,lcsh,Manuscripts -- Collectors and collecting -- Fiction
211,lcc,PS
212,lcsh,Mathematics
212,lcsh,Factorials
212,lcc,QA
213,lcsh,Frontier and pioneer life -- Australia -- Poetry
213,lcc,PR
214,lcsh,Frontier and pioneer life -- Australia -- Poetry
214,lcsh,Australian poetry
214,lcc,PR
215,lcsh,Dogs -- Fiction
215,lcsh,Adventure stories
215,lcsh,Nature stories
215,lcsh,Klondike River Valley (Yukon) -- Fiction
215,lcsh,Sled dogs -- Fiction
215,lcsh,Pet theft -- Fiction
215,lcsh,Feral dogs -- Fiction
215,lcsh,Animal welfare -- Fiction
215,lcc,PS
216,lcsh,"Philosophy, Chinese"
216,lcsh,Taoism -- Sacred books
216,lcc,BL
217,lcsh,Autobiographical fiction
217,lcsh,England -- Fiction
217,lcsh,Domestic fiction
217,lcsh,Bildungsromans
217,lcsh,Young men -- Fiction
217,lcsh,Working class families -- Fiction
217,lcc,PR
218,lcsh,"Gaul -- History -- Gallic Wars, 58-51 B.C."
218,lcc,DC
218,lcc,PA
219,lcsh,Africa -- Fiction
219,lcsh,Europeans -- Africa -- Fiction
219,lcsh,Trading posts -- Fiction
219,lcsh,Degeneration -- Fiction
219,lcsh,Imperialism -- Fiction
219,lcsh,Psychological fiction
219,lcc,PR
220,lcsh,Sea stories
220,lcsh,Psychological fiction
220,lcsh,Ship captains -- Fiction
220,lcsh,Fugitives from justice -- Fiction
220,lcc,PR
221,lcsh,"Holmes, Sherlock (Fictitious character) -- Fiction"
221,lcsh,Private investigators -- England -- Fiction
221,lcsh,"Detective and mystery stories, English"
221,lcc,PR
222,lcsh,England -- Fiction
222,lcsh,Psychological fiction
222,lcsh,Painters -- Fiction
222,lcsh,Tahiti (French Polynesia : Island) -- Fiction
222,lcc,PR
223,lcsh,England -- Fiction
223,lcsh,Clergy -- Fiction
223,lcsh,"Detective and mystery stories, English"
223,lcsh,Catholics -- Fiction
223,lcsh,"Brown, Father (Fictitious character) -- Fiction"
223,lcc,PR
224,lcsh,Didactic fiction
224,lcsh,Triangles (Interpersonal relations) -- Fiction
224,lcsh,Wessex (England) -- Fiction
224,lcsh,Separation (Psychology) -- Fiction
224,lcsh,Elopement -- Fiction
224,lcc,PR
225,lcsh,Fairy tales
225,lcc,PR
225,lcc,PZ
226,lcsh,"Speeches, addresses, etc., Latin"
226,lcsh,Rome -- History -- 53-44 B.C. -- Sources
226,lcc,PA
227,lcsh,Aeneas (Legendary character) -- Poetry
227,lcsh,Legends -- Rome -- Poetry
227,lcsh,"Epic poetry, Latin"
227,lcc,PA
228,lcsh,Aeneas (Legendary character) -- Poetry
228,lcsh,Legends -- Rome -- Poetry
228,lcsh,"Epic poetry, Latin -- Translations into English"
228,lcc,PA
229,lcsh,Country life -- Rome -- Poetry
229,lcsh,"Pastoral poetry, Latin"
229,lcc,PA
230,lcsh,"Pastoral poetry, Latin -- Translations into English"
230,lcsh,Country life -- Rome -- Poetry
230,lcc,PA
231,lcsh,"Didactic poetry, Latin"
231,lcsh,Agriculture -- Poetry
231,lcc,PA
232,lcsh,Agriculture -- Poetry
232,lcsh,"Didactic poetry, Latin -- Translations into English"
232,lcc,PA
233,lcsh,New York (N.Y.) -- Fiction
233,lcsh,Didactic fiction
233,lcsh,Young women -- Fiction
233,lcsh,Chicago (Ill.) -- Fiction
233,lcsh,Mistresses -- Fiction
233,lcc,PS
234,lcsh,Fantasy fiction
234,lcc,PR
235,lcsh,"Gibson, William, 1914-2008"
235,lcc,PS
236,lcsh,Short stories
236,lcsh,Animals -- Fiction
236,lcsh,Jungles -- Fiction
236,lcsh,India -- Fiction
236,lcsh,Jungle animals -- Fiction
236,lcsh,Mowgli (Fictitious character) -- Fiction
236,lcsh,"Adventure stories, English"
236,lcsh,Feral children -- Fiction
236,lcsh,India -- History -- 19th century -- Fiction
236,lcc,PR
237,lcsh,Latin poetry
237,lcsh,Rome -- Poetry
237,lcsh,Man-woman relationships -- Poetry
237,lcsh,"Elegiac poetry, Latin"
237,lcsh,"Love poetry, Latin"
237,lcc,PA
238,lcsh,Orphans -- Fiction
238,lcc,PZ
238,lcc,PS
239,lcsh,United States -- Maps
239,lcc,G
240,lcsh,Fiction
240,lcsh,Short stories
240,lcsh,Fables
240,lcc,PS
241,lcsh,Children of presidents -- Fiction
241,lcsh,Enslaved women -- Fiction
241,lcsh,"Jefferson, Thomas, 1743-1826 -- Relations with women -- Fiction"
241,lcsh,Domestic fiction
241,lcsh,Illegitimate children -- Fiction
241,lcsh,African American women -- Fiction
241,lcsh,African American families -- Fiction
241,lcc,PS
242,lcsh,Nebraska -- Fiction
242,lcsh,Frontier and pioneer life -- Nebraska -- Fiction
242,lcsh,Western stories
242,lcsh,Domestic fiction
242,lcsh,Friendship -- Fiction
242,lcsh,Married women -- Fiction
242,lcsh,Farm life -- Fiction
242,lcsh,Women pioneers -- Fiction
242,lcsh,Women immigrants -- Fiction
242,lcsh,Farmers' spouses -- Fiction
242,lcsh,Czech Americans -- Fiction
242,lcc,PS
243,lcsh,"Short stories, Russian -- Translations into English"
243,lcsh,Russian fiction -- Translations into English
243,lcsh,"Tolstoy, Leo, graf, 1828-1910 -- Translations into English"
243,lcc,PG
244,lcsh,"Holmes, Sherlock (Fictitious character) -- Fiction"
244,lcsh,Private investigators -- England -- Fiction
244,lcsh,Detective and mystery stories
244,lcsh,England -- Fiction
244,lcc,PR
245,lcsh,Mississippi River -- Description and travel
245,lcsh,Mississippi River Valley -- Social life and customs -- 19th century
245,lcsh,"Authors, American -- 19th century -- Biography"
245,lcsh,Pilots and pilotage -- Mississippi River
245,lcsh,"Twain, Mark, 1835-1910 -- Travel -- Mississippi River"
245,lcc,PS
246,lcsh,Persian poetry -- Translations into English
246,lcc,PK
247,lcsh,English language -- Dictionaries
247,lcc,AG
247,lcc,PE
248,lcsh,English language -- Dictionaries
248,lcc,AG
248,lcc,PE
249,lcsh,Cave paintings -- France -- Vallon-Pont-d'Arc
249,lcsh,"Art, Prehistoric -- France -- Vallon-Pont-d'Arc"
249,lcsh,Chauvet Cave (France)
249,lcc,N
250,lcsh,Internet -- History
250,lcsh,Computer networks -- United States -- History
250,lcc,TK
251,lcsh,United States. Congress
251,lcc,JK
252,lcsh,Copyright -- United States
252,lcc,KF
253,lcsh,"Copyright, International"
253,lcc,JX
254,lcsh,Mathematics
254,lcc,QA
255,lcsh,Electronic book readers
255,lcc,Z
256,lcsh,World maps
256,lcc,G
257,lcsh,Troilus (Legendary character) -- Poetry
257,lcsh,Trojan War -- Poetry
257,lcsh,Cressida (Fictitious character) -- Poetry
257,lcsh,Troy (Extinct city) -- Poetry
257,lcc,PR
258,lcsh,"Gordon, Adam Lindsay, 1833-1870"
258,lcsh,Australia -- Poetry
258,lcc,PR
259,lcsh,Frontier and pioneer life -- Yukon -- Poetry
259,lcsh,Klondike River Valley (Yukon) -- Gold discoveries -- Poetry
259,lcc,PS
260,lcsh,"Browning, Robert, 1812-1889"
260,lcsh,"Browning, Robert, 1812-1889 -- Bibliography"
260,lcsh,"Browning, Robert, 1812-1889 -- Criticism and interpretation"
260,lcc,PR
261,lcsh,American poetry
261,lcc,PS
262,lcsh,English poetry
262,lcsh,"Poets, English -- 20th century -- Biography"
262,lcsh,"Brooke, Rupert, 1887-1915"
262,lcc,PR
263,lcsh,"Poetry, Modern -- 20th century"
263,lcc,PS
264,lcsh,City and town life -- Poetry
264,lcsh,"Poetry, Modern -- 20th century"
264,lcc,PS
265,lcsh,"Kormákr Ögmundarson, approximately 935-970 -- Romances"
265,lcsh,Sagas -- Translations into English
265,lcc,PT
266,lcsh,Courtly love -- Poetry
266,lcsh,"Christian poetry, English (Middle)"
266,lcsh,"Love poetry, English (Middle)"
266,lcsh,Christian ethics -- Poetry
266,lcc,PR
267,lcsh,Psychological fiction
267,lcsh,Rejection (Psychology) -- Fiction
267,lcsh,Married people -- Fiction
267,lcsh,Triangles (Interpersonal relations) -- Fiction
267,lcsh,Women novelists -- Fiction
267,lcsh,Love-letters -- Fiction
267,lcc,PS
268,lcsh,Didactic fiction
268,lcsh,Farm life -- Fiction
268,lcsh,"Mussel Slough Tragedy, 1880 -- Fiction"
268,lcsh,Wheat farmers -- Fiction
268,lcsh,Farmers -- Fiction
268,lcsh,San Joaquin Valley (Calif.) -- Fiction
268,lcsh,California -- Fiction
268,lcsh,Railroad stories
268,lcc,PS
269,lcsh,Humorous stories
269,lcsh,Supernatural -- Fiction
269,lcsh,"Short stories, English"
269,lcc,PR
270,lcsh,England -- Fiction
270,lcsh,Siblings -- Fiction
270,lcsh,Country life -- Fiction
270,lcc,PR
271,lcsh,Historical fiction
271,lcsh,Horses -- Juvenile fiction
271,lcsh,Human-animal relationships -- Juvenile fiction
271,lcsh,Great Britain -- History -- 19th century -- Juvenile fiction
271,lcc,PR
271,lcc,PZ
272,lcsh,Reformation -- Germany
272,lcsh,Bible -- Translating
272,lcc,BR
273,lcsh,Lutheran Church -- Doctrines -- Early works to 1800
273,lcsh,Lutheran Church -- Relations -- Catholic Church -- Early works to 1800
273,lcsh,Catholic Church -- Relations -- Lutheran Church -- Early works to 1800
273,lcsh,Lutheran Church -- Creeds -- Early works to 1800
273,lcc,BX
274,lcsh,Indulgences
274,lcsh,Reformation -- Germany -- Sources
274,lcc,BR
275,lcsh,Lutheran Church -- Doctrines
275,lcsh,"Theology, Doctrinal"
275,lcc,BX
276,lcsh,Music
276,lcc,M
277,lcsh,Manhattan Project (U.S.)
277,lcsh,Atomic bomb -- New Mexico -- Testing -- History
277,lcc,QC
277,lcc,U
277,lcc,D731
278,lcsh,Manhattan Project (U.S.)
278,lcsh,Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History
278,lcc,QC
278,lcc,U
278,lcc,D731
279,lcsh,Manhattan Project (U.S.)
279,lcsh,Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History
279,lcc,QC
279,lcc,U
279,lcc,D731
280,lcsh,"Stevenson, Robert, 1772-1850"
280,lcsh,Stephenson family
280,lcsh,Engineers -- Great Britain -- Biography
280,lcsh,Bell Rock Lighthouse (Scotland)
280,lcsh,Lighthouses -- Scotland
280,lcc,TA
281,lcsh,"Damien, Saint, Father, 1840-1889"
281,lcc,BX
282,lcsh,Middle East -- Description and travel
282,lcsh,"Kinglake, Alexander William, 1809-1891 -- Travel -- Middle East"
282,lcc,DS
283,lcsh,Love stories
283,lcsh,Domestic fiction
283,lcsh,France -- Fiction
283,lcsh,Man-woman relationships -- Fiction
283,lcsh,Americans -- France -- Fiction
283,lcc,PS
284,lcsh,New York (N.Y.) -- Fiction
284,lcsh,Psychological fiction
284,lcsh,Single women -- Fiction
284,lcsh,Social classes -- Fiction
284,lcc,PS
285,lcsh,Science fiction
285,lcsh,Fantasy fiction
285,lcsh,Atlantis (Legendary place) -- Fiction
285,lcsh,Lost continents -- Fiction
285,lcc,PR
286,lcsh,Didactic fiction
286,lcsh,Indiana -- Fiction
286,lcc,PS
287,lcsh,"Texas -- History -- Revolution, 1835-1836 -- Fiction"
287,lcsh,Western stories
287,lcsh,War stories
287,lcsh,"Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction"
287,lcc,PZ
287,lcc,PS
288,lcsh,Short stories
288,lcsh,Fantasy fiction
288,lcc,PS
289,lcsh,Fantasy fiction
289,lcsh,Animals -- Fiction
289,lcsh,Humorous stories
289,lcsh,England -- Fiction
289,lcsh,Friendship -- Fiction
289,lcsh,Pastoral fiction
289,lcsh,Country life -- Fiction
289,lcsh,River life -- Fiction
289,lcc,PR
289,lcc,PZ
290,lcsh,Epistolary fiction
290,lcc,PR
291,lcsh,England -- Fiction
291,lcsh,Bildungsromans
291,lcsh,Pastoral fiction
291,lcsh,Siblings -- Fiction
291,lcsh,Country life -- Fiction
291,lcc,PR
292,lcsh,Short stories
292,lcsh,United States -- Social life and customs -- 19th century -- Fiction
292,lcc,PS
293,lcsh,Orphans -- Fiction
293,lcsh,Runaway teenagers -- Fiction
293,lcsh,Conduct of life -- Fiction
293,lcsh,New York (N.Y.) -- History -- 19th century -- Fiction
293,lcc,PZ
293,lcc,PS
294,lcsh,Great Britain -- Social life and customs -- 19th century -- Fiction
