gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,Teams 5,Silver,UM Tae Hyung,KOR,Korea,3,Table Tennis,1992,NA
Men,Teams 5,Bronze,IP Sui Lam,HKG,Hong Kong,1,Table Tennis,1992,NA
Men,Teams 5,Bronze,KWONG Kam Shing,HKG,Hong Kong,2,Table Tennis,1992,NA
Men,Teams 5,Bronze,Austria,HKG,Hong Kong,3,Table Tennis,1992,NA
Men,Teams 6,Gold,LUNDSTEEN Kai,DEN,Denmark,1,Table Tennis,1992,NA
Men,Teams 6,Gold,NIELSEN Brian,DEN,Denmark,2,Table Tennis,1992,NA
Men,Teams 6,Silver,SCHMIDT Rainer,GER,Germany,1,Table Tennis,1992,NA
Men,Teams 6,Silver,STELZNER Winfried,GER,Germany,2,Table Tennis,1992,NA
Men,Teams 6,Bronze,KARLSSON Mattias,SWE,Sweden,1,Table Tennis,1992,NA
Men,Teams 6,Bronze,STROMSTEDT Peter,SWE,Sweden,2,Table Tennis,1992,NA
Men,Teams 8,Gold,FUJII Hiroshi,JPN,Japan,1,Table Tennis,1992,NA
Men,Teams 8,Gold,SUZUKI Kenichi,JPN,Japan,2,Table Tennis,1992,NA
Men,Teams 8,Silver,HUGLOW Peter,SWE,Sweden,1,Table Tennis,1992,NA
Men,Teams 8,Silver,LARSSON Thomas,SWE,Sweden,2,Table Tennis,1992,NA
Men,Teams 8,Silver,VESTLING Mikael,SWE,Sweden,3,Table Tennis,1992,NA
Men,Teams 8,Bronze,HOPE David,GBR,Great Britain,1,Table Tennis,1992,NA
Men,Teams 8,Bronze,YOUNG David,GBR,Great Britain,2,Table Tennis,1992,NA
Men,Teams 8,Bronze,Germany,GBR,Great Britain,3,Table Tennis,1992,NA
Men,Teams 9,Gold,MINAMI Tatsuya,JPN,Japan,1,Table Tennis,1992,NA
Men,Teams 9,Gold,SAIKI Shuzo,JPN,Japan,2,Table Tennis,1992,NA
Men,Teams 9,Silver,FURLAN Andrea,ITA,Italy,1,Table Tennis,1992,NA
Men,Teams 9,Silver,WALZL Eberhard,ITA,Italy,2,Table Tennis,1992,NA
Men,Teams 9,Bronze,GAROFALO Thierry,FRA,France,1,Table Tennis,1992,NA
Men,Teams 9,Bronze,PICHON Alain,FRA,France,2,Table Tennis,1992,NA
Men,Teams 9,Bronze,Germany,FRA,France,3,Table Tennis,1992,NA
Men,Teams 10,Gold,GERKE Michael,GER,Germany,1,Table Tennis,1992,NA
Men,Teams 10,Gold,VAHLE Marcus,GER,Germany,2,Table Tennis,1992,NA
Men,Teams 10,Gold,WINDECKER C.,GER,Germany,3,Table Tennis,1992,NA
Men,Teams 10,Silver,CHEDEAU Claude,FRA,France,1,Table Tennis,1992,NA
Men,Teams 10,Silver,DE LA BOURDONNAYE Gilles,FRA,France,2,Table Tennis,1992,NA
Men,Teams 10,Silver,ROINE Philippe,FRA,France,3,Table Tennis,1992,NA
Men,Teams 10,Bronze,HAVALESCHKA Frands,DEN,Denmark,1,Table Tennis,1992,NA
Men,Teams 10,Bronze,JACOB Jes,DEN,Denmark,2,Table Tennis,1992,NA
Men,Teams 10,Bronze,PEHRSSON Torben,DEN,Denmark,3,Table Tennis,1992,NA
Men,Teams 10,Bronze,United States of America,DEN,Denmark,4,Table Tennis,1992,NA
Women,Teams 3,Gold,BARTHEIDEL Monika,GER,Germany,1,Table Tennis,1992,NA
Women,Teams 3,Gold,LAMSBACH Ruth,GER,Germany,2,Table Tennis,1992,NA
Women,Teams 3,Silver,PUSZTAFINE Judit,HUN,Hungary,1,Table Tennis,1992,NA
Women,Teams 3,Silver,SASVARINE Ilona,HUN,Hungary,2,Table Tennis,1992,NA
Women,Teams 3,Bronze,CALLANAN Siobhan,IRL,Ireland,1,Table Tennis,1992,NA
Women,Teams 3,Bronze,STYNES Esther,IRL,Ireland,2,Table Tennis,1992,NA
Women,Teams 5,Gold,FUNG Yuet Wah,HKG,Hong Kong,1,Table Tennis,1992,NA
Women,Teams 5,Gold,WONG Pui Yi,HKG,Hong Kong,2,Table Tennis,1992,NA
Women,Teams 5,Silver,POHLE Gisela,GER,Germany,1,Table Tennis,1992,NA
Women,Teams 5,Silver,ROOSEN Gisela,GER,Germany,2,Table Tennis,1992,NA
Women,Teams 5,Silver,SIKORA Monika,GER,Germany,3,Table Tennis,1992,NA
Women,Teams 5,Silver,WENINGER Christiane,GER,Germany,4,Table Tennis,1992,NA
Women,Teams 5,Bronze,"NARDELLI Maria",ITA,Italy,1,Table Tennis,1992,NA
Women,Teams 5,Bronze,PLONER Christina,ITA,Italy,2,Table Tennis,1992,NA
Women,Teams 5,Bronze,SACCA Patrizia,ITA,Italy,3,Table Tennis,1992,NA
Women,Teams 5,Bronze,Austria,ITA,Italy,4,Table Tennis,1992,NA
Women,Teams 10,Gold,YANG Yi,CHN,China,1,Table Tennis,1992,NA
Women,Teams 10,Gold,ZHANG Xiao,CHN,China,2,Table Tennis,1992,NA
Women,Teams 10,Silver,DARVAND Bernadette,FRA,France,4,Table Tennis,1992,NA
Women,Teams 10,Silver,ODEIDE Claire,FRA,France,5,Table Tennis,1992,NA
Women,Teams 10,Silver,SEVIN Michelle,FRA,France,6,Table Tennis,1992,NA
Women,Teams 10,Silver,THIERRY Martine,FRA,France,7,Table Tennis,1992,NA
Women,Teams 10,Bronze,HENDRIKS Diane,NED,Netherlands,1,Table Tennis,1992,NA
Women,Teams 10,Bronze,HOEK-HEPPENHUIS I.,NED,Netherlands,2,Table Tennis,1992,NA
Women,Teams 10,Bronze,MEEUS Patrizia,NED,Netherlands,3,Table Tennis,1992,NA
Women,Teams 10,Bronze,Germany,NED,Netherlands,4,Table Tennis,1992,NA
Men,Singles 1,Gold,LEE Hae Gon,KOR,NA,NA,Table Tennis,1996,NA
Men,Singles 1,Silver,LAUNONEN Matti,FIN,NA,NA,Table Tennis,1996,NA
Men,Singles 1,Bronze,KANG Sung Hoon,KOR,NA,NA,Table Tennis,1996,NA
Men,Singles 1,Bronze,HAYLAN Jose Daniel,ARG,NA,NA,Table Tennis,1996,NA
Men,Singles 2,Gold,KIM Kyung Mook,KOR,NA,NA,Table Tennis,1996,NA
Men,Singles 2,Silver,BOURY Vincent,FRA,NA,NA,Table Tennis,1996,NA
Men,Singles 2,Bronze,SCHARF Gerhard,AUT,NA,NA,Table Tennis,1996,NA
Men,Singles 2,Bronze,KURKINEN Jari,FIN,NA,NA,Table Tennis,1996,NA
Men,Singles 3,Gold,KESLER Zlatko,YUG,NA,NA,Table Tennis,1996,NA
Men,Singles 3,Silver,ROBINSON Neil,GBR,NA,NA,Table Tennis,1996,NA
Men,Singles 3,Bronze,RAWSON James,GBR,NA,NA,Table Tennis,1996,NA
Men,Singles 3,Bronze,ALTENDORFER Fritz,AUT,NA,NA,Table Tennis,1996,NA
Men,Singles 4,Gold,BENEDETTI Bruno,FRA,NA,NA,Table Tennis,1996,NA
Men,Singles 4,Silver,STEFANU Michal,CZE,NA,NA,Table Tennis,1996,NA
Men,Singles 4,Bronze,SUTTER Christian,AUT,NA,NA,Table Tennis,1996,NA
Men,Singles 4,Bronze,KREIDEL Thomas,GER,NA,NA,Table Tennis,1996,NA
Men,Singles 5,Gold,TISSERANT Guy,FRA,NA,NA,Table Tennis,1996,NA
Men,Singles 5,Silver,KWONG Kam Shing,HKG,NA,NA,Table Tennis,1996,NA
Men,Singles 5,Bronze,CHOU Chang Shen,TPE,NA,NA,Table Tennis,1996,NA
Men,Singles 5,Bronze,BOLLDEN Ernst,SWE,NA,NA,Table Tennis,1996,NA
Men,Singles 6,Gold,NIELSEN Brian,DEN,NA,NA,Table Tennis,1996,NA
Men,Singles 6,Silver,KARLSSON Mattias,SWE,NA,NA,Table Tennis,1996,NA
Men,Singles 6,Bronze,KERSTEN Harold,NED,NA,NA,Table Tennis,1996,NA
Men,Singles 7,Gold,LEIBOVITZ Tahl,USA,NA,NA,Table Tennis,1996,NA
Men,Singles 7,Silver,WOLLMERT Jochen,GER,NA,NA,Table Tennis,1996,NA
Men,Singles 7,Bronze,KURFESS Thomas,GER,NA,NA,Table Tennis,1996,NA
Men,Singles 8,Gold,ANDREE Magnus,SWE,NA,NA,Table Tennis,1996,NA
Men,Singles 8,Silver,SEIDENFELD Mitchell,USA,NA,NA,Table Tennis,1996,NA
Men,Singles 8,Bronze,SUZUKI Kenichi,JPN,NA,NA,Table Tennis,1996,NA
Men,Singles 8,Bronze,POLKANOV Vladimir,MDA,NA,NA,Table Tennis,1996,NA
Men,Singles 9,Gold,FRACZYK Stanislaw,AUT,NA,NA,Table Tennis,1996,NA
Men,Singles 9,Silver,CHATEIGNER Olivier,FRA,NA,NA,Table Tennis,1996,NA
Men,Singles 9,Bronze,PICHON Alain,FRA,NA,NA,Table Tennis,1996,NA
Men,Singles 9,Bronze,GASPAR Ladislav,SVK,NA,NA,Table Tennis,1996,NA
Men,Singles 10,Gold,DE LA BOURDONNAYE Gilles,FRA,NA,NA,Table Tennis,1996,NA
Men,Singles 10,Silver,BADER Robert,SWE,NA,NA,Table Tennis,1996,NA
Men,Singles 10,Bronze,JUNG Kwang Hoon,KOR,NA,NA,Table Tennis,1996,NA
Men,Singles 10,Bronze,AGUDO Enrique,ESP,NA,NA,Table Tennis,1996,NA
Men,Open 1-5,Gold,KREIDEL Thomas,GER,NA,NA,Table Tennis,1996,NA
Men,Open 1-5,Silver,GHION Dimitri,BEL,NA,NA,Table Tennis,1996,NA
Men,Open 1-5,Bronze,SULE Nasiru,NGR,NA,NA,Table Tennis,1996,NA
Men,Open 1-5,Bronze,BENEDETTI Bruno,FRA,NA,NA,Table Tennis,1996,NA
Men,Open 6-10,Gold,FRACZYK Stanislaw,AUT,NA,NA,Table Tennis,1996,NA
Men,Open 6-10,Silver,GASPAR Ladislav,SVK,NA,NA,Table Tennis,1996,NA
Men,Open 6-10,Bronze,HSU Chih Shan,TPE,NA,NA,Table Tennis,1996,NA
Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,FRA,NA,NA,Table Tennis,1996,NA
Women,Singles 1-2,Gold,LAFAYE Isabelle,FRA,NA,NA,Table Tennis,1996,NA
Women,Singles 1-2,Silver,GIBELIN Anne-Marie,FRA,NA,NA,Table Tennis,1996,NA
Women,Singles 1-2,Bronze,RODE Baerbel,GER,NA,NA,Table Tennis,1996,NA
Women,Singles 3,Gold,SASVARINE Paulik,HUN,NA,NA,Table Tennis,1996,NA
Women,Singles 3,Silver,BARTHEIDEL Monika,GER,NA,NA,Table Tennis,1996,NA
Women,Singles 3,Bronze,POLLET Marie-Line,BEL,NA,NA,Table Tennis,1996,NA
Women,Singles 4,Gold,JOHNSON Jennifer,USA,NA,NA,Table Tennis,1996,NA
Women,Singles 4,Silver,PAPE Christiane,GER,NA,NA,Table Tennis,1996,NA
Women,Singles 4,Bronze,LAEMERS Gertrudis,NED,NA,NA,Table Tennis,1996,NA
Women,Singles 5,Gold,SCHWENDTNER Susanne,AUT,NA,NA,Table Tennis,1996,NA
Women,Singles 5,Silver,HOFFMANN Cristina,MEX,NA,NA,Table Tennis,1996,NA
Women,Singles 5,Bronze,POHLE Gisela,GER,NA,NA,Table Tennis,1996,NA
Women,Singles 5,Bronze,"NARDELLI Maria",ITA,NA,NA,Table Tennis,1996,NA
Women,Singles 6-8,Gold,BORRE Ingrid,BEL,NA,NA,Table Tennis,1996,NA
Women,Singles 6-8,Silver,THIERRY Martine,FRA,NA,NA,Table Tennis,1996,NA
Women,Singles 6-8,Bronze,ZHANG Xiaoling,CHN,NA,NA,Table Tennis,1996,NA
Women,Singles 9,Gold,LUO Fuqun,CHN,NA,NA,Table Tennis,1996,NA
Women,Singles 9,Silver,ODEIDE-SIMIAN Marie-Claire,FRA,NA,NA,Table Tennis,1996,NA
Women,Singles 9,Bronze,NURUKI Michiyo,JPN,NA,NA,Table Tennis,1996,NA
Women,Singles 10,Gold,SEVIN Michelle,FRA,NA,NA,Table Tennis,1996,NA
Women,Singles 10,Silver,DAVIDKOVA Jolana,CZE,NA,NA,Table Tennis,1996,NA
Women,Singles 10,Bronze,JAGODZINSKA Krystyna,POL,NA,NA,Table Tennis,1996,NA
Women,Open 1-5,Gold,PAPE Christiane,GER,NA,NA,Table Tennis,1996,NA
Women,Open 1-5,Silver,WONG Pui Yi,HKG,NA,NA,Table Tennis,1996,NA
Women,Open 1-5,Bronze,SCHWENDTNER Susanne,AUT,NA,NA,Table Tennis,1996,NA
Women,Open 1-5,Bronze,FUNG Yuet Wah,HKG,NA,NA,Table Tennis,1996,NA
Women,Open 6-10,Gold,ZHANG Xiaoling,CHN,NA,NA,Table Tennis,1996,NA
Women,Open 6-10,Silver,BORRE Ingrid,BEL,NA,NA,Table Tennis,1996,NA
Women,Open 6-10,Bronze,ODEIDE-SIMIAN Marie-Claire,FRA,NA,NA,Table Tennis,1996,NA
Women,Open 6-10,Bronze,LUO Fuqun,CHN,NA,NA,Table Tennis,1996,NA
Men,Teams 1-2,Gold,KURKINEN Jari,FIN,Finland,1,Table Tennis,1996,NA
Men,Teams 1-2,Gold,LAUNONEN Matti,FIN,Finland,2,Table Tennis,1996,NA
Men,Teams 1-2,Silver,HAJEK Rudolf,AUT,Austria,1,Table Tennis,1996,NA
Men,Teams 1-2,Silver,SCHARF Gerhard,AUT,Austria,2,Table Tennis,1996,NA
Men,Teams 1-2,Bronze,KANG Sung Hoon,KOR,Korea,1,Table Tennis,1996,NA
Men,Teams 1-2,Bronze,KIM Kyung Mook,KOR,Korea,2,Table Tennis,1996,NA
Men,Teams 1-2,Bronze,LEE Hae Gon,KOR,Korea,3,Table Tennis,1996,NA
Men,Teams 1-2,Bronze,PARK Haun,KOR,Korea,4,Table Tennis,1996,NA
Men,Teams 1-2,Bronze,Germany,KOR,Korea,5,Table Tennis,1996,NA
Men,Teams 3,Gold,AN Jong Dae,KOR,Korea,1,Table Tennis,1996,NA
Men,Teams 3,Gold,KIM Ki Hoon,KOR,Korea,2,Table Tennis,1996,NA
Men,Teams 3,Gold,KIM Young Soo,KOR,Korea,3,Table Tennis,1996,NA
Men,Teams 3,Silver,ALTENDORFER Fritz,AUT,Austria,1,Table Tennis,1996,NA
Men,Teams 3,Silver,DOLLMANN Manfred,AUT,Austria,2,Table Tennis,1996,NA
Men,Teams 3,Silver,STARL Peter,AUT,Austria,3,Table Tennis,1996,NA
Men,Teams 3,Bronze,DORR Werner,GER,Germany,1,Table Tennis,1996,NA
Men,Teams 3,Bronze,GUERTLER Jan,GER,Germany,2,Table Tennis,1996,NA
Men,Teams 3,Bronze,Great Britain,GER,Germany,3,Table Tennis,1996,NA
Men,Teams 4-5,Gold,BOLLDEN Ernst,SWE,Sweden,1,Table Tennis,1996,NA
Men,Teams 4-5,Gold,GUSTAVSSON Jan-Krister,SWE,Sweden,2,Table Tennis,1996,NA
Men,Teams 4-5,Gold,HOEGSTEDT Patrik,SWE,Sweden,3,Table Tennis,1996,NA
Men,Teams 4-5,Gold,JOHANSSON Joergen,SWE,Sweden,4,Table Tennis,1996,NA
Men,Teams 4-5,Silver,BENEDETTI Bruno,FRA,France,1,Table Tennis,1996,NA
Men,Teams 4-5,Silver,DURAND Christophe,FRA,France,2,Table Tennis,1996,NA
Men,Teams 4-5,Silver,PINNA Christophe,FRA,France,3,Table Tennis,1996,NA
Men,Teams 4-5,Silver,TISSERANT Guy,FRA,France,4,Table Tennis,1996,NA
Men,Teams 4-5,Bronze,GHION Dimitri,BEL,Belgium,1,Table Tennis,1996,NA
Men,Teams 4-5,Bronze,LEDOUX Alain,BEL,Belgium,2,Table Tennis,1996,NA
Men,Teams 4-5,Bronze,PLETINCKX Jean-Marc,BEL,Belgium,3,Table Tennis,1996,NA
Men,Teams 4-5,Bronze,Austria,BEL,Belgium,4,Table Tennis,1996,NA
Men,Teams 6-8,Gold,KURFESS Thomas,GER,Germany,1,Table Tennis,1996,NA
Men,Teams 6-8,Gold,MAISSENBACHER Werner,GER,Germany,2,Table Tennis,1996,NA
Men,Teams 6-8,Gold,SCHMITT Thomas,GER,Germany,3,Table Tennis,1996,NA
Men,Teams 6-8,Gold,WOLLMERT Jochen,GER,Germany,4,Table Tennis,1996,NA
Men,Teams 6-8,Silver,ANDREE Magnus,SWE,Sweden,1,Table Tennis,1996,NA
Men,Teams 6-8,Silver,LARSSON Thomas,SWE,Sweden,2,Table Tennis,1996,NA
Men,Teams 6-8,Silver,VESTLING Mikael,SWE,Sweden,3,Table Tennis,1996,NA
Men,Teams 6-8,Bronze,LEIBOVITZ Tahl,USA,United States of America,1,Table Tennis,1996,NA
Men,Teams 6-8,Bronze,SEIDENFELD Mitchell,USA,United States of America,2,Table Tennis,1996,NA
Men,Teams 9-10,Gold,CHATEIGNER Olivier,FRA,France,1,Table Tennis,1996,NA
Men,Teams 9-10,Gold,DE LA BOURDONNAYE Gilles,FRA,France,2,Table Tennis,1996,NA
Men,Teams 9-10,Gold,PICHON Alain,FRA,France,3,Table Tennis,1996,NA
Men,Teams 9-10,Silver,FRACZYK Stanislaw,AUT,Austria,1,Table Tennis,1996,NA
Men,Teams 9-10,Silver,GOELLER Thomas,AUT,Austria,2,Table Tennis,1996,NA
Men,Teams 9-10,Bronze,DOVALOVSZKI Emil,SVK,Slovakia,1,Table Tennis,1996,NA
Men,Teams 9-10,Bronze,GASPAR Ladislav,SVK,Slovakia,2,Table Tennis,1996,NA
Men,Teams 9-10,Bronze,Germany,SVK,Slovakia,3,Table Tennis,1996,NA
Women,Teams 3-5,Gold,BARTHEIDEL Monika,GER,Germany,1,Table Tennis,1996,NA
Women,Teams 3-5,Gold,PAPE Christiane,GER,Germany,2,Table Tennis,1996,NA
Women,Teams 3-5,Gold,POHLE Gisela,GER,Germany,3,Table Tennis,1996,NA
Women,Teams 3-5,Gold,SIKORA Monika,GER,Germany,4,Table Tennis,1996,NA
Women,Teams 3-5,Silver,FUNG Yuet Wah,HKG,Hong Kong,1,Table Tennis,1996,NA
Women,Teams 3-5,Silver,WONG Pui Yi,HKG,Hong Kong,2,Table Tennis,1996,NA
Women,Teams 3-5,Bronze,JOHNSON Jennifer,USA,United States of America,1,Table Tennis,1996,NA
Women,Teams 3-5,Bronze,DI LORENZO Jacqueline,USA,United States of America,2,Table Tennis,1996,NA
Women,Teams 3-5,Bronze,TERRANOVA Terese,USA,United States of America,3,Table Tennis,1996,NA
Women,Teams 6-10,Gold,LUO Fuqun,CHN,China,1,Table Tennis,1996,NA
Women,Teams 6-10,Gold,ZHANG Xiaoling,CHN,China,2,Table Tennis,1996,NA
Women,Teams 6-10,Silver,DAVIDKOVA Jolana,CZE,Czech Republic,1,Table Tennis,1996,NA
Women,Teams 6-10,Silver,PESTOVA Eva,CZE,Czech Republic,2,Table Tennis,1996,NA
Women,Teams 6-10,Bronze,ODEIDE-SIMIAN Marie-Claire,FRA,France,1,Table Tennis,1996,NA
Women,Teams 6-10,Bronze,SEVIN Michelle,FRA,France,2,Table Tennis,1996,NA
Women,Teams 6-10,Bronze,THIERRY Martine,FRA,France,3,Table Tennis,1996,NA
Men,Singles 1,Gold,LEE Hae Gon,KOR,NA,NA,Table Tennis,2000,NA
Men,Singles 1,Silver,LAUNONEN Matti,FIN,NA,NA,Table Tennis,2000,NA
Men,Singles 1,Bronze,ZUMKEHR Rolf,SUI,NA,NA,Table Tennis,2000,NA
Men,Singles 2,Gold,KIM Kyung Mook,KOR,NA,NA,Table Tennis,2000,NA
Men,Singles 2,Silver,KIM Kong Yong,KOR,NA,NA,Table Tennis,2000,NA
Men,Singles 2,Bronze,ZVOLANEK Martin,CZE,NA,NA,Table Tennis,2000,NA
Men,Singles 3,Gold,ROBIN Jean-Philippe,FRA,NA,NA,Table Tennis,2000,NA
Men,Singles 3,Silver,KESLER Zlatko,YUG,NA,NA,Table Tennis,2000,NA
Men,Singles 3,Bronze,PEETERS Michel,FRA,NA,NA,Table Tennis,2000,NA
Men,Singles 4,Gold,STEFANU Michal,CZE,NA,NA,Table Tennis,2000,NA
Men,Singles 4,Silver,UM Tae Hyung,KOR,NA,NA,Table Tennis,2000,NA
Men,Singles 4,Bronze,CHOI Kyoung Sik,KOR,NA,NA,Table Tennis,2000,NA
Men,Singles 5,Gold,DURAND Christophe,FRA,NA,NA,Table Tennis,2000,NA
Men,Singles 5,Silver,CHOU Chang Shen,TPE,NA,NA,Table Tennis,2000,NA
Men,Singles 5,Bronze,ROBLES Manuel,ESP,NA,NA,Table Tennis,2000,NA
Men,Singles 6,Gold,ERIKSSON Johnny,SWE,NA,NA,Table Tennis,2000,NA
Men,Singles 6,Silver,ARNOLD Daniel,GER,NA,NA,Table Tennis,2000,NA
Men,Singles 6,Bronze,KARLSSON Mattias,SWE,NA,NA,Table Tennis,2000,NA
Men,Singles 7,Gold,WOLLMERT Jochen,GER,NA,NA,Table Tennis,2000,NA
Men,Singles 7,Silver,GLIKMAN Zeev,ISR,NA,NA,Table Tennis,2000,NA
Men,Singles 7,Bronze,MESSI Stephane,FRA,NA,NA,Table Tennis,2000,NA
Men,Singles 8,Gold,VALERA Alvaro,ESP,NA,NA,Table Tennis,2000,NA
Men,Singles 8,Silver,PICHON Alain,FRA,NA,NA,Table Tennis,2000,NA
Men,Singles 8,Bronze,JOKINEN Kimmo,FIN,NA,NA,Table Tennis,2000,NA
Men,Singles 9,Gold,AGUNBIADE Tajudeen,NGR,NA,NA,Table Tennis,2000,NA
Men,Singles 9,Silver,FRACZYK Stanislaw,AUT,NA,NA,Table Tennis,2000,NA
Men,Singles 9,Bronze,ALABI Femi,NGR,NA,NA,Table Tennis,2000,NA
Men,Singles 10,Gold,KARABEC Ivan,CZE,NA,NA,Table Tennis,2000,NA
Men,Singles 10,Silver,RUIZ Jose Manuel,ESP,NA,NA,Table Tennis,2000,NA
Men,Singles 10,Bronze,ANDERSSON Fredrik,SWE,NA,NA,Table Tennis,2000,NA
Men,Singles 11,Gold,SKROBUT Piotr,POL,NA,NA,Table Tennis,2000,NA
Men,Singles 11,Silver,WOJTAS Tomasz,POL,NA,NA,Table Tennis,2000,NA
Men,Singles 11,Bronze,GARRIDO Angel,ESP,NA,NA,Table Tennis,2000,NA
Women,Singles 1-2,Gold,AL-BARGOUTI Maha,JOR,NA,NA,Table Tennis,2000,NA
Women,Singles 1-2,Silver,LAFAYE MARZIOU Isabelle,FRA,NA,NA,Table Tennis,2000,NA
Women,Singles 1-2,Bronze,MITTON Catherine,GBR,NA,NA,Table Tennis,2000,NA
Women,Singles 3,Gold,KANOVA Alena,SVK,NA,NA,Table Tennis,2000,NA
Women,Singles 3,Silver,FUJIWARA Satoko,JPN,NA,NA,Table Tennis,2000,NA
Women,Singles 3,Bronze,BARTHEIDEL Monika,GER,NA,NA,Table Tennis,2000,NA
Women,Singles 4,Gold,PAPE Christiane,GER,NA,NA,Table Tennis,2000,NA
Women,Singles 4,Silver,SIKORA Monika,GER,NA,NA,Table Tennis,2000,NA
Women,Singles 4,Bronze,RAST Alice,SUI,NA,NA,Table Tennis,2000,NA
Women,Singles 5,Gold,CHEN Wei Hong,CHN,NA,NA,Table Tennis,2000,NA
Women,Singles 5,Silver,REN Guixiang,CHN,NA,NA,Table Tennis,2000,NA
Women,Singles 5,Bronze,PIVARCIOVA Jitka,CZE,NA,NA,Table Tennis,2000,NA
Women,Singles 6-8,Gold,ZHANG Xiaoling,CHN,NA,NA,Table Tennis,2000,NA
Women,Singles 6-8,Silver,DARVAND Bernadette,FRA,NA,NA,Table Tennis,2000,NA
Women,Singles 6-8,Bronze,THIERRY Martine,FRA,NA,NA,Table Tennis,2000,NA
Women,Singles 9,Gold,KAMKASOMPHOU Thu,FRA,NA,NA,Table Tennis,2000,NA
Women,Singles 9,Silver,LIU Meili,CHN,NA,NA,Table Tennis,2000,NA
Women,Singles 9,Bronze,LUO Fuqun,CHN,NA,NA,Table Tennis,2000,NA
Women,Singles 10,Gold,DAVIDKOVA Jolana,CZE,NA,NA,Table Tennis,2000,NA
Women,Singles 10,Silver,SEVIN Michelle,FRA,NA,NA,Table Tennis,2000,NA
Women,Singles 10,Bronze,KUDO Yasuko,JPN,NA,NA,Table Tennis,2000,NA
Women,Singles 11,Gold,LAI Wai Ling,HKG,NA,NA,Table Tennis,2000,NA
Women,Singles 11,Silver,KASPAROVA Viera,SVK,NA,NA,Table Tennis,2000,NA
Women,Singles 11,Bronze,IVANOVA Nataliya,UKR,NA,NA,Table Tennis,2000,NA
Men,Teams 1-2,Gold,KANG Seong Hoon,KOR,Korea,1,Table Tennis,2000,NA
Men,Teams 1-2,Gold,KIM Kong Yong,KOR,Korea,2,Table Tennis,2000,NA
Men,Teams 1-2,Gold,KIM Kyung Mook,KOR,Korea,3,Table Tennis,2000,NA
Men,Teams 1-2,Gold,LEE Hae Gon,KOR,Korea,4,Table Tennis,2000,NA
Men,Teams 1-2,Silver,ZVOLANEK Martin,CZE,Czech Republic,1,Table Tennis,2000,NA
Men,Teams 1-2,Silver,PRIBYL Tomas,CZE,Czech Republic,2,Table Tennis,2000,NA
Men,Teams 1-2,Bronze,BOURY Vincent,FRA,France,1,Table Tennis,2000,NA
Men,Teams 1-2,Bronze,D'IVOLEY-BOGGS Jean Patrick,FRA,France,2,Table Tennis,2000,NA
Men,Teams 1-2,Bronze,FOUILLEN Erwan,FRA,France,3,Table Tennis,2000,NA
Men,Teams 1-2,Bronze,SORABELLA Marc,FRA,France,4,Table Tennis,2000,NA
Men,Teams 3,Gold,PEETERS Michel,FRA,France,1,Table Tennis,2000,NA
Men,Teams 3,Gold,ROBIN Jean-Philippe,FRA,France,2,Table Tennis,2000,NA
Men,Teams 3,Gold,VERGER Pascal,FRA,France,3,Table Tennis,2000,NA
Men,Teams 3,Silver,RAWSON James,GBR,Great Britain,1,Table Tennis,2000,NA
Men,Teams 3,Silver,ROBINSON Neil,GBR,Great Britain,2,Table Tennis,2000,NA
Men,Teams 3,Silver,TROFAN Stefan,GBR,Great Britain,3,Table Tennis,2000,NA
Men,Teams 3,Bronze,KIM Young Soo,KOR,Korea,1,Table Tennis,2000,NA
Men,Teams 3,Bronze,SON Ji Yong,KOR,Korea,2,Table Tennis,2000,NA
Men,Teams 3,Bronze,YANG Heung Sik,KOR,Korea,3,Table Tennis,2000,NA
Men,Teams 4,Gold,BENEDETTI Bruno,FRA,France,1,Table Tennis,2000,NA
Men,Teams 4,Gold,MARTIN Emeric,FRA,France,2,Table Tennis,2000,NA
Men,Teams 4,Gold,PINNA Christophe,FRA,France,3,Table Tennis,2000,NA
Men,Teams 4,Silver,CHOI Kyoung Sik,KOR,Korea,1,Table Tennis,2000,NA
Men,Teams 4,Silver,PARK Jun Young,KOR,Korea,2,Table Tennis,2000,NA
Men,Teams 4,Silver,UM Tae Hyung,KOR,Korea,3,Table Tennis,2000,NA
Men,Teams 4,Bronze,GLAZAR Frantisek,CZE,Czech Republic,1,Table Tennis,2000,NA
Men,Teams 4,Bronze,STEFANU Michal,CZE,Czech Republic,2,Table Tennis,2000,NA
Men,Teams 4,Bronze,TRCKA Lubomir,CZE,Czech Republic,3,Table Tennis,2000,NA
Men,Teams 5,Gold,JUNG Eun Chang,KOR,Korea,1,Table Tennis,2000,NA
Men,Teams 5,Gold,KIM Byoung Young,KOR,Korea,2,Table Tennis,2000,NA
Men,Teams 5,Silver,CHOU Chang Shen,TPE,Chinese Taipei,1,Table Tennis,2000,NA
Men,Teams 5,Silver,LIN Yen Hung,TPE,Chinese Taipei,2,Table Tennis,2000,NA
Men,Teams 5,Bronze,BOLLDEN Ernst,SWE,Sweden,1,Table Tennis,2000,NA
Men,Teams 5,Bronze,GUSTAVSSON Jan-Krister,SWE,Sweden,2,Table Tennis,2000,NA
Men,Teams 6-7,Gold,ARNOLD Daniel,GER,Germany,1,Table Tennis,2000,NA
