gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,4x100 m T35-38,Bronze,ZHYLTSOV Andriy,UKR,Ukraine,3,Athletics,2004,NA
Men,4x100 m T35-38,Bronze,NORENKO Serhiy,UKR,Ukraine,4,Athletics,2004,NA
Men,4x100 m T42-46,Gold,ANDREWS Daniel,USA,United States of America,1,Athletics,2004,NA
Men,4x100 m T42-46,Gold,FRASURE Timothy Brian,USA,United States of America,2,Athletics,2004,NA
Men,4x100 m T42-46,Gold,REED Raphew,USA,United States of America,3,Athletics,2004,NA
Men,4x100 m T42-46,Gold,TIBBS Casey,USA,United States of America,4,Athletics,2004,NA
Men,4x100 m T42-46,Silver,ANDRE Dominique,FRA,France,1,Athletics,2004,NA
Men,4x100 m T42-46,Silver,BARC Sebastien,FRA,France,2,Athletics,2004,NA
Men,4x100 m T42-46,Silver,LE DRAOULLEC Xavier,FRA,France,3,Athletics,2004,NA
Men,4x100 m T42-46,Silver,ORNEM Serge,FRA,France,4,Athletics,2004,NA
Men,4x100 m T42-46,Bronze,ELGIN Don,AUS,Australia,1,Athletics,2004,NA
Men,4x100 m T42-46,Bronze,FRANCIS Heath,AUS,Australia,2,Athletics,2004,NA
Men,4x100 m T42-46,Bronze,FULLER Neil,AUS,Australia,3,Athletics,2004,NA
Men,4x100 m T42-46,Bronze,WILSON Stephen,AUS,Australia,4,Athletics,2004,NA
Men,4x100 m T53-54,Gold,KOYSUB Supachai,THA,Thailand,1,Athletics,2004,NA
Men,4x100 m T53-54,Gold,TANA Rawat,THA,Thailand,2,Athletics,2004,NA
Men,4x100 m T53-54,Gold,KRUNGGET Pichet,THA,Thailand,3,Athletics,2004,NA
Men,4x100 m T53-54,Gold,WAHORUM Prawat,THA,Thailand,4,Athletics,2004,NA
Men,4x100 m T53-54,Silver,COLMAN Richard,AUS,Australia,1,Athletics,2004,NA
Men,4x100 m T53-54,Silver,FEARNLEY Kurt,AUS,Australia,2,Athletics,2004,NA
Men,4x100 m T53-54,Silver,NICHOLSON Richard,AUS,Australia,3,Athletics,2004,NA
Men,4x100 m T53-54,Silver,TRAPPETT Geoff,AUS,Australia,4,Athletics,2004,NA
Men,4x100 m T53-54,Bronze,FAIRBANK Pierre,FRA,France,1,Athletics,2004,NA
Men,4x100 m T53-54,Bronze,ISSORAT Claude,FRA,France,2,Athletics,2004,NA
Men,4x100 m T53-54,Bronze,GAPENNE Ludovic,FRA,France,3,Athletics,2004,NA
Men,4x100 m T53-54,Bronze,LOCCO Hubert,FRA,France,4,Athletics,2004,NA
Men,4x400 m T35-38,Gold,CHARMI Mohamed,TUN,Tunisia,1,Athletics,2004,NA
Men,4x400 m T35-38,Gold,CHIDA Mohamed Farhat,TUN,Tunisia,2,Athletics,2004,NA
Men,4x400 m T35-38,Gold,HAMDI Fares,TUN,Tunisia,3,Athletics,2004,NA
Men,4x400 m T35-38,Gold,SAIDI Abbes,TUN,Tunisia,4,Athletics,2004,NA
Men,4x400 m T35-38,Silver,CHE Mian,CHN,China,1,Athletics,2004,NA
Men,4x400 m T35-38,Silver,CHEN Yang,CHN,China,2,Athletics,2004,NA
Men,4x400 m T35-38,Silver,ZHOU Wenjun,CHN,China,3,Athletics,2004,NA
Men,4x400 m T35-38,Silver,LU Yi,CHN,China,4,Athletics,2004,NA
Men,4x400 m T35-38,Bronze,DRIHA Oleksandr,UKR,Ukraine,1,Athletics,2004,NA
Men,4x400 m T35-38,Bronze,ONUFRIYENKO Andriy,UKR,Ukraine,2,Athletics,2004,NA
Men,4x400 m T35-38,Bronze,ZHYLTSOV Andriy,UKR,Ukraine,3,Athletics,2004,NA
Men,4x400 m T35-38,Bronze,NORENKO Serhiy,UKR,Ukraine,4,Athletics,2004,NA
Men,4x400 m T42-46,Gold,FANN Ryan,USA,United States of America,1,Athletics,2004,NA
Men,4x400 m T42-46,Gold,ANDREWS Daniel,USA,United States of America,2,Athletics,2004,NA
Men,4x400 m T42-46,Gold,FRASURE Timothy Brian,USA,United States of America,3,Athletics,2004,NA
Men,4x400 m T42-46,Gold,REED Raphew,USA,United States of America,4,Athletics,2004,NA
Men,4x400 m T42-46,Silver,ELGIN Don,AUS,Australia,1,Athletics,2004,NA
Men,4x400 m T42-46,Silver,FRANCIS Heath,AUS,Australia,2,Athletics,2004,NA
Men,4x400 m T42-46,Silver,FULLER Neil,AUS,Australia,3,Athletics,2004,NA
Men,4x400 m T42-46,Silver,WILSON Stephen,AUS,Australia,4,Athletics,2004,NA
Men,4x400 m T42-46,Bronze,ANDRE Dominique,FRA,France,1,Athletics,2004,NA
Men,4x400 m T42-46,Bronze,BARC Sebastien,FRA,France,2,Athletics,2004,NA
Men,4x400 m T42-46,Bronze,LE DRAOULLEC Xavier,FRA,France,3,Athletics,2004,NA
Men,4x400 m T42-46,Bronze,LACROIX Emmanuel,FRA,France,4,Athletics,2004,NA
Men,4x400 m T53-54,Gold,KOYSUB Supachai,THA,Thailand,1,Athletics,2004,NA
Men,4x400 m T53-54,Gold,TANA Rawat,THA,Thailand,2,Athletics,2004,NA
Men,4x400 m T53-54,Gold,KRUNGGET Pichet,THA,Thailand,3,Athletics,2004,NA
Men,4x400 m T53-54,Gold,WAHORUM Prawat,THA,Thailand,4,Athletics,2004,NA
Men,4x400 m T53-54,Silver,FAIRBANK Pierre,FRA,France,1,Athletics,2004,NA
Men,4x400 m T53-54,Silver,JEANNOT Joel,FRA,France,2,Athletics,2004,NA
Men,4x400 m T53-54,Silver,ISSORAT Claude,FRA,France,3,Athletics,2004,NA
Men,4x400 m T53-54,Silver,TEURNIER Eric,FRA,France,4,Athletics,2004,NA
Men,4x400 m T53-54,Bronze,KANGAWA Susumu,JPN,Japan,1,Athletics,2004,NA
Men,4x400 m T53-54,Bronze,"NAGAO Yoshifumi",JPN,Japan,2,Athletics,2004,NA
Men,4x400 m T53-54,Bronze,SOEJIMA Masazumi,JPN,Japan,3,Athletics,2004,NA
Men,4x400 m T53-54,Bronze,YASUOKA Choke,JPN,Japan,4,Athletics,2004,NA
Men,100 m T11,Gold,PRADO Lucas,BRA,NA,NA,Athletics,2008,NA
Men,100 m T11,Silver,ARMANDO Jose Sayovo,ANG,NA,NA,Athletics,2008,NA
Men,100 m T11,Bronze,MAKUNDA Gauthier  Tresor,FRA,NA,NA,Athletics,2008,NA
Men,100 m T12,Gold,JAMISON Josiah,USA,NA,NA,Athletics,2008,NA
Men,100 m T12,Silver,ADESOJI Adekunle,NGR,NA,NA,Athletics,2008,NA
Men,100 m T12,Bronze,YANG Yuqing,CHN,NA,NA,Athletics,2008,NA
Men,100 m T13,Gold,SMYTH Jason,IRL,NA,NA,Athletics,2008,NA
Men,100 m T13,Silver,LABZIN Aleksei,RUS,NA,NA,Athletics,2008,NA
Men,100 m T13,Bronze,GUTIERREZ Luis Felipe,CUB,NA,NA,Athletics,2008,NA
Men,100 m T35,Gold,YANG Sen,CHN,NA,NA,Athletics,2008,NA
Men,100 m T35,Silver,FU Xinhan,CHN,NA,NA,Athletics,2008,NA
Men,100 m T35,Bronze,MOKGALAGADI Teboho,RSA,NA,NA,Athletics,2008,NA
Men,100 m T36,Gold,PAVLYK Roman,UKR,NA,NA,Athletics,2008,NA
Men,100 m T36,Silver,RUSHGROVE Ben,GBR,NA,NA,Athletics,2008,NA
Men,100 m T36,Bronze,SO Wa Wai,HKG,NA,NA,Athletics,2008,NA
Men,100 m T37,Gold,VAN DER MERWE Fanie,RSA,NA,NA,Athletics,2008,NA
Men,100 m T37,Silver,MA Yuxi,CHN,NA,NA,Athletics,2008,NA
Men,100 m T37,Bronze,HAMDI Sofiane,ALG,NA,NA,Athletics,2008,NA
Men,100 m T38,Gold,O'HANLON Evan,AUS,NA,NA,Athletics,2008,NA
Men,100 m T38,Silver,ZHOU Wenjun,CHN,NA,NA,Athletics,2008,NA
Men,100 m T38,Bronze,SENYK Mykyta,UKR,NA,NA,Athletics,2008,NA
Men,100 m T42,Gold,CONNOR Earle,CAN,NA,NA,Athletics,2008,NA
Men,100 m T42,Silver,POPOW Heinrich,GER,NA,NA,Athletics,2008,NA
Men,100 m T42,Bronze,MCFALL John,GBR,NA,NA,Athletics,2008,NA
Men,100 m T44,Gold,PISTORIUS Oscar,RSA,NA,NA,Athletics,2008,NA
Men,100 m T44,Silver,SINGLETON Jerome,USA,NA,NA,Athletics,2008,NA
Men,100 m T44,Bronze,FRASURE Timothy Brian,USA,NA,NA,Athletics,2008,NA
Men,100 m T46,Gold,FRANCIS Heath,AUS,NA,NA,Athletics,2008,NA
Men,100 m T46,Silver,KOMPAON Francis,PNG,NA,NA,Athletics,2008,NA
Men,100 m T46,Bronze,"NASCIMENTO Yohansson",BRA,NA,NA,Athletics,2008,NA
Men,100 m T52,Gold,BERGERON Dean,CAN,NA,NA,Athletics,2008,NA
Men,100 m T52,Silver,BOESCH Beat,SUI,NA,NA,Athletics,2008,NA
Men,100 m T52,Bronze,BEAUDOIN Andre,CAN,NA,NA,Athletics,2008,NA
Men,100 m T53,Gold,GEORGE Joshua,USA,NA,NA,Athletics,2008,NA
Men,100 m T53,Silver,BUSHELL Mickey,GBR,NA,NA,Athletics,2008,NA
Men,100 m T53,Bronze,YU Shiran,CHN,NA,NA,Athletics,2008,NA
Men,100 m T54,Gold,TAHTI Leo Pekka,FIN,NA,NA,Athletics,2008,NA
Men,100 m T54,Silver,KONJEN Saichon,THA,NA,NA,Athletics,2008,NA
Men,100 m T54,Bronze,KOYSUB Supachai,THA,NA,NA,Athletics,2008,NA
Men,200 m T11,Gold,PRADO Lucas,BRA,NA,NA,Athletics,2008,NA
Men,200 m T11,Silver,ARMANDO Jose Sayovo,ANG,NA,NA,Athletics,2008,NA
Men,200 m T11,Bronze,IZNAGA Arian,CUB,NA,NA,Athletics,2008,NA
Men,200 m T12,Gold,LANGENHOVEN Hilton,RSA,NA,NA,Athletics,2008,NA
Men,200 m T12,Silver,LI Yansong,CHN,NA,NA,Athletics,2008,NA
Men,200 m T12,Bronze,YANG Yuqing,CHN,NA,NA,Athletics,2008,NA
Men,200 m T13,Gold,SMYTH Jason,IRL,NA,NA,Athletics,2008,NA
Men,200 m T13,Silver,LABZIN Aleksei,RUS,NA,NA,Athletics,2008,NA
Men,200 m T13,Bronze,MEHDIYEV Vugar,AZE,NA,NA,Athletics,2008,NA
Men,200 m T36,Gold,SO Wa Wai,HKG,NA,NA,Athletics,2008,NA
Men,200 m T36,Silver,PAVLYK Roman,UKR,NA,NA,Athletics,2008,NA
Men,200 m T36,Bronze,CHE Mian,CHN,NA,NA,Athletics,2008,NA
Men,200 m T37,Gold,VAN DER MERWE Fanie,RSA,NA,NA,Athletics,2008,NA
Men,200 m T37,Silver,HAMDI Sofiane,ALG,NA,NA,Athletics,2008,NA
Men,200 m T37,Bronze,MA Yuxi,CHN,NA,NA,Athletics,2008,NA
Men,200 m T38,Gold,O'HANLON Evan,AUS,NA,NA,Athletics,2008,NA
Men,200 m T38,Silver,ZHOU Wenjun,CHN,NA,NA,Athletics,2008,NA
Men,200 m T38,Bronze,SENYK Mykyta,UKR,NA,NA,Athletics,2008,NA
Men,200 m T44,Gold,PISTORIUS Oscar,RSA,NA,NA,Athletics,2008,NA
Men,200 m T44,Silver,BIZZELL Jim Bob,USA,NA,NA,Athletics,2008,NA
Men,200 m T44,Bronze,JONES Ian,GBR,NA,NA,Athletics,2008,NA
Men,200 m T46,Gold,FRANCIS Heath,AUS,NA,NA,Athletics,2008,NA
Men,200 m T46,Silver,ARESTI Andonis,CYP,NA,NA,Athletics,2008,NA
Men,200 m T46,Bronze,CALDERON Ettiam,CUB,NA,NA,Athletics,2008,NA
Men,200 m T52,Gold,BERGERON Dean,CAN,NA,NA,Athletics,2008,NA
Men,200 m T52,Silver,BOESCH Beat,SUI,NA,NA,Athletics,2008,NA
Men,200 m T52,Bronze,RUNGSRI Peth,THA,NA,NA,Athletics,2008,NA
Men,200 m T53,Gold,YU Shiran,CHN,NA,NA,Athletics,2008,NA
Men,200 m T53,Silver,COLMAN Richard,AUS,NA,NA,Athletics,2008,NA
Men,200 m T53,Bronze,HONG Sukman,KOR,NA,NA,Athletics,2008,NA
Men,200 m T54,Gold,ZHANG Lixin,CHN,NA,NA,Athletics,2008,NA
Men,200 m T54,Silver,KONJEN Saichon,THA,NA,NA,Athletics,2008,NA
Men,200 m T54,Bronze,TAHTI Leo Pekka,FIN,NA,NA,Athletics,2008,NA
Men,400 m T11,Gold,PRADO Lucas,BRA,NA,NA,Athletics,2008,NA
Men,400 m T11,Silver,ARMANDO Jose Sayovo,ANG,NA,NA,Athletics,2008,NA
Men,400 m T11,Bronze,IVANIUKHIN Oleksandr,UKR,NA,NA,Athletics,2008,NA
Men,400 m T12,Gold,SCHROEDER Matthias,GER,NA,NA,Athletics,2008,NA
Men,400 m T12,Silver,GONCALVES Luis,POR,NA,NA,Athletics,2008,NA
Men,400 m T12,Bronze,OSMANOV Rza,AZE,NA,NA,Athletics,2008,NA
Men,400 m T13,Gold,GALANO Luis Manuel,CUB,NA,NA,Athletics,2008,NA
Men,400 m T13,Silver,DURRUTHY Freddy,CUB,NA,NA,Athletics,2008,NA
Men,400 m T13,Bronze,PROTOS Ioannis,GRE,NA,NA,Athletics,2008,NA
Men,400 m T36,Gold,PAVLYK Roman,UKR,NA,NA,Athletics,2008,NA
Men,400 m T36,Silver,AREFYEV Artem,RUS,NA,NA,Athletics,2008,NA
Men,400 m T36,Bronze,CHE Mian,CHN,NA,NA,Athletics,2008,NA
Men,400 m T38,Gold,CHIDA Mohamed Farhat,TUN,NA,NA,Athletics,2008,NA
Men,400 m T38,Silver,SAIDI Abbes,TUN,NA,NA,Athletics,2008,NA
Men,400 m T38,Bronze,ONUFRIYENKO Andriy,UKR,NA,NA,Athletics,2008,NA
Men,400 m T44,Gold,PISTORIUS Oscar,RSA,NA,NA,Athletics,2008,NA
Men,400 m T44,Silver,BIZZELL Jim Bob,USA,NA,NA,Athletics,2008,NA
Men,400 m T44,Bronze,JONES Ian,GBR,NA,NA,Athletics,2008,NA
Men,400 m T46,Gold,FRANCIS Heath,AUS,NA,NA,Athletics,2008,NA
Men,400 m T46,Silver,ARESTI Andonis,CYP,NA,NA,Athletics,2008,NA
Men,400 m T46,Bronze,COLMENARES Samuel,VEN,NA,NA,Athletics,2008,NA
Men,400 m T52,Gold,ITO Tomoya,JPN,NA,NA,Athletics,2008,NA
Men,400 m T52,Silver,TAKADA Toshihiro,JPN,NA,NA,Athletics,2008,NA
Men,400 m T52,Bronze,BERGERON Dean,CAN,NA,NA,Athletics,2008,NA
Men,400 m T53,Gold,HONG Sukman,KOR,NA,NA,Athletics,2008,NA
Men,400 m T53,Silver,LI Huzhao,CHN,NA,NA,Athletics,2008,NA
Men,400 m T53,Bronze,COLMAN Richard,AUS,NA,NA,Athletics,2008,NA
Men,400 m T54,Gold,ZHANG Lixin,CHN,NA,NA,Athletics,2008,NA
Men,400 m T54,Silver,WEIR David,GBR,NA,NA,Athletics,2008,NA
Men,400 m T54,Bronze,KONJEN Saichon,THA,NA,NA,Athletics,2008,NA
Men,800 m T12,Gold,ZHIOU Abderrahim,TUN,NA,NA,Athletics,2008,NA
Men,800 m T12,Silver,RASHID Lazaro,CUB,NA,NA,Athletics,2008,NA
Men,800 m T12,Bronze,SANTOS Odair,BRA,NA,NA,Athletics,2008,NA
Men,800 m T13,Gold,MAME Abdelillah,MAR,NA,NA,Athletics,2008,NA
Men,800 m T13,Silver,"GOTTWALD, JR. Peter",USA,NA,NA,Athletics,2008,NA
Men,800 m T13,Bronze,SEKHRI Zine Eddine,ALG,NA,NA,Athletics,2008,NA
Men,800 m T36,Gold,AREFYEV Artem,RUS,NA,NA,Athletics,2008,NA
Men,800 m T36,Silver,HE Chengen,CHN,NA,NA,Athletics,2008,NA
Men,800 m T36,Bronze,KHARAGEZOV Pavel,RUS,NA,NA,Athletics,2008,NA
Men,800 m T37,Gold,MCKILLOP Michael,IRL,NA,NA,Athletics,2008,NA
Men,800 m T37,Silver,SCOTT Brad,AUS,NA,NA,Athletics,2008,NA
Men,800 m T37,Bronze,MASTOURI Djamel,FRA,NA,NA,Athletics,2008,NA
Men,800 m T46,Gold,AWIZEN Marcin,POL,NA,NA,Athletics,2008,NA
Men,800 m T46,Silver,NOUIOUA Samir,ALG,NA,NA,Athletics,2008,NA
Men,800 m T46,Bronze,AIT KHAMOUCH Abderrahman,ESP,NA,NA,Athletics,2008,NA
Men,800 m T52,Gold,ITO Tomoya,JPN,NA,NA,Athletics,2008,NA
Men,800 m T52,Silver,TAKADA Toshihiro,JPN,NA,NA,Athletics,2008,NA
Men,800 m T52,Bronze,GEIERSPICHLER Thomas,AUT,NA,NA,Athletics,2008,NA
Men,800 m T53,Gold,LI Huzhao,CHN,NA,NA,Athletics,2008,NA
Men,800 m T53,Silver,GEORGE Joshua,USA,NA,NA,Athletics,2008,NA
Men,800 m T53,Bronze,HONG Sukman,KOR,NA,NA,Athletics,2008,NA
Men,800 m T54,Gold,WEIR David,GBR,NA,NA,Athletics,2008,NA
Men,800 m T54,Silver,FEARNLEY Kurt,AUS,NA,NA,Athletics,2008,NA
Men,800 m T54,Bronze,WAHORAM Prawat,THA,NA,NA,Athletics,2008,NA
Men,1500 m T11,Gold,ZHANG Zhen,CHN,NA,NA,Athletics,2008,NA
Men,1500 m T11,Silver,KIMANI Samwel Mushai,KEN,NA,NA,Athletics,2008,NA
Men,1500 m T11,Bronze,DUNKERLEY Jason Joseph,CAN,NA,NA,Athletics,2008,NA
Men,1500 m T13,Gold,KIRWA Henry,KEN,NA,NA,Athletics,2008,NA
Men,1500 m T13,Silver,RASHID Lazaro,CUB,NA,NA,Athletics,2008,NA
Men,1500 m T13,Bronze,AVILA Ignacio,ESP,NA,NA,Athletics,2008,NA
Men,1500 m T46,Gold,TARBEI Abraham,KEN,NA,NA,Athletics,2008,NA
Men,1500 m T46,Silver,AIT KHAMOUCH Abderrahman,ESP,NA,NA,Athletics,2008,NA
Men,1500 m T46,Bronze,NOUIOUA Samir,ALG,NA,NA,Athletics,2008,NA
Men,1500 m T54,Gold,WEIR David,GBR,NA,NA,Athletics,2008,NA
Men,1500 m T54,Silver,WAHORAM Prawat,THA,NA,NA,Athletics,2008,NA
Men,1500 m T54,Bronze,FEARNLEY Kurt,AUS,NA,NA,Athletics,2008,NA
Men,5000 m T11,Gold,ZHANG Zhen,CHN,NA,NA,Athletics,2008,NA
Men,5000 m T11,Silver,KARANJA Francis Thuo,KEN,NA,NA,Athletics,2008,NA
Men,5000 m T11,Bronze,WANYOIKE Henry,KEN,NA,NA,Athletics,2008,NA
Men,5000 m T13,Gold,KIRWA Henry,KEN,NA,NA,Athletics,2008,NA
Men,5000 m T13,Silver,BENIBRAHIM Youssef,MAR,NA,NA,Athletics,2008,NA
Men,5000 m T13,Bronze,SANTOS Odair,BRA,NA,NA,Athletics,2008,NA
Men,5000 m T46,Gold,TARBEI Abraham,KEN,NA,NA,Athletics,2008,NA
Men,5000 m T46,Silver,FOUZAI Mohamed,TUN,NA,NA,Athletics,2008,NA
Men,5000 m T46,Bronze,SANTILLAN HERNANDEZ Mario,MEX,NA,NA,Athletics,2008,NA
Men,5000 m T54,Gold,WAHORAM Prawat,THA,NA,NA,Athletics,2008,NA
Men,5000 m T54,Silver,FEARNLEY Kurt,AUS,NA,NA,Athletics,2008,NA
Men,5000 m T54,Bronze,WEIR David,GBR,NA,NA,Athletics,2008,NA
Men,10000 m T12,Gold,KIRWA Henry,KEN,NA,NA,Athletics,2008,NA
Men,10000 m T12,Silver,ZHIOU Abderrahim,TUN,NA,NA,Athletics,2008,NA
Men,10000 m T12,Bronze,SANTOS Odair,BRA,NA,NA,Athletics,2008,NA
Men,Marathon T12,Gold,QI Shun,CHN,NA,NA,Athletics,2008,NA
Men,Marathon T12,Silver,SERNA MORENO Elkin Alonso,COL,NA,NA,Athletics,2008,NA
Men,Marathon T12,Bronze,POMYKALOV Ildar,RUS,NA,NA,Athletics,2008,NA
Men,Marathon T46,Gold,SANTILLAN HERNANDEZ Mario,MEX,NA,NA,Athletics,2008,NA
Men,Marathon T46,Silver,SENA Tito,BRA,NA,NA,Athletics,2008,NA
Men,Marathon T46,Bronze,ENDRIZZI Walter,ITA,NA,NA,Athletics,2008,NA
Men,Marathon T52,Gold,GEIERSPICHLER Thomas,AUT,NA,NA,Athletics,2008,NA
Men,Marathon T52,Silver,UEYONABARU Hirokazu,JPN,NA,NA,Athletics,2008,NA
Men,Marathon T52,Bronze,TAKADA Toshihiro,JPN,NA,NA,Athletics,2008,NA
Men,Marathon T54,Gold,FEARNLEY Kurt,AUS,NA,NA,Athletics,2008,NA
Men,Marathon T54,Silver,SASAHARA Hiroki,JPN,NA,NA,Athletics,2008,NA
Men,Marathon T54,Bronze,VAN DYK Ernst Francois,RSA,NA,NA,Athletics,2008,NA
Men,High Jump F44/46,Gold,SKIBA Jeff,USA,NA,NA,Athletics,2008,NA
Men,High Jump F44/46,Silver,CHATMAN Aaron,AUS,NA,NA,Athletics,2008,NA
Men,High Jump F44/46,Bronze,CHEN Hongjie,CHN,NA,NA,Athletics,2008,NA
Men,Long Jump F11,Gold,LI Duan,CHN,NA,NA,Athletics,2008,NA
Men,Long Jump F11,Silver,GILLETTE Lex,USA,NA,NA,Athletics,2008,NA
Men,Long Jump F11,Bronze,BARAKAS Athanasios,GRE,NA,NA,Athletics,2008,NA
Men,Long Jump F12,Gold,LANGENHOVEN Hilton,RSA,NA,NA,Athletics,2008,NA
Men,Long Jump F12,Silver,ALSHANQITI Osamah,KSA,NA,NA,Athletics,2008,NA
Men,Long Jump F12,Bronze,PANYUTIN Oleg,AZE,NA,NA,Athletics,2008,NA
Men,Long Jump F37/38,Gold,CHIDA Mohamed Farhat,TUN,NA,NA,Athletics,2008,NA
Men,Long Jump F37/38,Silver,ALI Haider,PAK,NA,NA,Athletics,2008,NA
Men,Long Jump F37/38,Bronze,MA Yuxi,CHN,NA,NA,Athletics,2008,NA
Men,Long Jump F42/44,Gold,CZYZ Wojtek,GER,NA,NA,Athletics,2008,NA
Men,Long Jump F42/44,Silver,YAMAMOTO Atsushi,JPN,NA,NA,Athletics,2008,NA
Men,Long Jump F42/44,Bronze,TIBBS Casey,USA,NA,NA,Athletics,2008,NA
Men,Long Jump F46,Gold,ASSOUMANI Arnaud,FRA,NA,NA,Athletics,2008,NA
Men,Long Jump F46,Silver,ROOS David,RSA,NA,NA,Athletics,2008,NA
Men,Long Jump F46,Bronze,LI Kangyong,CHN,NA,NA,Athletics,2008,NA
Men,Triple Jump F11,Gold,LI Duan,CHN,NA,NA,Athletics,2008,NA
Men,Triple Jump F11,Silver,BILALOV Zeynidin,AZE,NA,NA,Athletics,2008,NA
Men,Triple Jump F11,Bronze,PORRAS Xavier,ESP,NA,NA,Athletics,2008,NA
Men,Triple Jump F12,Gold,ALSHANQITI Osamah,KSA,NA,NA,Athletics,2008,NA
Men,Triple Jump F12,Silver,KYTSENKO Ivan,UKR,NA,NA,Athletics,2008,NA
Men,Triple Jump F12,Bronze,ZAYETS Vladimir,AZE,NA,NA,Athletics,2008,NA
Men,Shot Put F11/12,Gold,CASINOS SIERRA David,ESP,NA,NA,Athletics,2008,NA
Men,Shot Put F11/12,Silver,ANDRIUSHCHENKO Vladimir,RUS,NA,NA,Athletics,2008,NA
Men,Shot Put F11/12,Bronze,LISHCHYNSKYI Vasyl,UKR,NA,NA,Athletics,2008,NA
Men,Shot Put F32,Gold,BETINA Karim,ALG,NA,NA,Athletics,2008,NA
Men,Shot Put F32,Silver,IDOUDI Mourad,TUN,NA,NA,Athletics,2008,NA
Men,Shot Put F32,Bronze,BAKIRI Mounir,ALG,NA,NA,Athletics,2008,NA
Men,Shot Put F35/36,Gold,GUO Wei,CHN,NA,NA,Athletics,2008,NA
Men,Shot Put F35/36,Silver,BERGS Edgars,LAT,NA,NA,Athletics,2008,NA
Men,Shot Put F35/36,Bronze,PIOTROWSKI Pawel,POL,NA,NA,Athletics,2008,NA
Men,Shot Put F37/38,Gold,XIA Dong,CHN,NA,NA,Athletics,2008,NA
Men,Shot Put F37/38,Silver,BLATKIEWICZ Tomasz,POL,NA,NA,Athletics,2008,NA
Men,Shot Put F37/38,Bronze,LOOSCH Thomas,GER,NA,NA,Athletics,2008,NA
Men,Shot Put F40,Gold,STATHELAKOS Paschalis,GRE,NA,NA,Athletics,2008,NA
Men,Shot Put F40,Silver,MESTER Mathias,GER,NA,NA,Athletics,2008,NA
Men,Shot Put F40,Bronze,GHERZOULI Hocine,ALG,NA,NA,Athletics,2008,NA
Men,Shot Put F42,Gold,KRALJ Darko,CRO,NA,NA,Athletics,2008,NA
Men,Shot Put F42,Silver,"NAROZHNYY Maxim",RUS,NA,NA,Athletics,2008,NA
Men,Shot Put F42,Bronze,LOMBAARD Fanie,RSA,NA,NA,Athletics,2008,NA
Men,Shot Put F44,Gold,CHRISTIANSEN Jackie,DEN,NA,NA,Athletics,2008,NA
Men,Shot Put F44,Silver,RAISON Paul,AUS,NA,NA,Athletics,2008,NA
Men,Shot Put F44,Bronze,FONSECA Gerdan,CUB,NA,NA,Athletics,2008,NA
Men,Shot Put F33/34/52,Gold,KARDJENA Kamel,ALG,NA,NA,Athletics,2008,NA
Men,Shot Put F33/34/52,Silver,APINIS Aigars,LAT,NA,NA,Athletics,2008,NA
Men,Shot Put F33/34/52,Bronze,PETTEY Kyle,CAN,NA,NA,Athletics,2008,NA
Men,Shot Put F53/54,Gold,MAXIMO DE JESUS Mauro,MEX,NA,NA,Athletics,2008,NA
Men,Shot Put F53/54,Silver,NIINIMAKI Markku,FIN,NA,NA,Athletics,2008,NA
Men,Shot Put F53/54,Bronze,FERNANDES Che Jon,GRE,NA,NA,Athletics,2008,NA
Men,Shot Put F55/56,Gold,MUSAYEV Olokhan,AZE,NA,NA,Athletics,2008,NA
Men,Shot Put F55/56,Silver,SMORSZCZEWSKI Krzysztof,POL,NA,NA,Athletics,2008,NA
Men,Shot Put F55/56,Bronze,NEMEC Martin,CZE,NA,NA,Athletics,2008,NA
Men,Shot Put F57/58,Gold,ASHAPATOV Alexey,RUS,NA,NA,Athletics,2008,NA
Men,Shot Put F57/58,Silver,ELSHEBLI Jamil,JOR,NA,NA,Athletics,2008,NA
Men,Shot Put F57/58,Bronze,TSIOU Anastasios,GRE,NA,NA,Athletics,2008,NA
Men,Discus Throw F11/12,Gold,LISHCHYNSKYI Vasyl,UKR,NA,NA,Athletics,2008,NA
Men,Discus Throw F11/12,Silver,BALDASSARRI Sebastian,ARG,NA,NA,Athletics,2008,NA
Men,Discus Throw F11/12,Bronze,IASYNOVYI Oleksandr,UKR,NA,NA,Athletics,2008,NA
Men,Discus Throw F35/36,Gold,GUO Wei,CHN,NA,NA,Athletics,2008,NA
Men,Discus Throw F35/36,Silver,WANG Wenbo,CHN,NA,NA,Athletics,2008,NA
Men,Discus Throw F35/36,Bronze,BENADE Reginald,"NAM",NA,NA,Athletics,2008,NA
Men,Discus Throw F37/38,Gold,HARDANI Javad,IRI,NA,NA,Athletics,2008,NA
Men,Discus Throw F37/38,Silver,ZHABNYAK Mykola,UKR,NA,NA,Athletics,2008,NA
Men,Discus Throw F37/38,Bronze,XIA Dong,CHN,NA,NA,Athletics,2008,NA
Men,Discus Throw F42,Gold,LOMBAARD Fanie,RSA,NA,NA,Athletics,2008,NA
Men,Discus Throw F42,Silver,KARAM ZADEH Mehrdad,IRI,NA,NA,Athletics,2008,NA
Men,Discus Throw F42,Bronze,WANG Lezheng,CHN,NA,NA,Athletics,2008,NA
Men,Discus Throw F44,Gold,CAMPBELL Jeremy,USA,NA,NA,Athletics,2008,NA
