SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20080690,2007,3,15,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,8296,2006,y,15,NC,,,,,502,1,,t,PAFBC,9,
20080691,2007,3,19,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,9573,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080692,2007,3,19,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,9111,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080693,2007,3,21,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,10587,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080694,2007,3,21,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,10666,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080695,2007,3,23,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,8769,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080696,2007,3,23,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,9777,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080697,2007,3,27,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,10605,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080698,2007,3,27,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,10418,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080699,2007,3,30,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,10555,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080700,2007,3,30,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,10000,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080701,2007,4,5,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,9334,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080702,2007,4,5,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,9180,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080703,2007,4,9,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,3786,2006,y,16,NC,,,,,236,1,,t,PAFBC,9,
20080704,2007,3,14,ER,PA,FOURMILE CK,,,,522,PENN,,RBT,STT,3900,2006,y,15,NC,,,,,353,1,,t,PAFBC,9,
20080705,2007,3,14,ER,PA,FOURMILE CK,,,,522,PENN,,RBT,STT,4500,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080706,2007,3,14,ER,PA,FOURMILE CK,,,,522,PENN,,RBT,STT,2820,2006,y,15,NC,,,,,266,1,,t,PAFBC,9,
20080707,2007,3,19,ER,PA,FOURMILE CK,,,,522,PENN,,RBT,STT,2820,2006,y,15,NC,,,,,266,1,,t,PAFBC,9,
20080708,2007,2,26,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,8250,2006,y,14,NC,,,,,379,1,,t,PAFBC,9,
20080709,2007,2,27,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,8660,2006,y,14,NC,,,,,392,1,,t,PAFBC,9,
20080710,2007,2,28,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,1810,2006,y,14,NC,,,,,88,1,,t,PAFBC,9,
20080711,2007,3,21,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,3320,2006,y,15,NC,,,,,300,1,,t,PAFBC,9,
20080712,2007,4,2,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,15400,2006,y,16,NC,,,,,1394,1,,t,PAFBC,9,
20080713,2007,3,16,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,4386,2006,y,15,NC,,,,,459,1,,t,PAFBC,9,
20080714,2007,3,16,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,4974,2006,y,15,NC,,,,,459,1,,t,PAFBC,9,
20080715,2007,3,29,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,3136,2006,y,15,NC,,,,,284,1,,t,PAFBC,9,
20080716,2007,3,29,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,3137,2006,y,15,NC,,,,,284,1,,t,PAFBC,9,
20080717,2007,4,23,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,5161,2006,y,16,NC,,,,,290,1,,t,PAFBC,9,
20080718,2007,4,23,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,9194,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080719,2007,4,24,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,9194,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080720,2007,4,24,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,9032,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080721,2007,4,25,ER,PA,PRESQUE ISLE BAY,,,,521,PENN,,RBT,STT,1854,2006,y,16,NC,,,,,104,1,,t,PAFBC,9,
20080722,2007,3,1,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,6750,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080723,2007,3,1,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,6750,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080724,2007,3,1,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,6750,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080725,2007,3,5,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,6300,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080726,2007,3,5,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,6660,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080727,2007,3,5,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,7474,2006,y,15,NC,,,,,457,1,,t,PAFBC,9,
20080728,2007,3,6,ER,PA,RACCOON CK,,,,619,PENN,,RBT,STT,6116,2006,y,15,NC,,,,,266,1,,t,PAFBC,9,
20080729,2007,4,12,ER,PA,SEVENMILE CK,,,,522,PENN,,RBT,STT,9913,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080730,2007,4,12,ER,PA,SEVENMILE CK,,,,522,PENN,,RBT,STT,8807,2006,y,16,NC,,,,,474,1,,t,PAFBC,9,
20080731,2007,2,26,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,6936,2006,y,14,NC,,,,,337,1,,t,PAFBC,9,
20080732,2007,2,27,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,7841,2006,y,14,NC,,,,,382,1,,t,PAFBC,9,
20080733,2007,2,28,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,5275,2006,y,14,NC,,,,,253,1,,t,PAFBC,9,
20080734,2007,2,28,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,7289,2006,y,14,NC,,,,,369,1,,t,PAFBC,9,
20080735,2007,3,1,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,7759,2006,y,15,NC,,,,,350,1,,t,PAFBC,9,
20080736,2007,3,7,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,6100,2006,y,15,NC,,,,,442,1,,t,PAFBC,9,
20080737,2007,3,7,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,4540,2006,y,15,NC,,,,,411,1,,t,PAFBC,9,
20080738,2007,3,7,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,4550,2006,y,15,NC,,,,,411,1,,t,PAFBC,9,
20080739,2007,3,7,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,4560,2006,y,15,NC,,,,,412,1,,t,PAFBC,9,
20080740,2007,3,19,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,3600,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080741,2007,3,20,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,3600,2006,y,15,NC,,,,,407,1,,t,PAFBC,9,
20080742,2007,3,22,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,3700,2006,y,15,NC,,,,,433,1,,t,PAFBC,9,
20080743,2007,3,26,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,4450,2006,y,15,NC,,,,,411,1,,t,PAFBC,9,
20080744,2007,4,6,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,STT,9344,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080745,2007,4,17,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,STT,7200,2006,y,16,NC,,,,,489,1,,t,PAFBC,9,
20080746,2007,4,17,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,STT,6522,2006,y,16,NC,,,,,475,1,,t,PAFBC,9,
20080747,2007,4,18,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,STT,7670,2006,y,16,NC,,,,,455,1,,t,PAFBC,9,
20080748,2007,4,20,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,STT,6704,2006,y,16,NC,,,,,489,1,,t,PAFBC,9,
20080749,2007,3,13,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,11789,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080750,2007,3,13,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,11350,2006,y,15,NC,,,,,502,1,,t,PAFBC,9,
20080751,2007,3,16,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,9573,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080752,2007,3,16,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,9116,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080753,2007,3,20,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,10469,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080754,2007,3,20,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,9744,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080755,2007,3,22,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,10000,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080756,2007,3,22,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,9220,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080757,2007,3,26,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,11176,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080758,2007,3,26,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,10182,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080759,2007,3,28,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,10364,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080760,2007,3,28,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,10182,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080761,2007,4,3,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,8770,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080762,2007,4,3,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,9093,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080763,2007,4,6,ER,PA,TWENTYMILE CK,,,,523,PENN,,RBT,STT,8732,2006,y,16,NC,,,,,482,1,,t,PAFBC,9,
20080764,2007,3,7,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,11400,2006,y,15,NC,,,,,475,1,,t,PAFBC,9,
20080765,2007,3,7,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,11400,2006,y,15,NC,,,,,475,1,,t,PAFBC,9,
20080766,2007,3,9,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,11400,2006,y,15,NC,,,,,475,1,,t,PAFBC,9,
20080767,2007,3,9,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,11400,2006,y,15,NC,,,,,475,1,,t,PAFBC,9,
20080768,2007,3,29,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,12159,2006,y,15,NC,,,,,516,1,,t,PAFBC,9,
20080769,2007,3,29,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,11974,2006,y,15,NC,,,,,507,1,,t,PAFBC,9,
20080770,2007,4,2,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9877,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080771,2007,4,2,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,8615,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080772,2007,4,4,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9620,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080773,2007,4,4,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9451,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080774,2007,4,9,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,4130,2006,y,16,NC,,,,,258,1,,t,PAFBC,9,
20080775,2007,4,9,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,8115,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080776,2007,4,10,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9743,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080777,2007,4,10,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9572,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080778,2007,4,11,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9744,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080779,2007,4,16,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9580,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080780,2007,4,16,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,7619,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080781,2007,4,19,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,9500,2006,y,16,NC,,,,,516,1,,t,PAFBC,9,
20080782,2007,4,19,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,8885,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080783,2007,4,20,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,8549,2006,y,16,NC,,,,,507,1,,t,PAFBC,9,
20080784,2007,4,23,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,3851,2006,y,16,NC,,,,,217,1,,t,PAFBC,9,
20080785,2007,,,ER,PA,WALNUT CK,,,,620,PENN,,RBT,STT,1000,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080786,2007,,,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,18000,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080787,2007,,,ER,PA,GODFREY RN,,,,619,PENN,,BKT,DO,500,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080788,2007,,,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,17000,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080789,2007,,,ER,PA,TROUT RN,,,,619,PENN,,RBT,STT,16000,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080790,2007,,,ER,PA,GODFREY RN,,,,619,PENN,,RBT,STT,45000,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080791,2007,,,ER,PA,ELK CK,,,,619,PENN,,RBT,STT,8000,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080792,2007,,,ER,PA,TEMPLE CK,,,,718,PENN,,BKT,DO,2450,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080793,2007,,,ER,PA,TEMPLE CK,,,,718,PENN,,BNT,DO,1100,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080794,2007,,,ER,PA,TEMPLE CK,,,,718,PENN,,RBT,DO,3090,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080795,2007,,,ER,PA,TEMPLE CK,,,,718,PENN,,RBT,PAT,175,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080796,2007,,,ER,PA,CONNEAUT CK/WB,,,,718,PENN,,BKT,DO,1900,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080797,2007,,,ER,PA,CONNEAUT CK/WB,,,,718,PENN,,BNT,DO,830,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080798,2007,,,ER,PA,CONNEAUT CK/WB,,,,718,PENN,,RBT,DO,2300,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080799,2007,,,ER,PA,CONNEAUT CK/WB,,,,718,PENN,,RBT,PAT,60,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080800,2007,,,ER,PA,TAYLOR RUN,,,,718,PENN,,BKT,DO,900,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080801,2007,,,ER,PA,TAYLOR RUN,,,,718,PENN,,BNT,DO,470,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080802,2007,,,ER,PA,TAYLOR RUN,,,,718,PENN,,RBT,DO,650,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080803,2007,,,ER,PA,TAYLOR RUN,,,,718,PENN,,RBT,PAT,55,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080804,2007,,,ER,PA,ELK CK,,,,619,PENN,,BKT,DO,250,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080805,2007,,,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,250,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080806,2007,,,ER,PA,ELK CK,,,,619,PENN,,RBT,DO,150,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080807,2007,,,ER,PA,ELK CK,,,,619,PENN,,RBT,PAT,50,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080808,2007,,,ER,PA,FOURMILE CK,,,,522,PENN,,BKT,DO,105,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080809,2007,,,ER,PA,FOURMILE CK,,,,522,PENN,,BNT,DO,320,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080810,2007,,,ER,PA,FOURMILE CK,,,,522,PENN,,RBT,STT,535,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080811,2007,,,ER,PA,SEVENMILE CK,,,,522,PENN,,BKT,DO,150,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080812,2007,,,ER,PA,SEVENMILE CK,,,,522,PENN,,BNT,DO,375,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080813,2007,,,ER,PA,SEVENMILE CK,,,,522,PENN,,RBT,STT,920,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080814,2007,,,ER,PA,SEVENMILE CK,,,,522,PENN,,RBT,PAT,2,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080815,2007,,,ER,PA,TWELVEMILE CK,,,,523,PENN,,BKT,DO,215,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080816,2007,,,ER,PA,TWELVEMILE CK,,,,523,PENN,,BNT,DO,570,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080817,2007,,,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,STT,5070,2006,y,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080818,2007,,,ER,PA,TWELVEMILE CK,,,,523,PENN,,RBT,PAT,1,2006,a,,NC,,,,,,1,,t,PAFBC-NGO,9,
20080819,2007,4,13,ER,PA,CASCADE CK,,,,521,PENN,,BNT,DO,600,2006,a,,NC,,,,,160,,,t,PAFBC,9,
20080820,2007,4,17,ER,PA,CASCADE CK,,,,521,PENN,,BNT,DO,300,2006,a,,NC,,,,,84,,,t,PAFBC,9,
20080821,2007,4,26,ER,PA,CASCADE CK,,,,521,PENN,,BNT,DO,300,2006,a,,NC,,,,,80,,,t,PAFBC,9,
20080822,2007,4,13,ER,PA,CONNEAUT CK,,,,718,PENN,,BNT,DO,2775,2006,a,,NC,,,,,741,,,t,PAFBC,9,
20080823,2007,4,13,ER,PA,CONNEAUT CK,,,,718,PENN,,BNT,DO,25,2006,a,,NC,,,,,23,,,t,PAFBC,9,
20080824,2007,4,30,ER,PA,CONNEAUT CK,,,,718,PENN,,BNT,DO,1885,2006,a,,NC,,,,,550,,,t,PAFBC,9,
20080825,2007,4,30,ER,PA,CONNEAUT CK,,,,718,PENN,,BNT,DO,15,2006,a,,NC,,,,,14,,,t,PAFBC,9,
20080826,2007,4,13,ER,PA,CROOKED CK,,,,619,PENN,,BNT,DO,1000,2006,a,,NC,,,,,267,,,t,PAFBC,9,
20080827,2007,4,30,ER,PA,CROOKED CK,,,,619,PENN,,BNT,DO,1000,2006,a,,NC,,,,,291,,,t,PAFBC,9,
20080828,2007,2,15,ER,PA,E BASIN POND,,,,521,PENN,,BNT,DO,250,2006,a,,NC,,,,,118,,,t,PAFBC,9,
20080829,2007,4,10,ER,PA,E BASIN POND,,,,521,PENN,,BNT,DO,896,2006,a,,NC,,,,,236,,,t,PAFBC,9,
20080830,2007,4,10,ER,PA,E BASIN POND,,,,521,PENN,,BNT,DO,4,2006,a,,NC,,,,,4,,,t,PAFBC,9,
20080831,2007,4,17,ER,PA,E BASIN POND,,,,521,PENN,,BNT,DO,400,2006,a,,NC,,,,,112,,,t,PAFBC,9,
20080832,2007,4,13,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,1300,2006,a,,NC,,,,,347,,,t,PAFBC,9,
20080833,2007,4,13,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,2800,2006,a,,NC,,,,,748,,,t,PAFBC,9,
20080834,2007,4,18,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,1300,2006,a,,NC,,,,,366,,,t,PAFBC,9,
20080835,2007,4,18,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,2800,2006,a,,NC,,,,,788,,,t,PAFBC,9,
20080836,2007,4,13,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,2100,2006,a,,NC,,,,,561,,,t,PAFBC,9,
20080837,2007,4,30,ER,PA,ELK CK,,,,619,PENN,,BNT,DO,1100,2006,a,,NC,,,,,297,,,t,PAFBC,9,
20080838,2007,4,13,ER,PA,TWENTYMILE CK,,,,523,PENN,,BNT,DO,700,2006,a,,NC,,,,,187,,,t,PAFBC,9,
20080839,2007,4,18,ER,PA,TWENTYMILE CK,,,,523,PENN,,BNT,DO,700,2006,a,,NC,,,,,197,,,t,PAFBC,9,
20080840,2007,2,15,ER,PA,W. BASIN POND,,,,521,PENN,,BNT,DO,250,2006,a,,NC,,,,,118,,,t,PAFBC,9,
20080841,2007,4,10,ER,PA,W. BASIN POND,,,,521,PENN,,BNT,DO,896,2006,a,,NC,,,,,236,,,t,PAFBC,9,
20080842,2007,4,10,ER,PA,W. BASIN POND,,,,521,PENN,,BNT,DO,4,2006,a,,NC,,,,,4,,,t,PAFBC,9,
20080843,2007,4,17,ER,PA,W. BASIN POND,,,,521,PENN,,BNT,DO,400,2006,a,,NC,,,,,112,,,t,PAFBC,9,
20080844,2006,4,28,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,WAE,KAKAGON,3600000,2006,fry,0,NC,,,,,,1,,i,BRNRD,9,Healthy
20080845,2006,5,1,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,WAE,KAKAGON,3630000,2006,fry,0,NC,,,,,,1,,i,BRNRD,9,Healthy
20080846,2006,6,12,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,WAE,KAKAGON,158959,2006,f,3,NC,,,,,,1,,i,BRNRD,9,"Healthy, 2.5 to 3"""
20080847,2006,4,28,SU,WI,BAD RIVER,,,,1510,WISC,WI2,WAE,KAKAGON,600000,2006,fry,0,NC,,,,,,1,,i,BRNRD,9,Healthy
20080848,2006,5,1,SU,WI,BAD RIVER,,,,1510,WISC,WI2,WAE,KAKAGON,450000,2006,fry,0,NC,,,,,,1,,i,BRNRD,9,Healthy
20080849,2006,6,13,SU,WI,BAD RIVER,,,,1510,WISC,WI2,WAE,KAKAGON,164272,2006,f,3,NC,,,,,,1,,i,BRNRD,9,"Healthy, 2.5 to 3"""
20080850,2007,4,28,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,WAE,KAKAGON,16586200,2007,fry,0,NC,,,,,,1,,i,BRNRD,9,Healthy
20080851,2007,4,30,SU,WI,BAD RIVER,,,,1510,WISC,WI2,WAE,KAKAGON,698500,2007,fry,0,NC,,,,,,1,,i,BRNRD,9,Healthy
20080852,2007,6,11,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,WAE,KAKAGON,217000,2007,f,1.3,NC,,,,33,36,1,,i,BRNRD,9,Healthy
20080853,2007,6,25,SU,WI,BEAR TRAP CR.,,,,1509,WISC,WI2,WAE,KAKAGON,230936,2007,f,1.3,NC,,,,33,33,1,,i,BRNRD,9,Healthy
20080854,2007,6,25,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,WAE,KAKAGON,6530,2007,f,1.5,NC,,,,48,14,1,,i,BRNRD,9,Healthy
20080855,2007,6,26,SU,WI,BAD RIVER,,,,1510,WISC,WI2,WAE,KAKAGON,79207,2007,f,2,NC,,,,56,54,1,,i,BRNRD,9,Healthy
20080856,2007,8,,SU,WI,KAKAGON R.,,,,1509,WISC,WI2,YEP,L. SUPERIOR,51200,2007,f,4,NC,,,,,,1,,i,BRNRD,9,"Healthy, 1.75 to 3"""
20080857,2007,5,8,ON,NY,STONY POINT,,,,422,NO2,,LAT,SLW,10879,2006,y,,ADCWT,,600149,91,211,730,0,,,USFWS,9,Pittsford
20080858,2007,5,8,ON,NY,STONY POINT,,,,422,NO2,,LAT,SLW,12888,2006,y,,ADCWT,,600149,91,208,818,0,,,USFWS,9,Pittsford
20080859,2007,5,8,ON,NY,STONY POINT,,,,422,NO2,,LAT,SLW,8970,2006,y,,ADCWT,,600149,91,218,627,0,,,USFWS,9,Pittsford
20080860,2007,5,8,ON,NY,STONY POINT,,,,422,NO2,,LAT,SLW,10492,2006,y,,ADCWT,,600149,91,221,782,0,,,USFWS,9,Pittsford
20080861,2007,5,9,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,9992,2006,y,,ADCWT,,600147,83,208,643,0,,,USFWS,9,Pittsford
20080862,2007,5,9,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,10359,2006,y,,ADCWT,,600147,83,213,703,0,,,USFWS,9,Pittsford
20080863,2007,5,9,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,10435,2006,y,,ADCWT,,600147,83,208,668,0,,,USFWS,9,Pittsford
20080864,2007,5,9,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,9846,2006,y,,ADCWT,,600147,83,203,581,0,,,USFWS,9,Pittsford
20080865,2007,5,11,ON,NY,SODUS,,,,819,NO2,,LAT,SLW,23722,2006,y,,ADCWT,,600136,88,185,1077,0,,,USFWS,9,White River
20080866,2007,5,11,ON,NY,SODUS,,,,819,NO2,,LAT,SLW,19391,2006,y,,ADCWT,,600136,88,178,753,0,,,USFWS,9,White River
20080867,2007,5,15,ON,NY,OAK ORCHARD,,,,711,NO1,,LAT,SLW,23958,2006,y,,ADCWT,,600135,85,183,1045,0,,,USFWS,9,White River
20080868,2007,5,15,ON,NY,OAK ORCHARD,,,,711,NO1,,LAT,SLW,19623,2006,y,,ADCWT,,600135,85,185,862,0,,,USFWS,9,White River
