id	title	author	year	total_weeks	first_week	debut_rank	best_rank
6483	THE TENTH COMMANDMENT	Lawrence Sanders	1980	16	1980-09-21	1	5
6484	THE TENTH INSIGHT	James Redfield	1996	24	1996-05-12	13	2
6485	THE TENTH JUSTICE	Brad Meltzer	1997	7	1997-06-01	3	8
6486	THE TENTS OF WICKEDNESS	Peter De Vries	1959	8	1959-08-09	14	7
6487	THE TERMINAL MAN	Michael Crichton	1972	19	1972-05-21	9	5
6488	THE TESTAMENT	John Grisham	1999	30	1999-02-21	9	1
6489	THE TESTAMENTS	Margaret Atwood	2019	14	2019-09-29	11	1
649	BELGARATH THE SORCERER	David and Leigh Eddings	1995	4	1995-08-20	5	9
6490	THE THANATOS SYNDROME	Walker Percy	1987	9	1987-04-12	4	7
6491	THE THE HYPNOTIST	Lars Kepler	2011	1	2011-07-17	6	15
6492	THE THIEF	Clive Cussler and Justin Scott	2012	4	2012-03-25	1	1
6493	THE THIEF	J.R. Ward	2018	1	2018-04-29	16	4
6494	THE THIN MAN	Dashiell Hammett	1934	8	1934-01-15	1	1
6495	THE THIN RED LINE	James Jones	1962	18	1962-09-30	13	6
6496	THE THINKING REED	Rebecca West	1936	11	1936-03-16	8	2
6497	THE THIRD ANGEL	Alice Hoffman	2008	1	2008-05-04	11	15
6498	THE THIRD BULLET	Stephen Hunter	2013	4	2013-02-03	1	5
6499	THE THIRD CHOICE	Elizabeth Janeway	1959	3	1959-06-14	14	13
65	A CERTAIN SMILE	Francoise Sagan	1956	19	1956-08-19	14	2
650	BELGRAVIA	Julian Fellowes	2016	3	2016-07-24	1	12
6500	THE THIRD CIRCLE	Amanda Quick	2008	1	2008-05-11	8	11
6501	THE THIRD DEADLY SIN	Lawrence Sanders	1981	24	1981-08-02	7	2
6502	THE THIRD GATE	Lincoln Child	2012	4	2012-07-01	12	4
6503	THE THIRD KINGDOM	Terry Goodkind	2013	2	2013-09-08	10	5
6504	THE THIRD SECRET	Steve Berry	2005	1	2005-06-05	1	13
6505	THE THIRD TARGET	Joel C. Rosenberg	2015	1	2015-01-25	11	14
6506	THE THIRD TWIN	Ken Follett	1996	10	1996-11-10	14	6
6507	THE THIRD WORLD WAR: August 1985	General Sir John Hackett and Other Top-ranking NATO Generals and Advisors	1979	40	1979-05-06	1	3
6508	THE THIRST	Jo Nesbo	2017	2	2017-05-28	5	6
6509	THE THIRTEENTH APOSTLE	Eugene Vale	1959	22	1959-09-06	1	6
651	BELIEVING THE LIE	Elizabeth George	2012	4	2012-01-29	13	1
6510	THE THIRTEENTH TALE	Diane Setterfield	2006	8	2006-10-01	6	1
6511	THE THORN BIRDS	Colleen McCullough	1977	59	1977-05-22	1	1
6512	THE THORN OF ARIMATHEA	Frank G. Slaughter	1959	2	1959-03-22	1	13
6513	THE THORN TREE	Nelia Gardner White	1955	5	1955-05-22	15	14
6514	THE THOUSAND AUTUMNS OF JACOB DE ZOET	David Mitchell	2010	2	2010-07-18	14	11
6515	THE THOUSAND ORCS	R. A. Salvatore	2002	2	2002-11-03	6	11
6516	THE THREE DAUGHTERS OF MADAME LIANG	Pearl S. Buck	1969	2	1969-08-31	4	9
6517	THE THREE SIRENS	Irving Wallace	1963	12	1963-10-27	7	7
6518	THE THREE WEISSMANNS OF WESTPORT	Cathleen Schine	2010	2	2010-03-07	11	7
6519	THE THRESHER	Herbert Krause	1947	2	1947-02-09	3	13
652	BELL TIMSON	Marguerite Steen	1946	7	1946-08-25	8	7
6520	THE THRONE OF SATURN	Allen Drury	1971	17	1971-03-07	7	2
6521	THE TIGER’S WIFE	Tea Obreht	2011	4	2011-03-27	9	6
6522	THE TIME IS NOON	Hiram Haydn	1948	11	1948-04-18	7	7
6523	THE TIME IS NOON	Pearl S. Buck	1967	3	1967-04-09	3	10
6524	THE TIME KEEPER	Mitch Albom	2012	15	2012-09-23	14	1
6525	THE TIME OF THE DRAGONS	Alice Ekert-Rotholz	1958	16	1958-07-13	15	5
6526	THE TIME TRAVELER'S WIFE	Audrey Niffenegger	2003	3	2003-10-05	1	9
6527	THE TIMOTHY FILES	Lawrence Sanders	1987	12	1987-06-14	10	5
6528	THE TIN DRUM	Gunter Grass	1963	9	1963-04-14	1	6
6529	THE TIN FLUTE	Gabrielle Roy	1947	4	1947-05-25	3	14
653	BELLEFLEUR	Joyce Carol Oates	1980	7	1980-08-24	9	11
6530	THE TIN ROOF BLOWDOWN	James Lee Burke	2007	6	2007-08-05	3	4
6531	THE TITAN	Fred Mustard Stewart	1985	2	1985-03-10	7	12
6532	THE TITANIC SECRET	Clive Cussler and Jack Du Brul	2019	3	2019-09-29	1	7
6533	THE TOMBS	Clive Cussler and Thomas Perry	2012	4	2012-09-23	2	4
6534	THE TOMMYKNOCKERS	Stephen King	1987	23	1987-11-29	8	1
6535	THE TONTINE	Thomas B. Costain	1955	23	1955-10-09	15	3
6536	THE TOP OF THE HILL	Irwin Shaw	1979	17	1979-12-16	9	7
6537	THE TOWER OF BABEL	Morris West	1968	17	1968-02-25	14	3
6538	THE TOWERS OF TREBIZOND	Rose Macaulay	1957	9	1957-05-05	12	9
6539	THE TOWN	Conrad Richter	1950	2	1950-06-11	2	12
654	BELONG TO ME	Marisa de los Santos	2008	4	2008-04-20	15	4
6540	THE TOWN	William Faulkner	1957	12	1957-05-19	14	6
6541	THE TOWN HOUSE	Norah Lofts	1959	6	1959-09-27	13	11
6542	THE TRACK OF THE CAT	Walter Van Tilburg Clark	1949	9	1949-06-26	4	7
6543	THE TRAFFICKERS	W.E.B. Griffin and William E. Butterworth IV	2009	1	2009-08-23	11	7
6544	THE TRAIL TO SEVEN PINES	Louis L'Amour	1992	1	1992-07-05	9	14
6545	THE TRANSIT OF VENUS	Shirley Hazzard	1980	1	1980-05-04	10	14
6546	THE TRAVELER	John Twelve Hawks	2005	2	2005-07-17	1	13
6547	THE TRAVELER'S GIFT	Andy Andrews	2003	4	2003-06-01	2	9
6548	THE TRAVELS OF JAIMIE McPHEETERS	Robert Lewis Taylor	1958	18	1958-04-27	13	7
6549	THE TREASURE OF PLEASANT VALLEY	Frank Yerby	1955	1	1955-11-06	16	16
655	BELOVED	Toni Morrison	1987	31	1987-09-20	2	3
6550	THE TREE OF LIBERTY	Elizabeth Page	1939	15	1939-03-06	4	3
6551	THE TREE OF MAN	Patrick White	1955	3	1955-09-04	16	15
6552	THE TRESPASSER	Tana French	2016	4	2016-10-23	12	2
6553	THE TRIBE THAT LOST ITS HEAD	Nicholas Monsarrat	1956	20	1956-11-11	16	3
6554	THE TRISTAN BETRAYAL	Robert Ludlum	2003	2	2003-11-16	4	10
6555	THE TRIUMPH	John Kenneth Galbraith	1968	5	1968-05-05	3	7
6556	THE TRIUMPH OF KATIE BYRNE	Barbara Taylor Bradford	2001	2	2001-04-15	7	13
6557	THE TROUBLED AIR	Irwin Shaw	1951	16	1951-06-24	15	5
6558	THE TROUBLED MAN	Henning Mankell	2011	1	2011-04-17	4	6
6559	THE TRUCE AT BAKURA	Kathy Tyers	1993	7	1993-12-05	3	5
656	BELOVED	Viña Delmar	1956	6	1956-04-22	15	14
6560	THE TRUE AND OUTSTANDING ADVENTURES OF THE HUNT SISTERS	Elisabeth Robinson	2004	1	2004-02-08	4	15
6561	THE TRUTH ABOUT LOVE	Stephanie Laurens	2005	1	2005-04-03	1	13
6562	THE TUNNEL OF LOVE	Peter De Vries	1954	8	1954-06-20	14	12
6563	THE TURN OF THE KEY	Ruth Ware	2019	5	2019-08-25	15	3
6564	THE TURNING WHEELS	Stuart Cloethe	1937	11	1937-11-08	7	4
6565	THE TURQUOISE	Anya Seton	1946	10	1946-02-24	2	7
6566	THE TURQUOISE MASK	Phyllis A. Whitney	1974	1	1974-04-21	1	10
6567	THE TWELFTH CARD	Jeffery Deaver	2005	3	2005-06-26	10	6
6568	THE TWELFTH IMAM	Joel C. Rosenberg	2010	1	2010-11-07	4	8
6569	THE TWELVE	Justin Cronin	2012	3	2012-11-04	1	2
657	BELOW THE BELT	Stuart Woods	2017	4	2017-01-22	13	3
6570	THE TWELVE TRIBES OF HATTIE	Ayana Mathis	2012	10	2012-12-30	7	6
6571	THE TWO MINUTE RULE	Robert Crais	2006	4	2006-03-12	4	6
6572	THE TWO MRS. GRENVILLES	Dominick Dunne	1985	16	1985-08-18	7	5
6573	THE TWO SWORDS	R. A. Salvatore	2004	4	2004-11-07	9	4
6574	THE UGLY AMERICAN	William J. Lederer and Eugene Burdick	1958	76	1958-10-26	16	2
6575	THE UNBEARABLE LIGHTNESS OF BEING	Milan Kundera	1984	1	1984-07-15	10	16
6576	THE UNCOMMON APPEAL OF CLOUDS	Alexander McCall Smith	2012	1	2012-11-11	14	16
6577	THE UNCONQUERED	Ben Ames Williams	1953	20	1953-09-13	9	5
6578	THE UNDEAD POOL	Kim Harrison	2014	2	2014-03-16	5	1
6579	THE UNDERGROUND CITY	H.L. Humes	1958	3	1958-05-25	16	15
658	BELOW THE SALT	Thomas B. Costain	1957	26	1957-10-13	8	3
6580	THE UNDERGROUND MAN	Ross Macdonald	1971	17	1971-03-14	5	4
6581	THE UNDERGROUND RAILROAD	Colson Whitehead	2016	37	2016-08-21	11	1
6582	THE UNDERSTUDY	Elia Kazan	1975	2	1975-03-09	1	10
6583	THE UNDOMESTIC GODDESS	Sophie Kinsella	2005	7	2005-08-07	10	5
6584	THE UNFORGOTTEN PRISONER	R. C. Hutchinson	1934	1	1934-03-05	7	7
6585	THE UNINVITED	Dorothy Macardle	1942	8	1942-08-10	4	4
6586	THE UNION QUILTERS	Jennifer Chiaverini	2011	1	2011-03-13	3	7
6587	THE UNLIKELY SPY	Daniel Silva	1997	5	1997-01-26	12	9
6588	THE UNPOSSESSED	Tess Slesinger	1934	6	1934-05-28	4	2
6589	THE UNSEEN ACADEMICALS	Terry Pratchett	2009	1	2009-10-25	2	13
659	BENEFITS RECEIVED	Alice Grant Rosman	1932	2	1932-07-04	3	2
6590	THE USERS	Joyce Haber	1976	15	1976-12-12	6	4
6591	THE VACATIONERS	Emma Straub	2014	5	2014-06-29	5	10
6592	THE VALHALLA EXCHANGE	Harry Patterson	1977	7	1977-03-20	1	7
6593	THE VALLEY OF AMAZEMENT	Amy Tan	2013	7	2013-11-24	11	4
6594	THE VALLEY OF DECISION	Marcia Davenport	1942	49	1942-11-02	4	1
6595	THE VALLEY OF HORSES	Jean M. Auel	1982	46	1982-09-05	7	2
6596	THE VALLEY OF HORSES	Jean M. Auel.	1983	1	1983-07-10	10	14
6597	THE VALUE OF NOTHING	John Weitz	1970	1	1970-06-14	14	9
6598	THE VAMPIRE ARMAND	Anne Rice	1998	13	1998-11-01	5	2
6599	THE VAMPIRE LESTAT	Anne Rice	1985	7	1985-11-17	10	9
66	A CHAIN OF THUNDER	Jeff Shaara	2013	2	2013-06-09	12	7
660	BENNETT'S WELCOME	Inglis Fletcher	1950	13	1950-11-05	5	7
6600	THE VANISHED MAN	Jeffery Deaver	2003	5	2003-03-30	14	6
6601	THE VANISHING HALF	Brit Bennett	2020	25	2020-06-21	14	1
6602	THE VELVET DOUBLET	James Street	1953	12	1953-01-25	15	8
6603	THE VELVET HORN	Andrew Lytle	1957	3	1957-09-15	1	15
6604	THE VENABLES	Kathleen Norris	1941	2	1941-09-01	5	5
6605	THE VENDETTA DEFENSE	Lisa Scottoline	2001	5	2001-03-18	15	7
6606	THE VENETIAN AFFAIR	Helen MacInnes	1963	31	1963-10-27	9	2
6607	THE VENETIAN BETRAYAL	Steve Berry	2007	4	2007-12-30	14	12
6608	THE VENUS OF KONPARA	John Masters	1960	1	1960-06-12	16	15
6609	THE VERMILLION GATE	Lin Yutang	1953	5	1953-08-09	15	12
661	BENTON'S ROW	Frank Yerby	1954	14	1954-12-19	11	9
6610	THE VICAR OF CHRIST	Walter F. Murphy	1979	13	1979-05-20	10	8
6611	THE VIEW FROM POMPEY'S HEAD	Hamilton Basso	1954	40	1954-11-07	14	1
6612	THE VIEW FROM THE FORTIETH FLOOR	Theodore H. White	1960	17	1960-06-12	14	6
6613	THE VIGILANTES	W. E. B. Griffin and William E. Butterworth IV	2010	3	2010-08-29	4	6
6614	THE VILLA	Nora Roberts	2001	6	2001-04-08	11	2
6615	THE VINES OF YARRABEE	Dorothy Eden	1969	16	1969-03-16	5	6
6616	THE VINEYARD	Barbara Delinsky	2000	5	2000-06-25	2	8
6617	THE VIRGIN'S LOVER	Philippa Gregory	2004	1	2004-12-05	4	15
6618	THE VIRGINIA EXILES	Elizabeth Gray Vining	1955	6	1955-05-29	13	13
6619	THE VIXENS	Frank Yerby	1947	29	1947-05-11	3	2
662	BEOWULF	translated by Seamus Heaney	2000	10	2000-03-19	2	8
6620	THE VOICE AT THE BACK DOOR	Elizabeth Spencer	1957	1	1957-02-03	16	16
6621	THE VOICE OF BUGLE ANN	MacKinlay Kantor	1935	5	1935-09-02	4	4
6622	THE VOLCANO LOVER	Susan Sontag	1992	8	1992-08-30	7	4
6623	THE VOWS OF THE PEACOCK	Alice Walworth Graham	1955	1	1955-05-15	16	16
6624	THE VOYAGE	Charles Morgan	1940	8	1940-11-18	5	3
6625	THE VOYAGE OF THE JERLE SHANNARA: Antrax	Terry Brooks	2001	5	2001-10-07	6	7
6626	THE VOYAGE OF THE JERLE SHANNARA: Ilse Witch	Terry Brooks	2000	4	2000-09-24	1	7
6627	THE VOYAGE OF THE JERLE SHANNARA: Morgawr	Terry Brooks	2002	5	2002-09-15	15	4
6628	THE WAILING WIND	Tony Hillerman	2002	7	2002-05-26	1	5
6629	THE WAITING TIME	Eugenia Price	1997	1	1997-05-25	5	11
663	BEREN AND LÚTHIEN	J.R.R. Tolkien	2017	2	2017-06-18	4	6
6630	THE WALK	Richard Paul Evans	2010	3	2010-04-25	6	4
6631	THE WALKING DEAD: THE ROAD TO WOODBURY	Robert Kirkman	2012	1	2012-11-04	10	11
6632	THE WALKING DRUM	Louis L'Amour	1984	16	1984-05-27	14	2
6633	THE WALL	John Hersey	1950	34	1950-03-12	1	1
6634	THE WALL	Mary Roberts Rinehart	1938	10	1938-07-18	6	3
6635	THE WALLS OF JERICHO	Paul I. Wellman	1947	16	1947-02-23	3	4
6636	THE WALSH GIRLS	Elizabeth Janeway	1943	3	1943-11-15	5	5
6637	THE WANDERER	Mika Waltari	1951	15	1951-11-11	13	7
6638	THE WANDERING HILL	Larry McMurtry	2003	1	2003-06-01	8	15
6639	THE WANTED	Robert Crais	2018	1	2018-01-14	1	9
664	BERGDORF BLONDES	Plum Sykes	2004	14	2004-04-25	6	7
6640	THE WAPSHOT CHRONICLE	John Cheever	1957	13	1957-04-14	14	8
6641	THE WAPSHOT SCANDAL	John Cheever	1964	23	1964-01-26	15	4
6642	THE WAR BETWEEN THE TATES	Alison Lurie	1974	14	1974-09-01	9	5
6643	THE WAR LOVER	John Hersey	1959	22	1959-10-25	12	2
6644	THE WARLORD	Malcolm Bosse	1983	6	1983-06-19	6	11
6645	THE WARSAW PROTOCOL	Steve Berry	2020	1	2020-03-15	12	4
6646	THE WATCH	Carlo Levi	1951	1	1951-08-19	1	16
6647	THE WATCH THAT ENDS THE NIGHT	Hugh MacLennan	1959	19	1959-03-15	14	8
6648	THE WATCHMAN	Robert Crais	2007	5	2007-03-18	8	5
6649	THE WATER DANCER	Ta-Nehisi Coates	2019	12	2019-10-13	9	1
665	BERLIN GAME	Len Deighton	1983	14	1983-12-25	5	4
6650	THE WATER KNIFE	Paolo Bacigalupi	2015	1	2015-06-14	4	16
6651	THE WATERS OF ETERNAL YOUTH	Donna Leon	2016	1	2016-03-27	13	8
6652	THE WATERS UNDER THE EARTH	John Moore	1965	1	1965-12-05	7	10
6653	THE WATERWORKS	E.L. Doctorow	1994	8	1994-07-03	9	5
6654	THE WAVES OF NIGHT	Harry Mark Petrakis	1969	2	1969-06-29	8	7
6655	THE WAY OF KINGS	Brandon Sanderson	2010	2	2010-09-19	5	7
6656	THE WAY WEST	A.B. Guthrie, Jr	1949	20	1949-10-30	4	4
6657	THE WAYFARERS	Dan Wickenden	1945	1	1945-07-29	5	5
6658	THE WAYWARD BUS	John Steinbeck	1947	18	1947-03-09	2	2
6659	THE WEATHER IN THE STREETS	Rosamond Lehmann	1936	10	1936-05-25	4	1
666	BERNARD CLARE	James T. Farrell	1946	3	1946-06-09	6	13
6660	THE WEB	Jonathan Kellerman	1996	9	1996-01-21	13	5
6661	THE WEB AND THE ROCK	Thomas Wolfe	1939	11	1939-07-03	3	2
6662	THE WEDDING	Danielle Steel	2000	8	2000-04-23	6	1
6663	THE WEDDING	Julie Garwood	1996	7	1996-07-28	8	6
6664	THE WEDDING	Nicholas Sparks	2003	13	2003-09-28	9	2
6665	THE WEDDING DRESS	Danielle Steel	2020	3	2020-05-17	6	6
6666	THE WEDDING GUEST	Jonathan Kellerman	2019	3	2019-02-24	3	7
6667	THE WEDDING QUILT	Jennifer Chiaverini	2011	1	2011-11-20	9	12
6668	THE WEDNESDAY LETTERS	Jason F. Wright	2007	2	2007-09-30	8	6
6669	THE WEEKENDERS	Mary Kay Andrews	2016	5	2016-06-05	1	3
667	BEST DESTINY	Diane Carey	1992	2	1992-11-01	11	14
6670	THE WEIRD SISTERS	Eleanor Brown	2011	3	2011-02-20	8	14
6671	THE WEREWOLF OF PARIS	Guy Endore	1933	4	1933-04-10	3	1
6672	THE WEST END HORROR	Nicholas Meyer	1976	11	1976-06-13	1	7
6673	THE WESTERN STAR	Craig Johnson	2017	1	2017-09-24	13	7
6674	THE WHEEL OF DARKNESS	Douglas Preston and Lincoln Child	2007	5	2007-09-16	3	2
6675	THE WHEEL OF FORTUNE	Susan Howatch	1984	12	1984-06-03	9	8
6676	THE WHISPER MAN	Alex North	2019	1	2019-09-08	6	10
6677	THE WHISPERING ROOM	Dean Koontz	2017	1	2017-12-10	7	11
6678	THE WHISTLER	John Grisham	2016	22	2016-11-13	11	1
6679	THE WHITE DEER	James Thurber	1945	2	1945-10-28	15	12
668	BEST FRIENDS FOREVER	Jennifer Weiner	2009	7	2009-08-02	5	1
6680	THE WHITE GATE	Warwick Deeping	1935	1	1935-04-01	7	7
6681	THE WHITE HOTEL	D.M. Thomas	1981	19	1981-04-26	1	6
6682	THE WHITE HOUSE CONNECTION	Jack Higgins	1999	4	1999-05-30	14	7
6683	THE WHITE HOUSE MESS	Christopher Buckley	1986	3	1986-04-20	7	14
6684	THE WHITE PRINCESS	Philippa Gregory	2013	2	2013-08-11	1	10
6685	THE WHITE QUEEN	Philippa Gregory	2009	5	2009-09-06	6	2
6686	THE WHITE RAJAH	Nicholas Monsarrat	1961	8	1961-10-22	11	9
6687	THE WHITE TOWER	James Ramsey Ullman	1945	26	1945-09-16	11	2
6688	THE WHITE WITCH	Elizabeth Goudge	1958	20	1958-01-26	13	4
6689	THE WHITEOAKS OF JAINA	Mazo de la Roche	1936	3	1936-10-19	5	3
669	BEST KEPT SECRET	Jeffrey Archer	2013	5	2013-05-19	8	4
6690	THE WHITES	Richard Price writing as Harry Brandt	2015	5	2015-03-08	5	5
6691	THE WHOLE ENCHILADA	Diane Mott Davidson	2013	2	2013-09-15	12	6
6692	THE WHOLE TOWN'S TALKING	Fannie Flagg	2016	3	2016-12-18	4	10
6693	THE WHOLE TRUTH	David Baldacci	2008	6	2008-05-11	13	1
6694	THE WICKED DAY	Mary Stewart	1983	16	1983-11-20	1	5
6695	THE WICKED PAVILION	Dawn Powell	1954	1	1954-10-17	16	16
6696	THE WIDE HOUSE	Taylor Caldwell	1945	7	1945-06-10	3	3
6697	THE WIDOW	Fiona Barton	2016	5	2016-03-06	2	9
6698	THE WIDOW	Susan Yorke	1950	12	1950-10-22	4	6
6699	THE WIDOW OF THE SOUTH	Robert Hicks	2005	6	2005-09-18	11	6
67	A CHANGE IN ALTITUDE	Anita Shreve	2009	1	2009-10-11	14	11
670	BET ME	Jennifer Crusie	2004	3	2004-02-29	15	9
6700	THE WIFE BETWEEN US	Greer Hendricks and Sarah Pekkanen	2018	10	2018-01-28	8	2
6701	THE WILD BLUE	Walter J. Boyne and Steven L. Thompson	1986	2	1986-10-19	4	15
6702	THE WILD CHRISTMAS REINDEER	written and illustrated by Jan Brett	1990	3	1990-12-16	8	10
6703	THE WILD ROSE	Doris Mortman	1991	1	1991-08-18	4	13
6704	THE WIND DONE GONE	Alice Randall	2001	5	2001-07-15	9	9
6705	THE WIND FROM THE MOUNTAINS	Trygve Gulbranssen	1937	3	1937-05-31	8	5
6706	THE WIND THROUGH THE KEYHOLE	Stephen King	2012	8	2012-05-13	4	1
6707	THE WINDS OF CHANGE	Martha Grimes	2004	3	2004-09-12	3	11
6708	THE WINDS OF DUNE	Brian Herbert and Kevin J. Anderson	2009	1	2009-08-23	4	15
6709	THE WINDS OF WAR	Herman Wouk	1971	65	1971-11-28	10	1
671	BETHEL MERRIDAY	Sinclair Lewis	1940	5	1940-04-01	5	3
6710	THE WINE OF SAN LORENZO	Herbert Gorman	1945	3	1945-09-09	14	12
6711	THE WINE OF YOUTH	Robert Wilder	1955	16	1955-07-03	12	9
6712	THE WINNER	David Baldacci	1997	14	1997-12-21	7	2
6713	THE WINTER OF OUR DISCONTENT	John Steinbeck	1961	23	1961-07-09	7	5
6714	THE WINTER OF THE WITCH	Katherine Arden	2019	1	2019-01-27	10	10
6715	THE WINTHROP WOMAN	Anya Seton	1958	31	1958-03-09	8	2
6716	THE WISE MAN’S FEAR	Patrick Rothfuss	2011	3	2011-03-20	13	1
6717	THE WITCH DIGGERS	Jessamyn West	1951	5	1951-02-04	13	10
6718	THE WITCH ELM	Tana French	2018	4	2018-10-28	2	7
6719	THE WITCH WITH NO NAME	Kim Harrison	2014	1	2014-09-28	15	5
672	BETRAYAL	Aaron Allston	2006	1	2006-06-18	10	10
6720	THE WITCHES OF EASTWICK	John Updike	1984	12	1984-06-03	1	5
6721	THE WITCHING HOUR	Anne Rice	1990	22	1990-11-11	15	2
6722	THE WITNESS	Nora Roberts	2012	5	2012-05-06	4	2
6723	THE WITNESS	Sandra Brown	1995	11	1995-07-02	9	5
6724	THE WOLF AT THE DOOR	Jack Higgins	2010	3	2010-02-07	12	8
6725	THE WOLF GIFT	Anne Rice	2012	6	2012-03-04	1	3
6726	THE WOLVES	Alex Berenson	2016	1	2016-02-28	4	14
6727	THE WOLVES OF MIDWINTER	Anne Rice	2013	1	2013-11-03	16	9
6728	THE WOMAN IN CABIN 10	Ruth Ware	2016	19	2016-08-07	9	4
6729	THE WOMAN IN THE WINDOW	A.J. Finn	2018	31	2018-01-21	8	1
673	BETRAYAL	Danielle Steel	2012	5	2012-04-15	3	3
6730	THE WOMAN NEXT DOOR	Barbara Delinsky	2001	6	2001-08-19	2	4
6731	THE WOMAN OF MY LIFE	Ludwig Bemelmans	1957	2	1957-11-10	15	13
6732	THE WOMAN OF ROME	Alberto Moravia	1949	15	1949-11-27	3	5
6733	THE WOMAN UPSTAIRS	Claire Messud	2013	1	2013-06-02	1	12
6734	THE WOMAN WHO WALKED IN SUNSHINE	Alexander McCall Smith	2015	1	2015-11-15	7	7
6735	THE WOMEN	T. C. Boyle	2009	2	2009-03-01	8	11
6736	THE WOMEN IN HIS LIFE	Barbara Taylor Bradford	1990	11	1990-08-12	1	2
6737	THE WOMEN IN THE CASTLE	Jessica Shattuck	2017	6	2017-04-16	10	6
6738	THE WOMEN'S ROOM	Marilyn French	1977	35	1977-12-04	4	4
6739	THE WONDER BOY OF WHISTLE STOP	Fannie Flagg	2020	2	2020-11-15	2	5
674	BETRAYAL	John Lescroart	2008	2	2008-03-16	15	8
6740	THE WONDERFUL COUNTRY	Tom Lea	1952	16	1952-11-30	9	6
6741	THE WONDERFUL O.	James Thurber	1957	13	1957-06-16	16	10
6742	THE WOODS	Harlan Coben	2007	6	2007-05-06	9	2
6743	THE WORD	Irving Wallace	1972	31	1972-03-26	10	1
6744	THE WORLD ACCORDING TO GARP	John Irving	1978	15	1978-05-28	5	4
6745	THE WORLD IN THE EVENING	Christopher Isherwood	1954	4	1954-07-04	14	13
6746	THE WORLD IS MADE OF GLASS	Morris West	1983	4	1983-07-24	9	13
6747	THE WORLD IS MINE	William Blake	1938	1	1938-09-12	7	7
6748	THE WORLD IS NOT ENOUGH	Zoe Oldenbourg	1948	7	1948-06-27	2	7
6749	THE WORLD OF APPLES	John Cheever	1973	1	1973-06-17	9	8
675	BETRAYAL OF TRUST	J. A. Jance	2011	1	2011-07-24	15	9
6750	THE WORLD OF SUZIE WONG	Richard Mason	1957	29	1957-08-11	13	4
6751	THE WORLD THAT WE KNEW	Alice Hoffman	2019	1	2019-10-13	5	13
6752	THE WORLD WITH A FENCE	Marian Sims	1936	1	1936-02-17	6	6
6753	THE WORLD, THE FLESH AND FATHER SMITH	Bruce Marshall	1945	22	1945-09-02	5	3
6754	THE WRECK OF THE MARY DEARE	Hammond Innes	1956	6	1956-12-16	14	11
6755	THE WRECKER	Clive Cussler and Justin Scott	2009	3	2009-12-06	9	6
6756	THE WRONG HOSTAGE	Elizabeth Lowell	2006	1	2006-07-02	12	11
6757	THE WRONG SIDE OF GOODBYE	Michael Connelly	2016	11	2016-11-20	13	2
6758	THE YEAR OF PLEASURES	Elizabeth Berg	2005	1	2005-04-24	13	10
6759	THE YEAR OF THE FLOOD	Margaret Atwood	2009	2	2009-10-11	11	8
676	BETRAYED	Lisa Scottoline	2014	1	2014-12-14	6	12
6760	THE YEARLING	Marjorie Kinnan Rawlings	1938	42	1938-04-11	8	1
6761	THE YEARS	Virginia Woolf	1937	19	1937-04-19	4	1
6762	THE YELLOW ADMIRAL	Patrick O'Brian	1996	3	1996-11-10	12	11
6763	THE YELLOW BIRDS	Kevin Powers	2012	1	2012-11-11	11	13
6764	THE YIDDISH POLICEMEN’S UNION	Michael Chabon	2007	6	2007-05-20	11	2
6765	THE YOUNG LIONS	Irwin Shaw	1948	34	1948-10-24	1	1
6766	THE YOUNG TITAN	F. Van Wyck Mason	1959	12	1959-07-12	14	11
6767	THE ZEBRA DERBY	Max Shulman	1946	11	1946-02-03	2	8
6768	THE ZERO GAME	Brad Meltzer	2004	7	2004-02-08	8	3
6769	THEATRE	Somerset Maugham	1937	19	1937-03-15	3	1
677	BETWEEN LOVERS	Eric Jerome Dickey	2001	2	2001-07-15	8	10
6770	THEIRS WAS THE KINGDOM	R.F. Delderfield	1971	13	1971-09-26	15	5
6771	THEME FOR BALLET	Vicki Baum	1958	1	1958-08-03	16	15
6772	THEN AND NOW	W.Somerset Maugham	1946	15	1946-06-16	2	3
6773	THEN CAME HEAVEN	LaVyrle Spencer	1998	6	1998-01-11	12	7
6774	THEN CAME YOU	Jennifer Weiner	2011	4	2011-07-31	9	3
6775	THEN SHE WAS GONE	Lisa Jewell	2018	1	2018-05-06	9	13
6776	THEOPHILUS NORTH	Thornton Wilder	1973	21	1973-11-11	10	4
6777	THERAPY	Jonathan Kellerman	2004	4	2004-05-09	12	5
6778	THERE IS NO ARMOUR	Howard Spring	1949	1	1949-04-03	3	14
6779	THERE THERE	Tommy Orange	2018	14	2018-06-24	4	6
678	BETWEEN TWO WORLDS	Upton Sinclair	1941	1	1941-04-07	6	6
6780	THERE WAS A TIME	Taylor Caldwell	1947	14	1947-05-25	5	3
6781	THERE'S A HAIR IN MY DIRT	Gary Larson	1998	1	1998-05-24	15	13
6782	THERE'S NO SUCH PLACE AS FAR AWAY	Richard Bach	1979	25	1979-06-24	2	6
6783	THESE LOVERS FLED AWAY	Howard Spring	1955	11	1955-10-30	13	9
6784	THESE THOUSAND HILLS	A.B. Guthrie Jr	1956	9	1956-12-16	13	10
6785	THEY BROUGHT THEIR WOMEN	Edna Ferber	1933	1	1933-05-15	2	2
6786	THEY CAME TO A RIVER	Allis McKay	1941	2	1941-06-16	6	6
