id	title	author	year	total_weeks	first_week	debut_rank	best_rank
1318	DAYS AND NIGHTS	Konstantine Simonov	1945	11	1945-11-18	15	9
1319	DAYS OF INFAMY	Newt Gingrich and William R. Forstchen	2008	1	2008-05-18	9	11
132	A JOURNEY TO MATECUMBE	Robert Lewis Taylor	1961	22	1961-05-21	15	8
1320	DAZZLE	Judith Krantz	1990	14	1990-12-02	6	3
1321	DEACON KING KONG	James McBride	2020	4	2020-03-22	6	7
1322	DEAD AIM	Iris Johansen	2003	4	2003-04-20	14	6
1323	DEAD AND GONE	Charlaine Harris	2009	23	2009-05-24	5	1
1324	DEAD AS A DOORNAIL	Charlaine Harris	2005	1	2005-05-22	2	14
1325	DEAD EVER AFTER	Charlaine Harris	2013	5	2013-05-26	6	1
1326	DEAD HEAT	Dick Francis and Felix Francis	2007	4	2007-10-07	4	3
1327	DEAD HEAT	Joel C. Rosenberg	2008	6	2008-04-06	13	4
1328	DEAD HEAT	Patricia Briggs	2015	2	2015-03-22	9	8
1329	DEAD ICE	Laurell K. Hamilton	2015	1	2015-06-28	11	7
133	A KISS OF SHADOWS	Laurell K. Hamilton	2000	1	2000-10-22	7	14
1330	DEAD IN THE FAMILY	Charlaine Harris	2010	10	2010-05-23	2	1
1331	DEAD IN THE WATER	Stuart Woods	1997	4	1997-08-31	15	11
1332	DEAD MAN'S WALK	Larry McMurtry	1995	7	1995-09-17	1	7
1333	DEAD OF NIGHT	Randy Wayne White	2005	1	2005-04-10	2	14
1334	DEAD OR ALIVE	Tom Clancy and Grant Blackwood	2011	1	2011-03-20	12	15
1335	DEAD OR ALIVE	Tom Clancy with Grant Blackwood	2010	12	2010-12-26	11	1
1336	DEAD RECKONING	Charlaine Harris	2011	10	2011-05-22	2	1
1337	DEAD RINGER	Lisa Scottoline	2003	4	2003-06-15	12	5
1338	DEAD SILENCE	Randy Wayne White	2009	3	2009-03-29	6	7
1339	DEAD SLEEP	Greg Iles	2001	1	2001-07-29	11	13
134	A KISS REMEMBERED	Sandra Brown	2002	1	2002-04-28	11	15
1340	DEAD WATCH	John Sandford	2006	6	2006-06-04	1	2
1341	DEAD WRONG	J. A. Jance	2006	3	2006-08-13	9	8
1342	DEAD ZERO	Stephen Hunter	2011	1	2011-01-16	8	14
1343	DEADEYE DICK	Kurt Vonnegut	1982	14	1982-11-14	9	8
1344	DEADFALL	Linda Fairstein	2017	1	2017-08-13	7	12
1345	DEADLINE	John Sandford	2014	6	2014-10-26	11	1
1346	DEADLINE	Sandra Brown	2013	2	2013-10-13	14	7
1347	DEADLOCK	Catherine Coulter	2020	1	2020-08-16	15	8
1348	DEADLOCK	Iris Johansen	2009	1	2009-05-10	11	8
1349	DEADLOCKED	Charlaine Harris	2012	6	2012-05-20	4	1
135	A KNIGHT OF THE SEVEN KINGDOMS	George R. R. Martin	2015	10	2015-10-25	14	2
1350	DEADLY ASSETS	W. E. B. Griffin and William E. Butterworth IV	2015	1	2015-08-23	6	13
1351	DEADLY DECISIONS	Kathy Reichs	2000	4	2000-08-13	5	12
1352	DEADLY EMBRACE	Jackie Collins	2002	1	2002-06-30	10	13
1353	DEADLY HEAT	Richard Castle	2013	2	2013-10-06	14	8
1354	DEADLY STAKES	J. A. Jance	2013	1	2013-02-24	9	12
1355	DEAR AND GLORIOUS PHYSICIAN	Taylor Caldwell	1959	64	1959-04-05	8	3
1356	DEAR EDWARD	Ann Napolitano	2020	8	2020-01-26	14	2
1357	DEAR JOHN	Nicholas Sparks	2006	11	2006-11-26	5	1
1358	DEAR LIFE	Alice Munro	2012	1	2012-12-02	14	15
1359	DEAR MILI	Wilhelm Grimm	1988	10	1988-11-20	14	5
136	A LEGACY	Sybille Bedford	1957	16	1957-03-03	15	8
1360	DEARLY BELOVED	Anne Morrow Lindbergh	1962	32	1962-06-17	13	2
1361	DEATH AND HONOR	W. E. B. Griffin and William E. Butterworth IV	2008	2	2008-06-22	7	9
1362	DEATH ANGEL	Linda Fairstein	2013	1	2013-08-18	2	12
1363	DEATH ANGEL	Linda Howard	2008	2	2008-07-20	9	9
1364	DEATH BEAM	Robert Moss	1981	1	1981-12-06	6	15
1365	DEATH COMES TO PEMBERLEY	P. D. James	2011	13	2011-12-25	1	3
1366	DEATH DANCE	Linda Fairstein	2006	3	2006-02-05	1	4
1367	DEATH ECHO	Elizabeth Lowell	2010	1	2010-06-27	16	15
1368	DEATH IN HER HANDS	Ottessa Moshfegh	2020	1	2020-07-12	10	15
1369	DEATH IN HOLY ORDERS	P. D. James	2001	10	2001-04-29	2	7
137	A LEGACY OF SPIES	John le Carré	2017	6	2017-09-24	7	1
1370	DEATH IN PARADISE	Robert B. Parker	2001	3	2001-10-21	5	7
1371	DEATH IN THE AIR	Agatha Christie	1935	1	1935-04-01	5	5
1372	DEATH OF KINGS	Bernard Cornwell	2012	3	2012-02-05	13	2
1373	DEATH OF THE FOX	George P. Garrett	1971	2	1971-11-07	1	9
1374	DEATH ON THE D-LIST	Nancy Grace	2010	1	2010-08-29	11	13
1375	DEATH QUEST	L. Ron Hubbard	1987	4	1987-01-25	4	10
1376	DEATH STAR	Michael Reaves and Steve Perry	2007	1	2007-11-04	1	15
1377	DEATH TROOPERS	Joe Schreiber	2009	1	2009-11-01	2	13
1378	DEATH WEARS A BEAUTY MASK AND OTHER STORIES	Mary Higgins Clark	2015	2	2015-05-17	15	12
1379	DEATH'S MISTRESS	Terry Goodkind	2017	1	2017-02-12	5	10
138	A LESSON IN SECRETS	Jacqueline Winspear	2011	1	2011-04-10	4	6
1380	DEATH’S EXCELLENT VACATION	edited by Charlaine Harris and Toni L. P. Kelner	2010	1	2010-08-22	6	8
1381	DEBORAH	Marian Castle	1946	5	1946-06-16	7	13
1382	DEBT OF HONOR	Tom Clancy	1994	25	1994-09-04	14	1
1383	DECEIVED	Paul S. Kemp	2011	1	2011-04-10	11	13
1384	DECEMBER 6	Martin Cruz Smith	2002	1	2002-10-27	8	13
1385	DECEPTION	Amanda Quick	1993	2	1993-06-27	1	15
1386	DECEPTION	Jonathan Kellerman	2010	4	2010-04-18	6	4
1387	DECEPTION	Philip Roth	1990	3	1990-04-01	10	13
1388	DECEPTION ON HIS MIND	Elizabeth George	1997	6	1997-07-20	12	8
1389	DECEPTIONS	Judith Michael	1982	2	1982-05-30	7	11
139	A LICK OF FROST	Laurell K. Hamilton	2007	3	2007-11-11	3	2
1390	DECIDER	Dick Francis	1993	8	1993-10-31	8	7
1391	DECISION AT DELPHI	Helen MacInnes	1960	26	1960-11-13	16	5
1392	DECK THE HALLS	Mary Higgins Clark and Carol Higgins Clark	2000	10	2000-11-12	1	3
1393	DEEP BLUE	Randy Wayne White	2016	2	2016-04-03	13	7
1394	DEEP DARK RIVER	Robert Rylee	1935	3	1935-07-08	5	4
1395	DEEP DISH	Mary Kay Andrews	2008	1	2008-03-16	5	13
1396	DEEP FREEZE	John Sandford	2017	4	2017-11-05	3	2
1397	DEEP SHADOW	Randy Wayne White	2010	3	2010-03-28	8	6
1398	DEEP SIX	Clive Cussler	1984	15	1984-06-03	3	5
1399	DEEP SOUTH	Nevada Barr	2000	2	2000-04-09	2	14
14	10TH ANNIVERSARY	James Patterson and Maxine Paetro	2011	8	2011-05-22	3	2
140	A LIGHT IN THE WINDOW	Mary Roberts Rinehart.	1948	12	1948-02-01	3	5
1400	DEEP STORM	Lincoln Child	2007	3	2007-02-18	8	7
1401	DEEP WATERS	Jayne Ann Krentz	1997	3	1997-02-02	12	9
1402	DEEPER THAN THE DEAD	Tami Hoag	2010	4	2010-01-17	11	7
1403	DEEPLY ODD	Dean Koontz	2013	3	2013-06-16	7	3
1404	DEFENDING JACOB	William Landay	2012	9	2012-02-19	1	3
1405	DEFINITELY DEAD	Charlaine Harris	2006	3	2006-05-21	8	8
1406	DEGREE OF GUILT	Richard North Patterson	1993	11	1993-01-31	14	3
1407	DEJA DEAD	Kathy Reichs	1997	7	1997-09-14	10	8
1408	DELICIOUS!	Ruth Reichl	2014	1	2014-05-25	3	11
1409	DELILAH	Marcus Goodrich	1941	11	1941-02-10	4	3
141	A LION AMONG MEN	Gregory Maguire	2008	4	2008-11-02	11	4
1410	DELIVER US FROM EVIL	David Baldacci	2010	6	2010-05-09	2	1
1411	DELIVERANCE	James Dickey	1970	26	1970-04-12	2	3
1412	DELTA OF VENUS	Anais Nin	1977	36	1977-08-07	1	4
1413	DELTA WEDDING	Eudora Welty	1946	5	1946-05-12	3	12
1414	DELUSION IN DEATH	J. D. Robb	2012	3	2012-09-30	3	4
1415	DELUXE TOUR	Frederic Wakeman	1956	3	1956-11-18	12	12
1416	DEMOCRACY	Joan Didion	1984	4	1984-05-20	6	12
1417	DEMON LORD OF KARANDA	David Eddings	1988	7	1988-08-28	13	7
1418	DENSE MACABRE	Laurell K. Hamilton	2006	1	2006-07-16	3	2
1419	DEPRAVED HEART	Patricia Cornwell	2015	3	2015-11-15	3	3
142	A LION IS IN THE STREETS	Adria Locke Langley	1945	30	1945-06-10	5	1
1420	DEPTH OF WINTER	Craig Johnson	2018	2	2018-09-23	5	5
1421	DEPTHS OF GLORY	Irving Stone	1985	4	1985-10-20	15	11
1422	DERAILED	James Siegel	2003	1	2003-03-09	8	16
1423	DESCENT	Tim Johnston	2015	1	2015-02-22	14	15
1424	DESCENT FROM XANADU	Harold Robbins	1984	8	1984-04-29	3	6
1425	DESECRATION	Tim LaHaye and Jerry B. Jenkins	2001	12	2001-11-18	15	1
1426	DESERT GOD	Wilbur Smith	2014	1	2014-11-09	16	6
1427	DESIGNATION GOLD	Richard Marcinko and John Weisman	1997	2	1997-03-09	12	15
1428	DESIREE	Annemarie Selinko	1953	54	1953-02-01	10	1
1429	DESOLATION MOUNTAIN	William Kent Krueger	2018	1	2018-09-09	8	6
143	A LITTLE HATRED	Joe Abercrombie	2019	1	2019-10-06	8	15
1430	DESPERATE MEASURES	Stuart Woods	2018	1	2018-11-04	7	13
1431	DESPERATION	Stephen King	1996	15	1996-10-13	1	1
1432	DESTINY	Sally Beauman	1987	14	1987-03-29	14	4
1433	DESTROYER ANGEL	Nevada Barr	2014	1	2014-04-20	13	8
1434	DEVICES AND DESIRES	P. D. James	1990	16	1990-01-28	8	1
1435	DEVIL BONES	Kathy Reichs	2008	4	2008-09-14	8	1
1436	DEVIL MAY CARE	Sebastian Faulks	2008	3	2008-06-15	7	8
1437	DEVIL MAY CRY	Sherrilyn Kenyon	2007	3	2007-08-26	2	2
1438	DEVIL ON HORSEBACK	Victoria Holt	1977	1	1977-10-30	1	15
1439	DEVIL WATER	Anya Seton	1962	25	1962-03-18	13	4
144	A LITTLE YELLOW DOG	Walter Mosley	1996	1	1996-07-21	15	15
1440	DEVIL'S BRIDGE	Linda Fairstein	2015	1	2015-08-30	7	13
1441	DEVIL'S CORNER	Lisa Scottoline	2005	2	2005-06-19	13	9
1442	DEVIL'S CUT	J. R. Ward	2017	1	2017-08-20	9	14
1443	DEVIL'S GATE	Clive Cussler and Graham Brown	2011	3	2011-12-04	16	5
1444	DEVIL'S WALTZ	Jonathan Kellerman	1993	7	1993-01-31	6	5
1445	DEVIL’S FOOD CAKE MURDER	Joanne Fluke	2011	1	2011-03-13	7	11
1446	DEVOLUTION	Max Brooks	2020	1	2020-07-05	6	10
1447	DEVOTED IN DEATH	J. D. Robb	2015	2	2015-10-04	14	3
1448	DEVOTIONS	Mary Oliver	2019	4	2019-02-17	7	5
1449	DEXTER BY DESIGN	Jeff Lindsay	2009	1	2009-09-27	12	8
145	A LONG AND HAPPY LIFE	Reynolds Price	1962	4	1962-05-06	16	14
1450	DEXTER IN THE DARK	Jeff Lindsay	2007	1	2007-10-07	12	11
1451	DIAMOND HEAD	Peter Gilman	1960	18	1960-07-17	14	7
1452	DIARY	Chuck Palahniuk	2003	4	2003-09-14	11	5
1453	DICTATOR	Robert Harris	2016	1	2016-01-31	2	15
1454	DIE AGAIN	Tess Gerritsen	2015	1	2015-01-18	1	5
1455	DIE IN PLAIN SIGHT	Elizabeth Lowell	2003	3	2003-07-06	15	7
1456	DIFFERENT SEASONS	Stephen King	1982	32	1982-08-08	3	1
1457	DIGGING TO AMERICA	Anne Tyler	2006	6	2006-05-21	4	4
1458	DINNER AT ANTOINE'S	Frances Parkinson Keyes	1948	37	1948-12-12	1	2
1459	DINNER AT THE HOMESICK RESTAURANT	Anne Tyler	1982	17	1982-04-11	6	8
146	A LONG DAY'S DYING	Frederick Buechner	1950	8	1950-01-29	2	10
1460	DINOTOPIA	written and illustrated by James Gurney	1992	2	1992-12-27	9	13
1461	DIRK GENTLY'S HOLISTIC DETECTIVE AGENCY	Douglas Adams	1987	14	1987-06-28	11	5
1462	DIRT	Stuart Woods	1996	3	1996-09-29	17	13
1463	DIRTY BLONDE	Lisa Scottoline	2006	4	2006-04-02	4	5
1464	DIRTY EDDIE	Ludwig Bemelmans	1947	12	1947-09-07	3	4
1465	DIRTY WORK	Stuart Woods	2003	3	2003-05-04	11	5
1466	DISASTER	L. Ron Hubbard	1987	1	1987-08-16	2	17
1467	DISCLOSURE	Michael Crichton	1994	22	1994-01-23	12	1
1468	DISHONORABLE INTENTIONS	Stuart Woods	2016	1	2016-06-26	7	7
1469	DISNEY'S ALADDIN	adapted by Don Ferguson	1993	7	1993-02-21	7	13
147	A LONG FATAL LOVE CHASE	Louisa May Alcott	1995	1	1995-10-15	8	14
1470	DISNEY'S BEAUTY AND THE BEAST	NO AUTHOR	1991	24	1991-12-29	10	3
1471	DISNEY'S POCAHONTAS	NO AUTHOR	1995	8	1995-07-16	3	9
1472	DISNEY'S THE LION KING	adapted by Don Ferguson	1994	11	1994-08-07	6	7
1473	DISPUTED PASSAGE	Lloyd C. Douglas	1939	12	1939-01-23	5	3
1474	DISTRICT NURSE	Faith Baldwin	1932	3	1932-06-06	1	1
1475	DIVIDED IN DEATH	J. D. Robb	2004	5	2004-02-15	8	3
1476	DIVINE JUSTICE	David Baldacci	2008	10	2008-11-23	9	1
1477	DIVINE MISDEMEANORS	Laurell K. Hamilton	2009	1	2009-12-27	10	6
1478	DIXIE CITY JAM	James Lee Burke	1994	4	1994-08-21	9	11
1479	DO I WAKE OR SLEEP	? by Isabel Bolton	1946	1	1946-12-22	3	16
148	A LONG PETAL OF THE SEA	Isabel Allende	2020	6	2020-02-09	3	8
1480	DOCTOR COBB'S GAME	R.V. Cassill	1971	4	1971-01-24	15	9
1481	DOCTOR FAUSTUS	Thomas Mann	1948	12	1948-11-21	4	9
1482	DOCTOR FISCHER OF GENEVA OR THE BOMB PARTY	Graham Greene	1980	4	1980-06-29	7	11
1483	DOCTOR SLEEP	Stephen King	2013	21	2013-10-13	8	1
1484	DOCTOR ZHIVAGO	Boris Pasternak	1958	57	1958-09-28	7	1
1485	DOCTORS	Erich Segal	1988	12	1988-07-31	13	4
1486	DOG ON IT	Spencer Quinn	2009	1	2009-03-08	4	7
1487	DOG SONGS	Mary Oliver	2013	1	2013-10-27	13	5
1488	DOING HARD TIME	Stuart Woods	2013	1	2013-10-27	16	8
1489	DOLORES	Jacqueline Susann	1976	25	1976-07-18	9	2
149	A LONG WAY DOWN	Nick Hornby	2005	7	2005-06-26	9	5
1490	DOLORES CLAIBORNE	Stephen King	1992	14	1992-12-06	13	1
1491	DOMES OF FIRE	David Eddings	1992	3	1992-11-29	11	13
1492	DON CAMILLO AND HIS FLOCK	Giovannino Guareschi	1952	25	1952-08-31	14	6
1493	DON CAMILLO'S DILEMMA	Giovannino Guareschi	1954	8	1954-07-25	12	11
1494	DON'T BLINK	James Patterson and Howard Roughan	2010	5	2010-10-17	15	2
1495	DON'T EVER LEAVE ME	Katherine Brush	1935	3	1935-05-06	3	3
1496	DON'T GO	Lisa Scottoline	2013	3	2013-04-28	4	2
1497	DON'T GO NEAR THE WATER	William Brinkley	1956	39	1956-07-22	13	1
1498	DON'T LET GO	Harlan Coben	2017	5	2017-10-15	5	2
1499	DON'T LOOK BACK	Amanda Quick	2002	1	2002-06-16	7	11
15	11/22/63	Stephen King	2011	21	2011-11-27	13	1
150	A LOVE OF MY OWN	E. Lynn Harris	2002	7	2002-08-18	13	3
1500	DON'T LOOK TWICE	Andrew Gross	2009	1	2009-03-22	13	15
1501	DON'T STOP THE CARNIVAL	Herman Wouk	1965	26	1965-04-04	10	4
1502	DON'T TELL ALFRED	Nancy Mitford	1961	13	1961-04-16	16	6
1503	DOOMED	Chuck Palahniuk	2013	1	2013-10-27	3	11
1504	DORCHESTER TERRACE	Anne Perry	2012	1	2012-04-22	15	15
1505	DOTING	Henry Green	1952	2	1952-06-01	15	15
1506	DOUBLE CROSS	James Patterson	2007	12	2007-12-02	4	1
1507	DOUBLE DEUCE	Robert B. Parker	1992	5	1992-06-21	10	9
1508	DOUBLE DEXTER	Jeff Lindsay	2011	1	2011-11-06	10	14
1509	DOUBLE FUDGE BROWNIE MURDER	Joanne Fluke	2015	1	2015-03-15	14	13
151	A LOVING SCOUNDREL	Johanna Lindsey	2004	2	2004-05-16	1	10
1510	DOUBLE HOMICIDE	Faye and Jonathan Kellerman	2004	1	2004-10-24	2	12
1511	DOUBLE MUSCADINE	Frances Gaither	1949	12	1949-03-27	7	7
1512	DOUBLE PLAY	Robert B. Parker	2004	2	2004-06-13	3	10
1513	DOUBLE SHOT	Diane Mott Davidson	2004	3	2004-11-07	17	11
1514	DOUBLE TAKE	Catherine Coulter	2007	6	2007-07-01	15	3
1515	DOUBLE TAP	Steve Martini	2005	4	2005-08-14	9	6
1516	DOWN A DARK ROAD	Linda Castillo	2017	1	2017-07-30	10	14
1517	DOWN ALL THE DAYS	Christy Brown	1970	1	1970-07-12	6	9
1518	DOWN THE DARKEST ROAD	Tami Hoag	2012	1	2012-01-15	6	11
1519	DOWNFALL	J. A. Jance	2016	1	2016-09-25	2	10
152	A MAGGOT	John Fowles	1985	9	1985-09-15	13	6
1520	DOWNTOWN	Anne Rivers Siddons	1994	5	1994-07-10	10	10
1521	DR. DEATH	Jonathan Kellerman	2000	5	2000-12-24	3	7
1522	DR. HUDSON'S SECRET JOURNAL	Lloyd C. Douglas	1940	1	1940-01-01	7	7
1523	DRAGON	Clive Cussler	1990	17	1990-05-13	6	3
1524	DRAGON HARVEST	Upton Sinclair	1945	18	1945-07-08	3	2
1525	DRAGON SEED	Pearl S. Buck	1942	19	1942-02-02	2	1
1526	DRAGON TEARS	Dean Koontz	1993	10	1993-01-24	10	1
1527	DRAGON TEETH	Michael Crichton	2017	7	2017-06-11	1	2
1528	DRAGON'S FIRE	Anne McCaffrey and Todd McCaffrey	2006	1	2006-07-30	1	16
1529	DRAGON'S TEETH	Upton Sinclair	1942	1	1942-01-26	5	5
153	A MAN	Oriana Fallaci	1980	4	1980-12-28	1	14
1530	DRAGONBANE	Sherrilyn Kenyon	2015	1	2015-08-23	3	10
1531	DRAGONMARK	Sherrilyn Kenyon	2016	1	2016-08-21	4	12
1532	DRAGONS OF A FALLEN SUN	Margaret Weis and Tracy Hickman	2000	2	2000-04-02	1	14
1533	DRAGONS OF A LOST STAR	Margaret Weis and Tracy Hickman	2001	2	2001-04-29	7	12
1534	DRAGONS OF A VANISHED MOON	Margaret Weis and Tracy Hickman	2002	2	2002-07-07	7	10
1535	DRAGONS OF SUMMER FLAME	Margaret Weis and Tracy Hickman	1995	1	1995-11-26	9	15
1536	DRAGONSDAWN	Anne McCaffrey	1988	7	1988-11-06	2	10
1537	DRAGONSEYE	Anne McCaffrey	1997	2	1997-02-23	13	15
1538	DRAGONSWORN	Sherrilyn Kenyon	2017	1	2017-08-20	7	12
1539	DREAM EYES	Jayne Ann Krentz	2013	1	2013-01-27	7	10
154	A MAN CALLED CERVANTES	Bruno Frank	1935	1	1935-03-18	8	8
1540	DREAM OF ORCHIDS	Phyllis A. Whitney	1985	1	1985-02-03	9	14
1541	DREAM WEST	David Nevin	1984	2	1984-03-04	5	14
1542	DREAM WHEN YOU’RE FEELING BLUE	Elizabeth Berg	2007	1	2007-05-20	9	15
1543	DREAMCATCHER	Stephen King	2001	15	2001-04-08	10	1
1544	DREAMFEVER	Karen Marie Moning	2009	2	2009-09-06	7	3
1545	DREAMING SPIES	Laurie R. King	2015	1	2015-03-08	8	8
1546	DREAMS ARE NOT ENOUGH	Jacqueline Briskin	1987	5	1987-02-22	5	8
1547	DREAMS DIE FIRST	Harold Robbins	1977	25	1977-10-30	10	6
1548	DREAMS OF JOY	Lisa See	2011	3	2011-06-19	5	1
1549	DRESS GRAY	Lucian K. Truscott IV	1979	13	1979-02-25	8	5
155	A MAN IN A MIRROR	Richard Llewellyn	1961	5	1961-09-10	16	11
1550	DRINK WITH THE DEVIL	Jack Higgins	1996	4	1996-06-16	11	13
1551	DRIVE ME CRAZY	Eric Jerome Dickey	2004	1	2004-08-01	9	16
1552	DRIVIN' WOMAN	Elizabeth Chevalier	1942	8	1942-07-27	4	4
1553	DRIVING FORCE	Dick Francis	1992	9	1992-11-01	3	3
1554	DRIVING HEAT	Richard Castle	2015	1	2015-10-04	9	13
1555	DROP CITY	T. Coraghessan Boyle	2003	1	2003-03-16	5	13
1556	DROP DEAD BEAUTIFUL	Jackie Collins	2007	3	2007-07-15	2	5
1557	DROWNING RUTH	Christina Schwarz	2000	14	2000-10-15	14	1
1558	DRUMS ALONG THE MOHAWK	Walter D. Edmonds	1936	46	1936-08-10	4	1
1559	DRUMS OF AUTUMN	Diana Gabaldon	1997	8	1997-01-19	14	2
156	A MAN IN FULL	Tom Wolfe	1998	19	1998-11-22	5	1
1560	DRUMS OF DESTINY	Peter Bourne	1947	15	1947-10-12	1	5
1561	DRY BONES	Craig Johnson	2015	2	2015-05-31	9	5
1562	DUANE'S DEPRESSED	Larry McMurtry	1999	1	1999-02-14	8	17
1563	DUBIN'S LIVES	Bernard Malamud	1979	9	1979-03-25	4	8
1564	DUCHESS HOTSPUR	Rosamond Marshall	1946	14	1946-05-26	3	6
1565	DULCIMER STREET	Norman Collins	1947	17	1947-02-09	4	6
1566	DUMA KEY	Stephen King	2008	9	2008-02-10	6	1
1567	DUNE ROAD	Jane Green	2009	1	2009-07-05	1	14
1568	DUNE: House Atreides	Brian Herbert and Kevin J. Anderson	1999	4	1999-10-24	14	12
1569	DUNE: House Corrino	Brian Herbert and Kevin J. Anderson	2001	4	2001-10-21	6	8
157	A MAN RIDES THROUGH	Stephen R. Donaldson	1987	3	1987-12-06	4	12
1570	DUNE: House Harkonnen	Brian Herbert and Kevin J. Anderson	2000	4	2000-10-22	4	8
1571	DUNE: THE BUTLERIAN JIHAD	Brian Herbert and Kevin J. Anderson	2002	3	2002-10-06	4	7
1572	DUNE: THE MACHINE CRUSADE	Brian Herbert and Kevin J. Anderson	2003	2	2003-10-05	14	7
1573	DUNE: The Battle of Corrin	Brian Herbert and Kevin J. Anderson	2004	4	2004-09-05	2	9
1574	DUNKERLEY'S	Howard Spring	1947	1	1947-02-23	1	13
1575	DUSK AT THE GROVE	Samuel Rogers	1934	3	1934-09-03	6	3
1576	DUST	Martha Grimes	2007	2	2007-02-04	12	10
1577	DUST	Patricia Cornwell	2013	4	2013-12-01	10	3
1578	DUST TO DUST	Tami Hoag	2000	8	2000-08-20	10	2
1579	DUTCH	Theodore Bonnet	1955	11	1955-05-01	16	11
158	A MAN TO CALL MY OWN	Johanna Lindsey	2003	4	2003-07-20	3	10
1580	DUTCH SHEA, JR.	John Gregory Dunne	1982	3	1982-05-23	5	13
1581	DYING TO PLEASE	Linda Howard	2002	3	2002-05-05	2	6
1582	DYNASTY	Robert S. Elegant	1977	30	1977-08-21	1	3
1583	DYNASTY OF DEATH	Taylor Caldwell	1938	6	1938-09-26	4	3
1584	E.T. THE EXTRA-TERRESTRIAL STORYBOOK	William Kotzwinkle	1982	32	1982-08-29	2	2
1585	EAGLE AT MY EYES	Norman Katkov	1948	4	1948-02-08	6	9
1586	EAGLE IN THE SKY	F. Van Wyck Mason	1948	23	1948-02-15	4	1
1587	EARLY RISER	Jasper Fforde	2019	1	2019-03-03	6	10
1588	EARLY WARNING	Jane Smiley	2015	1	2015-05-17	13	10
1589	EARTH AND HIGH HEAVEN	Gwenthalyn Graham	1944	31	1944-11-12	4	1
159	A MAN WITHOUT BREATH	Philip Kerr	2013	1	2013-05-05	16	13
1590	EARTH UNAWARE	Orson Scott Card and Aaron Johnston	2012	1	2012-08-05	12	14
1591	EARTHBOUND	Dalton S. Reymond	1948	8	1948-03-07	3	9
1592	EARTHLY REMAINS	Donna Leon	2017	1	2017-04-23	15	12
1593	EAST AND WEST,  by Somerset Maugham. (Doubleday, Doran.) 		1934	1	1934-08-27	5	5
1594	EAST OF EDEN	John Steinbeck	1952	39	1952-10-05	6	1
1595	EAST OF THE MOUNTAINS	David Guterson	1999	9	1999-05-09	6	4
1596	EAST RIVER	Sholem Asch	1946	28	1946-11-10	1	1
1597	EAST SIDE GENERAL	Frank G. Slaughter	1952	5	1952-05-11	16	13
1598	EAST SIDE, WEST SIDE	Marcia Davenport	1947	28	1947-11-09	8	1
1599	EAST WIND, RAIN	N. Richard Nash	1977	5	1977-05-15	1	8
16	11TH HOUR	James Patterson and Maxine Paetro	2012	8	2012-05-27	5	1
160	A MANUAL FOR CLEANING WOMEN	Lucia Berlin, edited by Stephen Emerson	2015	1	2015-09-13	10	15
1600	EASY PREY	John Sandford	2000	10	2000-05-28	7	1
1601	ECHO PARK	Michael Connelly	2006	5	2006-10-29	8	2
1602	ECHOES	Danielle Steel	2004	9	2004-11-14	5	2
1603	ECHOES IN DEATH	J. D. Robb	2017	5	2017-02-26	11	2
1604	ECLIPSE	Richard North Patterson	2009	2	2009-01-25	4	9
1605	EDEN BURNING	Belva Plain	1982	16	1982-06-13	1	4
1606	EDEN BURNING	Elizabeth Lowell	2002	1	2002-01-27	12	16
1607	EDGE	Jeffery Deaver	2010	1	2010-11-21	10	14
1608	EDGE OF DANGER	Jack Higgins	2001	6	2001-03-11	11	4
1609	EDGE OF ETERNITY	Ken Follett	2014	15	2014-10-05	12	1
161	A MAP OF THE WORLD	Jane Hamilton	1994	1	1994-07-17	12	15
1610	EDNA, HIS WIFE	Mary Ayer Barnes	1935	10	1935-11-18	3	3
1611	EDUCATION BEFORE VERDUN	Arnold Zweig	1936	2	1936-05-11	3	3
1612	EIGHT DAYS TO LIVE	Iris Johansen	2010	2	2010-05-09	10	9
1613	EINSTEIN'S DREAMS	Alan Lightman	1993	17	1993-02-21	3	5
1614	ELEGY FOR EDDIE	Jacqueline Winspear	2012	1	2012-04-15	5	5
1615	ELEMENTS OF STYLE	Wendy Wasserstein	2006	1	2006-05-14	15	15
1616	ELEPHANT AND CASTLE	R.C. Hutchinson	1949	6	1949-02-20	4	8
1617	ELEPHANT HILL	Robin White	1959	7	1959-01-25	15	11
1618	ELEPHANT WALK	Robert Standish	1949	7	1949-07-31	3	8
1619	ELEPHANTS CAN REMEMBER	Agatha Christie	1973	10	1973-01-21	1	7
162	A MATTER OF HONOR	Jeffrey Archer	1986	17	1986-07-06	14	2
1620	ELEVATION	Stephen King	2018	10	2018-11-18	9	1
1621	ELEVEN ON TOP	Janet Evanovich	2005	7	2005-07-10	5	1
1622	ELEVENTH HOUR	Catherine Coulter	2002	5	2002-08-18	14	4
1623	ELIGIBLE	Curtis Sittenfeld	2016	4	2016-05-08	15	5
1624	ELIZABETH APPLETON	John O'Hara	1963	21	1963-06-09	15	2
1625	ELIZABETH THE WOMAN	Amanda Mae Ellis	1951	1	1951-09-30	1	16
1626	ELIZABETH, CAPTIVE PRINCESS	Margaret Irwin	1949	3	1949-01-23	1	12
1627	ELL	Stephen King	2006	1	2006-04-09	8	10
1628	ELLIS ISLAND	Fred Mustard Stewart	1983	11	1983-02-20	6	6
1629	EMERALD	Phyllis A. Whitney	1983	5	1983-02-20	10	12
